"Nassau, NY",3080,3080,3080,,79.8,14923,4845,,1161,637,782,,20.2,2652
"Norfolk, MA","-","-","-",,"-","-","-",,"-","-","-",,"-","-"
"Oakland, MI",260,235,244,,68.0,1059,4435,,130,106,115,,32.0,344
"Oklahoma, OK",88,88,88,,88.9,173,1968,,11,11,11,,11.1,15
"Orange, CA",1176,1173,1175,,52.3,5493,4678,,1071,1071,1071,,47.7,2972
"Palm Beach, FL",900,900,900,,52.7,4456,4951,,885,753,808,,47.3,2643
"Pima, AZ",417,417,417,,73.3,1434,3438,,156,148,152,,26.7,383
,,,,,,,,,,,,,,
"Pinellas, FL",707,707,707,,65.5,2311,3269,,459,360,372,,34.5,856
"Prince Georges, MD",1302,1302,1302,,75.3,3812,2928,,491,352,426,,24.7,882
"Riverside, CA",728,728,728,,60.9,3751,5152,,489,460,468,,39.1,1285
"Sacramento, CA",1225,1178,1215,,98.6,4583,3821,,17,17,17,,1.4,77
"St. Louis, MO",603,603,603,,70.8,1836,3045,,251,245,249,,29.2,694
"Salt Lake, UT",344,344,344,,55.0,1145,3328,,371,200,281,,45.0,606
"San Bernadino, CA",941,892,898,,59.0,4162,4645,,627,620,624,,41.0,1756
,,,,,,,,,,,,,,
"San Diego, CA",1261,1250,1257,,51.1,5452,4340,,1212,1182,1204,,48.9,2895
"San Mateo, CA",243,240,242,,67.6,1413,5867,,122,109,116,,32.4,362
"Santa Clara, CA",341,341,341,,60.6,1671,4901,,270,200,222,,39.4,1041
"Shelby, TN",,,,,,,,,,,,,,
"Suffolk, NY",3038,3038,3038,,93.7,14606,4808,,441,103,204,,6.3,613
"Summit, OH",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Tarrant, TX",,,,,,,,,,,,,,
"Union, NJ",,,,,,,,,,,,,,
"Ventura, CA",454,438,448,,71.6,1473,3334,,179,178,178,,28.4,542
"Wayne, MI",659,659,659,,93.6,2190,3323,,45,45,45,,6.4,155
"Westchester, NY",,,,,,,,,,,,,,
"Worcester, MA","-","-","-",,"-","-","-",,"-","-","-",,"-","-"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Notes: Payroll data shown here may not sum to equal police protection October payroll data in table 13 due to rounding.",,,,,,,,,,,,,,
"Jurisdictions without data did not report for 1995, but data are available for prior years.",,,,,,,,,,,,,,
