"     State",1623347,,1540057,1453979,86078,,83290,,219852,,199395,194574,4821,,20457,,218967,,167731,160855,6876,,51236,,1184528,,1172931,1098550,74381,,11597,,"     State"
"     Local, total",2049270,,2014961,1949384,65577,,34309,,1198489,,1197928,1170985,26943,,561,,545985,,529633,526669,2964,,16352,,304796,,287400,251730,35670,,17396,,"     Local, total"
"        Counties",935806,,914502,866839,47663,,21304,,224187,,221698,211935,9763,,2489,,409708,,409708,407463,2245,,"-",,301911,,283096,247441,35655,,18815,,"        Counties"
"        Municipalities",1148778,,1100459,1082545,17914,,48319,,1004747,,976230,959050,17180,,28517,,136277,,119925,119206,719,,16352,,7754,,4304,4289,15,,3450,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota",1331485,,1331485,1273597,57888,,"-",,611048,,611048,583604,27444,,"-",,324446,,324446,315920,8526,,"-",,395991,,395991,374073,21918,,"-",,"Minnesota"
"     State",505135,,409213,393006,16207,,95922,,114854,,70813,65590,5223,,44041,,144020,,128355,124593,3762,,15665,,246261,,210045,202823,7222,,36216,,"     State"
"     Local, total",922272,,922272,880591,41681,,"-",,540235,,540235,518014,22221,,"-",,196091,,196091,191327,4764,,"-",,185946,,185946,171250,14696,,"-",,"     Local, total"
"        Counties",548548,,542869,512904,29965,,5679,,182766,,177148,166604,10544,,5618,,179932,,179871,175146,4725,,61,,185850,,185850,171154,14696,,"-",,"        Counties"
"        Municipalities",380996,,379403,367687,11716,,1593,,363728,,363087,351410,11677,,641,,16220,,16220,16181,39,,"-",,1048,,96,96,"-",,952,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mississippi",507567,,507567,472467,35100,,"-",,264882,,264882,247075,17807,,"-",,91031,,91031,88646,2385,,"-",,151654,,151654,136746,14908,,"-",,"Mississippi"
"     State",229116,,214926,196402,18524,,14190,,49793,,48820,45548,3272,,973,,39828,,39828,37721,2107,,"-",,139495,,126278,113133,13145,,13217,,"     State"
"     Local, total",292641,,292641,276065,16576,,"-",,216062,,216062,201527,14535,,"-",,51203,,51203,50925,278,,"-",,25376,,25376,23613,1763,,"-",,"     Local, total"
"        Counties",136364,,136364,131158,5206,,"-",,69005,,69005,65799,3206,,"-",,43942,,43942,43705,237,,"-",,23417,,23417,21654,1763,,"-",,"        Counties"
"        Municipalities",157196,,156277,144907,11370,,919,,147815,,147057,135728,11329,,758,,7261,,7261,7220,41,,"-",,2120,,1959,1959,"-",,161,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missouri",1282768,,1282768,1207538,75230,,"-",,664252,,664252,630427,33825,,"-",,214073,,214073,211665,2408,,"-",,404443,,404443,365446,38997,,"-",,"Missouri"
"     State",514611,,471515,443409,28106,,43096,,126120,,98325,83459,14866,,27795,,123249,,107948,106494,1454,,15301,,265242,,265242,253456,11786,,"-",,"     State"
"     Local, total",812593,,811253,764129,47124,,1340,,567267,,565927,546968,18959,,1340,,106125,,106125,105171,954,,"-",,139201,,139201,111990,27211,,"-",,"     Local, total"
"        Counties",265348,,263938,237941,25997,,1410,,97355,,95945,92340,3605,,1410,,62702,,62702,61907,795,,"-",,105291,,105291,83694,21597,,"-",,"        Counties"
"        Municipalities",548708,,547315,526188,21127,,1393,,471368,,469982,454628,15354,,1386,,43430,,43423,43264,159,,7,,33910,,33910,28296,5614,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montana",194367,,194367,181646,12721,,"-",,88000,,88000,84402,3598,,"-",,50538,,50538,49234,1304,,"-",,55829,,55829,48010,7819,,"-",,"Montana"
"     State",101310,,89683,79669,10014,,11627,,28400,,20794,18880,1914,,7606,,23275,,19254,18926,328,,4021,,49635,,49635,41863,7772,,"-",,"     State"
"     Local, total",104684,,104684,101977,2707,,"-",,67206,,67206,65522,1684,,"-",,31284,,31284,30308,976,,"-",,6194,,6194,6147,47,,"-",,"     Local, total"
"        Counties",63134,,63059,61251,1808,,75,,31578,,31503,30690,813,,75,,25468,,25468,24513,955,,"-",,6088,,6088,6048,40,,"-",,"        Counties"
"        Municipalities",41625,,41625,40726,899,,"-",,35703,,35703,34832,871,,"-",,5816,,5816,5795,21,,"-",,106,,106,99,7,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
