Nevada,"2,168","$66,534 ","$30,696 ","$7,348,095 ","$4,915,186 ","$6,242,231 ","$24,454 ","$24,428 "
New Hampshire,"1,274","$43,468 ","$34,108 ","$4,822,727 ","$3,644,085 ","$4,176,687 ","$19,995 ","$19,506 "
New Jersey,"8,575","$337,853 ","$39,399 ","$41,987,647 ","$32,667,290 ","$32,935,974 ","$147,813 ","$137,218 "

New Mexico,"1,852","$45,801 ","$24,730 ","$10,083,987 ","$7,315,567 ","$9,213,597 ","$45,490 ","$45,490 "
New York,"19,134","$680,182 ","$35,548 ","$119,198,996 ","$80,216,743 ","$93,752,012 ","$252,512 ","$235,594 "
North Carolina,"8,306","$230,696 ","$27,775 ","$33,123,528 ","$23,672,762 ","$29,480,492 ","$134,898 ","$134,898 "
North Dakota,634,"$16,780 ","$26,471 ","$3,020,393 ","$2,434,872 ","$2,812,686 ","$16,625 ","$16,625 "
Ohio,"11,409","$331,968 ","$29,098 ","$52,593,597 ","$37,541,519 ","$42,255,057 ","$138,086 ","$138,086 "

Oklahoma,"3,490","$90,077 ","$25,812 ","$14,727,332 ","$11,350,287 ","$12,904,144 ","$66,341 ","$65,858 "
Oregon,"3,520","$100,434 ","$28,530 ","$18,029,157 ","$13,816,484 ","$14,846,114 ","$55,292 ","$55,119 "
Pennsylvania,"12,329","$380,162 ","$30,835 ","$55,170,768 ","$42,383,178 ","$46,607,226 ","$157,088 ","$154,051 "
Rhode Island,"1,068","$33,156 ","$31,035 ","$5,766,687 ","$5,017,653 ","$4,842,611 ","$20,085 ","$19,383 "
South Carolina,"4,104","$104,540 ","$25,474 ","$20,009,040 ","$15,768,030 ","$17,048,314 ","$78,362 ","$76,632 "

South Dakota,760,"$20,261 ","$26,644 ","$2,771,705 ","$2,265,358 ","$2,554,212 ","$13,136 ","$13,136 "
Tennessee,"5,790","$159,833 ","$27,606 ","$20,029,048 ","$15,551,112 ","$18,451,457 ","$83,862 ","$83,862 "
Texas,"21,737","$623,697 ","$28,693 ","$70,274,342 ","$53,593,562 ","$61,770,850 ","$269,674 ","$269,674 "
Utah,"2,319","$57,732 ","$24,897 ","$10,107,055 ","$7,936,171 ","$9,142,538 ","$49,092 ","$48,777 "
Vermont,616,"$18,247 ","$29,602 ","$3,511,510 ","$2,592,652 ","$3,291,008 ","$13,721 ","$13,667 "

Virginia,"7,288","$239,480 ","$32,860 ","$28,044,327 ","$19,675,014 ","$25,367,811 ","$120,793 ","$119,560 "
Washington,"6,067","$198,367 ","$32,696 ","$30,378,008 ","$23,571,658 ","$25,157,409 ","$114,329 ","$113,496 "
West Virginia,"1,805","$43,305 ","$23,993 ","$9,409,434 ","$7,955,727 ","$7,560,308 ","$34,279 ","$34,209 "
Wisconsin,"5,440","$163,118 ","$29,987 ","$26,749,270 ","$17,226,079 ","$23,025,091 ","$70,873 ","$70,873 "
Wyoming,499,"$15,410 ","$30,892 ","$2,948,182 ","$1,973,574 ","$2,605,868 ","$11,235 ","$11,206 "

"Note:  ""Estimated population"" represents resident U.S. population (50 states excluding the District of Columbia) from the Bureau of the Census, Current Population Reports, July 2002.",,,,,,,,
"a/ ""Personal income"" is from the U.S. Department of Commerce, Survey of Current Business, August 2002.",,,,,,,,
"b/ ""Total general expenditure"" excludes utilities, State-operated liquor stores, and insurance trust benefits."
"c/ ""General functions only"" FTE excludes utilities, and State-operated liquor stores."
