California - Total,"10,404,375","1,688,663",16.2,"780,252",46.2,"323,201",19.1,"585,210",34.7
California - State,"2,601,480","525,343",20.2,"89,051",17,"42,342",8.1,"393,950",75
"California - Local, total","7,802,894","1,163,320",14.9,"691,201",59.4,"280,859",24.1,"191,260",16.4
California - Counties,"2,238,836","717,478",32,"288,453",40.2,"249,372",34.8,"179,653",25
California - Municipalities,"1,555,212","445,841",28.7,"402,747",90.3,"31,487",7.1,"11,607",2.6
Colorado - Total,"1,258,802","175,642",14,"86,433",49.2,"40,025",22.8,"49,184",28
Colorado - State,"393,436","62,218",15.8,"6,755",10.9,"25,106",40.4,"30,357",48.8
"Colorado - Local, total","865,366","113,423",13.1,"79,678",70.2,"14,919",13.2,"18,826",16.6
Colorado - Counties,"123,857","44,362",35.8,"24,021",54.1,"7,664",17.3,"12,677",28.6
Colorado - Municipalities,"243,592","69,061",28.4,"55,657",80.6,"7,255",10.5,"6,149",8.9
Connecticut - Total,"1,035,935","142,565",13.8,"67,237",47.2,"38,211",26.8,"37,117",26
Connecticut - State,"382,248","88,219",23.1,"13,996",15.9,"37,106",42.1,"37,117",42.1
"Connecticut - Local, total","653,687","54,346",8.3,"53,241",98,"1,105",2,0,0
Connecticut - Municipalities,"288,965","31,117",10.8,"30,301",97.4,816,2.6,0,0
Delaware - Total,"218,550","35,687",16.3,"15,032",42.1,"8,928",25,"11,727",32.9
Delaware - State,"114,192","26,987",23.6,"6,896",25.6,"8,364",31,"11,727",43.5
"Delaware - Local, total","104,358","8,700",8.3,"8,136",93.5,564,6.5,0,0
Delaware - Counties,"11,951","3,160",26.4,"2,787",88.2,373,11.8,0,0
Delaware - Municipalities,"12,959","5,539",42.7,"5,349",96.6,190,3.4,0,0
District of Columbia - Total,"301,035","55,971",18.6,"31,948",57.1,"15,969",28.5,"8,054",14.4
"District of Columbia - Local, total","301,035","55,971",18.6,"31,948",57.1,"15,969",28.5,"8,054",14.4
District of Columbia - Municipality,"222,432","55,971",25.2,"31,948",57.1,"15,969",28.5,"8,054",14.4
Florida - Total ,"3,430,224","593,037",17.3,"313,227",52.8,"129,605",21.9,"150,205",25.3
Florida - State,"732,412","169,686",23.2,"16,862",9.9,"79,698",47,"73,126",43.1
"Florida - Local, total","2,697,811","423,351",15.7,"296,365",70,"49,907",11.8,"77,079",18.2
Florida - Counties,"789,998","295,045",37.3,"174,778",59.2,"46,187",15.7,"74,080",25.1
Florida - Municipalities,"428,433","128,307",29.9,"121,587",94.8,"3,720",2.9,"3,000",2.3
Georgia - Total,"1,807,251","236,414",13.1,"103,227",43.7,"55,374",23.4,"77,813",32.9
Georgia - State,"509,061","71,071",14,"10,115",14.2,"15,872",22.3,"45,084",63.4
"Georgia - Local, total","1,298,190","165,343",12.7,"93,111",56.3,"39,502",23.9,"32,730",19.8
Georgia - Counties,"223,984","104,475",46.6,"44,073",42.2,"33,276",31.9,"27,126",26
Georgia - Municipalities,"174,457","60,869",34.9,"49,039",80.6,"6,226",10.2,"5,604",9.2
Hawaii - Total,"335,721","50,155",14.9,"23,860",47.6,"15,106",30.1,"11,189",22.3
Hawaii - State,"256,070","23,165",9,0,0,"11,976",51.7,"11,189",48.3
"Hawaii - Local, total","79,651","26,990",33.9,"23,860",88.4,"3,130",11.6,0,0
Hawaii - Counties,"30,055","8,996",29.9,"7,659",85.1,"1,337",14.9,0,0
Hawaii - Municipalities,"48,647","17,994",37,"16,201",90,"1,793",10,0,0
Idaho - Total,"293,233","42,646",14.5,"17,457",40.9,"10,490",24.6,"14,699",34.5
Idaho - State,"103,014","15,365",14.9,"2,303",15,"4,258",27.7,"8,804",57.3
"Idaho - Local, total","190,219","27,282",14.3,"15,154",55.5,"6,232",22.8,"5,896",21.6
Idaho - Counties,"33,517","16,711",49.9,"5,264",31.5,"5,551",33.2,"5,896",35.3
Idaho - Municipalities,"36,527","10,570",28.9,"9,889",93.6,681,6.4,0,0
Illinois - Total,"3,103,193","456,311",14.7,"252,893",55.4,"75,163",16.5,"128,255",28.1
Illinois - State,"680,692","117,408",17.2,"21,765",18.5,"22,776",19.4,"72,867",62.1
"Illinois - Local, total","2,422,501","338,903",14,"231,128",68.2,"52,387",15.5,"55,388",16.3
Illinois - Counties,"264,538","130,505",49.3,"27,401",21,"47,716",36.6,"55,388",42.4
Illinois - Municipalities,"580,134","208,399",35.9,"203,727",97.8,"4,672",2.2,0,0
Indiana - Total,"1,189,587","131,979",11.1,"67,503",51.1,"28,193",21.4,"36,283",27.5
Indiana - State,"353,577","34,147",9.7,"8,058",23.6,"9,092",26.6,"16,997",49.8
"Indiana - Local, total","836,010","97,832",11.7,"59,446",60.8,"19,100",19.5,"19,286",19.7
Indiana - Counties,"157,451","40,555",25.8,"12,205",30.1,"12,964",32,"15,386",37.9
Indiana - Municipalities,"203,271","57,198",28.1,"47,241",82.6,"6,057",10.6,"3,900",6.8
Iowa - Total,"789,361","73,163",9.3,"35,276",48.2,"17,195",23.5,"20,692",28.3
Iowa - State,"273,744","32,654",11.9,"5,395",16.5,"12,597",38.6,"14,662",44.9
"Iowa - Local, total","515,617","40,509",7.9,"29,881",73.8,"4,598",11.4,"6,030",14.9
Iowa - Counties,"92,174","18,667",20.3,"8,687",46.5,"3,952",21.2,"6,028",32.3
Iowa - Municipalities,"104,353","21,843",20.9,"21,195",97,646,3,2,0
Kansas - Total,"729,371","75,738",10.4,"38,793",51.2,"16,063",21.2,"20,882",27.6
Kansas - State,"220,617","24,365",11,"4,600",18.9,"8,999",36.9,"10,766",44.2
"Kansas - Local, total","508,754","51,373",10.1,"34,193",66.6,"7,064",13.8,"10,116",19.7
Kansas - Counties,"79,751","22,296",28,"9,004",40.4,"4,331",19.4,"8,961",40.2
Kansas - Municipalities,"109,849","29,056",26.5,"25,171",86.6,"2,730",9.4,"1,155",4
Kentucky - Total,"878,450","84,264",9.6,"38,667",45.9,"22,615",26.8,"22,982",27.3
Kentucky - State,"338,774","37,783",11.2,"7,942",21,"18,467",48.9,"11,374",30.1
"Kentucky - Local, total","539,676","46,480",8.6,"30,724",66.1,"4,148",8.9,"11,608",25
Kentucky - Counties,"54,010","12,179",22.5,"4,543",37.3,"1,610",13.2,"6,026",49.5
Kentucky - Municipalities,"119,178","34,301",28.8,"26,181",76.3,"2,538",7.4,"5,582",16.3
Louisiana - Total,"953,902","138,416",14.5,"66,716",48.2,"26,568",19.2,"45,132",32.6
Louisiana - State,"329,239","40,379",12.3,"9,085",22.5,"7,526",18.6,"23,768",58.9
"Louisiana - Local, total","624,662","98,036",15.7,"57,630",58.8,"19,042",19.4,"21,364",21.8
Louisiana - Parishes,"164,071","52,533",32,"26,944",51.3,"11,743",22.4,"13,846",26.4
Louisiana - Municipalities,"132,821","44,790",33.7,"30,686",68.5,"7,300",16.3,"6,804",15.2
Maine - Total,"266,519","24,793",9.3,"13,392",54,"4,224",17,"7,177",28.9
Maine - State,"88,236","10,641",12.1,"2,687",25.3,"3,516",33,"4,438",41.7
"Maine - Local, total","178,282","14,151",7.9,"10,705",75.6,707,5,"2,739",19.4
Maine - Counties,"6,612","4,839",73.2,"1,473",30.4,627,13,"2,739",56.6
Maine - Municipalities,"65,815","5,476",8.3,"5,396",98.5,80,1.5,0,0
Maryland - Total,"1,532,182","235,468",15.4,"113,070",48,"47,228",20.1,"75,170",31.9
Maryland - State,"429,539","97,963",22.8,"12,678",12.9,"28,481",29.1,"56,804",58
"Maryland - Local, total","1,102,643","137,505",12.5,"100,392",73,"18,747",13.6,"18,366",13.4
Maryland - Counties,"942,707","105,172",11.2,"72,630",69.1,"14,176",13.5,"18,366",17.5
Maryland - Municipalities,"154,643","32,333",20.9,"27,762",85.9,"4,571",14.1,0,0
Massachusetts - Total,"1,684,667","256,866",15.2,"138,011",53.7,"54,574",21.2,"64,281",25
Massachusetts - State,"548,754","143,179",26.1,"25,929",18.1,"52,969",37,"64,281",44.9
"Massachusetts - Local, total","1,135,913","113,688",10,"112,083",98.6,"1,605",1.4,0,0
Massachusetts - Counties,"5,970",81,1.4,77,95.1,4,4.9,0,0
Massachusetts - Municipalities,"807,501","93,513",11.6,"91,948",98.3,"1,565",1.7,0,0
Michigan - Total,"2,011,742","246,855",12.3,"109,194",44.2,"50,304",20.4,"87,357",35.4
Michigan - State,"750,113","86,626",11.5,"13,777",15.9,"10,155",11.7,"62,694",72.4
"Michigan - Local, total","1,261,629","160,230",12.7,"95,418",59.6,"40,149",25.1,"24,663",15.4
Michigan - Counties,"209,564","77,988",37.2,"21,845",28,"31,656",40.6,"24,487",31.4
Michigan - Municipalities,"236,757","74,570",31.5,"66,285",88.9,"8,130",10.9,155,0.2
Minnesota - Total,"1,331,008","149,696",11.2,"69,099",46.2,"34,801",23.2,"45,796",30.6
Minnesota - State,"431,776","43,232",10,"4,534",10.5,"19,589",45.3,"19,109",44.2
"Minnesota - Local, total","899,231","106,464",11.8,"64,565",60.6,"15,212",14.3,"26,687",25.1
Minnesota - Counties,"176,460","54,781",31,"16,714",30.5,"13,186",24.1,"24,881",45.4
Minnesota - Municipalities,"185,587","49,746",26.8,"47,720",95.9,"2,026",4.1,0,0
Mississippi - Total,"631,517","54,359",8.6,"29,739",54.7,"10,500",19.3,"14,120",26
Mississippi - State,"213,274","15,937",7.5,"4,040",25.3,"3,606",22.6,"8,291",52
"Mississippi - Local, total","418,242","38,422",9.2,"25,699",66.9,"6,894",17.9,"5,829",15.2
Mississippi - Counties,"98,517","20,483",20.8,"9,749",47.6,"5,100",24.9,"5,634",27.5
Mississippi - Municipalities,"82,564","17,939",21.7,"15,951",88.9,"1,793",10,195,1.1
Missouri - Total,"1,118,001","143,055",12.8,"70,802",49.5,"29,999",21,"42,254",29.5
Missouri - State,"320,715","59,701",18.6,"10,278",17.2,"16,247",27.2,"33,176",55.6
"Missouri - Local, total","797,286","83,354",10.5,"60,524",72.6,"13,752",16.5,"9,078",10.9
Missouri - Counties,"68,004","26,478",38.9,"12,225",46.2,"7,530",28.4,"6,723",25.4
Missouri - Municipalities,"195,599","56,877",29.1,"48,300",84.9,"6,222",10.9,"2,355",4.1
Montana - Total,"215,532","24,714",11.5,"11,171",45.2,"6,850",27.7,"6,693",27.1
Montana - State,"84,848","10,172",12,"2,269",22.3,"3,391",33.3,"4,512",44.4
"Montana - Local, total","130,685","14,542",11.1,"8,902",61.2,"3,459",23.8,"2,181",15
Montana - Counties,"23,701","8,497",35.9,"3,835",45.1,"2,509",29.5,"2,153",25.3
Montana - Municipalities,"21,392","6,044",28.3,"5,066",83.8,950,15.7,28,0.5
Nebraska - Total,"474,097","49,091",10.4,"23,912",48.7,"9,219",18.8,"15,960",32.5
Nebraska - State,"123,965","18,163",14.7,"4,152",22.9,"3,638",20,"10,373",57.1
"Nebraska - Local, total","350,132","30,928",8.8,"19,760",63.9,"5,581",18,"5,587",18.1
Nebraska - Counties,"47,946","15,485",32.3,"4,965",32.1,"4,933",31.9,"5,587",36.1
Nebraska - Municipalities,"59,843","15,443",25.8,"14,795",95.8,648,4.2,0,0
Nevada - Total,"542,009","106,685",19.7,"51,321",48.1,"25,492",23.9,"29,872",28
Nevada - State,"130,557","25,415",19.5,"5,102",20.1,"5,004",19.7,"15,309",60.2
"Nevada - Local, total","411,452","81,270",19.8,"46,218",56.9,"20,488",25.2,"14,564",17.9
Nevada - Counties,"154,662","61,670",39.9,"33,979",55.1,"16,642",27,"11,049",17.9
Nevada - Municipalities,"59,554","19,600",32.9,"12,239",62.4,"3,846",19.6,"3,515",17.9
New Hampshire - Total,"293,011","33,120",11.3,"19,741",59.6,"5,305",16,"8,074",24.4
New Hampshire - State,"86,709","11,558",13.3,"2,656",23,"3,818",33,"5,084",44
"New Hampshire - Local, total","206,302","21,562",10.5,"17,085",79.2,"1,487",6.9,"2,990",13.9
New Hampshire - Counties,"14,851","5,507",37.1,"1,410",25.6,"1,107",20.1,"2,990",54.3
New Hampshire - Municipalities,"70,647","8,135",11.5,"7,867",96.7,268,3.3,0,0
New Jersey - Total,"2,729,659","456,402",16.7,"246,273",54,"115,477",25.3,"94,652",20.7
New Jersey - State,"848,605","161,013",19,"28,494",17.7,"79,685",49.5,"52,834",32.8
"New Jersey - Local, total","1,881,055","295,389",15.7,"217,779",73.7,"35,792",12.1,"41,818",14.2
New Jersey - Counties,"475,819","111,776",23.5,"42,662",38.2,"27,325",24.4,"41,789",37.4
New Jersey - Municipalities,"429,786","109,667",25.5,"104,397",95.2,"5,270",4.8,0,0
New Mexico - Total,"481,794","66,660",13.8,"29,528",44.3,"15,850",23.8,"21,282",31.9
New Mexico - State,"199,332","29,020",14.6,"2,210",7.6,"13,899",47.9,"12,911",44.5
"New Mexico - Local, total","282,462","37,639",13.3,"27,317",72.6,"1,951",5.2,"8,371",22.2
New Mexico - Counties,"38,617","15,993",41.4,"6,996",43.7,703,4.4,"8,294",51.9
New Mexico - Municipalities,"75,807","21,646",28.6,"20,321",93.9,"1,248",5.8,77,0.4
New York - Total,"6,545,583","1,129,714",17.3,"603,353",53.4,"202,825",18,"323,536",28.6
New York - State,"1,414,700","362,432",25.6,"50,171",13.8,"134,934",37.2,"177,327",48.9
"New York - Local, total","5,130,884","767,282",15,"553,182",72.1,"67,891",8.8,"146,209",19.1
New York - Counties,"543,500","169,150",31.1,"85,387",50.5,"24,679",14.6,"59,084",34.9
New York - Municipalities,"3,886,875","572,549",14.7,"446,113",77.9,"39,320",6.9,"87,116",15.2
North Carolina - Total,"2,140,584","240,156",11.2,"112,505",46.8,"34,470",14.4,"93,181",38.8
North Carolina - State,"650,847","121,591",18.7,"17,050",14,"30,082",24.7,"74,459",61.2
"North Carolina - Local, total","1,489,737","118,565",8,"95,455",80.5,"4,388",3.7,"18,722",15.8
North Carolina - Counties,"1,056,252","56,503",5.3,"35,634",63.1,"3,303",5.8,"17,566",31.1
North Carolina - Municipalities,"218,907","62,062",28.4,"59,820",96.4,"1,086",1.7,"1,156",1.9
North Dakota - Total,"185,543","17,911",9.7,"7,843",43.8,"4,581",25.6,"5,487",30.6
North Dakota - State,"82,606","7,829",9.5,"1,104",14.1,"3,248",41.5,"3,477",44.4
"North Dakota - Local, total","102,936","10,083",9.8,"6,739",66.8,"1,334",13.2,"2,010",19.9
North Dakota - Counties,"16,488","5,308",32.2,"2,228",42,"1,070",20.2,"2,010",37.9
North Dakota - Municipalities,"19,380","4,775",24.6,"4,511",94.5,264,5.5,0,0
Ohio - Total,"2,438,756","321,780",13.2,"154,857",48.1,"79,206",24.6,"87,717",27.3
Ohio - State,"655,715","89,446",13.6,"13,394",15,"17,930",20,"58,122",65
"Ohio - Local, total","1,783,041","232,334",13,"141,463",60.9,"61,277",26.4,"29,594",12.7
Ohio - Counties,"343,607","108,274",31.5,"35,636",32.9,"45,159",41.7,"27,479",25.4
Ohio - Municipalities,"374,635","118,520",31.6,"100,320",84.6,"16,085",13.6,"2,115",1.8
Oklahoma - Total,"746,885","83,954",11.2,"46,944",55.9,"17,809",21.2,"19,201",22.9
Oklahoma - State,"264,905","35,724",13.5,"8,682",24.3,"12,621",35.3,"14,421",40.4
"Oklahoma - Local, total","481,980","48,231",10,"38,262",79.3,"5,188",10.8,"4,781",9.9
Oklahoma - Counties,"53,414","13,655",25.6,"6,170",45.2,"3,149",23.1,"4,336",31.8
Oklahoma - Municipalities,"144,784","34,574",23.9,"32,091",92.8,"2,039",5.9,444,1.3
Oregon - Total,"897,355","117,809",13.1,"52,939",44.9,"23,664",20.1,"41,206",35
Oregon - State,"326,571","47,289",14.5,"7,303",15.4,"15,257",32.3,"24,729",52.3
"Oregon - Local, total","570,784","70,519",12.4,"45,636",64.7,"8,407",11.9,"16,476",23.4
Oregon - Counties,"94,792","37,781",39.9,"14,976",39.6,"6,442",17.1,"16,363",43.3
Oregon - Municipalities,"121,365","32,738",27,"30,660",93.7,"1,965",6,113,0.3
Pennsylvania - Total,"2,612,092","412,931",15.8,"189,035",45.8,"83,355",20.2,"140,541",34
Pennsylvania - State,"797,823","152,209",19.1,"41,260",27.1,"26,411",17.4,"84,538",55.5
"Pennsylvania - Local, total","1,814,268","260,721",14.4,"147,775",56.7,"56,944",21.8,"56,002",21.5
Pennsylvania - Counties,"220,058","96,732",44,"15,641",16.2,"39,193",40.5,"41,898",43.3
Pennsylvania - Municipalities,"311,103","140,714",45.2,"108,865",77.4,"17,745",12.6,"14,104",10
Rhode Island - Total,"251,312","34,287",13.6,"17,124",49.9,"7,392",21.6,"9,771",28.5
Rhode Island - State,"102,197","19,268",18.9,"2,506",13,"6,991",36.3,"9,771",50.7
"Rhode Island - Local, total","149,114","15,019",10.1,"14,618",97.3,401,2.7,0,0
Rhode Island - Municipalities,"79,459","9,096",11.4,"8,774",96.5,322,3.5,0,0
South Carolina - Total,"949,192","100,271",10.6,"49,299",49.2,"17,544",17.5,"33,428",33.3
South Carolina - State,"307,536","34,924",11.4,"7,578",21.7,"4,018",11.5,"23,328",66.8
"South Carolina - Local, total","641,657","65,347",10.2,"41,721",63.8,"13,526",20.7,"10,100",15.5
South Carolina - Counties,"113,947","44,282",38.9,"22,411",50.6,"11,893",26.9,"9,978",22.5
South Carolina - Municipalities,"74,877","21,064",28.1,"19,310",91.7,"1,633",7.8,121,0.6
South Dakota - Total,"160,596","17,366",10.8,"7,893",45.5,"4,289",24.7,"5,184",29.9
South Dakota - State,"57,445","7,170",12.5,"1,366",19.1,"2,877",40.1,"2,927",40.8
"South Dakota - Local, total","103,151","10,195",9.9,"6,527",64,"1,411",13.8,"2,257",22.1
South Dakota - Counties,"11,879","5,145",43.3,"1,742",33.9,"1,225",23.8,"2,178",42.3
South Dakota - Municipalities,"25,781","5,049",19.6,"4,784",94.8,186,3.7,79,1.6
Tennessee - Total,"1,171,258","148,062",12.6,"78,893",53.3,"32,304",21.8,"36,865",24.9
Tennessee - State,"316,715","42,962",13.6,"8,051",18.7,"13,887",32.3,"21,024",48.9
"Tennessee - Local, total","854,543","105,100",12.3,"70,842",67.4,"18,417",17.5,"15,841",15.1
Tennessee - Counties,"512,156","47,999",9.4,"23,390",48.7,"13,617",28.4,"10,992",22.9
Tennessee - Municipalities,"307,762","57,100",18.6,"47,452",83.1,"4,800",8.4,"4,848",8.5
Texas - Total,"5,705,753","726,612",12.7,"372,937",51.3,"132,068",18.2,"221,607",30.5
Texas - State,"1,430,123","189,069",13.2,"34,935",18.5,"31,098",16.4,"123,036",65.1
"Texas - Local, total","4,275,630","537,543",12.6,"338,002",62.9,"100,970",18.8,"98,571",18.3
Texas - Counties,"632,531","265,221",41.9,"84,421",31.8,"82,229",31,"98,571",37.2
Texas - Municipalities,"849,015","272,322",32.1,"253,581",93.1,"18,741",6.9,0,0
Utah - Total,"567,305","60,681",10.7,"26,716",44,"14,477",23.9,"19,488",32.1
Utah - State,"244,637","22,266",9.1,"3,571",16,"7,533",33.8,"11,162",50.1
"Utah - Local, total","322,667","38,415",11.9,"23,145",60.2,"6,944",18.1,"8,326",21.7
Utah - Counties,"54,788","19,613",35.8,"7,034",35.9,"4,253",21.7,"8,326",42.5
Utah - Municipalities,"66,552","18,669",28.1,"15,978",85.6,"2,691",14.4,0,0
Vermont - Total,"170,081","16,181",9.5,"7,893",48.8,"3,472",21.5,"4,816",29.8
Vermont - State,"72,558","11,722",16.2,"3,578",30.5,"3,358",28.6,"4,786",40.8
"Vermont - Local, total","97,523","4,458",4.6,"4,314",96.8,114,2.6,30,0.7
Vermont - Counties,211,71,33.6,20,28.2,51,71.8,0,0
Vermont - Municipalities,"9,904","2,142",21.6,"2,058",96.1,63,2.9,21,1
Virginia - Total,"1,875,724","238,474",12.7,"103,801",43.5,"42,392",17.8,"92,281",38.7
Virginia - State,"586,829","80,835",13.8,"15,249",18.9,"18,446",22.8,"47,140",58.3
"Virginia - Local, total","1,288,895","157,639",12.2,"88,552",56.2,"23,946",15.2,"45,141",28.6
Virginia - Counties,"785,793","83,843",10.7,"49,902",59.5,"14,509",17.3,"19,432",23.2
Virginia - Municipalities,"442,698","64,051",14.5,"38,650",60.3,"9,438",14.7,"15,963",24.9
Washington - Total,"1,816,853","209,319",11.5,"97,236",46.5,"48,757",23.3,"63,326",30.3
Washington - State,"603,593","58,336",9.7,"11,072",19,"11,447",19.6,"35,817",61.4
"Washington - Local, total","1,213,259","150,985",12.4,"86,164",57.1,"37,311",24.7,"27,510",18.2
Washington - Counties,"233,796","88,292",37.8,"31,783",36,"30,986",35.1,"25,523",28.9
Washington - Municipalities,"263,559","62,694",23.8,"54,382",86.7,"6,325",10.1,"1,987",3.2
West Virginia - Total,"356,234","34,419",9.7,"14,639",42.5,"10,960",31.8,"8,820",25.6
West Virginia - State,"146,016","20,032",13.7,"4,174",20.8,"7,491",37.4,"8,367",41.8
"West Virginia - Local, total","210,218","14,388",6.8,"10,466",72.7,"3,469",24.1,453,3.1
West Virginia - Counties,"22,085","7,783",35.2,"4,187",53.8,"3,143",40.4,453,5.8
West Virginia - Municipalities,"31,643","6,607",20.9,"6,280",95.1,327,4.9,0,0
Wisconsin - Total,"1,228,738","168,637",13.7,"81,929",48.6,"28,144",16.7,"58,564",34.7
Wisconsin - State,"344,334","59,509",17.3,"4,392",7.4,"13,942",23.4,"41,175",69.2
"Wisconsin - Local, total","884,405","109,128",12.3,"77,537",71.1,"14,202",13,"17,389",15.9
Wisconsin - Counties,"184,575","56,503",30.6,"27,190",48.1,"12,104",21.4,"17,209",30.5
Wisconsin - Municipalities,"163,489","51,932",31.8,"49,673",95.7,"2,079",4,180,0.3
Wyoming - Total,"214,493","21,209",9.9,"8,690",41,"5,047",23.8,"7,472",35.2
Wyoming - State,"56,411","8,970",15.9,"1,274",14.2,"2,982",33.2,"4,714",52.6
"Wyoming - Local, total","158,082","12,239",7.7,"7,416",60.6,"2,065",16.9,"2,758",22.5
Wyoming - Counties,"35,796","6,906",19.3,"2,632",38.1,"1,516",22,"2,758",39.9
Wyoming - Municipalities,"19,446","5,333",27.4,"4,784",89.7,549,10.3,0,0
Note: Local government data are estimates subject to variability. March payroll data may not sum to total because of rounding.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments, including independent school districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
