Alabama - Counties,"605,034","605,034","589,269","15,765",0,"346,757","346,757","342,630","4,127",0,"77,992","77,992","76,123","1,869",0,"180,285","180,285","170,516","9,769",0
Alabama - Municipalities,"792,089","791,415","765,559","25,856",674,"706,049","706,049","684,038","22,011",0,"63,459","62,785","61,760","1,025",674,"22,581","22,581","19,761","2,820",0
Alaska - Total,"994,147","965,997","933,123","32,874",-,"399,414","371,803","359,256","12,547",-,"251,207","250,668","237,469","13,199",-,"343,526","343,526","336,398","7,128",-
Alaska - State,"726,696","698,546","672,934","25,612","28,150","163,869","136,258","130,145","6,113","27,611","225,994","225,455","213,069","12,386",539,"336,833","336,833","329,720","7,113",0
"Alaska - Local, total","267,451","267,451","260,189","7,262",0,"235,545","235,545","229,111","6,434",0,"25,213","25,213","24,400",813,0,"6,693","6,693","6,678",15,0
Alaska - Boroughs,"25,061","25,061","24,144",917,0,"14,225","14,225","13,348",877,0,"9,262","9,262","9,223",39,0,"1,574","1,574","1,573",1,0
Alaska - Municipalities,"242,390","242,390","236,045","6,345",0,"221,320","221,320","215,763","5,557",0,"15,951","15,951","15,177",774,0,"5,119","5,119","5,105",14,0
Arizona - Total,"4,766,603","4,672,002","4,524,754","147,248",-,"2,055,038","2,042,867","1,957,001","85,866",-,"1,018,527","977,205","970,626","6,579",-,"1,693,038","1,651,930","1,597,127","54,803",-
Arizona - State,"1,552,370","1,457,868","1,384,356","73,512","94,502","247,617","235,506","208,210","27,296","12,111","234,532","193,210","189,460","3,750","41,322","1,070,221","1,029,152","986,686","42,466","41,069"
"Arizona - Local, total","3,214,233","3,214,134","3,140,398","73,736",99,"1,807,421","1,807,361","1,748,791","58,570",60,"783,995","783,995","781,166","2,829",0,"622,817","622,778","610,441","12,337",39
Arizona - Counties,"1,602,100","1,602,100","1,575,278","26,822",0,"347,149","347,149","334,903","12,246",0,"632,849","632,849","630,610","2,239",0,"622,102","622,102","609,765","12,337",0
Arizona - Municipalities,"1,612,059","1,612,034","1,565,120","46,914",25,"1,460,212","1,460,212","1,413,888","46,324",0,"151,146","151,146","150,556",590,0,701,676,676,0,25
Arkansas - Total,"1,354,435","1,341,224","1,287,270","53,954",-,"646,999","645,494","624,430","21,064",-,"205,394","202,197","198,812","3,385",-,"502,042","493,533","464,028","29,505",-
Arkansas - State,"549,457","537,088","535,056","2,032","12,369","103,499","101,994","101,994",0,"1,505","118,238","115,883","113,851","2,032","2,355","327,720","319,211","319,211",0,"8,509"
"Arkansas - Local, total","804,978","804,136","752,214","51,922",842,"543,500","543,500","522,436","21,064",0,"87,156","86,314","84,961","1,353",842,"174,322","174,322","144,817","29,505",0
Arkansas - Counties,"356,106","356,106","322,075","34,031",0,"140,934","140,934","137,684","3,250",0,"49,628","49,628","48,352","1,276",0,"165,544","165,544","136,039","29,505",0
Arkansas - Municipalities,"448,872","448,030","430,139","17,891",842,"402,566","402,566","384,752","17,814",0,"37,528","36,686","36,609",77,842,"8,778","8,778","8,778",0,0
California - Total,"39,525,411","38,665,912","35,852,673","2,813,239",-,"15,920,685","15,904,639","15,577,412","327,227",-,"9,128,885","8,418,045","7,141,863","1,276,182",-,"14,475,841","14,343,228","13,133,398","1,209,830",-
California - State,"15,235,170","15,019,158","12,939,697","2,079,461","216,012","1,697,517","1,681,471","1,650,985","30,486","16,046","4,568,523","4,501,170","3,461,611","1,039,559","67,353","8,969,130","8,836,517","7,827,101","1,009,416","132,613"
"California - Local, total","24,290,241","23,646,754","22,912,976","733,778","643,487","14,223,168","14,223,168","13,926,427","296,741",0,"4,560,362","3,916,875","3,680,252","236,623","643,487","5,506,711","5,506,711","5,306,297","200,414",0
California - Counties,"14,255,983","13,612,496","13,141,136","471,360","643,487","4,761,828","4,761,828","4,688,814","73,014",0,"4,162,830","3,519,343","3,320,626","198,717","643,487","5,331,325","5,331,325","5,131,696","199,629",0
California - Municipalities,"10,031,330","10,031,330","9,768,912","262,418",0,"9,458,412","9,458,412","9,234,685","223,727",0,"397,532","397,532","359,626","37,906",0,"175,386","175,386","174,601",785,0
Colorado - Total,"3,893,743","3,729,195","3,623,208","105,987",-,"1,786,594","1,762,363","1,684,915","77,448",-,"717,056","714,346","699,333","15,013",-,"1,390,093","1,252,486","1,238,960","13,526",-
Colorado - State,"1,623,993","1,459,465","1,426,539","32,926","164,528","193,908","169,697","162,033","7,664","24,211","455,785","453,075","439,393","13,682","2,710","974,300","836,693","825,113","11,580","137,607"
"Colorado - Local, total","2,269,750","2,269,730","2,196,669","73,061",20,"1,592,686","1,592,666","1,522,882","69,784",20,"261,271","261,271","259,940","1,331",0,"415,793","415,793","413,847","1,946",0
Colorado - Counties,"930,840","930,820","877,833","52,987",20,"513,863","513,843","463,916","49,927",20,"128,776","128,776","127,662","1,114",0,"288,201","288,201","286,255","1,946",0
Colorado - Municipalities,"1,338,910","1,338,910","1,318,836","20,074",0,"1,078,823","1,078,823","1,058,966","19,857",0,"132,495","132,495","132,278",217,0,"127,592","127,592","127,592",0,0
Connecticut - Total,"2,652,321","2,487,030","2,447,462","39,568",-,"1,213,829","1,136,992","1,114,422","22,570",-,"742,061","656,181","645,006","11,175",-,"696,431","693,857","688,034","5,823",-
Connecticut - State,"1,684,397","1,521,761","1,498,878","22,883","162,636","288,618","214,436","208,049","6,387","74,182","699,348","613,468","602,795","10,673","85,880","696,431","693,857","688,034","5,823","2,574"
"Connecticut - Local, total","967,924","965,269","948,584","16,685","2,655","925,211","922,556","906,373","16,183","2,655","42,713","42,713","42,211",502,0,0,0,0,0,0
Connecticut - Municipalities,"481,285","481,285","478,018","3,267",0,"458,771","458,771","455,504","3,267",0,"22,514","22,514","22,514",0,0,0,0,0,0,0
Delaware - Total,"843,170","837,388","816,635","20,753",-,"343,893","343,148","328,107","15,041",-,"202,578","197,541","196,118","1,423",-,"296,699","296,699","292,410","4,289",-
Delaware - State,"618,815","613,147","598,417","14,730","5,668","134,648","134,017","124,873","9,144",631,"187,468","182,431","181,134","1,297","5,037","296,699","296,699","292,410","4,289",0
"Delaware - Local, total","224,355","224,241","218,218","6,023",114,"209,245","209,131","203,234","5,897",114,"15,110","15,110","14,984",126,0,0,0,0,0,0
Delaware - Counties,"90,052","90,052","86,222","3,830",0,"80,003","80,003","76,173","3,830",0,"10,049","10,049","10,049",0,0,0,0,0,0,0
Delaware - Municipalities,"134,303","134,189","131,996","2,193",114,"129,242","129,128","127,061","2,067",114,"5,061","5,061","4,935",126,0,0,0,0,0,0
District of Columbia - Total,"870,026","870,026","826,290","43,736",-,"604,640","604,640","573,160","31,480",-,"120,132","120,132","118,586","1,546",-,"145,254","145,254","134,544","10,710",-
"District of Columbia - Local, total","870,026","870,026","826,290","43,736",0,"604,640","604,640","573,160","31,480",0,"120,132","120,132","118,586","1,546",0,"145,254","145,254","134,544","10,710",0
District of Columbia - Municipality,"870,026","870,026","826,290","43,736",0,"604,640","604,640","573,160","31,480",0,"120,132","120,132","118,586","1,546",0,"145,254","145,254","134,544","10,710",0
Florida - Total ,"13,895,525","13,887,702","13,475,780","411,922",-,"7,242,901","7,242,698","6,974,239","268,459",-,"2,416,718","2,409,098","2,319,904","89,194",-,"4,235,906","4,235,906","4,181,637","54,269",-
Florida - State,"4,412,391","4,404,568","4,358,300","46,268","7,823","551,222","551,019","526,584","24,435",203,"1,443,537","1,435,917","1,429,011","6,906","7,620","2,417,632","2,417,632","2,402,705","14,927",0
"Florida - Local, total","9,483,134","9,483,134","9,117,480","365,654",0,"6,691,679","6,691,679","6,447,655","244,024",0,"973,181","973,181","890,893","82,288",0,"1,818,274","1,818,274","1,778,932","39,342",0
Florida - Counties,"6,060,791","6,060,791","5,798,570","262,221",0,"3,437,419","3,437,419","3,296,774","140,645",0,"861,193","861,193","778,959","82,234",0,"1,762,179","1,762,179","1,722,837","39,342",0
Florida - Municipalities,"3,422,343","3,422,343","3,318,910","103,433",0,"3,254,260","3,254,260","3,150,881","103,379",0,"111,988","111,988","111,934",54,0,"56,095","56,095","56,095",0,0
Georgia - Total,"5,658,473","5,588,011","5,320,068","267,943",-,"2,427,024","2,403,201","2,276,040","127,161",-,"1,198,426","1,187,745","1,180,686","7,059",-,"2,033,023","1,997,065","1,863,342","133,723",-
Georgia - State,"1,808,858","1,738,949","1,655,776","83,173","69,909","310,450","286,968","268,559","18,409","23,482","293,229","282,548","282,207",341,"10,681","1,205,179","1,169,433","1,105,010","64,423","35,746"
"Georgia - Local, total","3,849,615","3,849,062","3,664,292","184,770",553,"2,116,574","2,116,233","2,007,481","108,752",341,"905,197","905,197","898,479","6,718",0,"827,844","827,632","758,332","69,300",212
Georgia - Counties,"2,598,082","2,598,056","2,493,240","104,816",26,"1,101,089","1,101,063","1,047,787","53,276",26,"795,080","795,080","788,580","6,500",0,"701,913","701,913","656,873","45,040",0
Georgia - Municipalities,"1,251,321","1,251,006","1,171,052","79,954",315,"1,015,485","1,015,170","959,694","55,476",315,"110,117","110,117","109,899",218,0,"125,719","125,719","101,459","24,260",0
Hawaii - Total,"984,456","974,616","910,460","64,156",-,"451,152","451,152","400,798","50,354",-,"317,512","307,722","294,883","12,839",-,"215,792","215,742","214,779",963,-
Hawaii - State,"516,975","507,135","493,950","13,185","9,840","35,423","35,423","34,280","1,143",0,"265,760","255,970","244,891","11,079","9,790","215,792","215,742","214,779",963,50
"Hawaii - Local, total","467,481","467,481","416,510","50,971",0,"415,729","415,729","366,518","49,211",0,"51,752","51,752","49,992","1,760",0,0,0,0,0,0
Hawaii - Counties,"187,183","187,183","145,204","41,979",0,"161,934","161,934","121,704","40,230",0,"25,249","25,249","23,500","1,749",0,0,0,0,0,0
Hawaii - Municipalities,"280,298","280,298","271,306","8,992",0,"253,795","253,795","244,814","8,981",0,"26,503","26,503","26,492",11,0,0,0,0,0,0
Idaho - Total,"910,650","900,782","875,939","24,843",-,"413,375","412,193","397,143","15,050",-,"182,188","181,673","178,141","3,532",-,"315,087","306,916","300,655","6,261",-
Idaho - State,"366,756","356,992","342,840","14,152","9,764","57,106","55,940","49,539","6,401","1,166","66,695","66,268","63,876","2,392",427,"242,955","234,784","229,425","5,359","8,171"
"Idaho - Local, total","543,894","543,790","533,099","10,691",104,"356,269","356,253","347,604","8,649",16,"115,493","115,405","114,265","1,140",88,"72,132","72,132","71,230",902,0
Idaho - Counties,"335,608","335,504","327,435","8,069",104,"161,739","161,723","155,696","6,027",16,"101,737","101,649","100,509","1,140",88,"72,132","72,132","71,230",902,0
Idaho - Municipalities,"208,286","208,286","205,664","2,622",0,"194,530","194,530","191,908","2,622",0,"13,756","13,756","13,756",0,0,0,0,0,0,0
Illinois - Total,"8,751,556","8,639,286","8,458,549","180,737",-,"4,967,169","4,934,275","4,795,485","138,790",-,"1,621,173","1,543,795","1,528,856","14,939",-,"2,163,214","2,161,216","2,134,208","27,008",-
Illinois - State,"2,586,323","2,474,057","2,408,999","65,058","112,266","483,020","450,130","416,276","33,854","32,890","634,657","557,279","544,048","13,231","77,378","1,468,646","1,466,648","1,448,675","17,973","1,998"
"Illinois - Local, total","6,165,233","6,165,229","6,049,550","115,679",4,"4,484,149","4,484,145","4,379,209","104,936",4,"986,516","986,516","984,808","1,708",0,"694,568","694,568","685,533","9,035",0
Illinois - Counties,"2,222,560","2,222,560","2,193,617","28,943",0,"612,864","612,864","594,664","18,200",0,"915,128","915,128","913,420","1,708",0,"694,568","694,568","685,533","9,035",0
Illinois - Municipalities,"3,942,669","3,942,669","3,855,933","86,736",0,"3,871,281","3,871,281","3,784,545","86,736",0,"71,388","71,388","71,388",0,0,0,0,0,0,0
Indiana - Total,"2,894,571","2,814,006","2,736,000","78,006",-,"1,211,869","1,201,425","1,160,289","41,136",-,"594,971","570,383","563,332","7,051",-,"1,087,731","1,042,198","1,012,379","29,819",-
Indiana - State,"1,126,378","1,045,813","1,012,912","32,901","80,565","231,955","221,511","197,746","23,765","10,444","206,974","182,386","179,539","2,847","24,588","687,449","641,916","635,627","6,289","45,533"
"Indiana - Local, total","1,768,193","1,768,193","1,723,088","45,105",0,"979,914","979,914","962,543","17,371",0,"387,997","387,997","383,793","4,204",0,"400,282","400,282","376,752","23,530",0
Indiana - Counties,"751,596","751,596","731,851","19,745",0,"213,670","213,670","209,049","4,621",0,"259,400","259,400","255,746","3,654",0,"278,526","278,526","267,056","11,470",0
Indiana - Municipalities,"1,013,031","1,013,031","987,671","25,360",0,"766,244","766,244","753,494","12,750",0,"125,031","125,031","124,481",550,0,"121,756","121,756","109,696","12,060",0
Iowa - Total,"1,533,972","1,507,993","1,463,659","44,334",-,"733,604","726,311","710,984","15,327",-,"351,581","332,895","331,787","1,108",-,"448,787","448,787","420,888","27,899",-
Iowa - State,"650,214","624,235","606,217","18,018","25,979","101,146","93,853","90,526","3,327","7,293","254,233","235,547","234,606",941,"18,686","294,835","294,835","281,085","13,750",0
"Iowa - Local, total","883,758","883,758","857,442","26,316",0,"632,458","632,458","620,458","12,000",0,"97,348","97,348","97,181",167,0,"153,952","153,952","139,803","14,149",0
Iowa - Counties,"431,152","431,152","415,148","16,004",0,"197,033","197,033","195,324","1,709",0,"83,845","83,845","83,696",149,0,"150,274","150,274","136,128","14,146",0
Iowa - Municipalities,"452,603","452,603","442,294","10,309",0,"435,425","435,425","425,134","10,291",0,"13,503","13,503","13,485",18,0,"3,675","3,675","3,675",0,0
Kansas - Total,"1,616,203","1,562,879","1,529,440","33,439",-,"762,263","756,294","736,914","19,380",-,"308,018","307,566","305,653","1,913",-,"545,922","499,019","486,873","12,146",-
Kansas - State,"614,316","560,992","545,625","15,367","53,324","100,513","94,544","87,626","6,918","5,969","159,116","158,664","158,421",243,452,"354,687","307,784","299,578","8,206","46,903"
"Kansas - Local, total","1,001,887","1,001,887","983,815","18,072",0,"661,750","661,750","649,288","12,462",0,"148,902","148,902","147,232","1,670",0,"191,235","191,235","187,295","3,940",0
Kansas - Counties,"488,159","488,159","479,292","8,867",0,"229,315","229,315","225,121","4,194",0,"90,692","90,692","89,952",740,0,"168,152","168,152","164,219","3,933",0
Kansas - Municipalities,"513,728","513,728","504,523","9,205",0,"432,435","432,435","424,167","8,268",0,"58,210","58,210","57,280",930,0,"23,083","23,083","23,076",7,0
Kentucky - Total,"2,175,868","2,099,331","2,057,667","41,664",-,"780,409","754,493","726,343","28,150",-,"591,634","561,140","556,152","4,988",-,"803,825","783,698","775,172","8,526",-
Kentucky - State,"1,271,073","1,194,545","1,186,157","8,388","76,528","187,852","161,936","157,802","4,134","25,916","550,663","520,178","517,233","2,945","30,485","532,558","512,431","511,122","1,309","20,127"
"Kentucky - Local, total","904,795","904,786","871,510","33,276",9,"592,557","592,557","568,541","24,016",0,"40,971","40,962","38,919","2,043",9,"271,267","271,267","264,050","7,217",0
Kentucky - Counties,"369,865","369,865","355,757","14,108",0,"160,536","160,536","154,433","6,103",0,"29,777","29,777","27,734","2,043",0,"179,552","179,552","173,590","5,962",0
Kentucky - Municipalities,"534,912","534,912","515,744","19,168",0,"432,021","432,021","414,108","17,913",0,"11,185","11,185","11,185",0,0,"91,706","91,706","90,451","1,255",0
Louisiana - Total,"3,613,620","3,282,084","3,071,086","210,998",-,"1,528,826","1,420,895","1,353,739","67,156",-,"736,001","695,224","677,536","17,688",-,"1,348,793","1,165,965","1,039,811","126,154",-
Louisiana - State,"1,305,235","995,181","985,668","9,513","310,054","314,596","206,678","201,976","4,702","107,918","321,577","302,252","301,193","1,059","19,325","669,062","486,251","482,499","3,752","182,811"
"Louisiana - Local, total","2,308,385","2,286,903","2,085,418","201,485","21,482","1,214,230","1,214,217","1,151,763","62,454",13,"414,424","392,972","376,343","16,629","21,452","679,731","679,714","557,312","122,402",17
Louisiana - Parishes,"1,130,128","1,116,168","1,055,911","60,257","13,960","502,684","502,671","477,985","24,686",13,"238,524","224,577","212,388","12,189","13,947","388,920","388,920","365,538","23,382",0
Louisiana - Municipalities,"1,138,644","1,131,139","990,835","140,304","7,505","711,370","711,370","673,602","37,768",0,"175,900","168,395","163,955","4,440","7,505","251,374","251,374","153,278","98,096",0
Maine - Total,"569,186","553,099","541,998","11,101",-,"262,987","262,800","256,111","6,689",-,"94,611","94,611","94,145",466,-,"211,588","195,688","191,742","3,946",-
Maine - State,"291,381","276,371","272,148","4,223","15,010","74,280","74,280","73,539",741,0,"77,094","77,094","76,742",352,0,"140,007","124,997","121,867","3,130","15,010"
"Maine - Local, total","277,805","276,728","269,850","6,878","1,077","188,707","188,520","182,572","5,948",187,"17,517","17,517","17,403",114,0,"71,581","70,691","69,875",816,890
Maine - Counties,"119,728","118,651","116,112","2,539","1,077","35,947","35,760","34,151","1,609",187,"12,200","12,200","12,086",114,0,"71,581","70,691","69,875",816,890
Maine - Municipalities,"75,914","75,914","74,961",953,0,"73,612","73,612","72,659",953,0,"2,302","2,302","2,302",0,0,0,0,0,0,0
Maryland - Total,"5,195,063","5,091,808","5,008,238","83,570",-,"2,516,241","2,421,842","2,393,386","28,456",-,"847,227","842,766","825,935","16,831",-,"1,831,595","1,827,200","1,788,917","38,283",-
Maryland - State,"2,572,716","2,469,461","2,402,585","66,876","103,255","587,829","493,430","480,461","12,969","94,399","536,084","531,623","515,360","16,263","4,461","1,448,803","1,444,408","1,406,764","37,644","4,395"
"Maryland - Local, total","2,622,347","2,622,347","2,605,653","16,694",0,"1,928,412","1,928,412","1,912,925","15,487",0,"311,143","311,143","310,575",568,0,"382,792","382,792","382,153",639,0
Maryland - Counties,"1,888,204","1,888,204","1,878,649","9,555",0,"1,261,397","1,261,397","1,253,049","8,348",0,"244,015","244,015","243,447",568,0,"382,792","382,792","382,153",639,0
Maryland - Municipalities,"734,143","734,143","727,004","7,139",0,"667,015","667,015","659,876","7,139",0,"67,128","67,128","67,128",0,0,0,0,0,0,0
Massachusetts - Total,"4,424,304","4,351,215","4,190,005","161,210",-,"2,111,707","2,046,804","1,970,845","75,959",-,"1,105,543","1,102,006","1,038,060","63,946",-,"1,207,054","1,202,405","1,181,100","21,305",-
Massachusetts - State,"2,806,284","2,733,195","2,608,210","124,985","73,089","554,638","489,735","449,770","39,965","64,903","1,044,592","1,041,055","977,340","63,715","3,537","1,207,054","1,202,405","1,181,100","21,305","4,649"
"Massachusetts - Local, total","1,618,020","1,618,020","1,581,795","36,225",0,"1,557,069","1,557,069","1,521,075","35,994",0,"60,951","60,951","60,720",231,0,0,0,0,0,0
Massachusetts - Counties,549,549,549,0,0,0,0,0,0,0,549,549,549,0,0,0,0,0,0,0
Massachusetts - Municipalities,"962,591","962,591","950,466","12,125",0,"931,272","931,272","919,375","11,897",0,"31,319","31,319","31,091",228,0,0,0,0,0,0
Michigan - Total,"6,270,685","6,101,193","5,973,122","128,071",-,"2,424,381","2,397,917","2,342,987","54,930",-,"1,283,368","1,177,862","1,164,734","13,128",-,"2,562,936","2,525,414","2,465,401","60,013",-
Michigan - State,"2,623,206","2,462,604","2,455,276","7,328","160,602","432,547","406,147","401,497","4,650","26,400","312,801","210,499","209,675",824,"102,302","1,877,858","1,845,958","1,844,104","1,854","31,900"
"Michigan - Local, total","3,647,479","3,638,589","3,517,846","120,743","8,890","1,991,834","1,991,770","1,941,490","50,280",64,"970,567","967,363","955,059","12,304","3,204","685,078","679,456","621,297","58,159","5,622"
Michigan - Counties,"2,014,599","2,005,783","1,929,860","75,923","8,816","516,879","516,879","505,748","11,131",0,"813,760","810,556","803,923","6,633","3,204","683,960","678,348","620,189","58,159","5,612"
Michigan - Municipalities,"1,360,849","1,360,775","1,322,105","38,670",74,"1,215,651","1,215,587","1,182,557","33,030",64,"144,080","144,080","138,440","5,640",0,"1,118","1,108","1,108",0,10
Minnesota - Total,"3,542,612","3,354,009","3,253,529","100,480",-,"1,850,282","1,740,632","1,655,541","85,091",-,"746,722","733,543","727,390","6,153",-,"945,608","879,834","870,598","9,236",-
Minnesota - State,"1,393,057","1,204,579","1,183,589","20,990","188,478","412,197","302,562","292,232","10,330","109,635","475,126","461,947","456,543","5,404","13,179","505,734","440,070","434,814","5,256","65,664"
"Minnesota - Local, total","2,149,555","2,149,430","2,069,940","79,490",125,"1,438,085","1,438,070","1,363,309","74,761",15,"271,596","271,596","270,847",749,0,"439,874","439,764","435,784","3,980",110
Minnesota - Counties,"1,253,657","1,253,551","1,202,398","51,153",106,"577,911","577,911","531,457","46,454",0,"236,161","236,161","235,442",719,0,"439,585","439,479","435,499","3,980",106
Minnesota - Municipalities,"894,026","894,011","865,674","28,337",15,"858,306","858,291","829,984","28,307",15,"35,435","35,435","35,405",30,0,285,285,285,0,0
Mississippi - Total,"1,521,010","1,449,122","1,406,252","42,870",-,"699,773","693,225","670,575","22,650",-,"257,432","250,835","246,575","4,260",-,"563,805","505,062","489,102","15,960",-
Mississippi - State,"615,796","543,914","536,293","7,621","71,882","116,839","110,297","106,851","3,446","6,542","116,814","110,217","109,259",958,"6,597","382,143","323,400","320,183","3,217","58,743"
"Mississippi - Local, total","905,214","905,208","869,959","35,249",6,"582,934","582,928","563,724","19,204",6,"140,618","140,618","137,316","3,302",0,"181,662","181,662","168,919","12,743",0
Mississippi - Counties,"536,916","536,916","515,684","21,232",0,"248,867","248,867","243,465","5,402",0,"108,647","108,647","105,560","3,087",0,"179,402","179,402","166,659","12,743",0
Mississippi - Municipalities,"368,292","368,292","354,275","14,017",0,"334,061","334,061","320,259","13,802",0,"31,971","31,971","31,756",215,0,"2,260","2,260","2,260",0,0
Missouri - Total,"3,213,500","3,148,681","3,035,448","113,233",-,"1,693,822","1,674,319","1,581,748","92,571",-,"530,916","522,519","516,118","6,401",-,"988,762","951,843","937,582","14,261",-
Missouri - State,"1,302,050","1,237,288","1,184,815","52,473","64,762","241,828","222,358","186,158","36,200","19,470","250,737","242,364","238,553","3,811","8,373","809,485","772,566","760,104","12,462","36,919"
"Missouri - Local, total","1,911,450","1,911,393","1,850,633","60,760",57,"1,451,994","1,451,961","1,395,590","56,371",33,"280,179","280,155","277,565","2,590",24,"179,277","179,277","177,478","1,799",0
Missouri - Counties,"649,112","649,112","607,788","41,324",0,"360,581","360,581","322,923","37,658",0,"161,254","161,254","158,693","2,561",0,"127,277","127,277","126,172","1,105",0
Missouri - Municipalities,"1,261,621","1,261,621","1,242,845","18,776",0,"1,091,380","1,091,380","1,072,667","18,713",0,"118,901","118,901","118,872",29,0,"51,340","51,340","51,306",34,0
Montana - Total,"691,650","690,609","669,258","21,351",-,"296,238","295,210","280,102","15,108",-,"161,479","161,466","160,190","1,276",-,"233,933","233,933","228,966","4,967",-
Montana - State,"341,176","340,135","335,007","5,128","1,041","49,885","48,857","47,249","1,608","1,028","102,136","102,123","101,685",438,13,"189,155","189,155","186,073","3,082",0
"Montana - Local, total","350,474","350,474","334,251","16,223",0,"246,353","246,353","232,853","13,500",0,"59,343","59,343","58,505",838,0,"44,778","44,778","42,893","1,885",0
Montana - Counties,"215,774","215,774","203,207","12,567",0,"129,537","129,537","119,614","9,923",0,"43,978","43,978","43,219",759,0,"42,259","42,259","40,374","1,885",0
Montana - Municipalities,"134,700","134,700","131,044","3,656",0,"116,816","116,816","113,239","3,577",0,"15,365","15,365","15,286",79,0,"2,519","2,519","2,519",0,0
Nebraska - Total,"1,017,511","1,011,413","987,227","24,186",-,"448,710","443,872","425,799","18,073",-,"166,186","165,042","162,305","2,737",-,"402,615","402,499","399,123","3,376",-
Nebraska - State,"431,597","425,619","418,376","7,243","5,978","79,428","74,591","69,957","4,634","4,837","70,504","69,363","69,356",7,"1,141","281,665","281,665","279,063","2,602",0
"Nebraska - Local, total","585,914","585,794","568,851","16,943",120,"369,282","369,281","355,842","13,439",1,"95,682","95,679","92,949","2,730",3,"120,950","120,834","120,060",774,116
Nebraska - Counties,"305,371","305,368","300,249","5,119",3,"92,584","92,584","90,878","1,706",0,"91,953","91,950","89,311","2,639",3,"120,834","120,834","120,060",774,0
Nebraska - Municipalities,"280,543","280,426","268,602","11,824",117,"276,698","276,697","264,964","11,733",1,"3,729","3,729","3,638",91,0,116,0,0,0,116
Nevada - Total,"2,263,113","2,247,890","2,189,084","58,806",-,"1,115,500","1,114,204","1,070,996","43,208",-,"462,470","456,557","452,933","3,624",-,"685,143","677,129","665,155","11,974",-
Nevada - State,"423,743","409,731","389,293","20,438","14,012","83,670","82,374","71,281","11,093","1,296","83,325","77,412","76,969",443,"5,913","256,748","249,945","241,043","8,902","6,803"
