"U.S. - Local, total","134,746,981","133,929,155","129,025,906","4,903,249","817,826","85,267,689","85,255,377","82,145,774","3,109,603","12,312","22,347,222","21,661,799","21,010,782","651,017","685,423","27,132,070","27,011,979","25,869,350","1,142,629","120,091"
U.S. - Counties,"66,078,660","65,347,248","62,967,038","2,380,210","731,412","26,175,450","26,171,047","25,071,332","1,099,715","4,403","17,072,768","16,401,682","15,946,980","454,702","671,086","22,830,442","22,774,519","21,948,726","825,793","55,923"
U.S. - Municipalities,"63,630,007","63,549,451","61,160,763","2,388,688","80,556","54,807,546","54,804,985","52,913,001","1,891,984","2,561","4,893,480","4,879,210","4,685,532","193,678","14,270","3,928,981","3,865,256","3,562,230","303,026","63,725"
Alabama - Total,"2,226,308","2,185,123","2,117,975","67,148",-,"1,167,951","1,163,321","1,128,134","35,187",-,"342,666","338,124","330,985","7,139",-,"715,691","683,678","658,856","24,822",-
Alabama - State,"850,823","810,307","778,883","31,424","40,516","119,097","114,472","101,376","13,096","4,625","207,712","203,817","200,556","3,261","3,895","524,014","492,018","476,951","15,067","31,996"
"Alabama - Local, total","1,375,485","1,374,816","1,339,092","35,724",669,"1,048,854","1,048,849","1,026,758","22,091",5,"134,954","134,307","130,429","3,878",647,"191,677","191,660","181,905","9,755",17
Alabama - Counties,"593,725","593,725","584,123","9,602",0,"350,441","350,441","347,274","3,167",0,"70,861","70,861","70,703",158,0,"172,423","172,423","166,146","6,277",0
Alabama - Municipalities,"781,735","781,088","754,966","26,122",647,"698,408","698,408","679,484","18,924",0,"64,093","63,446","59,726","3,720",647,"19,234","19,234","15,756","3,478",0
Alaska - Total,"987,506","960,222","891,019","69,203",-,"401,915","375,107","338,007","37,100",-,"244,808","244,332","227,776","16,556",-,"340,783","340,783","325,236","15,547",-
Alaska - State,"720,059","692,775","643,820","48,955","27,284","166,917","140,109","123,218","16,891","26,808","217,908","217,432","200,886","16,546",476,"335,234","335,234","319,716","15,518",0
"Alaska - Local, total","267,447","267,447","247,199","20,248",0,"234,998","234,998","214,789","20,209",0,"26,900","26,900","26,890",10,0,"5,549","5,549","5,520",29,0
Alaska - Boroughs,"31,815","31,815","30,394","1,421",0,"18,360","18,360","16,978","1,382",0,"12,936","12,936","12,926",10,0,519,519,490,29,0
Alaska - Municipalities,"235,632","235,632","216,805","18,827",0,"216,638","216,638","197,811","18,827",0,"13,964","13,964","13,964",0,0,"5,030","5,030","5,030",0,0
Arizona - Total,"4,722,913","4,630,428","4,443,432","186,996",-,"2,056,051","2,043,431","1,935,968","107,463",-,"1,022,141","983,476","950,843","32,633",-,"1,644,721","1,603,521","1,556,621","46,900",-
Arizona - State,"1,476,366","1,384,346","1,343,660","40,686","92,020","232,360","220,146","201,165","18,981","12,214","215,278","176,613","172,681","3,932","38,665","1,028,728","987,587","969,814","17,773","41,141"
"Arizona - Local, total","3,246,547","3,246,082","3,099,772","146,310",465,"1,823,691","1,823,285","1,734,803","88,482",406,"806,863","806,863","778,162","28,701",0,"615,993","615,934","586,807","29,127",59
Arizona - Counties,"1,649,329","1,649,329","1,555,258","94,071",0,"393,985","393,985","356,663","37,322",0,"648,148","648,148","620,526","27,622",0,"607,196","607,196","578,069","29,127",0
Arizona - Municipalities,"1,597,159","1,596,753","1,544,514","52,239",406,"1,429,706","1,429,300","1,378,140","51,160",406,"158,715","158,715","157,636","1,079",0,"8,738","8,738","8,738",0,0
Arkansas - Total,"1,291,209","1,280,562","1,235,217","45,345",-,"644,466","640,326","613,671","26,655",-,"188,025","184,720","180,629","4,091",-,"458,718","455,516","440,917","14,599",-
Arkansas - State,"523,644","513,950","513,441",509,"9,694","104,882","100,742","100,742",0,"4,140","112,061","109,709","109,200",509,"2,352","306,701","303,499","303,499",0,"3,202"
"Arkansas - Local, total","767,565","766,612","721,776","44,836",953,"539,584","539,584","512,929","26,655",0,"75,964","75,011","71,429","3,582",953,"152,017","152,017","137,418","14,599",0
Arkansas - Counties,"349,164","349,164","329,478","19,686",0,"152,865","152,865","151,014","1,851",0,"46,700","46,700","43,464","3,236",0,"149,599","149,599","135,000","14,599",0
Arkansas - Municipalities,"418,401","417,448","392,298","25,150",953,"386,719","386,719","361,915","24,804",0,"29,264","28,311","27,965",346,953,"2,418","2,418","2,418",0,0
California - Total,"36,642,941","35,717,966","34,564,668","1,153,298",-,"15,111,338","15,090,872","14,761,235","329,637",-,"8,287,509","7,570,203","7,049,390","520,813",-,"13,244,094","13,056,891","12,754,043","302,848",-
California - State,"13,112,606","12,832,771","12,245,949","586,822","279,835","1,600,910","1,580,444","1,540,016","40,428","20,466","3,667,069","3,594,903","3,196,779","398,124","72,166","7,844,627","7,657,424","7,509,154","148,270","187,203"
"California - Local, total","23,530,335","22,885,195","22,318,719","566,476","645,140","13,510,428","13,510,428","13,221,219","289,209",0,"4,620,440","3,975,300","3,852,611","122,689","645,140","5,399,467","5,399,467","5,244,889","154,578",0
California - Counties,"13,843,223","13,198,083","12,828,014","370,069","645,140","4,350,916","4,350,916","4,253,111","97,805",0,"4,259,755","3,614,615","3,496,760","117,855","645,140","5,232,552","5,232,552","5,078,143","154,409",0
California - Municipalities,"9,686,979","9,686,979","9,490,572","196,407",0,"9,159,379","9,159,379","8,967,975","191,404",0,"360,685","360,685","355,851","4,834",0,"166,915","166,915","166,746",169,0
Colorado - Total,"3,700,437","3,546,275","3,410,934","135,341",-,"1,654,366","1,636,127","1,559,373","76,754",-,"688,331","685,530","635,986","49,544",-,"1,357,740","1,224,618","1,215,575","9,043",-
Colorado - State,"1,576,022","1,421,874","1,356,904","64,970","154,148","172,792","154,567","146,227","8,340","18,225","427,532","424,731","376,207","48,524","2,801","975,698","842,576","834,470","8,106","133,122"
"Colorado - Local, total","2,124,415","2,124,401","2,054,030","70,371",14,"1,481,574","1,481,560","1,413,146","68,414",14,"260,799","260,799","259,779","1,020",0,"382,042","382,042","381,105",937,0
Colorado - Counties,"870,399","870,397","837,935","32,462",2,"473,016","473,014","441,789","31,225",2,"131,724","131,724","131,424",300,0,"265,659","265,659","264,722",937,0
Colorado - Municipalities,"1,253,385","1,253,373","1,216,095","37,278",12,"1,008,558","1,008,546","971,357","37,189",12,"128,444","128,444","128,355",89,0,"116,383","116,383","116,383",0,0
Connecticut - Total,"2,617,076","2,395,572","2,331,549","64,023",-,"1,257,522","1,120,723","1,081,245","39,478",-,"698,551","617,366","607,756","9,610",-,"661,003","657,483","642,548","14,935",-
Connecticut - State,"1,659,898","1,441,238","1,406,195","35,043","218,660","342,911","208,956","197,958","10,998","133,955","655,984","574,799","565,689","9,110","81,185","661,003","657,483","642,548","14,935","3,520"
"Connecticut - Local, total","957,178","954,334","925,354","28,980","2,844","914,611","911,767","883,287","28,480","2,844","42,567","42,567","42,067",500,0,0,0,0,0,0
Connecticut - Municipalities,"487,838","487,838","471,407","16,431",0,"465,611","465,611","449,180","16,431",0,"22,227","22,227","22,227",0,0,0,0,0,0,0
Delaware - Total,"814,304","808,775","788,171","20,604",-,"328,147","327,268","310,939","16,329",-,"200,676","196,026","194,578","1,448",-,"285,481","285,481","282,654","2,827",-
Delaware - State,"604,360","599,079","583,229","15,850","5,281","134,425","133,794","122,214","11,580",631,"184,454","179,804","178,361","1,443","4,650","285,481","285,481","282,654","2,827",0
"Delaware - Local, total","209,944","209,696","204,942","4,754",248,"193,722","193,474","188,725","4,749",248,"16,222","16,222","16,217",5,0,0,0,0,0,0
Delaware - Counties,"83,549","83,549","82,844",705,0,"73,948","73,948","73,243",705,0,"9,601","9,601","9,601",0,0,0,0,0,0,0
Delaware - Municipalities,"126,147","126,147","122,098","4,049",0,"119,526","119,526","115,482","4,044",0,"6,621","6,621","6,616",5,0,0,0,0,0,0
District of Columbia - Total,"925,602","925,602","867,954","57,648",-,"559,765","559,765","526,197","33,568",-,"114,838","114,838","112,828","2,010",-,"250,999","250,999","228,929","22,070",-
"District of Columbia - Local, total","925,602","925,602","867,954","57,648",0,"559,765","559,765","526,197","33,568",0,"114,838","114,838","112,828","2,010",0,"250,999","250,999","228,929","22,070",0
District of Columbia - Municipality,"925,602","925,602","867,954","57,648",0,"559,765","559,765","526,197","33,568",0,"114,838","114,838","112,828","2,010",0,"250,999","250,999","228,929","22,070",0
Florida - Total ,"13,723,549","13,270,189","12,869,015","401,174",-,"7,157,960","7,157,530","6,854,893","302,637",-,"2,646,305","2,193,375","2,135,281","58,094",-,"3,919,284","3,919,284","3,878,841","40,443",-
Florida - State,"4,383,888","3,931,037","3,876,237","54,800","452,851","514,377","513,947","474,899","39,048",430,"1,723,693","1,271,272","1,262,308","8,964","452,421","2,145,818","2,145,818","2,139,030","6,788",0
"Florida - Local, total","9,339,661","9,339,152","8,992,778","346,374",509,"6,643,583","6,643,583","6,379,994","263,589",0,"922,612","922,103","872,973","49,130",509,"1,773,466","1,773,466","1,739,811","33,655",0
Florida - Counties,"5,970,680","5,970,171","5,715,018","255,153",509,"3,444,938","3,444,938","3,271,584","173,354",0,"806,444","805,935","757,791","48,144",509,"1,719,298","1,719,298","1,685,643","33,655",0
Florida - Municipalities,"3,368,935","3,368,935","3,277,714","91,221",0,"3,198,599","3,198,599","3,108,364","90,235",0,"116,168","116,168","115,182",986,0,"54,168","54,168","54,168",0,0
Georgia - Total,"5,635,676","5,570,321","5,261,966","308,355",-,"2,377,102","2,359,086","2,216,008","143,078",-,"1,178,667","1,168,023","1,155,429","12,594",-,"2,079,907","2,043,212","1,890,529","152,683",-
Georgia - State,"1,799,900","1,735,207","1,666,669","68,538","64,693","307,142","289,557","266,639","22,918","17,585","286,672","276,028","275,797",231,"10,644","1,206,086","1,169,622","1,124,233","45,389","36,464"
"Georgia - Local, total","3,835,776","3,835,114","3,595,297","239,817",662,"2,069,960","2,069,529","1,949,369","120,160",431,"891,995","891,995","879,632","12,363",0,"873,821","873,590","766,296","107,294",231
Georgia - Counties,"2,646,864","2,646,864","2,482,955","163,909",0,"1,095,787","1,095,787","1,047,854","47,933",0,"783,017","783,017","771,635","11,382",0,"768,060","768,060","663,466","104,594",0
Georgia - Municipalities,"1,188,681","1,188,250","1,112,342","75,908",431,"974,173","973,742","901,515","72,227",431,"108,978","108,978","107,997",981,0,"105,530","105,530","102,830","2,700",0
Hawaii - Total,"850,153","842,949","824,347","18,602",-,"384,496","384,496","371,628","12,868",-,"269,814","262,610","257,364","5,246",-,"195,843","195,843","195,355",488,-
Hawaii - State,"449,902","442,698","435,537","7,161","7,204","30,459","30,459","28,810","1,649",0,"223,600","216,396","211,372","5,024","7,204","195,843","195,843","195,355",488,0
"Hawaii - Local, total","400,251","400,251","388,810","11,441",0,"354,037","354,037","342,818","11,219",0,"46,214","46,214","45,992",222,0,0,0,0,0,0
Hawaii - Counties,"141,017","141,017","137,319","3,698",0,"118,530","118,530","114,966","3,564",0,"22,487","22,487","22,353",134,0,0,0,0,0,0
Hawaii - Municipalities,"259,234","259,234","251,491","7,743",0,"235,507","235,507","227,852","7,655",0,"23,727","23,727","23,639",88,0,0,0,0,0,0
Idaho - Total,"897,457","885,126","867,400","17,726",-,"404,509","400,586","389,934","10,652",-,"181,441","181,431","178,996","2,435",-,"311,507","303,109","298,470","4,639",-
Idaho - State,"352,590","340,264","331,247","9,017","12,326","53,480","49,562","46,077","3,485","3,918","62,431","62,421","60,614","1,807",10,"236,679","228,281","224,556","3,725","8,398"
"Idaho - Local, total","544,867","544,862","536,153","8,709",5,"351,029","351,024","343,857","7,167",5,"119,010","119,010","118,382",628,0,"74,828","74,828","73,914",914,0
Idaho - Counties,"336,884","336,884","330,080","6,804",0,"160,102","160,102","154,840","5,262",0,"101,954","101,954","101,326",628,0,"74,828","74,828","73,914",914,0
Idaho - Municipalities,"207,978","207,978","206,073","1,905",0,"190,922","190,922","189,017","1,905",0,"17,056","17,056","17,056",0,0,0,0,0,0,0
Illinois - Total,"8,652,796","8,561,839","8,393,774","168,065",-,"4,877,098","4,846,853","4,714,486","132,367",-,"1,714,040","1,653,896","1,646,086","7,810",-,"2,061,658","2,061,090","2,033,202","27,888",-
Illinois - State,"2,418,832","2,327,878","2,278,202","49,676","90,954","433,769","403,527","380,908","22,619","30,242","614,199","554,055","550,622","3,433","60,144","1,370,864","1,370,296","1,346,672","23,624",568
"Illinois - Local, total","6,233,964","6,233,961","6,115,572","118,389",3,"4,443,329","4,443,326","4,333,578","109,748",3,"1,099,841","1,099,841","1,095,464","4,377",0,"690,794","690,794","686,530","4,264",0
Illinois - Counties,"2,308,532","2,308,532","2,277,233","31,299",0,"596,763","596,763","574,105","22,658",0,"1,020,975","1,020,975","1,016,598","4,377",0,"690,794","690,794","686,530","4,264",0
Illinois - Municipalities,"3,924,441","3,924,441","3,837,414","87,027",0,"3,845,575","3,845,575","3,758,548","87,027",0,"78,866","78,866","78,866",0,0,0,0,0,0,0
Indiana - Total,"2,798,499","2,724,579","2,674,787","49,792",-,"1,178,137","1,170,756","1,149,735","21,021",-,"557,304","533,793","528,980","4,813",-,"1,063,058","1,020,030","996,072","23,958",-
Indiana - State,"1,141,353","1,067,433","1,043,137","24,296","73,920","225,581","218,200","206,221","11,979","7,381","204,329","180,818","177,412","3,406","23,511","711,443","668,415","659,504","8,911","43,028"
"Indiana - Local, total","1,657,146","1,657,146","1,631,650","25,496",0,"952,556","952,556","943,514","9,042",0,"352,975","352,975","351,568","1,407",0,"351,615","351,615","336,568","15,047",0
Indiana - Counties,"685,904","685,904","680,355","5,549",0,"205,664","205,664","203,876","1,788",0,"240,274","240,274","239,506",768,0,"239,966","239,966","236,973","2,993",0
Indiana - Municipalities,"968,731","968,731","948,784","19,947",0,"746,892","746,892","739,638","7,254",0,"110,190","110,190","109,551",639,0,"111,649","111,649","99,595","12,054",0
Iowa - Total,"1,521,734","1,498,561","1,419,666","78,895",-,"699,701","691,160","678,204","12,956",-,"342,633","328,187","327,144","1,043",-,"479,400","479,214","414,318","64,896",-
Iowa - State,"675,808","652,635","588,940","63,695","23,173","97,927","89,386","87,132","2,254","8,541","243,249","228,803","227,829",974,"14,446","334,632","334,446","273,979","60,467",186
"Iowa - Local, total","845,926","845,926","830,726","15,200",0,"601,774","601,774","591,072","10,702",0,"99,384","99,384","99,315",69,0,"144,768","144,768","140,339","4,429",0
Iowa - Counties,"397,339","397,339","394,476","2,863",0,"173,564","173,564","171,163","2,401",0,"83,788","83,788","83,720",68,0,"139,987","139,987","139,593",394,0
Iowa - Municipalities,"444,552","444,552","436,250","8,302",0,"428,210","428,210","419,909","8,301",0,"15,596","15,596","15,595",1,0,746,746,746,0,0
Kansas - Total,"1,668,776","1,617,197","1,574,305","42,892",-,"802,151","796,194","766,766","29,428",-,"301,491","301,304","299,493","1,811",-,"565,134","519,699","508,046","11,653",-
Kansas - State,"615,059","563,480","545,127","18,353","51,579","107,396","101,439","89,771","11,668","5,957","158,639","158,452","158,370",82,187,"349,024","303,589","296,986","6,603","45,435"
"Kansas - Local, total","1,053,717","1,053,717","1,029,178","24,539",0,"694,755","694,755","676,995","17,760",0,"142,852","142,852","141,123","1,729",0,"216,110","216,110","211,060","5,050",0
Kansas - Counties,"556,943","556,943","539,788","17,155",0,"270,207","270,207","258,932","11,275",0,"91,644","91,644","90,804",840,0,"195,092","195,092","190,052","5,040",0
Kansas - Municipalities,"496,678","496,678","489,390","7,288",0,"424,452","424,452","418,063","6,389",0,"51,208","51,208","50,319",889,0,"21,018","21,018","21,008",10,0
Kentucky - Total,"2,122,634","2,046,941","2,005,495","41,446",-,"770,030","743,962","717,063","26,899",-,"574,066","544,055","537,717","6,338",-,"778,538","758,924","750,715","8,209",-
Kentucky - State,"1,256,365","1,180,689","1,170,270","10,419","75,676","198,490","172,422","167,508","4,914","26,068","517,527","487,533","484,318","3,215","29,994","540,348","520,734","518,444","2,290","19,614"
"Kentucky - Local, total","866,269","866,252","835,225","31,027",17,"571,540","571,540","549,555","21,985",0,"56,539","56,522","53,399","3,123",17,"238,190","238,190","232,271","5,919",0
Kentucky - Counties,"369,666","369,666","355,188","14,478",0,"157,571","157,571","151,577","5,994",0,"46,518","46,518","43,395","3,123",0,"165,577","165,577","160,216","5,361",0
Kentucky - Municipalities,"496,580","496,580","480,031","16,549",0,"413,969","413,969","397,978","15,991",0,"10,004","10,004","10,004",0,0,"72,607","72,607","72,049",558,0
Louisiana - Total,"3,877,449","3,524,303","3,284,900","239,403",-,"1,607,015","1,492,469","1,426,633","65,836",-,"787,678","747,624","726,630","20,994",-,"1,482,756","1,284,210","1,131,637","152,573",-
Louisiana - State,"1,312,248","979,785","966,732","13,053","332,463","325,486","210,947","204,709","6,238","114,539","315,202","295,815","294,873",942,"19,387","671,560","473,023","467,150","5,873","198,537"
"Louisiana - Local, total","2,565,201","2,544,518","2,318,168","226,350","20,683","1,281,529","1,281,522","1,221,924","59,598",7,"472,476","451,809","431,757","20,052","20,667","811,196","811,187","664,487","146,700",9
Louisiana - Parishes,"1,350,370","1,337,074","1,228,681","108,393","13,296","561,827","561,820","533,839","27,981",7,"287,591","274,302","257,153","17,149","13,289","500,952","500,952","437,689","63,263",0
Louisiana - Municipalities,"1,133,940","1,126,562","1,008,605","117,957","7,378","719,702","719,702","688,085","31,617",0,"184,885","177,507","174,604","2,903","7,378","229,353","229,353","145,916","83,437",0
Maine - Total,"553,560","537,319","526,906","10,413",-,"256,952","256,765","247,571","9,194",-,"90,654","90,654","90,230",424,-,"205,954","189,900","189,105",795,-
Maine - State,"285,834","270,670","269,310","1,360","15,164","74,436","74,436","73,618",818,0,"74,235","74,235","73,997",238,0,"137,163","121,999","121,695",304,"15,164"
"Maine - Local, total","267,726","266,649","257,596","9,053","1,077","182,516","182,329","173,953","8,376",187,"16,419","16,419","16,233",186,0,"68,791","67,901","67,410",491,890
Maine - Counties,"111,117","110,040","108,247","1,793","1,077","31,944","31,757","30,641","1,116",187,"10,382","10,382","10,196",186,0,"68,791","67,901","67,410",491,890
Maine - Municipalities,"69,058","69,058","67,676","1,382",0,"66,762","66,762","65,380","1,382",0,"2,296","2,296","2,296",0,0,0,0,0,0,0
Maryland - Total,"5,011,503","4,928,004","4,835,303","92,701",-,"2,391,691","2,319,682","2,276,914","42,768",-,"814,039","809,313","793,669","15,644",-,"1,805,773","1,799,009","1,764,720","34,289",-
Maryland - State,"2,505,877","2,422,378","2,351,064","71,314","83,499","558,953","486,944","464,344","22,600","72,009","519,560","514,834","499,577","15,257","4,726","1,427,364","1,420,600","1,387,143","33,457","6,764"
"Maryland - Local, total","2,505,626","2,505,626","2,484,239","21,387",0,"1,832,738","1,832,738","1,812,570","20,168",0,"294,479","294,479","294,092",387,0,"378,409","378,409","377,577",832,0
Maryland - Counties,"1,772,922","1,772,922","1,760,445","12,477",0,"1,162,294","1,162,294","1,151,035","11,259",0,"232,219","232,219","231,833",386,0,"378,409","378,409","377,577",832,0
Maryland - Municipalities,"732,704","732,704","723,794","8,910",0,"670,444","670,444","661,535","8,909",0,"62,260","62,260","62,259",1,0,0,0,0,0,0
Massachusetts - Total,"4,250,796","4,149,946","3,984,484","165,462",-,"2,046,588","1,949,657","1,882,419","67,238",-,"925,883","924,014","865,858","58,156",-,"1,278,325","1,276,275","1,236,207","40,068",-
Massachusetts - State,"2,692,518","2,591,668","2,461,840","129,828","100,850","544,811","447,880","416,119","31,761","96,931","869,382","867,513","809,514","57,999","1,869","1,278,325","1,276,275","1,236,207","40,068","2,050"
"Massachusetts - Local, total","1,558,278","1,558,278","1,522,644","35,634",0,"1,501,777","1,501,777","1,466,300","35,477",0,"56,501","56,501","56,344",157,0,0,0,0,0,0
Massachusetts - Counties,606,606,606,0,0,0,0,0,0,0,606,606,606,0,0,0,0,0,0,0
Massachusetts - Municipalities,"910,505","910,505","895,066","15,439",0,"882,659","882,659","867,374","15,285",0,"27,846","27,846","27,692",154,0,0,0,0,0,0
Michigan - Total,"6,380,294","6,205,850","6,044,573","161,277",-,"2,566,835","2,537,056","2,461,461","75,595",-,"1,263,310","1,158,537","1,153,026","5,511",-,"2,550,149","2,510,257","2,430,086","80,171",-
Michigan - State,"2,559,219","2,395,403","2,390,672","4,731","163,816","401,026","371,309","367,838","3,471","29,717","300,685","201,027","200,665",362,"99,658","1,857,508","1,823,067","1,822,169",898,"34,441"
"Michigan - Local, total","3,821,075","3,810,447","3,653,901","156,546","10,628","2,165,809","2,165,747","2,093,623","72,124",62,"962,625","957,510","952,361","5,149","5,115","692,641","687,190","607,917","79,273","5,451"
Michigan - Counties,"1,967,885","1,957,319","1,863,877","93,442","10,566","471,155","471,155","461,096","10,059",0,"805,338","800,223","796,113","4,110","5,115","691,392","685,941","606,668","79,273","5,451"
Michigan - Municipalities,"1,584,052","1,583,990","1,528,625","55,365",62,"1,439,046","1,438,984","1,384,596","54,388",62,"143,757","143,757","142,780",977,0,"1,249","1,249","1,249",0,0
Minnesota - Total,"3,367,091","3,186,300","3,092,510","93,790",-,"1,753,190","1,655,812","1,578,589","77,223",-,"693,620","676,620","670,655","5,965",-,"920,281","853,868","843,266","10,602",-
Minnesota - State,"1,275,564","1,098,981","1,075,458","23,523","176,583","376,768","281,130","269,186","11,944","95,638","420,623","404,491","399,335","5,156","16,132","478,173","413,360","406,937","6,423","64,813"
"Minnesota - Local, total","2,091,527","2,087,319","2,017,052","70,267","4,208","1,376,422","1,374,682","1,309,403","65,279","1,740","272,997","272,129","271,320",809,868,"442,108","440,508","436,329","4,179","1,600"
Minnesota - Counties,"1,206,475","1,202,302","1,164,780","37,522","4,173","527,886","526,181","493,641","32,540","1,705","236,953","236,085","235,281",804,868,"441,636","440,036","435,858","4,178","1,600"
Minnesota - Municipalities,"881,581","881,546","848,801","32,745",35,"845,065","845,030","812,291","32,739",35,"36,044","36,044","36,039",5,0,472,472,471,1,0
Mississippi - Total,"1,518,075","1,450,289","1,393,564","56,725",-,"679,342","673,557","657,943","15,614",-,"262,336","252,424","249,796","2,628",-,"576,397","524,308","485,825","38,483",-
Mississippi - State,"611,722","543,941","538,509","5,432","67,781","112,169","106,389","103,556","2,833","5,780","123,098","113,186","112,470",716,"9,912","376,455","324,366","322,483","1,883","52,089"
"Mississippi - Local, total","906,353","906,348","855,055","51,293",5,"567,173","567,168","554,387","12,781",5,"139,238","139,238","137,326","1,912",0,"199,942","199,942","163,342","36,600",0
Mississippi - Counties,"535,538","535,538","496,210","39,328",0,"227,930","227,930","227,026",904,0,"109,738","109,738","107,914","1,824",0,"197,870","197,870","161,270","36,600",0
Mississippi - Municipalities,"370,810","370,810","358,845","11,965",0,"339,238","339,238","327,361","11,877",0,"29,500","29,500","29,412",88,0,"2,072","2,072","2,072",0,0
Missouri - Total,"3,141,660","3,067,679","2,954,231","113,448",-,"1,638,287","1,610,620","1,518,805","91,815",-,"525,673","517,419","507,804","9,615",-,"977,700","939,640","927,622","12,018",-
Missouri - State,"1,293,141","1,219,227","1,161,256","57,971","73,914","253,290","225,667","185,243","40,424","27,623","248,068","239,837","232,553","7,284","8,231","791,783","753,723","743,460","10,263","38,060"
"Missouri - Local, total","1,848,519","1,848,452","1,792,975","55,477",67,"1,384,997","1,384,953","1,333,562","51,391",44,"277,605","277,582","275,251","2,331",23,"185,917","185,917","184,162","1,755",0
Missouri - Counties,"642,506","642,506","622,767","19,739",0,"364,320","364,320","347,550","16,770",0,"161,721","161,721","159,734","1,987",0,"116,465","116,465","115,483",982,0
Missouri - Municipalities,"1,205,310","1,205,266","1,170,208","35,058",44,"1,020,677","1,020,633","986,012","34,621",44,"115,861","115,861","115,517",344,0,"68,772","68,772","68,679",93,0
Montana - Total,"664,536","663,518","635,936","27,582",-,"283,931","282,913","267,267","15,646",-,"149,379","149,379","148,557",822,-,"231,226","231,226","220,112","11,114",-
Montana - State,"324,672","323,654","318,496","5,158","1,018","47,257","46,239","44,686","1,553","1,018","95,577","95,577","95,133",444,0,"181,838","181,838","178,677","3,161",0
"Montana - Local, total","339,864","339,864","317,440","22,424",0,"236,674","236,674","222,581","14,093",0,"53,802","53,802","53,424",378,0,"49,388","49,388","41,435","7,953",0
Montana - Counties,"216,167","216,167","197,267","18,900",0,"128,960","128,960","118,241","10,719",0,"40,982","40,982","40,754",228,0,"46,225","46,225","38,272","7,953",0
Montana - Municipalities,"123,661","123,661","120,173","3,488",0,"107,714","107,714","104,340","3,374",0,"12,784","12,784","12,670",114,0,"3,163","3,163","3,163",0,0
Nebraska - Total,"954,140","947,777","922,128","25,649",-,"429,613","424,497","405,857","18,640",-,"160,221","159,150","156,777","2,373",-,"364,306","364,130","359,494","4,636",-
Nebraska - State,"393,864","387,677","379,122","8,555","6,187","79,735","74,619","68,231","6,388","5,116","67,680","66,609","66,608",1,"1,071","246,449","246,449","244,283","2,166",0
"Nebraska - Local, total","560,276","560,100","543,006","17,094",176,"349,878","349,878","337,626","12,252",0,"92,541","92,541","90,169","2,372",0,"117,857","117,681","115,211","2,470",176
Nebraska - Counties,"302,484","302,470","295,837","6,633",14,"96,249","96,249","94,453","1,796",0,"88,540","88,540","86,173","2,367",0,"117,695","117,681","115,211","2,470",14
Nebraska - Municipalities,"257,792","257,630","247,169","10,461",162,"253,629","253,629","243,173","10,456",0,"4,001","4,001","3,996",5,0,162,0,0,0,162
Nevada - Total,"2,231,837","2,217,383","2,152,572","64,811",-,"1,090,319","1,088,816","1,048,396","40,420",-,"467,820","462,870","448,598","14,272",-,"673,698","665,697","655,578","10,119",-
Nevada - State,"436,277","423,068","410,260","12,808","13,209","92,386","90,883","86,719","4,164","1,503","82,633","77,683","76,966",717,"4,950","261,258","254,502","246,575","7,927","6,756"
"Nevada - Local, total","1,795,560","1,794,315","1,742,312","52,003","1,245","997,933","997,933","961,677","36,256",0,"385,187","385,187","371,632","13,555",0,"412,440","411,195","409,003","2,192","1,245"
