Georgia,"1,799,900","1,735,207","1,666,669","68,538","64,693","307,142","289,557","266,639","22,918","17,585","286,672","276,028","275,797",231,"10,644","1,206,086","1,169,622","1,124,233","45,389","30,181","36,464"
Hawaii,"449,902","442,698","435,537","7,161","7,204","30,459","30,459","28,810","1,649",0,"223,600","216,396","211,372","5,024","7,204","195,843","195,843","195,355",488,0,0
Idaho,"352,590","340,264","331,247","9,017","12,326","53,480","49,562","46,077","3,485","3,918","62,431","62,421","60,614","1,807",10,"236,679","228,281","224,556","3,725",615,"8,398"
Illinois,"2,418,832","2,327,878","2,278,202","49,676","90,954","433,769","403,527","380,908","22,619","30,242","614,199","554,055","550,622","3,433","60,144","1,370,864","1,370,296","1,346,672","23,624","13,549",568
Indiana,"1,141,353","1,067,433","1,043,137","24,296","73,920","225,581","218,200","206,221","11,979","7,381","204,329","180,818","177,412","3,406","23,511","711,443","668,415","659,504","8,911","1,162","43,028"
Iowa,"675,808","652,635","588,940","63,695","23,173","97,927","89,386","87,132","2,254","8,541","243,249","228,803","227,829",974,"14,446","334,632","334,446","273,979","60,467","52,592",186
Kansas,"615,059","563,480","545,127","18,353","51,579","107,396","101,439","89,771","11,668","5,957","158,639","158,452","158,370",82,187,"349,024","303,589","296,986","6,603","3,308","45,435"
Kentucky,"1,256,365","1,180,689","1,170,270","10,419","75,676","198,490","172,422","167,508","4,914","26,068","517,527","487,533","484,318","3,215","29,994","540,348","520,734","518,444","2,290",222,"19,614"
Louisiana,"1,312,248","979,785","966,732","13,053","332,463","325,486","210,947","204,709","6,238","114,539","315,202","295,815","294,873",942,"19,387","671,560","473,023","467,150","5,873","3,716","198,537"
Maine,"285,834","270,670","269,310","1,360","15,164","74,436","74,436","73,618",818,0,"74,235","74,235","73,997",238,0,"137,163","121,999","121,695",304,0,"15,164"
Maryland,"2,505,877","2,422,378","2,351,064","71,314","83,499","558,953","486,944","464,344","22,600","72,009","519,560","514,834","499,577","15,257","4,726","1,427,364","1,420,600","1,387,143","33,457","18,223","6,764"
Massachusetts,"2,692,518","2,591,668","2,461,840","129,828","100,850","544,811","447,880","416,119","31,761","96,931","869,382","867,513","809,514","57,999","1,869","1,278,325","1,276,275","1,236,207","40,068","24,479","2,050"
Michigan,"2,559,219","2,395,403","2,390,672","4,731","163,816","401,026","371,309","367,838","3,471","29,717","300,685","201,027","200,665",362,"99,658","1,857,508","1,823,067","1,822,169",898,146,"34,441"
Minnesota,"1,275,564","1,098,981","1,075,458","23,523","176,583","376,768","281,130","269,186","11,944","95,638","420,623","404,491","399,335","5,156","16,132","478,173","413,360","406,937","6,423",643,"64,813"
Mississippi,"611,722","543,941","538,509","5,432","67,781","112,169","106,389","103,556","2,833","5,780","123,098","113,186","112,470",716,"9,912","376,455","324,366","322,483","1,883",339,"52,089"
Missouri,"1,293,141","1,219,227","1,161,256","57,971","73,914","253,290","225,667","185,243","40,424","27,623","248,068","239,837","232,553","7,284","8,231","791,783","753,723","743,460","10,263","3,841","38,060"
Montana,"324,672","323,654","318,496","5,158","1,018","47,257","46,239","44,686","1,553","1,018","95,577","95,577","95,133",444,0,"181,838","181,838","178,677","3,161",743,0
Nebraska,"393,864","387,677","379,122","8,555","6,187","79,735","74,619","68,231","6,388","5,116","67,680","66,609","66,608",1,"1,071","246,449","246,449","244,283","2,166","1,160",0
Nevada,"436,277","423,068","410,260","12,808","13,209","92,386","90,883","86,719","4,164","1,503","82,633","77,683","76,966",717,"4,950","261,258","254,502","246,575","7,927","4,214","6,756"
New Hampshire,"287,895","284,984","277,849","7,135","2,911","55,659","54,503","52,059","2,444","1,156","117,752","116,028","113,479","2,549","1,724","114,484","114,453","112,311","2,142","1,940",31
New Jersey,"3,305,360","2,961,739","2,915,916","45,823","343,621","901,766","605,109","588,899","16,210","296,657","872,425","869,504","854,680","14,824","2,921","1,531,169","1,487,126","1,472,337","14,789","10,261","44,043"
New Mexico,"747,182","722,744","715,051","7,693","24,438","134,511","113,557","111,380","2,177","20,954","269,576","269,506","266,878","2,628",70,"343,095","339,681","336,793","2,888","1,854","3,414"
New York,"6,824,677","6,325,332","6,093,785","231,547","499,345","977,162","790,329","762,875","27,454","186,833","2,645,426","2,451,358","2,365,242","86,116","194,068","3,202,089","3,083,645","2,965,668","117,977","110,586","118,444"
North Carolina,"2,466,025","2,339,170","2,253,314","85,856","126,855","407,326","363,132","337,972","25,160","44,194","775,214","694,955","679,645","15,310","80,259","1,283,485","1,281,083","1,235,697","45,386","33,403","2,402"
North Dakota,"197,567","195,270","172,877","22,393","2,297","28,576","28,486","25,485","3,001",90,"72,193","70,527","67,787","2,740","1,666","96,798","96,257","79,605","16,652","14,599",541
Ohio,"2,330,475","1,995,906","1,914,451","81,455","334,569","411,391","306,723","284,067","22,656","104,668","379,254","331,583","316,900","14,683","47,671","1,539,830","1,357,600","1,313,484","44,116","24,138","182,230"
Oklahoma,"1,022,321","987,078","950,354","36,724","35,243","171,127","171,112","154,515","16,597",15,"293,687","281,037","274,680","6,357","12,650","557,507","534,929","521,159","13,770","4,714","22,578"
Oregon,"1,348,692","1,206,543","1,185,326","21,217","142,149","164,406","164,181","156,216","7,965",225,"449,758","418,314","416,963","1,351","31,444","734,528","624,048","612,147","11,901","2,550","110,480"
Pennsylvania,"3,647,350","3,513,533","3,262,010","251,523","133,817","925,230","890,806","865,266","25,540","34,424","577,045","537,321","534,577","2,744","39,724","2,145,075","2,085,406","1,862,167","223,239","172,833","59,669"
Rhode Island,"387,044","386,991","373,254","13,737",53,"76,828","76,775","71,918","4,857",53,"116,872","116,872","111,942","4,930",0,"193,344","193,344","189,394","3,950","3,439",0
South Carolina,"726,603","678,859","673,563","5,296","47,744","175,739","151,335","149,316","2,019","24,404","110,624","87,284","87,253",31,"23,340","440,240","440,240","436,994","3,246","2,238",0
South Dakota,"205,498","201,159","197,305","3,854","4,339","38,251","35,603","33,646","1,957","2,648","50,552","49,988","49,584",404,564,"116,695","115,568","114,075","1,493","1,084","1,127"
Tennessee,"1,332,184","1,085,165","1,066,927","18,238","247,019","188,870","188,285","180,635","7,650",585,"292,743","287,328","285,360","1,968","5,415","850,571","609,552","600,932","8,620","2,383","241,019"
Texas,"5,318,479","4,831,585","4,675,123","156,462","486,894","862,631","862,402","786,411","75,991",229,"749,868","643,287","641,428","1,859","106,581","3,705,980","3,325,896","3,247,284","78,612","17,188","380,084"
Utah,"654,684","650,120","583,787","66,333","4,564","151,693","151,693","142,407","9,286",0,"178,881","174,317","160,909","13,408","4,564","324,110","324,110","280,471","43,639",7,0
Vermont,"290,827","282,803","272,219","10,584","8,024","86,461","80,254","71,749","8,505","6,207","69,238","69,238","68,112","1,126",0,"135,128","133,311","132,358",953,0,"1,817"
Virginia,"2,816,066","1,980,295","1,919,223","61,072","835,771","559,409","338,864","306,701","32,163","220,545","549,793","430,885","423,665","7,220","118,908","1,706,864","1,210,546","1,188,857","21,689","4,373","496,318"
Washington,"1,563,651","1,436,942","1,342,506","94,436","126,709","374,122","266,522","234,413","32,109","107,600","260,664","241,555","235,911","5,644","19,109","928,865","928,865","872,182","56,683","32,634",0
West Virginia,"546,953","544,031","522,992","21,039","2,922","75,101","75,101","71,247","3,854",0,"171,159","171,153","169,288","1,865",6,"300,693","297,777","282,457","15,320","11,956","2,916"
Wisconsin,"1,461,306","1,332,364","1,306,130","26,234","128,942","86,834","82,105","82,037",68,"4,729","300,655","270,414","269,532",882,"30,241","1,073,817","979,845","954,561","25,284","20,597","93,972"
Wyoming,"260,540","256,687","253,408","3,279","3,853","41,098","41,098","38,435","2,663",0,"79,176","76,229","76,029",200,"2,947","140,266","139,360","138,944",416,95,906
