"Baltimore, MD",6,"252,772","252,772","252,704",68,-,"197,217","197,217","197,193",24,-,"20,526","20,526","20,520",6,-,"35,029","35,029","34,991",38,-,-
"Bergen, NJ",12,"116,336","116,336","110,095","6,241",-,"35,098","35,098","34,898",200,-,"33,371","33,371","33,371",-,-,"47,867","47,867","41,826","6,041","6,041",-
"Bernalillo, NM",6,"129,320","129,182","125,389","3,793",138,"48,550","48,550","45,705","2,845",-,"2,817","2,679","2,679",-,138,"77,953","77,953","77,005",948,587,-
"Bexar, TX",9,"260,002","260,002","251,623","8,379",-,"63,606","63,606","60,907","2,699",-,"94,209","94,209","89,015","5,194",-,"102,187","102,187","101,701",486,479,-
"Brevard, FL",9,"120,606","120,606","117,803","2,803",-,"58,616","58,616","55,994","2,622",-,"22,546","22,546","22,407",139,-,"39,444","39,444","39,402",42,-,-
"Bristol, MA",6,483,483,483,-,-,-,-,-,-,-,483,483,483,-,-,-,-,-,-,-,-
"Broward, FL",9,"644,999","644,999","614,657","30,342",-,"374,410","374,410","346,996","27,414",-,"57,215","57,215","56,467",748,-,"213,374","213,374","211,194","2,180",855,-
"Bucks, PA",12,"168,556","168,556","139,592","28,964",-,"18,641","18,641","18,641",-,-,"83,846","83,846","54,882","28,964",-,"66,069","66,069","66,069",-,-,-
"Camden, NJ",12,"95,877","95,877","95,877",-,-,"18,405","18,405","18,405",-,-,"22,980","22,980","22,980",-,-,"54,492","54,492","54,492",-,-,-
"Clark, NV",6,"1,019,532","1,019,532","994,258","25,274",-,"587,282","587,282","569,348","17,934",-,"201,956","201,956","196,543","5,413",-,"230,294","230,294","228,367","1,927",-,-
"Cobb, GA",9,"222,655","222,655","219,728","2,927",-,"128,080","128,080","125,311","2,769",-,"50,017","50,017","50,001",16,-,"44,558","44,558","44,416",142,-,-
"Collin, TX",9,"95,699","95,699","91,447","4,252",-,"20,794","20,794","20,781",13,-,"36,784","36,784","32,610","4,174",-,"38,121","38,121","38,056",65,-,-
"Contra Costa, CA",6,"301,671","286,560","284,198","2,362","15,111","99,385","99,385","97,964","1,421",-,"94,298","79,187","78,451",736,"15,111","107,988","107,988","107,783",205,-,-
"Cook, IL",11,"1,160,240","1,160,240","1,155,364","4,876",-,"103,440","103,440","103,440",-,-,"623,273","623,273","619,533","3,740",-,"433,527","433,527","432,391","1,136","1,136",-
"Cuyahoga, OH",12,"326,498","326,189","321,008","5,181",309,"53,744","53,744","50,086","3,658",-,"183,586","183,586","182,063","1,523",-,"89,168","88,859","88,859",-,-,309
"Dade, FL",9,"975,450","975,448","924,919","50,529",2,"509,374","509,374","498,393","10,981",-,"180,483","180,481","146,233","34,248",2,"285,593","285,593","280,293","5,300","4,585",-
"Dallas, TX",9,"251,858","251,858","251,725",133,-,"24,088","24,088","24,088",-,-,"109,322","109,322","109,319",3,-,"118,448","118,448","118,318",130,-,-
"DeKalb, GA",12,"309,419","309,419","306,448","2,971",-,"103,539","103,539","100,691","2,848",-,"153,501","153,501","153,385",116,-,"52,379","52,379","52,372",7,-,-
"Delaware, PA",12,"108,130","108,130","108,117",13,-,"9,994","9,994","9,994",-,-,"49,969","49,969","49,969",-,-,"48,167","48,167","48,154",13,-,-
"Denton, TX",9,"93,349","93,349","88,968","4,381",-,"22,200","22,200","22,200",-,-,"34,907","34,907","30,600","4,307",-,"36,242","36,242","36,168",74,74,-
"Douglas, NE",6,"76,394","76,394","76,149",245,-,"14,577","14,577","14,332",245,-,"22,503","22,503","22,503",-,-,"39,314","39,314","39,314",-,-,-
"Du Page, IL",11,"88,013","88,013","85,240","2,773",-,"44,005","44,005","41,539","2,466",-,"32,609","32,609","32,609",-,-,"11,399","11,399","11,092",307,-,-
"El Paso, CO",12,"77,824","77,824","77,715",109,-,"55,526","55,526","55,417",109,-,"16,354","16,354","16,354",-,-,"5,944","5,944","5,944",-,-,-
"El Paso, TX",9,"177,682","177,682","175,237","2,445",-,"41,582","41,582","41,581",1,-,"50,812","50,812","50,756",56,-,"85,288","85,288","82,900","2,388","1,384",-
"Erie, NY",12,"173,773","173,773","169,847","3,926",-,"32,302","32,302","28,725","3,577",-,"32,443","32,443","32,284",159,-,"109,028","109,028","108,838",190,-,-
"Essex, NJ",12,"203,752","203,752","196,182","7,570",-,"42,806","42,806","42,806",-,-,"36,579","36,579","36,579",-,-,"124,367","124,367","116,797","7,570","7,500",-
"Fairfax, VA",6,"314,564","314,564","290,216","24,348",-,"218,026","218,026","193,678","24,348",-,"55,104","55,104","55,104",-,-,"41,434","41,434","41,434",-,-,-
"Fort Bend, TX",9,"112,278","112,278","110,294","1,984",-,"37,555","37,555","37,528",27,-,"29,019","29,019","27,421","1,598",-,"45,704","45,704","45,345",359,-,-
"Franklin, OH",12,"206,982","206,982","205,697","1,285",-,"39,561","39,561","38,915",646,-,"103,841","103,841","103,780",61,-,"63,580","63,580","63,002",578,-,-
"Fresno, CA",6,"315,040","300,281","293,759","6,522","14,759","82,076","82,076","80,504","1,572",-,"90,104","75,345","70,982","4,363","14,759","142,860","142,860","142,273",587,-,-
"Fulton, GA",12,"253,177","253,177","247,480","5,697",-,"49,982","49,982","48,993",989,-,"124,084","124,084","123,708",376,-,"79,111","79,111","74,779","4,332",-,-
"Gwinnet, GA",12,"249,557","249,557","242,176","7,381",-,"137,409","137,409","130,180","7,229",-,"55,999","55,999","55,882",117,-,"56,149","56,149","56,114",35,-,-
"Hamilton, OH",12,"221,151","221,151","216,556","4,595",-,"92,485","92,485","89,616","2,869",-,"95,645","95,645","94,017","1,628",-,"33,021","33,021","32,923",98,98,-
"Harris, TX",2,"799,861","799,861","783,892","15,969",-,"327,112","327,112","316,285","10,827",-,"223,696","223,696","219,791","3,905",-,"249,053","249,053","247,816","1,237",-,-
"Hennepin, MN",12,"252,523","252,523","242,975","9,548",-,"90,093","90,093","81,896","8,197",-,"67,333","67,333","67,002",331,-,"95,097","95,097","94,077","1,020",3,-
"Hidalgo, TX",12,"115,597","115,597","111,311","4,286",-,"31,752","31,752","27,466","4,286",-,"26,464","26,464","26,464",-,-,"57,381","57,381","57,381",-,-,-
"Hillsborough, FL",9,"442,749","441,119","425,685","15,434","1,630","221,777","221,777","211,848","9,929",-,"76,132","74,502","70,452","4,050","1,630","144,840","144,840","143,385","1,455","1,200",-
"Hudson, NJ",12,"123,204","122,671","109,129","13,542",533,"23,363","23,363","23,363",-,-,"25,295","25,295","25,295",-,-,"74,546","74,013","60,471","13,542","13,542",533
"Jackson, MO",12,"85,135","85,135","85,135",-,-,"27,224","27,224","27,224",-,-,"39,974","39,974","39,974",-,-,"17,937","17,937","17,937",-,-,-
"Jefferson, AL",9,"84,318","84,318","84,318",-,-,"30,129","30,129","30,129",-,-,"23,114","23,114","23,114",-,-,"31,075","31,075","31,075",-,-,-
"Jefferson, CO",12,"114,570","114,570","112,879","1,691",-,"48,410","48,410","46,825","1,585",-,"20,844","20,844","20,738",106,-,"45,316","45,316","45,316",-,-,-
"Johnson, KS",12,"123,836","123,836","123,311",525,-,"75,793","75,793","75,318",475,-,"22,814","22,814","22,814",-,-,"25,229","25,229","25,179",50,-,-
"Kane, IL",11,"54,112","54,112","52,659","1,453",-,"14,507","14,507","13,054","1,453",-,"20,792","20,792","20,792",-,-,"18,813","18,813","18,813",-,-,-
"Kent, MI",12,"103,061","103,061","102,753",308,-,"25,734","25,734","25,734",-,-,"43,146","43,146","42,838",308,-,"34,181","34,181","34,181",-,-,-
"Kern, CA",6,"349,279","334,797","332,705","2,092","14,482","102,229","102,229","101,173","1,056",-,"99,823","85,341","84,890",451,"14,482","147,227","147,227","146,642",585,-,-
"King, WA",12,"496,305","496,305","493,381","2,924",-,"149,258","149,258","147,758","1,500",-,"193,959","193,959","193,119",840,-,"153,088","153,088","152,504",584,550,-
"Lake, IL",11,"112,955","112,955","112,955",-,-,"37,373","37,373","37,373",-,-,"48,007","48,007","48,007",-,-,"27,575","27,575","27,575",-,-,-
"Lake, IN",12,"51,484","51,484","51,484",-,-,"12,810","12,810","12,810",-,-,"20,513","20,513","20,513",-,-,"18,161","18,161","18,161",-,-,-
"Lancaster, PA",12,"96,986","96,986","96,467",519,-,"12,179","12,179","11,967",212,-,"35,481","35,481","35,204",277,-,"49,326","49,326","49,296",30,-,-
"Lee, FL",9,"182,259","182,259","176,101","6,158",-,"102,840","102,840","96,989","5,851",-,"27,658","27,658","27,383",275,-,"51,761","51,761","51,729",32,-,-
"Los Angeles, CA",6,"4,329,381","4,083,499","3,988,124","95,375","245,882","1,587,524","1,587,524","1,527,159","60,365",-,"1,211,859","965,977","964,700","1,277","245,882","1,529,998","1,529,998","1,496,265","33,733","28,895",-
"Macomb, MI",12,"101,103","101,103","99,961","1,142",-,"32,361","32,361","32,205",156,-,"39,636","39,636","39,553",83,-,"29,106","29,106","28,203",903,93,-
"Maricopa, AZ",6,"841,847","841,317","807,270","34,047",530,"93,498","92,968","90,283","2,685",530,"320,844","320,844","318,477","2,367",-,"427,505","427,505","398,510","28,995","22,962",-
"Mecklenburg, NC",6,"187,257","171,590","171,102",488,"15,667","60,856","45,189","44,773",416,"15,667","18,373","18,373","18,301",72,-,"108,028","108,028","108,028",-,-,-
"Middlesex, NJ",12,"78,248","78,248","78,248",-,-,"21,883","21,883","21,883",-,-,"19,315","19,315","19,315",-,-,"37,050","37,050","37,050",-,-,-
"Milwaukee, WI",12,"224,211","224,211","223,064","1,147",-,"35,677","35,677","35,677",-,-,"53,627","53,627","53,627",-,-,"134,907","134,907","133,760","1,147","1,147",-
"Monmouth, NJ",12,"96,408","96,408","96,408",-,-,"24,577","24,577","24,577",-,-,"24,944","24,944","24,944",-,-,"46,887","46,887","46,887",-,-,-
"Monroe, NY",12,"216,513","207,648","206,680",968,"8,865","68,550","68,550","67,584",966,-,"38,685","38,685","38,685",-,-,"109,278","100,413","100,411",2,-,"8,865"
"Montgomery, MD",6,"444,624","444,624","444,624",-,-,"323,669","323,669","323,669",-,-,"52,136","52,136","52,136",-,-,"68,819","68,819","68,819",-,-,-
"Montgomery, OH",12,"146,931","146,931","146,426",505,-,"44,701","44,701","44,492",209,-,"78,585","78,585","78,291",294,-,"23,645","23,645","23,643",2,2,-
"Montgomery, PA",12,"125,364","125,364","125,226",138,-,"3,066","3,066","3,066",-,-,"65,777","65,777","65,735",42,-,"56,521","56,521","56,425",96,96,-
"Multnomah, OR",6,"179,817","178,839","178,516",323,978,"29,204","29,078","28,779",299,126,"19,232","19,194","19,177",17,38,"131,381","130,567","130,560",7,-,814
"Nassau, NY",12,"1,100,350","1,095,348","1,082,621","12,727","5,002","805,836","805,836","795,558","10,278",-,"71,969","71,969","71,898",71,-,"222,545","217,543","215,165","2,378","2,340","5,002"
"New Castle, DE",6,"79,073","79,073","78,014","1,059",-,"69,962","69,962","68,903","1,059",-,"9,111","9,111","9,111",-,-,-,-,-,-,-,-
"Norfolk, MA",12,128,128,128,-,-,-,-,-,-,-,128,128,128,-,-,-,-,-,-,-,-
"Oakland, MI",9,"208,404","203,289","198,063","5,226","5,115","59,250","59,250","54,721","4,529",-,"78,214","73,099","72,955",144,"5,115","70,940","70,940","70,387",553,-,-
"Ocean, NJ",12,"78,927","78,927","78,224",703,-,"31,317","31,317","31,317",-,-,"16,961","16,961","16,961",-,-,"30,649","30,649","29,946",703,703,-
"Oklahoma, OK",6,"63,294","63,294","61,871","1,423",-,"11,215","11,215","10,935",280,-,"8,181","8,181","8,135",46,-,"43,898","43,898","42,801","1,097",-,-
"Orange, CA",6,"876,511","817,373","804,223","13,150","59,138","253,691","253,691","249,061","4,630",-,"312,684","253,546","250,000","3,546","59,138","310,136","310,136","305,162","4,974",-,-
"Orange, FL",9,"363,099","363,099","356,490","6,609",-,"180,585","180,585","176,280","4,305",-,"40,679","40,679","40,509",170,-,"141,835","141,835","139,701","2,134","1,294",-
"Palm Beach, FL",9,"513,332","513,332","491,579","21,753",-,"318,540","318,540","297,456","21,084",-,"65,193","65,193","64,781",412,-,"129,599","129,599","129,342",257,-,-
"Passaic, NJ",12,"88,639","88,639","88,636",3,-,"12,412","12,412","12,412",-,-,"20,175","20,175","20,175",-,-,"56,052","56,052","56,049",3,-,-
"Pierce, WA",12,"206,447","205,694","202,507","3,187",753,"76,719","75,966","73,233","2,733",753,"66,056","66,056","65,902",154,-,"63,672","63,672","63,372",300,235,-
"Pima, AZ",6,"327,060","327,060","271,178","55,882",-,"130,641","130,641","97,891","32,750",-,"150,061","150,061","126,929","23,132",-,"46,358","46,358","46,358",-,-,-
"Pinellas, FL",9,"270,249","270,249","251,699","18,550",-,"132,696","132,696","119,482","13,214",-,"38,885","38,885","38,277",608,-,"98,668","98,668","93,940","4,728",-,-
"Polk, FL",9,"162,852","162,852","154,332","8,520",-,"90,815","90,815","84,766","6,049",-,"22,565","22,565","22,165",400,-,"49,472","49,472","47,401","2,071",-,-
"Prince Georges, MD",6,"342,890","342,890","342,626",264,-,"227,624","227,624","227,360",264,-,"53,109","53,109","53,109",-,-,"62,157","62,157","62,157",-,-,-
"Riverside, CA",6,"854,963","829,997","805,383","24,614","24,966","361,649","361,649","356,532","5,117",-,"228,041","203,075","192,699","10,376","24,966","265,273","265,273","256,152","9,121",-,-
"Sacramento, CA",6,"573,175","550,612","544,768","5,844","22,563","180,974","180,974","180,974",-,-,"187,620","165,057","161,621","3,436","22,563","204,581","204,581","202,173","2,408",-,-
"Salt Lake, UT",12,"176,661","176,661","174,685","1,976",-,"42,914","42,914","42,914",-,-,"57,124","57,124","55,319","1,805",-,"76,623","76,623","76,452",171,14,-
"San Bernardino, CA",6,"649,864","626,310","623,928","2,382","23,554","262,892","262,892","262,425",467,-,"152,277","128,723","126,808","1,915","23,554","234,695","234,695","234,695",-,-,-
"San Diego, CA",6,"995,485","938,488","860,768","77,720","56,997","257,589","257,589","254,129","3,460",-,"417,435","360,438","286,306","74,132","56,997","320,461","320,461","320,333",128,-,-
"San Joaquin, CA",6,"243,705","235,003","234,547",456,"8,702","62,553","62,553","62,379",174,-,"79,228","70,526","70,445",81,"8,702","101,924","101,924","101,723",201,-,-
"San Mateo, CA",6,"307,920","293,212","290,143","3,069","14,708","105,219","105,219","102,177","3,042",-,"86,488","71,780","71,753",27,"14,708","116,213","116,213","116,213",-,-,-
"Santa Clara, CA",6,"669,110","629,459","623,945","5,514","39,651","116,954","116,954","116,548",406,-,"246,413","206,762","203,700","3,062","39,651","305,743","305,743","303,697","2,046",-,-
"Shelby, TN",6,"307,920","307,920","294,010","13,910",-,"157,504","157,504","144,298","13,206",-,"86,902","86,902","86,741",161,-,"63,514","63,514","62,971",543,-,-
"Snohomish, WA",12,"142,715","142,715","142,310",405,-,"44,066","44,066","43,683",383,-,"47,160","47,160","47,147",13,-,"51,489","51,489","51,480",9,-,-
"St. Louis, MO",12,"171,237","171,237","158,521","12,716",-,"111,490","111,490","98,804","12,686",-,"36,819","36,819","36,813",6,-,"22,928","22,928","22,904",24,-,-
"Stanislaus, CA",6,"149,644","145,058","143,448","1,610","4,586","41,118","41,118","39,854","1,264",-,"53,088","48,502","48,209",293,"4,586","55,438","55,438","55,385",53,-,-
"Suffolk, NY",12,"768,583","759,198","712,935","46,263","9,385","479,169","479,169","470,919","8,250",-,"67,382","67,382","67,207",175,-,"222,032","212,647","174,809","37,838","37,673","9,385"
"Summit, OH",12,"105,229","105,229","105,229",-,-,"20,046","20,046","20,046",-,-,"33,002","33,002","33,002",-,-,"52,181","52,181","52,181",-,-,-
"Tarrant, TX",9,"299,170","299,170","281,311","17,859",-,"57,927","57,927","54,888","3,039",-,"114,207","114,207","112,853","1,354",-,"127,036","127,036","113,570","13,466","13,236",-
"Travis, TX",9,"323,792","323,792","315,181","8,611",-,"60,773","60,773","60,588",185,-,"106,089","106,089","97,687","8,402",-,"156,930","156,930","156,906",24,-,-
"Tulsa, OK",6,"70,341","70,341","69,435",906,-,"12,500","12,500","12,095",405,-,"14,969","14,969","14,947",22,-,"42,872","42,872","42,393",479,-,-
"Union, NJ",12,"90,256","90,256","90,256",-,-,"27,210","27,210","27,210",-,-,"22,342","22,342","22,342",-,-,"40,704","40,704","40,704",-,-,-
"Utah, UT",12,"50,948","50,948","50,719",229,-,"12,352","12,352","12,196",156,-,"14,607","14,607","14,562",45,-,"23,989","23,989","23,961",28,-,-
"Ventura, CA",6,"405,339","393,321","389,798","3,523","12,018","146,886","146,886","145,472","1,414",-,"104,867","92,849","91,260","1,589","12,018","153,586","153,586","153,066",520,-,-
"Wake, NC",6,"127,509","127,051","84,074","42,977",458,"56,454","56,382","45,778","10,604",72,"32,524","32,524","3,221","29,303",-,"38,531","38,145","35,075","3,070","3,070",386
"Washington, OR",6,"118,053","118,053","116,334","1,719",-,"61,949","61,949","60,724","1,225",-,"10,427","10,427","10,427",-,-,"45,677","45,677","45,183",494,-,-
"Wayne, MI",9,"703,933","618,901","576,501","42,400","85,032","35,127","31,699","31,513",186,"3,428","371,422","295,269","293,362","1,907","76,153","297,384","291,933","251,626","40,307","40,163","5,451"
"Westchester, NY",12,"281,033","281,033","280,598",435,-,"43,514","43,514","43,400",114,-,"80,256","80,256","80,109",147,-,"157,263","157,263","157,089",174,-,-
"Will, IL",11,"132,322","132,322","128,854","3,468",-,"52,056","52,056","48,652","3,404",-,"44,665","44,665","44,665",-,-,"35,601","35,601","35,537",64,-,-
Note: Fiscal years ended in months between July 2012 and June 2013.,,,,,,,,,,,,,,,,,,,,,,
