"District of Columbia - Local, total","284,872","55,988",19.7,"30,868",55.1,"17,797",31.8,"7,323",13.1
District of Columbia - Municipality,"206,722","55,980",27.1,"30,863",55.1,"17,795",31.8,"7,322",13.1
Florida - Total ,"3,376,259","585,192",17.3,"303,807",51.9,"128,010",21.9,"153,375",26.2
Florida - State,"719,744","170,442",23.7,"15,750",9.2,"77,320",45.4,"77,372",45.4
"Florida - Local, total","2,656,514","414,751",15.6,"288,058",69.5,"50,690",12.2,"76,003",18.3
Florida - Counties,"760,772","284,358",37.4,"167,014",58.7,"46,269",16.3,"71,075",25
Florida - Municipalities,"420,211","126,750",30.2,"118,771",93.7,"4,231",3.3,"3,748",3
Georgia - Total,"1,782,701","229,355",12.9,"100,530",43.8,"52,953",23.1,"75,872",33.1
Georgia - State,"485,027","67,910",14,"9,688",14.3,"14,368",21.2,"43,854",64.6
"Georgia - Local, total","1,297,675","161,444",12.4,"90,841",56.3,"38,585",23.9,"32,018",19.8
Georgia - Counties,"228,360","106,449",46.6,"44,852",42.1,"33,752",31.7,"27,845",26.2
Georgia - Municipalities,"163,511","55,110",33.7,"46,136",83.7,"4,853",8.8,"4,121",7.5
Hawaii - Total,"315,687","46,716",14.8,"23,292",49.9,"13,560",29,"9,864",21.1
Hawaii - State,"239,948","20,527",8.6,0,0,"10,663",51.9,"9,864",48.1
"Hawaii - Local, total","75,739","26,189",34.6,"23,292",88.9,"2,897",11.1,0,0
Hawaii - Counties,"29,672","8,840",29.8,"7,515",85,"1,325",15,0,0
Hawaii - Municipalities,"45,339","17,360",38.3,"15,788",90.9,"1,572",9.1,0,0
Idaho - Total,"284,852","41,638",14.6,"18,179",43.7,"9,876",23.7,"13,583",32.6
Idaho - State,"98,051","14,087",14.4,"2,210",15.7,"3,966",28.2,"7,911",56.2
"Idaho - Local, total","186,801","27,550",14.7,"15,968",58,"5,910",21.5,"5,672",20.6
Idaho - Counties,"31,787","16,970",53.4,"6,005",35.4,"5,295",31.2,"5,670",33.4
Idaho - Municipalities,"36,311","10,589",29.2,"9,973",94.2,616,5.8,0,0
Illinois - Total,"3,103,818","446,430",14.4,"249,132",55.8,"84,064",18.8,"113,234",25.4
Illinois - State,"661,428","107,297",16.2,"22,850",21.3,"22,741",21.2,"61,706",57.5
"Illinois - Local, total","2,442,390","339,131",13.9,"226,281",66.7,"61,323",18.1,"51,527",15.2
Illinois - Counties,"264,991","134,781",50.9,"26,423",19.6,"56,820",42.2,"51,538",38.2
Illinois - Municipalities,"652,226","289,630",44.4,"285,060",98.4,"4,545",1.6,25,0
Indiana - Total,"1,181,001","132,909",11.3,"65,590",49.3,"28,978",21.8,"38,341",28.8
Indiana - State,"346,857","38,045",11,"8,644",22.7,"9,643",25.3,"19,758",51.9
"Indiana - Local, total","834,144","94,864",11.4,"56,946",60,"19,335",20.4,"18,583",19.6
Indiana - Counties,"159,107","40,443",25.4,"11,929",29.5,"13,657",33.8,"14,857",36.7
Indiana - Municipalities,"182,148","49,109",27,"43,240",88,"2,223",4.5,"3,646",7.4
Iowa - Total,"745,508","70,802",9.5,"33,335",47.1,"16,664",23.5,"20,803",29.4
Iowa - State,"266,323","32,340",12.1,"5,362",16.6,"12,127",37.5,"14,851",45.9
"Iowa - Local, total","479,185","38,463",8,"27,974",72.7,"4,537",11.8,"5,952",15.5
Iowa - Counties,"94,626","19,381",20.5,"9,497",49,"3,927",20.3,"5,957",30.7
Iowa - Municipalities,"96,483","19,237",19.9,"18,630",96.8,607,3.2,0,0
Kansas - Total,"730,444","74,494",10.2,"37,828",50.8,"15,870",21.3,"20,796",27.9
Kansas - State,"215,110","24,229",11.3,"4,650",19.2,"8,883",36.7,"10,696",44.1
"Kansas - Local, total","515,334","50,264",9.8,"33,178",66,"6,986",13.9,"10,100",20.1
Kansas - Counties,"80,573","23,717",29.4,"9,397",39.6,"4,341",18.3,"9,979",42.1
Kansas - Municipalities,"105,139","27,589",26.2,"23,791",86.2,"2,651",9.6,"1,147",4.2
Kentucky - Total,"836,375","84,622",10.1,"38,712",45.7,"23,398",27.7,"22,512",26.6
Kentucky - State,"326,986","39,729",12.2,"8,425",21.2,"19,906",50.1,"11,398",28.7
"Kentucky - Local, total","509,389","44,892",8.8,"30,287",67.5,"3,492",7.8,"11,113",24.8
Kentucky - Counties,"49,220","12,107",24.6,"4,894",40.4,"1,217",10.1,"5,996",49.5
Kentucky - Municipalities,"114,956","32,765",28.5,"25,405",77.5,"2,238",6.8,"5,122",15.6
Louisiana - Total,"932,131","134,868",14.5,"65,337",48.4,"25,672",19,"43,859",32.5
Louisiana - State,"323,683","39,803",12.3,"9,307",23.4,"7,536",18.9,"22,960",57.7
"Louisiana - Local, total","608,448","95,063",15.6,"56,030",58.9,"18,135",19.1,"20,898",22
Louisiana - Parishes,"160,482","48,298",30.1,"27,388",56.7,"7,449",15.4,"13,461",27.9
Louisiana - Municipalities,"128,119","41,793",32.6,"28,642",68.5,"6,955",16.6,"6,196",14.8
Maine - Total,"268,619","25,730",9.6,"13,371",52,"5,029",19.5,"7,330",28.5
Maine - State,"86,068","11,573",13.4,"2,683",23.2,"4,275",36.9,"4,615",39.9
"Maine - Local, total","182,551","14,157",7.8,"10,688",75.5,754,5.3,"2,715",19.2
Maine - Counties,"6,214","4,740",76.3,"1,355",28.6,673,14.2,"2,712",57.2
Maine - Municipalities,"56,424","5,537",9.8,"5,456",98.5,81,1.5,0,0
Maryland - Total,"1,481,052","225,725",15.2,"109,807",48.6,"44,625",19.8,"71,293",31.6
Maryland - State,"419,046","93,161",22.2,"11,696",12.6,"27,638",29.7,"53,827",57.8
"Maryland - Local, total","1,062,006","132,565",12.5,"98,111",74,"16,987",12.8,"17,467",13.2
Maryland - Counties,"906,029","99,464",11,"68,590",69,"13,411",13.5,"17,463",17.6
Maryland - Municipalities,"150,257","33,767",22.5,"29,442",87.2,"4,325",12.8,0,0
Massachusetts - Total,"1,627,298","243,569",15,"129,833",53.3,"52,681",21.6,"61,055",25.1
Massachusetts - State,"522,945","136,626",26.1,"24,465",17.9,"51,106",37.4,"61,055",44.7
"Massachusetts - Local, total","1,104,353","106,943",9.7,"105,368",98.5,"1,575",1.5,0,0
Massachusetts - Counties,"5,069",75,1.5,71,94.7,4,5.3,0,0
Massachusetts - Municipalities,"782,251","84,993",10.9,"83,463",98.2,"1,530",1.8,0,0
Michigan - Total,"2,003,050","247,482",12.4,"108,431",43.8,"49,736",20.1,"89,315",36.1
Michigan - State,"735,610","89,432",12.2,"14,675",16.4,"9,695",10.8,"65,062",72.8
"Michigan - Local, total","1,267,440","158,051",12.5,"93,756",59.3,"40,041",25.3,"24,254",15.3
Michigan - Counties,"210,759","80,224",38.1,"24,256",30.2,"31,998",39.9,"23,970",29.9
Michigan - Municipalities,"228,718","68,167",29.8,"62,951",92.3,"5,085",7.5,131,0.2
Minnesota - Total,"1,289,211","142,891",11.1,"66,751",46.7,"34,790",24.3,"41,350",28.9
Minnesota - State,"416,240","42,157",10.1,"4,258",10.1,"20,094",47.7,"17,805",42.2
"Minnesota - Local, total","872,972","100,733",11.5,"62,493",62,"14,696",14.6,"23,544",23.4
Minnesota - Counties,"169,666","52,737",31.1,"16,516",31.3,"12,751",24.2,"23,470",44.5
Minnesota - Municipalities,"181,003","47,279",26.1,"45,400",96,"1,879",4,0,0
Mississippi - Total,"627,123","54,784",8.7,"29,864",54.5,"10,968",20,"13,952",25.5
Mississippi - State,"211,949","17,126",8.1,"4,177",24.4,"4,503",26.3,"8,446",49.3
"Mississippi - Local, total","415,174","37,657",9.1,"25,687",68.2,"6,464",17.2,"5,506",14.6
Mississippi - Counties,"96,949","19,136",19.7,"9,014",47.1,"4,825",25.2,"5,297",27.7
Mississippi - Municipalities,"75,012","17,452",23.3,"15,663",89.7,"1,608",9.2,181,1
Missouri - Total,"1,119,915","137,861",12.3,"68,022",49.3,"28,964",21,"40,875",29.6
Missouri - State,"314,124","57,494",18.3,"9,743",16.9,"15,888",27.6,"31,863",55.4
"Missouri - Local, total","805,791","80,367",10,"58,279",72.5,"13,076",16.3,"9,012",11.2
Missouri - Counties,"72,643","28,428",39.1,"13,203",46.4,"8,933",31.4,"6,292",22.1
Missouri - Municipalities,"190,435","59,642",31.3,"51,631",86.6,"4,998",8.4,"3,013",5.1
Montana - Total,"215,395","25,334",11.8,"11,215",44.3,"6,499",25.7,"7,620",30.1
Montana - State,"83,881","10,635",12.7,"2,139",20.1,"3,123",29.4,"5,373",50.5
"Montana - Local, total","131,514","14,699",11.2,"9,076",61.7,"3,376",23,"2,247",15.3
Montana - Counties,"23,356","8,447",36.2,"3,711",43.9,"2,506",29.7,"2,230",26.4
Montana - Municipalities,"22,200","6,290",28.3,"5,384",85.6,883,14,23,0.4
Nebraska - Total,"468,909","47,369",10.1,"23,476",49.6,"8,784",18.5,"15,109",31.9
Nebraska - State,"122,415","17,059",13.9,"3,560",20.9,"3,592",21.1,"9,907",58.1
"Nebraska - Local, total","346,494","30,310",8.7,"19,916",65.7,"5,192",17.1,"5,202",17.2
Nebraska - Counties,"46,683","15,094",32.3,"5,244",34.7,"4,640",30.7,"5,210",34.5
Nebraska - Municipalities,"61,618","15,442",25.1,"14,813",95.9,629,4.1,0,0
Nevada - Total,"515,316","101,587",19.7,"50,678",49.9,"22,386",22,"28,523",28.1
Nevada - State,"128,149","25,413",19.8,"5,755",22.6,"4,726",18.6,"14,932",58.8
"Nevada - Local, total","387,166","76,176",19.7,"44,924",59,"17,661",23.2,"13,591",17.8
Nevada - Counties,"150,375","57,677",38.4,"33,492",58.1,"13,839",24,"10,346",17.9
Nevada - Municipalities,"59,632","19,903",33.4,"12,315",61.9,"3,995",20.1,"3,593",18.1
New Hampshire - Total,"281,000","32,257",11.5,"18,896",58.6,"5,430",16.8,"7,931",24.6
New Hampshire - State,"83,877","11,526",13.7,"2,538",22,"3,922",34,"5,066",44
"New Hampshire - Local, total","197,122","20,730",10.5,"16,358",78.9,"1,507",7.3,"2,865",13.8
New Hampshire - Counties,"15,083","5,345",35.4,"1,364",25.5,"1,120",21,"2,861",53.5
New Hampshire - Municipalities,"86,842","7,583",8.7,"7,316",96.5,267,3.5,0,0
New Jersey - Total,"2,706,433","459,200",17,"242,433",52.8,"120,669",26.3,"96,098",20.9
New Jersey - State,"852,937","164,282",19.3,"28,802",17.5,"81,397",49.5,"54,083",32.9
"New Jersey - Local, total","1,853,497","294,919",15.9,"213,631",72.4,"39,273",13.3,"42,015",14.2
New Jersey - Counties,"452,050","100,687",22.3,"33,136",32.9,"28,439",28.2,"39,112",38.8
New Jersey - Municipalities,"377,287","102,150",27.1,"96,914",94.9,"5,236",5.1,0,0
New Mexico - Total,"466,864","63,026",13.5,"28,258",44.8,"14,159",22.5,"20,609",32.7
New Mexico - State,"195,326","26,572",13.6,"2,118",8,"12,236",46,"12,218",46
"New Mexico - Local, total","271,538","36,455",13.4,"26,140",71.7,"1,923",5.3,"8,392",23
New Mexico - Counties,"38,838","16,274",41.9,"7,225",44.4,680,4.2,"8,369",51.4
New Mexico - Municipalities,"72,069","20,283",28.1,"18,986",93.6,"1,247",6.1,50,0.2
New York - Total,"6,458,498","1,127,579",17.5,"604,023",53.6,"201,804",17.9,"321,752",28.5
New York - State,"1,402,303","360,740",25.7,"49,980",13.9,"135,110",37.5,"175,650",48.7
"New York - Local, total","5,056,196","766,839",15.2,"554,043",72.3,"66,694",8.7,"146,102",19.1
New York - Counties,"559,701","169,315",30.3,"86,241",50.9,"24,697",14.6,"58,377",34.5
New York - Municipalities,"3,709,575","577,712",15.6,"450,269",77.9,"38,298",6.6,"89,145",15.4
North Carolina - Total,"2,086,621","224,807",10.8,"108,660",48.3,"33,996",15.1,"82,151",36.5
North Carolina - State,"623,396","109,012",17.5,"15,346",14.1,"29,989",27.5,"63,677",58.4
"North Carolina - Local, total","1,463,225","115,796",7.9,"93,315",80.6,"4,008",3.5,"18,473",16
North Carolina - Counties,"1,068,082","57,463",5.4,"36,964",64.3,"2,961",5.2,"17,538",30.5
North Carolina - Municipalities,"210,756","59,959",28.4,"57,861",96.5,"1,041",1.7,"1,057",1.8
North Dakota - Total,"172,770","16,171",9.4,"7,019",43.4,"4,117",25.5,"5,035",31.1
North Dakota - State,"78,512","7,070",9,923,13.1,"2,958",41.8,"3,189",45.1
"North Dakota - Local, total","94,258","9,102",9.7,"6,097",67,"1,159",12.7,"1,846",20.3
North Dakota - Counties,"14,769","4,784",32.4,"2,008",42,930,19.4,"1,846",38.6
North Dakota - Municipalities,"17,971","4,325",24.1,"4,091",94.6,234,5.4,0,0
Ohio - Total,"2,442,137","316,333",13,"150,962",47.7,"77,846",24.6,"87,525",27.7
Ohio - State,"651,079","89,709",13.8,"13,217",14.7,"17,568",19.6,"58,924",65.7
"Ohio - Local, total","1,791,058","226,623",12.7,"137,745",60.8,"60,278",26.6,"28,600",12.6
Ohio - Counties,"317,836","97,231",30.6,"31,461",32.4,"41,446",42.6,"24,324",25
Ohio - Municipalities,"377,244","118,756",31.5,"100,427",84.6,"16,002",13.5,"2,327",2
Oklahoma - Total,"721,974","82,452",11.4,"45,933",55.7,"17,371",21.1,"19,148",23.2
Oklahoma - State,"263,583","35,351",13.4,"8,421",23.8,"12,348",34.9,"14,582",41.2
"Oklahoma - Local, total","458,392","47,102",10.3,"37,513",79.6,"5,023",10.7,"4,566",9.7
Oklahoma - Counties,"52,472","13,014",24.8,"5,880",45.2,"2,943",22.6,"4,191",32.2
Oklahoma - Municipalities,"140,751","33,994",24.2,"31,525",92.7,"2,092",6.2,377,1.1
Oregon - Total,"867,415","111,984",12.9,"50,697",45.3,"22,255",19.9,"39,032",34.9
Oregon - State,"312,751","43,370",13.9,"7,057",16.3,"14,033",32.4,"22,280",51.4
"Oregon - Local, total","554,664","68,614",12.4,"43,640",63.6,"8,222",12,"16,752",24.4
Oregon - Counties,"93,941","37,109",39.5,"14,041",37.8,"6,455",17.4,"16,613",44.8
Oregon - Municipalities,"116,950","31,458",26.9,"29,555",94,"1,787",5.7,116,0.4
Pennsylvania - Total,"2,552,983","397,262",15.6,"180,534",45.4,"80,556",20.3,"136,172",34.3
Pennsylvania - State,"770,012","147,824",19.2,"39,539",26.7,"25,056",16.9,"83,229",56.3
"Pennsylvania - Local, total","1,782,970","249,439",14,"140,995",56.5,"55,500",22.2,"52,944",21.2
Pennsylvania - Counties,"215,427","92,936",43.1,"14,274",15.4,"38,787",41.7,"39,875",42.9
Pennsylvania - Municipalities,"308,402","137,103",44.5,"107,173",78.2,"16,820",12.3,"13,110",9.6
Rhode Island - Total,"250,814","34,651",13.8,"17,603",50.8,"7,201",20.8,"9,847",28.4
Rhode Island - State,"101,320","18,946",18.7,"2,280",12,"6,819",36,"9,847",52
"Rhode Island - Local, total","149,494","15,705",10.5,"15,323",97.6,382,2.4,0,0
Rhode Island - Municipalities,"84,751","10,905",12.9,"10,592",97.1,313,2.9,0,0
South Carolina - Total,"936,929","97,964",10.5,"47,577",48.6,"17,334",17.7,"33,053",33.7
South Carolina - State,"302,257","34,748",11.5,"7,456",21.5,"3,978",11.4,"23,314",67.1
"South Carolina - Local, total","634,672","63,217",10,"40,122",63.5,"13,356",21.1,"9,739",15.4
South Carolina - Counties,"113,251","44,375",39.2,"22,971",51.8,"11,740",26.5,"9,664",21.8
South Carolina - Municipalities,"69,428","18,752",27,"17,269",92.1,"1,407",7.5,76,0.4
South Dakota - Total,"155,710","16,572",10.6,"7,565",45.6,"4,085",24.7,"4,922",29.7
South Dakota - State,"55,278","6,784",12.3,"1,247",18.4,"2,763",40.7,"2,774",40.9
"South Dakota - Local, total","100,432","9,787",9.7,"6,318",64.6,"1,321",13.5,"2,148",21.9
South Dakota - Counties,"11,121","4,852",43.6,"1,625",33.5,"1,149",23.7,"2,078",42.8
South Dakota - Municipalities,"24,392","4,934",20.2,"4,691",95.1,173,3.5,70,1.4
Tennessee - Total,"1,150,726","146,670",12.7,"79,741",54.4,"30,727",20.9,"36,202",24.7
Tennessee - State,"315,604","42,073",13.3,"7,800",18.5,"13,450",32,"20,823",49.5
"Tennessee - Local, total","835,122","104,596",12.5,"71,941",68.8,"17,276",16.5,"15,379",14.7
Tennessee - Counties,"442,005","44,589",10.1,"21,327",47.8,"12,163",27.3,"11,099",24.9
Tennessee - Municipalities,"371,336","60,346",16.3,"50,892",84.3,"5,128",8.5,"4,326",7.2
Texas - Total,"5,466,787","688,061",12.6,"353,711",51.4,"118,462",17.2,"215,888",31.4
Texas - State,"1,377,707","180,731",13.1,"33,774",18.7,"28,503",15.8,"118,454",65.5
"Texas - Local, total","4,089,080","507,330",12.4,"319,938",63.1,"89,958",17.7,"97,434",19.2
Texas - Counties,"604,777","252,223",41.7,"80,393",31.9,"74,304",29.5,"97,526",38.7
Texas - Municipalities,"807,063","255,499",31.7,"239,752",93.8,"15,747",6.2,0,0
Utah - Total,"550,972","57,888",10.5,"25,757",44.5,"13,392",23.1,"18,739",32.4
Utah - State,"237,630","20,927",8.8,"3,336",15.9,"6,725",32.1,"10,866",51.9
"Utah - Local, total","313,341","36,960",11.8,"22,421",60.7,"6,666",18,"7,873",21.3
Utah - Counties,"54,837","19,273",35.1,"7,329",38,"4,067",21.1,"7,877",40.9
Utah - Municipalities,"61,809","17,736",28.7,"15,124",85.3,"2,612",14.7,0,0
Vermont - Total,"162,817","15,469",9.5,"7,450",48.2,"3,336",21.6,"4,683",30.3
Vermont - State,"70,315","11,142",15.8,"3,243",29.1,"3,226",29,"4,673",41.9
"Vermont - Local, total","92,502","4,326",4.7,"4,207",97.2,110,2.5,9,0.2
Vermont - Counties,264,69,26.1,19,27.5,50,72.5,0,0
Vermont - Municipalities,"9,145","2,104",23,"2,044",97.1,51,2.4,9,0.4
Virginia - Total,"1,808,821","226,923",12.5,"100,210",44.2,"41,502",18.3,"85,211",37.6
Virginia - State,"551,322","75,095",13.6,"14,538",19.4,"17,826",23.7,"42,731",56.9
"Virginia - Local, total","1,257,499","151,828",12.1,"85,672",56.4,"23,676",15.6,"42,480",28
Virginia - Counties,"757,466","81,071",10.7,"47,096",58.1,"13,547",16.7,"20,428",25.2
Virginia - Municipalities,"447,711","64,610",14.4,"38,525",59.6,"10,066",15.6,"16,019",24.8
Washington - Total,"1,753,752","200,357",11.4,"93,789",46.8,"44,882",22.4,"61,686",30.8
Washington - State,"573,004","58,204",10.2,"11,651",20,"10,846",18.6,"35,707",61.3
"Washington - Local, total","1,180,748","142,153",12,"82,138",57.8,"34,035",23.9,"25,980",18.3
Washington - Counties,"216,896","77,503",35.7,"28,737",37.1,"24,958",32.2,"23,808",30.7
Washington - Municipalities,"254,615","59,790",23.5,"51,826",86.7,"6,292",10.5,"1,672",2.8
West Virginia - Total,"352,856","35,168",10,"14,329",40.7,"10,932",31.1,"9,907",28.2
West Virginia - State,"149,731","21,140",14.1,"4,287",20.3,"7,378",34.9,"9,475",44.8
"West Virginia - Local, total","203,125","14,027",6.9,"10,042",71.6,"3,554",25.3,431,3.1
West Virginia - Counties,"23,036","7,844",34.1,"4,131",52.7,"3,278",41.8,435,5.5
West Virginia - Municipalities,"30,677","6,239",20.3,"5,951",95.4,288,4.6,0,0
Wisconsin - Total,"1,195,365","164,675",13.8,"79,020",48,"27,677",16.8,"57,978",35.2
Wisconsin - State,"333,226","58,577",17.6,"3,842",6.6,"13,844",23.6,"40,891",69.8
"Wisconsin - Local, total","862,139","106,100",12.3,"75,179",70.9,"13,833",13,"17,088",16.1
Wisconsin - Counties,"176,936","53,395",30.2,"25,689",48.1,"11,408",21.4,"16,298",30.5
Wisconsin - Municipalities,"170,039","51,369",30.2,"49,155",95.7,"2,047",4,167,0.3
Wyoming - Total,"207,393","21,543",10.4,"8,921",41.4,"4,943",22.9,"7,679",35.6
Wyoming - State,"56,521","9,242",16.4,"1,396",15.1,"2,971",32.1,"4,875",52.7
"Wyoming - Local, total","150,872","12,301",8.2,"7,525",61.2,"1,972",16,"2,804",22.8
Wyoming - Counties,"35,109","6,939",19.8,"2,708",39,"1,459",21,"2,772",39.9
Wyoming - Municipalities,"18,580","5,297",28.5,"4,780",90.2,517,9.8,0,0
Note: March payroll data may not sum to total because of rounding. Local government data are estimates subject to variability.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments, including independent school districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
