Colorado - State,-,"22,369,144","1,421,874",6.4,"154,567",10.9,"424,731",29.9,"842,576",59.3
"Colorado - Local, total",-,"28,078,725","2,124,401",7.6,"1,481,560",69.7,"260,799",12.3,"382,042",18
Colorado - Counties,-,"3,747,492","870,397",23.2,"473,014",54.3,"131,724",15.1,"265,659",30.5
Colorado - Municipalities,-,"9,615,295","1,253,373",13,"1,008,546",80.5,"128,444",10.2,"116,383",9.3
Connecticut - Total,"3,595","40,253,087","2,395,572",6,"1,120,723",46.8,"617,366",25.8,"657,483",27.4
Connecticut - State,-,"22,969,903","1,441,238",6.3,"208,956",14.5,"574,799",39.9,"657,483",45.6
"Connecticut - Local, total",-,"17,283,184","954,334",5.5,"911,767",95.5,"42,567",4.5,0,0
Connecticut - Municipalities,-,"6,685,603","487,838",7.3,"465,611",95.4,"22,227",4.6,0,0
Delaware - Total,924,"10,525,018","808,775",7.7,"327,268",40.5,"196,026",24.2,"285,481",35.3
Delaware - State,-,"7,210,272","599,079",8.3,"133,794",22.3,"179,804",30,"285,481",47.7
"Delaware - Local, total",-,"3,314,746","209,696",6.3,"193,474",92.3,"16,222",7.7,0,0
Delaware - Counties,-,"468,604","83,549",17.8,"73,948",88.5,"9,601",11.5,0,0
Delaware - Municipalities,-,"675,891","126,147",18.7,"119,526",94.8,"6,621",5.2,0,0
District of Columbia - Total,651,"14,945,597","925,602",5.1,"559,765",67.5,"114,838",15.8,"250,999",16.7
"District of Columbia - Local, total",-,"14,945,597","925,602",5.1,"559,765",67.5,"114,838",15.8,"250,999",16.7
District of Columbia - Municipality,-,"12,251,447","925,602",6.8,"559,765",67.5,"114,838",15.8,"250,999",16.7
Florida - Total ,"19,546","155,222,550","13,270,189",8.5,"7,157,530",53.9,"2,193,375",16.5,"3,919,284",29.5
Florida - State,-,"62,687,201","3,931,037",6.3,"513,947",13.1,"1,271,272",32.3,"2,145,818",54.6
"Florida - Local, total",-,"92,535,349","9,339,152",10.1,"6,643,583",71.1,"922,103",9.9,"1,773,466",19
Florida - Counties,-,"27,642,685","5,970,171",21.6,"3,444,938",57.7,"805,935",13.5,"1,719,298",28.8
Florida - Municipalities,-,"23,001,120","3,368,935",14.6,"3,198,599",94.9,"116,168",3.4,"54,168",1.6
Georgia - Total,"9,972","78,275,543","5,570,321",7.1,"2,359,086",42.4,"1,168,023",21,"2,043,212",36.7
Georgia - State,-,"34,910,505","1,735,207",5,"289,557",16.7,"276,028",15.9,"1,169,622",67.4
"Georgia - Local, total",-,"43,365,038","3,835,114",8.8,"2,069,529",54,"891,995",23.3,"873,590",22.8
Georgia - Counties,-,"9,036,776","2,646,864",29.3,"1,095,787",41.4,"783,017",29.6,"768,060",29
Georgia - Municipalities,-,"9,015,388","1,188,250",13.2,"973,742",81.9,"108,978",9.2,"105,530",8.9
Hawaii - Total,"1,408","14,888,575","842,949",5.7,"384,496",45.6,"262,610",31.2,"195,843",23.2
Hawaii - State,-,"11,448,886","442,698",3.9,"30,459",6.9,"216,396",48.9,"195,843",44.2
"Hawaii - Local, total",-,"3,439,689","400,251",11.6,"354,037",88.5,"46,214",11.5,0,0
Hawaii - Counties,-,"1,152,656","141,017",12.2,"118,530",84.1,"22,487",15.9,0,0
Hawaii - Municipalities,-,"2,241,218","259,234",11.6,"235,507",90.8,"23,727",9.2,0,0
Idaho - Total,"1,611","11,758,689","885,126",7.5,"400,586",45.3,"181,431",20.5,"303,109",34.2
Idaho - State,-,"6,594,537","340,264",5.2,"49,562",14.6,"62,421",18.3,"228,281",67.1
"Idaho - Local, total",-,"5,164,152","544,862",10.6,"351,024",64.4,"119,010",21.8,"74,828",13.7
Idaho - Counties,-,"1,034,097","336,884",32.6,"160,102",47.5,"101,954",30.3,"74,828",22.2
Idaho - Municipalities,-,"1,241,073","207,978",16.8,"190,922",91.8,"17,056",8.2,0,0
Illinois - Total,"12,895","134,552,325","8,561,839",6.4,"4,846,853",56.6,"1,653,896",19.3,"2,061,090",24.1
Illinois - State,-,"61,612,565","2,327,878",3.8,"403,527",17.3,"554,055",23.8,"1,370,296",58.9
"Illinois - Local, total",-,"72,939,760","6,233,961",8.5,"4,443,326",71.3,"1,099,841",17.6,"690,794",11.1
Illinois - Counties,-,"7,654,347","2,308,532",30.2,"596,763",25.9,"1,020,975",44.2,"690,794",29.9
Illinois - Municipalities,-,"23,444,810","3,924,441",16.7,"3,845,575",98,"78,866",2,0,0
Indiana - Total,"6,569","52,734,256","2,724,579",5.2,"1,170,756",43,"533,793",19.6,"1,020,030",37.4
Indiana - State,-,"27,442,650","1,067,433",3.9,"218,200",20.4,"180,818",16.9,"668,415",62.6
"Indiana - Local, total",-,"25,291,606","1,657,146",6.6,"952,556",57.5,"352,975",21.3,"351,615",21.2
Indiana - Counties,-,"5,022,848","685,904",13.7,"205,664",30,"240,274",35,"239,966",35
Indiana - Municipalities,-,"8,556,050","968,731",11.3,"746,892",77.1,"110,190",11.4,"111,649",11.5
Iowa - Total,"3,093","31,134,256","1,498,561",4.8,"691,160",46.1,"328,187",21.9,"479,214",32
Iowa - State,-,"15,269,141","652,635",4.3,"89,386",13.7,"228,803",35.1,"334,446",51.2
"Iowa - Local, total",-,"15,865,115","845,926",5.3,"601,774",71.1,"99,384",11.7,"144,768",17.1
Iowa - Counties,-,"2,998,318","397,339",13.3,"173,564",43.7,"83,788",21.1,"139,987",35.2
Iowa - Municipalities,-,"5,675,999","444,552",7.8,"428,210",96.3,"15,596",3.5,746,0.2
Kansas - Total,"2,893","26,147,133","1,617,197",6.2,"796,194",49.2,"301,304",18.6,"519,699",32.1
Kansas - State,-,"12,287,904","563,480",4.6,"101,439",18,"158,452",28.1,"303,589",53.9
"Kansas - Local, total",-,"13,859,229","1,053,717",7.6,"694,755",65.9,"142,852",13.6,"216,110",20.5
Kansas - Counties,-,"2,767,155","556,943",20.1,"270,207",48.5,"91,644",16.5,"195,092",35
Kansas - Municipalities,-,"4,311,216","496,678",11.5,"424,452",85.5,"51,208",10.3,"21,018",4.2
Kentucky - Total,"4,405","38,667,954","2,046,941",5.3,"743,962",36.3,"544,055",26.6,"758,924",37.1
Kentucky - State,-,"24,150,092","1,180,689",4.9,"172,422",14.6,"487,533",41.3,"520,734",44.1
"Kentucky - Local, total",-,"14,517,862","866,252",6,"571,540",66,"56,522",6.5,"238,190",27.5
Kentucky - Counties,-,"2,443,237","369,666",15.1,"157,571",42.6,"46,518",12.6,"165,577",44.8
Kentucky - Municipalities,-,"4,289,947","496,580",11.6,"413,969",83.4,"10,004",2,"72,607",14.6
Louisiana - Total,"4,625","46,504,603","3,524,303",7.6,"1,492,469",42.3,"747,624",21.2,"1,284,210",36.4
Louisiana - State,-,"24,599,350","979,785",4,"210,947",21.5,"295,815",30.2,"473,023",48.3
"Louisiana - Local, total",-,"21,905,253","2,544,518",11.6,"1,281,522",50.4,"451,809",17.8,"811,187",31.9
Louisiana - Parishes,-,"6,611,187","1,337,074",20.2,"561,820",42,"274,302",20.5,"500,952",37.5
Louisiana - Municipalities,-,"6,706,782","1,126,562",16.8,"719,702",63.9,"177,507",15.8,"229,353",20.4
Maine - Total,"1,328","12,197,913","537,319",4.4,"256,765",47.8,"90,654",16.9,"189,900",35.3
Maine - State,-,"7,569,660","270,670",3.6,"74,436",27.5,"74,235",27.4,"121,999",45.1
"Maine - Local, total",-,"4,628,253","266,649",5.8,"182,329",68.4,"16,419",6.2,"67,901",25.5
Maine - Counties,-,"176,339","110,040",62.4,"31,757",28.9,"10,382",9.4,"67,901",61.7
Maine - Municipalities,-,"1,246,421","69,058",5.5,"66,762",96.7,"2,296",3.3,0,0
Maryland - Total,"5,923","60,495,611","4,928,004",8.1,"2,319,682",47.1,"809,313",16.4,"1,799,009",36.5
Maryland - State,-,"30,678,564","2,422,378",7.9,"486,944",20.1,"514,834",21.3,"1,420,600",58.6
"Maryland - Local, total",-,"29,817,047","2,505,626",8.4,"1,832,738",73.1,"294,479",11.8,"378,409",15.1
Maryland - Counties,-,"23,924,639","1,772,922",7.4,"1,162,294",65.6,"232,219",13.1,"378,409",21.3
Maryland - Municipalities,-,"5,378,640","732,704",13.6,"670,444",91.5,"62,260",8.5,0,0
Massachusetts - Total,"6,713","80,550,807","4,149,946",5.2,"1,949,657",47,"924,014",22.3,"1,276,275",30.8
Massachusetts - State,-,"48,118,593","2,591,668",5.4,"447,880",17.3,"867,513",33.5,"1,276,275",49.2
"Massachusetts - Local, total",-,"32,432,214","1,558,278",4.8,"1,501,777",96.4,"56,501",3.6,0,0
Massachusetts - Counties,-,"330,110",606,0.2,0,0,606,100,0,0
Massachusetts - Municipalities,-,"14,895,427","910,505",6.1,"882,659",96.9,"27,846",3.1,0,0
Michigan - Total,"9,913","89,092,861","6,205,850",7,"2,537,056",40.9,"1,158,537",18.7,"2,510,257",40.4
Michigan - State,-,"43,555,522","2,395,403",5.5,"371,309",15.5,"201,027",8.4,"1,823,067",76.1
"Michigan - Local, total",-,"45,537,339","3,810,447",8.4,"2,165,747",56.8,"957,510",25.1,"687,190",18
Michigan - Counties,-,"10,859,554","1,957,319",18,"471,155",24.1,"800,223",40.9,"685,941",35
Michigan - Municipalities,-,"11,661,893","1,583,990",13.6,"1,438,984",90.8,"143,757",9.1,"1,249",0.1
Minnesota - Total,"5,413","55,457,627","3,186,300",5.7,"1,655,812",52,"676,620",21.2,"853,868",26.8
Minnesota - State,-,"26,744,684","1,098,981",4.1,"281,130",25.6,"404,491",36.8,"413,360",37.6
"Minnesota - Local, total",-,"28,712,943","2,087,319",7.3,"1,374,682",65.9,"272,129",13,"440,508",21.1
Minnesota - Counties,-,"6,836,349","1,202,302",17.6,"526,181",43.8,"236,085",19.6,"440,036",36.6
Minnesota - Municipalities,-,"8,914,299","881,546",9.9,"845,030",95.9,"36,044",4.1,472,0.1
Mississippi - Total,"2,989","27,497,697","1,450,289",5.3,"673,557",46.4,"252,424",17.4,"524,308",36.2
Mississippi - State,-,"15,048,857","543,941",3.6,"106,389",19.6,"113,186",20.8,"324,366",59.6
"Mississippi - Local, total",-,"12,448,840","906,348",7.3,"567,168",62.6,"139,238",15.4,"199,942",22.1
Mississippi - Counties,-,"3,577,289","535,538",15,"227,930",42.6,"109,738",20.5,"197,870",36.9
Mississippi - Municipalities,-,"3,227,538","370,810",11.5,"339,238",91.5,"29,500",8,"2,072",0.6
Missouri - Total,"6,041","51,222,469","3,067,679",6,"1,610,620",52.5,"517,419",16.9,"939,640",30.6
Missouri - State,-,"25,254,612","1,219,227",4.8,"225,667",18.5,"239,837",19.7,"753,723",61.8
"Missouri - Local, total",-,"25,967,857","1,848,452",7.1,"1,384,953",74.9,"277,582",15,"185,917",10.1
Missouri - Counties,-,"2,696,271","642,506",23.8,"364,320",56.7,"161,721",25.2,"116,465",18.1
Missouri - Municipalities,-,"9,067,796","1,205,266",13.3,"1,020,633",84.7,"115,861",9.6,"68,772",5.7
Montana - Total,"1,014","9,088,133","663,518",7.3,"282,913",42.6,"149,379",22.5,"231,226",34.8
Montana - State,-,"5,412,286","323,654",6,"46,239",14.3,"95,577",29.5,"181,838",56.2
"Montana - Local, total",-,"3,675,847","339,864",9.2,"236,674",69.6,"53,802",15.8,"49,388",14.5
Montana - Counties,-,"839,981","216,167",25.7,"128,960",59.7,"40,982",19,"46,225",21.4
Montana - Municipalities,-,"812,910","123,661",15.2,"107,714",87.1,"12,784",10.3,"3,163",2.6
Nebraska - Total,"1,865","20,296,133","947,777",4.7,"424,497",44.8,"159,150",16.8,"364,130",38.4
Nebraska - State,-,"7,436,042","387,677",5.2,"74,619",19.2,"66,609",17.2,"246,449",63.6
"Nebraska - Local, total",-,"12,860,091","560,100",4.4,"349,878",62.5,"92,541",16.5,"117,681",21
Nebraska - Counties,-,"1,545,791","302,470",19.6,"96,249",31.8,"88,540",29.3,"117,681",38.9
Nebraska - Municipalities,-,"2,738,597","257,630",9.4,"253,629",98.4,"4,001",1.6,0,0
Nevada - Total,"2,776","21,759,040","2,217,383",10.2,"1,088,816",49.1,"462,870",20.9,"665,697",30
Nevada - State,-,"8,772,868","423,068",4.8,"90,883",21.5,"77,683",18.4,"254,502",60.2
"Nevada - Local, total",-,"12,986,172","1,794,315",13.8,"997,933",55.6,"385,187",21.5,"411,195",22.9
Nevada - Counties,-,"5,901,909","1,353,701",22.9,"727,791",53.8,"308,208",22.8,"317,702",23.5
Nevada - Municipalities,-,"2,074,083","440,614",21.2,"270,142",61.3,"76,979",17.5,"93,493",21.2
New Hampshire - Total,"1,327","11,024,914","695,902",6.3,"365,370",52.5,"144,734",20.8,"185,798",26.7
New Hampshire - State,-,"5,818,254","284,984",4.9,"54,503",19.1,"116,028",40.7,"114,453",40.2
"New Hampshire - Local, total",-,"5,206,660","410,918",7.9,"310,867",75.7,"28,706",7,"71,345",17.4
New Hampshire - Counties,-,"389,829","110,396",28.3,"22,066",20,"16,985",15.4,"71,345",64.6
New Hampshire - Municipalities,-,"1,459,263","112,427",7.7,"108,674",96.7,"3,753",3.3,0,0
New Jersey - Total,"8,857","103,435,241","7,083,114",6.8,"3,442,602",48.6,"1,441,600",20.4,"2,198,912",31
New Jersey - State,-,"56,978,085","2,961,739",5.2,"605,109",20.4,"869,504",29.4,"1,487,126",50.2
"New Jersey - Local, total",-,"46,457,156","4,121,375",8.9,"2,837,493",68.8,"572,096",13.9,"711,786",17.3
New Jersey - Counties,-,"9,723,549","1,371,689",14.1,"327,918",23.9,"331,991",24.2,"711,780",51.9
New Jersey - Municipalities,-,"9,744,192","1,606,318",16.5,"1,466,683",91.3,"139,630",8.7,5,0
New Mexico - Total,"2,092","20,995,199","1,541,947",7.3,"651,823",42.3,"329,583",21.4,"560,541",36.4
New Mexico - State,-,"12,612,909","722,744",5.7,"113,557",15.7,"269,506",37.3,"339,681",47
"New Mexico - Local, total",-,"8,382,290","819,203",9.8,"538,266",65.7,"60,077",7.3,"220,860",27
New Mexico - Counties,-,"1,543,772","434,097",28.1,"178,566",41.1,"37,472",8.6,"218,059",50.2
New Mexico - Municipalities,-,"2,764,248","385,106",13.9,"359,700",93.4,"22,605",5.9,"2,801",0.7
New York - Total,"19,624","312,859,315","19,418,047",6.2,"9,309,457",47.9,"3,938,788",20.3,"6,169,802",31.8
New York - State,-,"128,354,689","6,325,332",4.9,"790,329",12.5,"2,451,358",38.8,"3,083,645",48.8
"New York - Local, total",-,"184,504,626","13,092,715",7.1,"8,519,128",65.1,"1,487,430",11.4,"3,086,157",23.6
New York - Counties,-,"23,535,386","3,812,713",16.2,"1,821,824",47.8,"515,293",13.5,"1,475,596",38.7
New York - Municipalities,-,"113,356,080","8,575,670",7.6,"6,150,863",71.7,"815,146",9.5,"1,609,661",18.8
North Carolina - Total,"9,843","87,133,122","5,355,452",6.1,"2,742,595",51.2,"809,995",15.1,"1,802,862",33.7
North Carolina - State,-,"42,691,215","2,339,170",5.5,"363,132",15.5,"694,955",29.7,"1,281,083",54.8
"North Carolina - Local, total",-,"44,441,907","3,016,282",6.8,"2,379,463",78.9,"115,040",3.8,"521,779",17.3
North Carolina - Counties,-,"27,046,663","1,630,059",6,"1,017,429",62.4,"91,482",5.6,"521,148",32
North Carolina - Municipalities,-,"9,904,828","1,386,223",14,"1,362,034",98.3,"23,558",1.7,631,0
North Dakota - Total,722,"8,371,587","380,452",4.5,"156,863",41.2,"90,688",23.8,"132,901",34.9
North Dakota - State,-,"4,802,050","195,270",4.1,"28,486",14.6,"70,527",36.1,"96,257",49.3
"North Dakota - Local, total",-,"3,569,537","185,182",5.2,"128,377",69.3,"20,161",10.9,"36,644",19.8
North Dakota - Counties,-,"740,218","106,014",14.3,"55,330",52.2,"15,075",14.2,"35,609",33.6
North Dakota - Municipalities,-,"1,031,836","79,156",7.7,"73,047",92.3,"5,074",6.4,"1,035",1.3
Ohio - Total,"11,577","112,796,322","6,758,807",6,"3,238,846",47.9,"1,686,478",25,"1,833,483",27.1
Ohio - State,-,"59,495,851","1,995,906",3.4,"306,723",15.4,"331,583",16.6,"1,357,600",68
"Ohio - Local, total",-,"53,300,471","4,762,901",8.9,"2,932,123",61.6,"1,354,895",28.4,"475,883",10
Ohio - Counties,-,"11,665,340","2,304,478",19.8,"832,448",36.1,"1,036,120",45,"435,910",18.9
Ohio - Municipalities,-,"12,943,409","2,276,740",17.6,"1,918,863",84.3,"317,904",14,"39,973",1.8
Oklahoma - Total,"3,853","32,060,654","1,958,811",6.1,"886,532",45.3,"381,134",19.5,"691,145",35.3
Oklahoma - State,-,"18,792,988","987,078",5.3,"171,112",17.3,"281,037",28.5,"534,929",54.2
"Oklahoma - Local, total",-,"13,267,666","971,733",7.3,"715,420",73.6,"100,097",10.3,"156,216",16.1
Oklahoma - Counties,-,"1,656,533","315,903",19.1,"109,343",34.6,"50,815",16.1,"155,745",49.3
Oklahoma - Municipalities,-,"5,249,801","655,830",12.5,"606,077",92.4,"49,282",7.5,471,0.1
Oregon - Total,"3,922","43,814,025","2,761,084",6.3,"1,121,290",40.6,"573,673",20.8,"1,066,121",38.6
Oregon - State,-,"25,223,077","1,206,543",4.8,"164,181",13.6,"418,314",34.7,"624,048",51.7
"Oregon - Local, total",-,"18,590,948","1,554,541",8.4,"957,109",61.6,"155,359",10,"442,073",28.4
Oregon - Counties,-,"3,535,084","880,077",24.9,"328,304",37.3,"112,594",12.8,"439,179",49.9
Oregon - Municipalities,-,"4,662,083","674,196",14.5,"628,805",93.3,"42,765",6.3,"2,626",0.4
Pennsylvania - Total,"12,776","131,215,610","8,598,426",6.6,"3,312,723",38.5,"1,828,601",21.3,"3,457,102",40.2
Pennsylvania - State,-,"68,936,157","3,513,533",5.1,"890,806",25.4,"537,321",15.3,"2,085,406",59.4
"Pennsylvania - Local, total",-,"62,279,453","5,084,893",8.2,"2,421,917",47.6,"1,291,280",25.4,"1,371,696",27
Pennsylvania - Counties,-,"10,012,381","2,190,480",21.9,"243,890",11.1,"918,405",41.9,"1,028,185",46.9
Pennsylvania - Municipalities,-,"12,145,217","2,143,682",17.7,"1,459,533",68.1,"340,638",15.9,"343,511",16
Rhode Island - Total,"1,055","11,338,628","717,544",6.3,"369,336",51.5,"134,194",18.7,"214,014",29.8
Rhode Island - State,-,"6,945,219","386,991",5.6,"76,775",19.8,"116,872",30.2,"193,344",50
"Rhode Island - Local, total",-,"4,393,409","330,553",7.5,"292,561",88.5,"17,322",5.2,"20,670",6.3
Rhode Island - Municipalities,-,"2,306,852","208,660",9,"178,066",85.3,"9,924",4.8,"20,670",9.9
South Carolina - Total,"4,764","42,372,449","2,063,370",4.9,"1,083,213",52.5,"312,939",15.2,"667,218",32.3
South Carolina - State,-,"22,902,417","678,859",3,"151,335",22.3,"87,284",12.9,"440,240",64.8
"South Carolina - Local, total",-,"19,470,032","1,384,511",7.1,"931,878",67.3,"225,655",16.3,"226,978",16.4
South Carolina - Counties,-,"4,042,011","928,071",23,"511,498",55.1,"191,470",20.6,"225,103",24.3
South Carolina - Municipalities,-,"2,961,324","456,440",15.4,"420,380",92.1,"34,185",7.5,"1,875",0.4
South Dakota - Total,842,"7,169,312","423,692",5.9,"175,091",41.3,"85,084",20.1,"163,517",38.6
South Dakota - State,-,"3,824,333","201,159",5.3,"35,603",17.7,"49,988",24.8,"115,568",57.5
"South Dakota - Local, total",-,"3,344,979","222,533",6.7,"139,488",62.7,"35,096",15.8,"47,949",21.5
South Dakota - Counties,-,"474,968","131,424",27.7,"50,938",38.8,"33,059",25.2,"47,427",36.1
South Dakota - Municipalities,-,"1,253,103","91,109",7.3,"88,550",97.2,"2,037",2.2,522,0.6
Tennessee - Total,"6,494","54,769,506","3,413,183",6.2,"1,727,868",50.6,"657,112",19.3,"1,028,203",30.1
Tennessee - State,-,"23,408,574","1,085,165",4.6,"188,285",17.4,"287,328",26.5,"609,552",56.2
"Tennessee - Local, total",-,"31,360,932","2,328,018",7.4,"1,539,583",66.1,"369,784",15.9,"418,651",18
Tennessee - Counties,-,"11,961,846","1,107,243",9.3,"487,139",44,"263,114",23.8,"356,990",32.2
Tennessee - Municipalities,-,"17,017,717","1,220,775",7.2,"1,052,444",86.2,"106,670",8.7,"61,661",5.1
Texas - Total,"26,480","220,736,081","14,591,559",6.6,"6,659,746",45.6,"2,542,569",17.4,"5,389,244",36.9
Texas - State,-,"95,830,012","4,831,585",5,"862,402",17.8,"643,287",13.3,"3,325,896",68.8
"Texas - Local, total",-,"124,906,069","9,759,974",7.8,"5,797,344",59.4,"1,899,282",19.5,"2,063,348",21.1
Texas - Counties,-,"19,448,354","5,020,595",25.8,"1,447,457",28.8,"1,533,660",30.5,"2,039,478",40.6
Texas - Municipalities,-,"36,879,378","4,727,736",12.8,"4,338,244",91.8,"365,622",7.7,"23,870",0.5
Utah - Total,"2,898","25,681,353","1,552,698",6,"677,893",43.7,"345,994",22.3,"528,811",34.1
Utah - State,-,"14,012,560","650,120",4.6,"151,693",23.3,"174,317",26.8,"324,110",49.9
"Utah - Local, total",-,"11,668,793","902,578",7.7,"526,200",58.3,"171,677",19,"204,701",22.7
Utah - Counties,-,"1,886,988","479,774",25.4,"162,564",33.9,"112,509",23.5,"204,701",42.7
Utah - Municipalities,-,"3,256,880","422,804",13,"363,636",86,"59,168",14,0,0
Vermont - Total,626,"7,161,655","390,046",5.4,"181,105",46.4,"75,472",19.3,"133,469",34.2
Vermont - State,-,"4,464,551","282,803",6.3,"80,254",28.4,"69,238",24.5,"133,311",47.1
"Vermont - Local, total",-,"2,697,104","107,243",4,"100,851",94,"6,234",5.8,158,0.1
Vermont - Counties,-,"19,334","17,929",92.7,"15,016",83.8,"2,884",16.1,29,0.2
Vermont - Municipalities,-,"402,414","41,041",10.2,"39,212",95.5,"1,700",4.1,129,0.3
Virginia - Total,"8,252","73,749,919","5,257,103",7.1,"2,157,392",41,"859,524",16.3,"2,240,187",42.6
Virginia - State,-,"36,358,360","1,980,295",5.4,"338,864",17.1,"430,885",21.8,"1,210,546",61.1
"Virginia - Local, total",-,"37,391,559","3,276,808",8.8,"1,818,528",55.5,"428,639",13.1,"1,029,641",31.4
Virginia - Counties,-,"20,927,873","1,613,083",7.7,"991,949",61.5,"245,299",15.2,"375,835",23.3
Virginia - Municipalities,-,"13,034,956","1,379,212",10.6,"826,579",59.9,"183,340",13.3,"369,293",26.8
Washington - Total,"6,964","72,867,696","4,115,157",5.6,"1,628,259",39.6,"964,976",23.4,"1,521,922",37
Washington - State,-,"34,719,862","1,436,942",4.1,"266,522",18.5,"241,555",16.8,"928,865",64.6
"Washington - Local, total",-,"38,147,834","2,678,215",7,"1,361,737",50.8,"723,421",27,"593,057",22.1
Washington - Counties,-,"6,137,925","1,604,566",26.1,"493,964",30.8,"564,295",35.2,"546,307",34
Washington - Municipalities,-,"8,756,770","1,067,580",12.2,"861,704",80.7,"159,126",14.9,"46,750",4.4
West Virginia - Total,"1,854","16,583,062","940,608",5.7,"360,686",38.3,"231,995",24.7,"347,927",37
West Virginia - State,-,"10,764,640","544,031",5.1,"75,101",13.8,"171,153",31.5,"297,777",54.7
"West Virginia - Local, total",-,"5,818,422","396,577",6.8,"285,585",72,"60,842",15.3,"50,150",12.6
West Virginia - Counties,-,"912,589","258,060",28.3,"153,439",59.5,"54,471",21.1,"50,150",19.4
