"Oklahoma City, OK",987,987,987,78.6,4254,4310,,368,257,268,21.4,722
"Omaha, NE",689,674,681,80.1,3026,4470,,171,164,169,19.9,455
"Philadelphia, PA",6974,6974,6974,86.0,29566,4239,,1893,910,1137,14.0,4801
,,,,,,,,,,,,
"Phoenix, AZ",2676,2672,2673,76.7,12426,4649,,838,769,811,23.3,3037
"Pittsburgh, PA",1030,1030,1030,84.3,4030,3913,,307,77,192,15.7,465
"Portland, OR",975,972,974,67.2,4764,4893,,484,468,475,32.8,1897
"St.Louis, MO",1547,1547,1547,72.7,5302,3427,,582,582,582,27.3,1962
"San Antonio, TX",1849,1849,1849,72.7,7665,4145,,821,591,693,27.3,1335
"San Diego, CA",1967,1967,1967,70.8,10584,5381,,887,777,810,29.2,2814
,,,,,,,,,,,,
"San Francisco, CA",2207,2207,2207,85.8,14572,6602,,365,365,365,14.2,1557
"San Jose, CA",1371,1371,1371,75.2,9110,6645,,582,397,453,24.8,1975
"Seattle, WA",1268,1268,1268,70.7,7035,5548,,609,505,526,29.3,2000
"Toledo, OH",699,699,699,85.7,2977,4258,,117,117,117,14.3,329
"Tucson, AZ",850,850,850,83.5,2947,3467,,168,168,168,16.5,691
"Tulsa, OK",823,822,822,82.0,3240,3941,,228,149,180,18.0,393
"Washington, DC",3585,3585,3585,80.4,17276,4819,,983,762,873,19.6,2776
,,,,,,,,,,,,
"Note:  Payroll data shown here may not sum to equal police protection March payroll data in table 16 due to rounding.",,,,,,,,,,,,
"Jurisdictions without data did not report for 2000.",,,,,,,,,,,,
