"Los Angeles, CA",31237,29588,30213,146429,4885,,8759,8077,8129,42170,5201,,15654,15018,15419,75334,4939,,6824,6493,6665,28925,4367,"Los Angeles, CA"
"Macomb, WI",940,912,927,3368,3655,,191,190,191,823,4322,,394,384,389,1351,3488,,355,338,347,1194,3469,"Macomb, WI"
"Maricopa, AZ",7462,7118,7319,23271,3204,,2427,2369,2400,8172,3422,,3918,3704,3834,11910,3130,,1117,1045,1085,3189,2971,"Maricopa, AZ"
"Middlesex, NJ",898,898,898,3584,3992,,411,411,411,1679,4085,,180,180,180,856,4756,,307,307,307,1050,3419,"Middlesex, NJ"
,,,,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI",2403,2271,2339,7623,3257,,385,380,382,1500,3933,,726,665,694,2127,3068,,1292,1226,1263,3997,3149,"Milwaukee, WI"
"Monmouth, NJ",975,926,943,4055,4327,,215,198,200,702,3509,,288,278,282,1210,4323,,472,450,461,2143,4689,"Monmouth, NJ"
"Monroe, NY",1503,1389,1410,5605,3958,,539,452,460,1942,4116,,311,301,305,1303,4281,,653,636,645,2360,3694,"Monroe, NY"
"Montgomery, MD",1968,1780,1872,9035,4941,,1494,1330,1404,7027,5132,,116,108,113,509,4572,,358,342,355,1499,4312,"Montgomery, MD"
"Montgomery, OH",1512,1347,1411,4460,3064,,345,301,313,1073,3152,,951,864,903,2832,3086,,216,182,195,556,2812,"Montgomery, OH"
"Montgomery, PA",1502,1309,1408,3754,2744,,128,127,127,302,2367,,806,646,731,1903,2737,,568,536,550,1549,2842,"Montgomery, PA"
"Multnomah, OR",1883,1694,1795,5559,3202,,349,321,339,1180,3574,,284,275,280,858,3048,,1250,1098,1176,3521,3132,"Multnomah, OR"
,,,,,,,,,,,,,,,,,,,,,,,,
"Nassau, NY",7166,6569,6887,32692,4845,,5081,4538,4825,26160,5588,,583,572,577,2626,4579,,1502,1459,1485,3905,2639,"Nassau, NY"
"Norfolk, MA",353,353,353,1082,3065,,0,0,0,0,0,,0,0,0,0,0,,353,353,353,1082,3065,"Norfolk, MA"
"Oakland, MI",1996,1809,1889,6924,3706,,445,397,407,1702,4149,,893,798,845,3167,3829,,658,614,637,2056,3259,"Oakland, MI"
"Oklahoma, OK",1378,1171,1237,2002,1580,,747,592,643,1057,1591,,140,140,140,243,1733,,491,439,454,702,1517,"Oklahoma, OK"
"Orange, CA",8755,7892,8429,34693,4159,,3082,2811,3012,14382,4814,,4041,3677,3857,15139,3953,,1632,1404,1560,5172,3389,"Orange, CA"
"Palm Beach, FL",3881,3706,3800,11480,3056,,1935,1796,1868,5724,3133,,1072,1043,1062,3096,2920,,874,867,870,2660,3061,"Palm Beach, FL"
"Pima, AZ",3147,2996,3066,9142,2994,,614,600,605,2061,3418,,1278,1196,1240,3751,3046,,1255,1200,1221,3331,2730,"Pima, AZ"
,,,,,,,,,,,,,,,,,,,,,,,,
"Pinellas, FL",3160,3012,3033,9269,3049,,1617,1469,1490,4730,3162,,820,820,820,2366,2885,,723,723,723,2173,3005,"Pinellas, FL"
"Prince Georges, MD",2988,2738,2894,12699,4519,,2055,1897,2001,9029,4659,,464,389,429,1580,3809,,469,452,464,2090,4542,"Prince Georges, MD"
"Riverside, CA",5033,4867,4958,20542,4155,,1490,1471,1484,6811,4603,,2005,1969,1992,8184,4119,,1538,1427,1482,5547,3743,"Riverside, CA"
"Sacramento, CA",4480,3943,4228,19131,4582,,1197,1135,1154,6155,5362,,1767,1607,1723,7346,4301,,1516,1201,1351,5630,4220,"Sacramento, CA"
"St. Louis, MO",1825,1770,1796,6037,3379,,969,960,966,3465,3595,,487,460,474,1487,3170,,369,350,356,1085,3059,"St. Louis, MO"
"Salt Lake, UT",1748,1487,1619,5203,3352,,746,569,656,1968,3294,,310,249,282,1048,3887,,692,669,681,2186,3203,"Salt Lake, UT"
"San Bernadino, CA",5540,5323,5450,23347,4327,,1996,1936,1963,9699,4975,,2031,1933,1995,7641,3874,,1513,1454,1492,6007,4065,"San Bernadino, CA"
,,,,,,,,,,,,,,,,,,,,,,,,
"San Diego, CA",8351,7846,8106,31373,3891,,2779,2717,2746,10891,3958,,3555,3189,3381,13683,4098,,2017,1940,1979,6799,3455,"San Diego, CA"
"San Mateo, CA",1537,1412,1487,6955,4769,,387,361,373,2059,5609,,543,510,531,2369,4523,,607,541,583,2527,4441,"San Mateo, CA"
"Santa Clara, CA",4446,4144,4313,21982,5162,,694,667,683,3888,5734,,1898,1811,1875,9477,5107,,1854,1666,1755,8617,4992,"Santa Clara, CA"
"Shelby, TN",3285,3203,3240,8703,2682,,795,753,761,2433,3210,,699,664,689,1962,2819,,1791,1786,1790,4308,2409,"Shelby, TN"
"Suffolk, NY",5083,4672,4804,25341,5347,,3447,3096,3186,18318,5838,,448,414,438,2045,4784,,1188,1162,1180,4978,4241,"Suffolk, NY"
"Summit, OH",915,881,899,2379,2653,,190,190,190,563,2965,,414,380,398,1066,2695,,311,311,311,750,2411,"Summit, OH"
,,,,,,,,,,,,,,,,,,,,,,,,
"Tarrant, TX",2863,2802,2846,8342,2955,,231,214,229,738,3353,,1017,1006,1012,3581,3551,,1615,1582,1605,4023,2523,"Tarrant, TX"
"Travis, TX",2477,2437,2458,7659,3122,,619,612,616,2025,3290,,759,727,744,2408,3258,,1099,1098,1098,3226,2937,"Travis, TX"
"Union, NJ",743,729,735,2664,3640,,109,109,109,334,3060,,241,231,235,1278,5501,,393,389,391,1053,2697,"Union, NJ"
"Ventura, CA",2691,2629,2665,11666,4395,,789,762,778,3944,5123,,1202,1185,1195,5101,4273,,700,682,692,2621,3792,"Ventura, CA"
"Wayne, MI",3230,3183,3230,12605,3935,,856,849,856,3224,3780,,1407,1367,1407,5873,4249,,967,967,967,3508,3628,"Wayne, MI"
"Westchester, NY",1908,1908,1908,8217,4306,,393,393,393,1896,4825,,362,362,362,2039,5631,,1153,1153,1153,4282,3714,"Westchester, NY"
,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Jurisdictions without data did not report for 2000.",,,,,,,,,,,,,,,,,,,,,,,,
