"Kansas",2688,$74800.00,$27827.38,$9123858.00,$6270525.00,$5522836.00,42588,42588
"Kentucky",4042,$98200.00,$24294.90,$15682365.00,$12402221.00,$10916644.00,74137,74137
"Louisiana",4469,$104300.00,$23338.55,$16553676.00,$12832100.00,$11061163.00,94796,94796
"Maine",1275,$32700.00,$25647.06,$5448061.00,$4535685.00,$3937703.00,20568,20442
"Maryland",5296,$179400.00,$33874.62,$19370058.00,$15014334.00,$12925241.00,91487,89340
,,,,,,,,
"Massachusetts",6349,$241200.00,$37990.23,$29478165.00,$23237473.00,$20580730.00,95582,94860
"Michigan",9938,$294300.00,$29613.60,$42748895.00,$25547864.00,$21802721.00,141891,141891
"Minnesota",4919,$157900.00,$32100.02,$23326005.00,$15715933.00,$13364470.00,73421,73421
"Mississippi",2845,$59700.00,$20984.18,$10972174.00,$7724155.00,$6801026.00,55541,55416
"Missouri",5595,$153600.00,$27453.08,$17293111.00,$12764365.00,$11308510.00,91425,91425
,,,,,,,,
"Montana",902,$20400.00,$22616.41,$3718168.00,$2957657.00,$2564376.00,17920,17842
"Nebraska",1711,$47600.00,$27819.99,$5772418.00,$4186571.00,$3950775.00,29797,29797
"Nevada",1998,$61000.00,$30530.53,$6047267.00,$3796937.00,$3118682.00,22444,22423
"New Hampshire",1236,$41200.00,$33333.33,$4366072.00,$3312805.00,$2831196.00,18776,18294
"New Jersey",8414,$311200.00,$36985.98,$34783171.00,$26143680.00,$19520703.00,133126,123119
,,,,,,,,
"New Mexico",1819,$40400.00,$22210.01,$8700579.00,$6253225.00,$5538053.00,47813,47813
"New York",18976,$655600.00,$34548.90,$96924806.00,$65651806.00,$49344376.00,250974,232898
"North Carolina",8049,$218900.00,$27195.92,$29615132.00,$20314037.00,$17940663.00,123302,123302
"North Dakota",642,$16100.00,$25077.88,$2855663.00,$2265856.00,$1978861.00,15772,15772
"Ohio",11353,$322400.00,$28397.78,$44630567.00,$31698486.00,$23211613.00,136346,136346
,,,,,,,,
"Oklahoma",3451,$81200.00,$23529.41,$10629560.00,$7540303.00,$6057133.00,64419,63936
"Oregon",3421,$97000.00,$28354.28,$15776050.00,$11856279.00,$9235055.00,53343,53173
"Pennsylvania",12281,$362800.00,$29541.57,$47681749.00,$36311954.00,$30566902.00,149721,146734
"Rhode Island",1048,$31100.00,$29675.57,$4648008.00,$3970456.00,$3309830.00,19569,18935
"South Carolina",4012,$97600.00,$24327.02,$16236728.00,$12430612.00,$10388523.00,78697,77037
,,,,,,,,
"South Dakota",755,$19700.00,$26092.72,$2403103.00,$1954972.00,$1779613.00,13376,13376
"Tennessee",5689,$149300.00,$26243.63,$16853438.00,$12489034.00,$11457513.00,81075,81075
"Texas",20852,$581200.00,$27872.63,$60425369.00,$44193991.00,$38220785.00,268924,268924
"Utah",2233,$53400.00,$23914.02,$8591768.00,$6614065.00,$5978617.00,49331,49037
"Vermont",609,$16400.00,$26929.39,$3219388.00,$2287784.00,$2136002.00,13632,13577
,,,,,,,,
"Virginia",7079,$220600.00,$31162.59,$24313963.00,$17181613.00,$15476194.00,118588,117453
"Washington",5894,$185800.00,$31523.58,$25901790.00,$19531080.00,$15579927.00,112476,111671
"West Virginia",1808,$39600.00,$21902.65,$7551834.00,$6192166.00,$5130573.00,32034,31975
"Wisconsin",5364,$151400.00,$28225.21,$22833463.00,$14662959.00,$12281927.00,63697,63697
"Wyoming",494,$13400.00,$27125.51,$2552590.00,$1714282.00,$1415750.00,11204,11172
,,,,,,,,
"a/Population data are from the Bureau of the Census, July 1, 2000 Population Estimates for Places and Minor Civil Divisions.",,,,,,,,
"b/ ""Total general expenditure"" excludes utilities, city-operated liquor stores, and insurance benefits.",,,,,,,,
"c/ ""General functions only"" FTE excludes utilities and city-operated liquor stores.",,,,,,,,
