"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:  cjee0005.csv",,,,,,,,,,,,,,,,,,,,,,
"table 5.  Justice system employment and percent distribution of full-time equivalent employment,",,,,,,,,,,,,,,,,,,,,,,
"by State and level of government, March 2000",,,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2000, NCJ 194802",,,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,,
"author:  Steven Smith",,,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,,
"date of version:  1/10/2002",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Table 5.   Justice system employment and percent distribution of full-time equivalent employment,",,,,,,,,,,,,,,,,,,,,,,
" by State and level of government, March 2000",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"                             Total justice system",,,,,"                               Police protection",,,,,,"Judicial and legal",,,,"                                            Corrections",,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,"                  Number of employees",,,"Percent of",,"                  Number of employees",,,"Percent of",,"                  Number of employees",,,"Percent of",,"                  Number of employees",,,"Percent of",
,,,,,,"total",,,,,"total justice",,,,,"total justice",,,,,"total justice",
,"Total full-time",,,,,"full-time",,,,,"full-time",,,,,"full-time",,,,,"full-time",
"State and level","equivalent",,,"Full-time","Full-time","equivalent",,,"Full-time","Full-time","equivalent",,,"Full-time","Full-time","equivalent",,,"Full-time","Full-time","equivalent","State and level"
"type of government","employment/a",,"Total","only","equivalent","employment/b",,"Total","equivalent","equivalent","employment/b",,"Total","only","equivalent","employment/b",,"Total","only","equivalent","employment/b","type of government"
,,,,,,,,,,,,,,,,,,,,,,
"Counties",151797,,14052,12675,13219,8.7,,8175,7355,7631,57.7,,2603,2220,2419,18.3,,3274,3100,3169,24.0,"Counties"
"Municipalities",105853,,13740,12688,13155,12.4,,8914,8267,8516,64.7,,1338,1273,1302,9.9,,3488,3148,3337,25.4,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Washington",305466,,36357,31910,34250,11.2,,14667,13663,14137,41.3,,8370,7350,7734,22.6,,13320,10897,12379,36.1,"Washington"
"State",112476,,12849,10562,11993,10.7,,2220,2220,2220,18.5,,1824,1605,1695,14.1,,8805,6737,8078,67.4,"State"
"Local, total",192990,,23508,21348,22257,11.5,,12447,11443,11917,53.5,,6546,5745,6039,27.1,,4515,4160,4301,19.3,"Local, total"
"Counties",36788,,13524,12541,12917,35.1,,4014,3883,3923,30.4,,5199,4680,4884,37.8,,4311,3978,4110,31.8,"Counties"
"Municipalities",38035,,9984,8807,9340,24.6,,8433,7560,7994,85.6,,1347,1065,1155,12.4,,204,182,191,2.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"West Virginia",92954,,8078,7306,7519,8.1,,4077,3652,3767,50.1,,2395,2096,2155,28.7,,1606,1558,1597,21.2,"West Virginia"
"State",32034,,3598,3553,3577,11.2,,1073,1061,1067,29.8,,1258,1229,1244,34.8,,1267,1263,1266,35.4,"State"
"Local, total",60920,,4480,3753,3942,6.5,,3004,2591,2700,68.5,,1137,867,911,23.1,,339,295,331,8.4,"Local, total"
"Counties",7455,,2240,2065,2164,29.0,,1013,959,991,45.8,,888,811,842,38.9,,339,295,331,15.3,"Counties"
"Municipalities",9420,,2240,1688,1778,18.9,,1991,1632,1709,96.1,,249,56,69,3.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin",283490,,36983,31881,34031,12.0,,17445,14641,15616,45.9,,6162,5119,5558,16.3,,13376,12121,12857,37.8,"Wisconsin"
"State",63697,,12819,11536,12303,19.3,,923,887,904,7.3,,2161,1832,2018,16.4,,9735,8817,9381,76.2,"State"
"Local, total",219793,,24164,20345,21728,9.9,,16522,13754,14712,67.7,,4001,3287,3540,16.3,,3641,3304,3476,16.0,"Local, total"
"Counties",45918,,11283,9986,10529,22.9,,4330,3790,3956,37.6,,3312,2892,3097,29.4,,3641,3304,3476,33.0,"Counties"
"Municipalities",41737,,12881,10359,11199,26.8,,12192,9964,10756,96.0,,689,395,443,4.0,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Wyoming",39798,,3796,3383,3499,8.8,,1833,1630,1695,48.4,,844,650,695,19.9,,1119,1103,1109,31.7,"Wyoming"
"State",11204,,1390,1365,1376,12.3,,190,190,190,13.8,,394,374,383,27.8,,806,801,803,58.4,"State"
"Local, total",28594,,2406,2018,2123,7.4,,1643,1440,1505,70.9,,450,276,312,14.7,,313,302,306,14.4,"Local, total"
"Counties",5283,,1232,1107,1167,22.1,,658,592,617,52.9,,261,213,244,20.9,,313,302,306,26.2,"Counties"
"Municipalities",3475,,1174,911,956,27.5,,985,848,888,92.9,,189,63,68,7.1,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Notes:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,,,,
"a/ Total full-time equivalent employment includes employment of States and all types of local governments including",,,,,,,,,,,,,,,,,,,,,,
"independent school districts and special districts, which are not displayed separately.  The ""Local, total"" lines, which",,,,,,,,,,,,,,,,,,,,,,
"include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,,,,,,,,,,,
"b/ Justice system employment of independent school districts and special school districts (primarily for special police)",,,,,,,,,,,,,,,,,,,,,,
"are not available.",,,,,,,,,,,,,,,,,,,,,,
