"New Castle, DE",6,"97,400","97,400","92,899","4,501",-,"87,320","87,320","82,819","4,501",-,"10,080","10,080","10,080",-,-,-,-,-,-,-,-
"Norfolk, MA",12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oakland, MI",9,"217,423","213,965","213,034",931,"3,458","53,428","53,428","53,054",374,-,"81,671","78,213","77,998",215,"3,458","82,324","82,324","81,982",342,-,-
"Ocean, NJ",12,"66,943","66,943","66,828",115,-,"20,606","20,606","20,606",-,-,"17,159","17,159","17,159",-,-,"29,178","29,178","29,063",115,114,-
"Oklahoma, OK",6,"60,630","60,630","59,587","1,043",-,"45,723","45,723","44,858",865,-,"8,081","8,081","8,003",78,-,"6,826","6,826","6,726",100,-,-
"Orange, CA",6,"1,033,167","974,017","955,983","18,034","59,150","307,289","307,289","302,732","4,557",-,"347,144","287,994","285,457","2,537","59,150","378,734","378,734","367,794","10,940",-,-
"Orange, FL",9,"439,128","439,128","418,731","20,397",-,"233,275","233,275","217,692","15,583",-,"46,946","46,946","46,294",652,-,"158,907","158,907","154,745","4,162",-,-
"Palm Beach, FL",9,"601,026","601,026","588,993","12,033",-,"398,911","398,911","387,541","11,370",-,"50,622","50,622","50,056",566,-,"151,493","151,493","151,396",97,-,-
"Passaic, NJ",12,"93,466","93,466","93,465",1,-,"12,407","12,407","12,406",1,-,"20,610","20,610","20,610",-,-,"60,449","60,449","60,449",-,-,-
"Pierce, WA",12,"249,334","249,334","248,433",901,-,"95,196","95,196","94,420",776,-,"87,934","87,934","87,934",-,-,"66,204","66,204","66,079",125,105,-
"Pima, AZ",6,"313,236","313,236","311,706","1,530",-,"155,110","155,110","154,247",863,-,"158,126","158,126","157,459",667,-,-,-,-,-,-,-
"Pinellas, FL",9,"387,897","387,897","368,449","19,448",-,"226,307","226,307","213,611","12,696",-,"42,928","42,928","42,299",629,-,"118,662","118,662","112,539","6,123",-,-
"Polk, FL",9,"177,177","177,177","170,392","6,785",-,"100,799","100,799","95,174","5,625",-,"21,826","21,826","21,255",571,-,"54,552","54,552","53,963",589,-,-
"Prince Georges, MD",6,"459,880","459,880","459,169",711,-,"332,398","332,398","331,687",711,-,"36,972","36,972","36,972",-,-,"90,510","90,510","90,510",-,-,-
"Riverside, CA",6,"1,090,393","1,064,121","1,018,282","45,839","26,272","462,589","462,589","458,911","3,678",-,"266,911","240,639","225,543","15,096","26,272","360,893","360,893","333,828","27,065",-,-
"Sacramento, CA",6,"675,159","650,938","644,971","5,967","24,221","272,532","272,532","269,615","2,917",-,"145,250","121,029","118,616","2,413","24,221","257,377","257,377","256,740",637,-,-
"Salt Lake, UT",12,"202,441","202,441","189,228","13,213",-,"50,612","50,612","50,000",612,-,"72,637","72,637","60,310","12,327",-,"79,192","79,192","78,918",274,-,-
"San Bernardino, CA",6,"820,028","796,053","749,772","46,281","23,975","347,429","347,429","311,736","35,693",-,"161,381","137,406","135,866","1,540","23,975","311,218","311,218","302,170","9,048",-,-
"San Diego, CA",6,"1,132,018","1,074,910","1,007,679","67,231","57,108","329,421","329,421","313,668","15,753",-,"402,511","345,403","294,628","50,775","57,108","400,086","400,086","399,383",703,-,-
"San Joaquin, CA",6,"238,556","229,822","229,154",668,"8,734","63,324","63,324","62,790",534,-,"76,873","68,139","68,043",96,"8,734","98,359","98,359","98,321",38,-,-
"San Mateo, CA",6,"319,606","304,314","301,604","2,710","15,292","119,426","119,426","117,999","1,427",-,"86,809","71,517","71,496",21,"15,292","113,371","113,371","112,109","1,262",-,-
"Santa Clara, CA",6,"894,025","854,374","850,522","3,852","39,651","169,390","169,390","167,086","2,304",-,"288,839","249,188","248,419",769,"39,651","435,796","435,796","435,017",779,-,-
"Shelby, TN",6,"308,542","308,542","299,735","8,807",-,"176,654","176,654","168,095","8,559",-,"75,381","75,381","75,294",87,-,"56,507","56,507","56,346",161,-,-
"Snohomish, WA",12,"178,736","178,736","176,874","1,862",-,"60,847","60,847","60,262",585,-,"63,172","63,172","61,902","1,270",-,"54,717","54,717","54,710",7,7,-
"St. Louis, MO",12,"178,709","178,709","167,433","11,276",-,"113,770","113,770","107,779","5,991",-,"40,485","40,485","35,261","5,224",-,"24,454","24,454","24,393",61,-,-
"Stanislaus, CA",6,"194,515","189,741","187,304","2,437","4,774","53,898","53,898","52,205","1,693",-,"57,153","52,379","51,952",427,"4,774","83,464","83,464","83,147",317,-,-
"Suffolk, NY",12,"784,765","782,786","773,717","9,069","1,979","544,263","544,263","535,619","8,644",-,"74,968","74,968","74,697",271,-,"165,534","163,555","163,401",154,-,"1,979"
"Summit, OH",12,"112,774","112,774","112,774",-,-,"21,899","21,899","21,899",-,-,"35,300","35,300","35,300",-,-,"55,575","55,575","55,575",-,-,-
"Tarrant, TX",9,"295,460","295,459","292,583","2,876",1,"62,327","62,327","61,442",885,-,"115,457","115,457","114,316","1,141",-,"117,676","117,675","116,825",850,342,1
"Travis, TX",9,"392,596","392,596","367,376","25,220",-,"76,043","76,043","75,856",187,-,"137,246","137,246","112,213","25,033",-,"179,307","179,307","179,307",-,-,-
"Tulsa, OK",6,"79,527","79,527","79,075",452,-,"16,356","16,356","16,052",304,-,"15,540","15,540","15,484",56,-,"47,631","47,631","47,539",92,-,-
"Union, NJ",12,"95,706","95,706","95,009",697,-,"28,296","28,296","27,881",415,-,"24,494","24,494","24,263",231,-,"42,916","42,916","42,865",51,44,-
"Utah, UT",12,"46,437","46,437","46,408",29,-,"11,830","11,830","11,814",16,-,"12,502","12,502","12,496",6,-,"22,105","22,105","22,098",7,-,-
"Ventura, CA",6,"411,620","398,842","393,602","5,240","12,778","152,074","152,074","147,708","4,366",-,"107,235","94,457","94,348",109,"12,778","152,311","152,311","151,546",765,-,-
"Wake, NC",6,"110,404","109,528","102,246","7,282",876,"57,836","57,805","52,422","5,383",31,"3,399","3,399","2,567",832,-,"49,169","48,324","47,257","1,067","1,033",845
"Washington, OR",6,"140,531","140,531","139,974",557,-,"73,407","73,407","72,876",531,-,"11,636","11,636","11,636",-,-,"55,488","55,488","55,462",26,-,-
"Wayne, MI",9,"578,881","577,426","574,425","3,001","1,455","35,070","34,283","34,190",93,787,"324,770","324,102","322,331","1,771",668,"219,041","219,041","217,904","1,137",967,-
"Westchester, NY",12,"234,504","234,504","233,958",546,-,"32,494","32,494","32,351",143,-,"55,972","55,972","55,803",169,-,"146,038","146,038","145,804",234,-,-
"Will, IL",11,"152,383","152,383","142,050","10,333",-,"66,956","66,956","56,815","10,141",-,"48,758","48,758","48,720",38,-,"36,669","36,669","36,515",154,-,-
Note: Fiscal years ended in months between July 2016 and June 2017.,,,,,,,,,,,,,,,,,,,,,,
