Delaware - Total,957,"12,014,401","907,593",7.6,"378,957",41.8,"200,943",22.1,"327,693",36.1
Delaware - State,-,"8,332,231","660,639",7.9,"146,756",22.2,"186,190",28.2,"327,693",49.6
"Delaware - Local, total",-,"3,682,170","246,954",6.7,"232,201",94,"14,753",6,0,0
Delaware - Counties,-,"548,921","102,870",18.7,"92,298",89.7,"10,572",10.3,0,0
Delaware - Municipalities,-,"707,993","144,084",20.4,"139,903",97.1,"4,181",2.9,0,0
District of Columbia - Total,695,"32,434,761","938,666",5.1,"633,302",67.5,"148,175",15.8,"157,189",16.7
"District of Columbia - Local, total",-,"18,555,021","938,666",5.1,"633,302",67.5,"148,175",15.8,"157,189",16.7
District of Columbia - Municipality,-,"13,879,740","938,666",6.8,"633,302",67.5,"148,175",15.8,"157,189",16.7
Florida - Total ,"20,964","177,051,803","15,557,343",8.8,"8,509,422",54.7,"2,491,944",16,"4,555,977",29.3
Florida - State,-,"72,058,799","4,755,230",6.6,"606,373",12.8,"1,556,209",32.7,"2,592,648",54.5
"Florida - Local, total",-,"104,993,004","10,802,113",10.3,"7,903,049",73.2,"935,735",8.7,"1,963,329",18.2
Florida - Counties,-,"30,585,816","6,847,756",22.4,"4,161,230",60.8,"777,571",11.4,"1,908,955",27.9
Florida - Municipalities,-,"26,510,681","3,953,974",14.9,"3,741,436",94.6,"158,164",4,"54,374",1.4
Georgia - Total,"10,410","85,130,589","6,233,137",7.3,"2,729,315",43.8,"1,383,691",22.2,"2,120,131",34
Georgia - State,-,"37,279,054","2,056,031",5.5,"416,467",20.3,"350,013",17,"1,289,551",62.7
"Georgia - Local, total",-,"47,851,535","4,177,106",8.7,"2,312,848",55.4,"1,033,678",24.7,"830,580",19.9
Georgia - Counties,-,"9,716,863","2,763,704",28.4,"1,178,303",42.6,"868,008",31.4,"717,393",26
Georgia - Municipalities,-,"9,772,597","1,413,140",14.5,"1,134,283",80.3,"165,670",11.7,"113,187",8
Hawaii - Total,"1,424","16,782,640","1,033,263",6.2,"481,897",46.6,"322,720",31.2,"228,646",22.1
Hawaii - State,-,"12,354,473","540,335",4.4,"44,877",8.3,"266,812",49.4,"228,646",42.3
"Hawaii - Local, total",-,"4,428,167","492,928",11.1,"437,020",88.7,"55,908",11.3,0,0
Hawaii - Counties,-,"1,345,742","176,161",13.1,"149,544",84.9,"26,617",15.1,0,0
Hawaii - Municipalities,-,"3,034,364","316,767",10.4,"287,476",90.8,"29,291",9.2,0,0
Idaho - Total,"1,718","13,172,289","1,079,343",8.2,"453,551",42,"210,166",19.5,"415,626",38.5
Idaho - State,-,"7,163,281","415,742",5.8,"63,977",15.4,"78,975",19,"272,790",65.6
"Idaho - Local, total",-,"6,009,008","663,601",11,"389,574",58.7,"131,191",19.8,"142,836",21.5
Idaho - Counties,-,"1,136,210","431,678",38,"170,812",39.6,"118,030",27.3,"142,836",33.1
Idaho - Municipalities,-,"1,431,270","231,923",16.2,"218,762",94.3,"13,161",5.7,0,0
Illinois - Total,"12,779","146,846,751","8,898,029",6.1,"5,282,513",59.4,"1,508,542",17,"2,106,974",23.7
Illinois - State,-,"66,386,086","2,347,835",3.5,"409,153",17.4,"558,297",23.8,"1,380,385",58.8
"Illinois - Local, total",-,"80,460,665","6,550,194",8.1,"4,873,360",74.4,"950,245",14.5,"726,589",11.1
Illinois - Counties,-,"8,637,372","2,354,986",27.3,"715,221",30.4,"918,061",39,"721,704",30.6
Illinois - Municipalities,-,"26,085,676","4,187,796",16.1,"4,155,608",99.2,"32,181",0.8,7,0
Indiana - Total,"6,658","58,653,968","3,003,837",5.1,"1,332,986",44.4,"609,389",20.3,"1,061,462",35.3
Indiana - State,-,"30,827,721","1,083,970",3.5,"223,462",20.6,"228,386",21.1,"632,122",58.3
"Indiana - Local, total",-,"27,826,247","1,919,867",6.9,"1,109,524",57.8,"381,003",19.8,"429,340",22.4
Indiana - Counties,-,"6,113,982","769,933",12.6,"236,092",30.7,"248,976",32.3,"284,865",37
Indiana - Municipalities,-,"9,252,669","1,146,818",12.4,"873,424",76.2,"128,919",11.2,"144,475",12.6
Iowa - Total,"3,142","35,147,502","1,607,774",4.6,"813,216",50.6,"358,832",22.3,"435,726",27.1
Iowa - State,-,"17,415,602","628,887",3.6,"95,515",15.2,"246,134",39.1,"287,238",45.7
"Iowa - Local, total",-,"17,731,900","978,887",5.5,"717,701",73.3,"112,698",11.5,"148,488",15.2
Iowa - Counties,-,"3,712,910","484,665",13.1,"239,933",49.5,"96,807",20,"147,925",30.5
Iowa - Municipalities,-,"5,818,166","494,222",8.5,"477,768",96.7,"15,891",3.2,563,0.1
Kansas - Total,"2,909","30,553,755","1,729,688",5.7,"862,299",49.9,"325,551",18.8,"541,838",31.3
Kansas - State,-,"14,737,791","583,803",4,"107,868",18.5,"166,621",28.5,"309,314",53
"Kansas - Local, total",-,"15,815,964","1,145,885",7.2,"754,431",65.8,"158,930",13.9,"232,524",20.3
Kansas - Counties,-,"2,855,929","574,111",20.1,"270,858",47.2,"101,319",17.6,"201,934",35.2
Kansas - Municipalities,-,"4,986,589","571,759",11.5,"483,573",84.6,"57,600",10.1,"30,586",5.3
Kentucky - Total,"4,452","45,404,304","2,203,686",4.9,"762,389",34.6,"557,645",25.3,"883,652",40.1
Kentucky - State,-,"29,894,768","1,261,125",4.2,"175,080",13.9,"506,921",40.2,"579,124",45.9
"Kentucky - Local, total",-,"15,509,536","942,561",6.1,"587,309",62.3,"50,724",5.4,"304,528",32.3
Kentucky - Counties,-,"2,273,685","340,126",15,"105,733",31.1,"30,559",9,"203,834",59.9
Kentucky - Municipalities,-,"4,843,791","602,435",12.4,"481,576",79.9,"20,165",3.3,"100,694",16.7
Louisiana - Total,"4,671","48,980,339","3,318,604",6.8,"1,645,398",49.6,"686,383",20.7,"986,823",29.7
Louisiana - State,-,"27,352,936","1,057,992",3.9,"242,872",23,"309,470",29.3,"505,650",47.8
"Louisiana - Local, total",-,"21,627,403","2,260,612",10.5,"1,402,526",62,"376,913",16.7,"481,173",21.3
Louisiana - Parishes,-,"5,884,708","1,225,725",20.8,"640,351",52.2,"238,567",19.5,"346,807",28.3
Louisiana - Municipalities,-,"6,838,139","981,868",14.4,"761,993",77.6,"138,346",14.1,"81,529",8.3
Maine - Total,"1,335","12,826,381","682,729",5.3,"310,384",45.5,"112,064",16.4,"260,281",38.1
Maine - State,-,"7,716,911","343,182",4.4,"90,368",26.3,"90,246",26.3,"162,568",47.4
"Maine - Local, total",-,"5,109,470","339,547",6.6,"220,016",64.8,"21,818",6.4,"97,713",28.8
Maine - Counties,-,"236,783","159,817",67.5,"46,252",28.9,"15,852",9.9,"97,713",61.1
Maine - Municipalities,-,"1,471,236","84,793",5.8,"81,763",96.4,"3,030",3.6,0,0
Maryland - Total,"6,024","69,639,107","5,569,531",8,"2,669,043",47.9,"964,945",17.3,"1,935,543",34.8
Maryland - State,-,"35,755,624","2,683,135",7.5,"546,535",20.4,"638,724",23.8,"1,497,876",55.8
"Maryland - Local, total",-,"33,883,483","2,886,396",8.5,"2,122,508",73.5,"326,221",11.3,"437,667",15.2
Maryland - Counties,-,"27,687,700","2,057,561",7.4,"1,353,453",65.8,"266,441",12.9,"437,667",21.3
Maryland - Municipalities,-,"5,611,650","828,252",14.8,"768,472",92.8,"59,780",7.2,0,0
Massachusetts - Total,"6,860","92,800,048","4,741,109",5.1,"2,234,987",47.1,"1,053,969",22.2,"1,452,153",30.6
Massachusetts - State,-,"56,134,715","2,945,499",5.2,"505,958",17.2,"987,388",33.5,"1,452,153",49.3
"Massachusetts - Local, total",-,"36,665,333","1,795,610",4.9,"1,729,029",96.3,"66,581",3.7,0,0
Massachusetts - Counties,-,"346,398",321,0.1,0,0,321,100,0,0
Massachusetts - Municipalities,-,"17,104,305","1,056,897",6.2,"1,023,279",96.8,"33,618",3.2,0,0
Michigan - Total,"9,973","98,792,181","6,242,166",6.3,"2,546,913",40.8,"1,211,531",19.4,"2,483,722",39.8
Michigan - State,-,"50,858,606","2,527,406",5,"473,644",18.7,"187,575",7.4,"1,866,187",73.8
"Michigan - Local, total",-,"47,933,575","3,714,760",7.7,"2,073,269",55.8,"1,023,956",27.6,"617,535",16.6
Michigan - Counties,-,"10,963,343","2,001,296",18.3,"532,418",26.6,"853,838",42.7,"615,040",30.7
Michigan - Municipalities,-,"12,374,218","1,390,335",11.2,"1,234,821",88.8,"153,026",11,"2,488",0.2
Minnesota - Total,"5,566","68,329,331","3,806,865",5.6,"1,980,425",52,"767,879",20.2,"1,058,561",27.8
Minnesota - State,-,"33,458,643","1,350,326",4,"357,023",26.4,"484,556",35.9,"508,747",37.7
"Minnesota - Local, total",-,"34,870,688","2,456,539",7,"1,623,402",66.1,"283,323",11.5,"549,814",22.4
Minnesota - Counties,-,"8,095,484","1,401,930",17.3,"639,603",45.6,"257,028",18.3,"505,299",36
Minnesota - Municipalities,-,"10,552,147","1,007,224",9.5,"980,839",97.4,"26,295",2.6,90,0
Mississippi - Total,"2,989","30,035,373","1,559,123",5.2,"767,264",49.2,"274,885",17.6,"516,974",33.2
Mississippi - State,-,"17,023,221","588,577",3.5,"135,917",23.1,"121,899",20.7,"330,761",56.2
"Mississippi - Local, total",-,"13,012,152","970,546",7.5,"631,347",65.1,"152,986",15.8,"186,213",19.2
Mississippi - Counties,-,"3,505,570","564,936",16.1,"264,302",46.8,"116,658",20.6,"183,976",32.6
Mississippi - Municipalities,-,"3,519,299","405,610",11.5,"367,045",90.5,"36,328",9,"2,237",0.6
Missouri - Total,"6,107","55,481,003","3,287,621",5.9,"1,782,351",54.2,"559,467",17,"945,803",28.8
Missouri - State,-,"27,779,353","1,240,745",4.5,"246,996",19.9,"261,012",21,"732,737",59.1
"Missouri - Local, total",-,"27,701,650","2,046,876",7.4,"1,535,355",75,"298,455",14.6,"213,066",10.4
Missouri - Counties,-,"2,943,960","717,220",24.4,"380,982",53.1,"180,937",25.2,"155,301",21.7
Missouri - Municipalities,-,"9,332,067","1,329,656",14.2,"1,154,373",86.8,"117,518",8.8,"57,765",4.3
Montana - Total,"1,052","10,819,297","789,404",7.3,"332,316",42.1,"199,124",25.2,"257,964",32.7
Montana - State,-,"6,575,998","399,001",6.1,"55,206",13.8,"131,515",33,"212,280",53.2
"Montana - Local, total",-,"4,243,299","390,403",9.2,"277,110",71,"67,609",17.3,"45,684",11.7
Montana - Counties,-,"932,153","244,456",26.2,"150,733",61.7,"51,179",20.9,"42,544",17.4
Montana - Municipalities,-,"915,123","145,947",15.9,"126,377",86.6,"16,430",11.3,"3,140",2.2
Nebraska - Total,"1,916","23,096,357","1,178,284",5.1,"497,768",42.2,"187,861",15.9,"492,655",41.8
Nebraska - State,-,"8,154,307","511,584",6.3,"82,537",16.1,"79,182",15.5,"349,865",68.4
"Nebraska - Local, total",-,"14,942,050","666,700",4.5,"415,231",62.3,"108,679",16.3,"142,790",21.4
Nebraska - Counties,-,"1,770,523","350,273",19.8,"103,234",29.5,"104,249",29.8,"142,790",40.8
Nebraska - Municipalities,-,"3,332,490","316,427",9.5,"311,997",98.6,"4,430",1.4,0,0
Nevada - Total,"2,970","26,095,774","2,535,672",9.7,"1,268,927",50,"495,714",19.5,"771,031",30.4
Nevada - State,-,"11,430,341","482,362",4.2,"88,480",18.3,"88,604",18.4,"305,278",63.3
"Nevada - Local, total",-,"14,665,433","2,053,310",14,"1,180,447",57.5,"407,110",19.8,"465,753",22.7
Nevada - Counties,-,"6,595,426","1,545,619",23.4,"858,413",55.5,"326,620",21.1,"360,586",23.3
Nevada - Municipalities,-,"2,201,648","507,691",23.1,"322,034",63.4,"80,490",15.9,"105,167",20.7
New Hampshire - Total,"1,349","12,649,954","807,053",6.4,"420,331",52.1,"160,741",19.9,"225,981",28
New Hampshire - State,-,"7,075,997","346,061",4.9,"70,914",20.5,"129,320",37.4,"145,827",42.1
"New Hampshire - Local, total",-,"5,573,957","460,992",8.3,"349,417",75.8,"31,421",6.8,"80,154",17.4
New Hampshire - Counties,-,"450,746","132,710",29.4,"32,180",24.2,"20,376",15.4,"80,154",60.4
New Hampshire - Municipalities,-,"1,391,606","104,404",7.5,"101,192",96.9,"3,212",3.1,0,0
New Jersey - Total,"8,886","110,706,292","7,198,265",6.5,"3,562,292",49.5,"1,497,735",20.8,"2,138,238",29.7
New Jersey - State,-,"61,820,229","2,960,827",4.8,"620,161",20.9,"908,676",30.7,"1,431,990",48.4
"New Jersey - Local, total",-,"48,886,063","4,237,438",8.7,"2,942,131",69.4,"589,059",13.9,"706,248",16.7
New Jersey - Counties,-,"9,475,320","1,376,152",14.5,"315,090",22.9,"354,907",25.8,"706,155",51.3
New Jersey - Municipalities,-,"10,333,788","1,655,667",16,"1,519,213",91.8,"136,398",8.2,56,0
New Mexico - Total,"2,092","24,619,139","1,746,929",7.1,"706,090",40.4,"322,567",18.5,"718,272",41.1
New Mexico - State,-,"15,757,597","893,036",5.7,"125,181",14,"286,380",32.1,"481,475",53.9
"New Mexico - Local, total",-,"8,861,542","853,893",9.6,"580,909",68,"36,187",4.2,"236,797",27.7
New Mexico - Counties,-,"1,501,946","432,283",28.8,"187,102",43.3,"11,400",2.6,"233,781",54.1
New Mexico - Municipalities,-,"2,922,778","421,610",14.4,"393,807",93.4,"24,787",5.9,"3,016",0.7
New York - Total,"19,590","347,868,811","21,164,576",6.1,"10,381,319",49.1,"4,260,206",20.1,"6,523,051",30.8
New York - State,-,"138,706,475","6,651,588",4.8,"865,298",13,"2,665,894",40.1,"3,120,396",46.9
"New York - Local, total",-,"209,162,336","14,512,988",6.9,"9,516,021",65.6,"1,594,312",11,"3,402,655",23.4
New York - Counties,-,"25,111,687","4,106,729",16.4,"2,030,190",49.4,"555,594",13.5,"1,520,945",37
New York - Municipalities,-,"131,835,758","9,680,903",7.3,"6,906,455",71.3,"893,830",9.2,"1,880,618",19.4
North Carolina - Total,"10,268","92,259,301","5,985,428",6.5,"3,211,582",53.7,"827,297",13.8,"1,946,549",32.5
North Carolina - State,-,"44,038,724","2,643,155",6,"532,743",20.2,"722,332",27.3,"1,388,080",52.5
"North Carolina - Local, total",-,"48,220,577","3,342,273",6.9,"2,678,839",80.2,"104,965",3.1,"558,469",16.7
North Carolina - Counties,-,"27,872,965","1,854,120",6.7,"1,220,122",65.8,"80,263",4.3,"553,735",29.9
North Carolina - Municipalities,-,"10,752,154","1,488,153",13.8,"1,458,717",98,"24,702",1.7,"4,734",0.3
North Dakota - Total,755,"10,841,711","571,674",5.3,"231,521",40.5,"115,900",20.3,"224,253",39.2
North Dakota - State,-,"5,594,604","228,158",4.1,"35,252",15.5,"90,228",39.5,"102,678",45
"North Dakota - Local, total",-,"5,247,107","343,516",6.5,"196,269",57.1,"25,672",7.5,"121,575",35.4
North Dakota - Counties,-,"1,161,255","232,453",20,"95,167",40.9,"17,057",7.3,"120,229",51.7
North Dakota - Municipalities,-,"1,494,083","110,958",7.4,"101,100",91.1,"8,512",7.7,"1,346",1.2
Ohio - Total,"11,660","129,578,729","7,658,214",5.9,"3,811,971",49.8,"1,820,976",23.8,"2,025,267",26.4
Ohio - State,-,"68,888,192","2,198,216",3.2,"332,849",15.1,"344,878",15.7,"1,520,489",69.2
"Ohio - Local, total",-,"60,690,537","5,459,998",9,"3,479,122",63.7,"1,476,098",27,"504,778",9.2
Ohio - Counties,-,"13,104,675","2,690,275",20.5,"1,097,568",40.8,"1,125,427",41.8,"467,280",17.4
Ohio - Municipalities,-,"15,045,319","2,550,542",17,"2,163,686",84.8,"349,364",13.7,"37,492",1.5
Oklahoma - Total,"3,931","34,617,784","2,158,994",6.2,"1,046,045",48.5,"366,464",17,"746,485",34.6
Oklahoma - State,-,"20,655,614","1,023,217",5,"176,778",17.3,"253,238",24.7,"593,201",58
"Oklahoma - Local, total",-,"13,962,170","1,135,777",8.1,"869,267",76.5,"113,226",10,"153,284",13.5
Oklahoma - Counties,-,"1,712,732","350,446",20.5,"152,895",43.6,"51,800",14.8,"145,751",41.6
Oklahoma - Municipalities,-,"5,932,223","785,331",13.2,"716,372",91.2,"61,426",7.8,"7,533",1
Oregon - Total,"4,144","53,488,683","3,469,306",6.5,"1,372,469",39.6,"787,547",22.7,"1,309,290",37.7
Oregon - State,-,"31,180,235","1,525,159",4.9,"200,061",13.1,"558,838",36.6,"766,260",50.2
"Oregon - Local, total",-,"22,308,448","1,944,147",8.7,"1,172,408",60.3,"228,709",11.8,"543,030",27.9
Oregon - Counties,-,"4,000,674","1,080,469",27,"372,320",34.5,"178,121",16.5,"530,028",49.1
Oregon - Municipalities,-,"5,560,265","853,983",15.4,"800,088",93.7,"50,588",5.9,"3,307",0.4
Pennsylvania - Total,"12,788","151,131,024","9,439,818",6.2,"3,868,384",41,"1,827,171",19.4,"3,744,263",39.7
Pennsylvania - State,-,"81,465,841","3,637,803",4.5,"1,081,972",29.7,"385,308",10.6,"2,170,523",59.7
"Pennsylvania - Local, total",-,"69,665,183","5,802,015",8.3,"2,786,412",48,"1,441,863",24.9,"1,573,740",27.1
Pennsylvania - Counties,-,"11,254,118","2,590,634",23,"340,779",13.2,"1,048,768",40.5,"1,201,087",46.4
Pennsylvania - Municipalities,-,"13,596,365","2,271,087",16.7,"1,531,688",67.4,"366,746",16.1,"372,653",16.4
Rhode Island - Total,"1,056","12,823,318","823,718",6.4,"453,945",55.1,"159,664",19.4,"210,109",25.5
Rhode Island - State,-,"7,897,215","432,561",5.5,"92,833",21.5,"129,619",30,"210,109",48.6
"Rhode Island - Local, total",-,"4,926,103","391,157",7.9,"361,112",92.3,"30,045",7.7,0,0
Rhode Island - Municipalities,-,"2,554,181","238,428",9.3,"215,928",90.6,"22,500",9.4,0,0
South Carolina - Total,"5,021","50,418,221","2,438,158",4.8,"1,312,767",53.8,"391,076",16,"734,315",30.1
South Carolina - State,-,"27,038,235","749,314",2.8,"180,591",24.1,"98,469",13.1,"470,254",62.8
"South Carolina - Local, total",-,"23,379,986","1,688,844",7.2,"1,132,176",67,"292,607",17.3,"264,061",15.6
South Carolina - Counties,-,"4,511,454","1,133,660",25.1,"616,887",54.4,"252,724",22.3,"264,049",23.3
South Carolina - Municipalities,-,"3,518,774","555,184",15.8,"515,289",92.8,"39,883",7.2,12,0
South Dakota - Total,873,"8,026,965","492,153",6.1,"210,212",42.7,"94,933",19.3,"187,008",38
South Dakota - State,-,"4,274,103","225,111",5.3,"44,756",19.9,"55,667",24.7,"124,688",55.4
"South Dakota - Local, total",-,"3,752,862","267,042",7.1,"165,456",62,"39,266",14.7,"62,320",23.3
South Dakota - Counties,-,"522,277","161,886",31,"64,264",39.7,"36,950",22.8,"60,672",37.5
South Dakota - Municipalities,-,"1,250,040","104,358",8.3,"100,396",96.2,"2,314",2.2,"1,648",1.6
Tennessee - Total,"6,709","59,367,165","3,916,308",6.6,"1,979,431",50.5,"841,500",21.5,"1,095,377",28
Tennessee - State,-,"25,056,923","1,209,683",4.8,"223,029",18.4,"329,633",27.2,"657,021",54.3
"Tennessee - Local, total",-,"34,310,242","2,706,625",7.9,"1,756,402",64.9,"511,867",18.9,"438,356",16.2
Tennessee - Counties,-,"14,581,127","1,337,391",9.2,"640,491",47.9,"336,524",25.2,"360,376",26.9
Tennessee - Municipalities,-,"17,371,450","1,369,234",7.9,"1,115,911",81.5,"175,343",12.8,"77,980",5.7
Texas - Total,"28,295","263,777,675","17,768,487",6.7,"8,195,011",46.1,"3,190,374",18,"6,383,102",35.9
Texas - State,-,"116,261,611","5,822,460",5,"1,229,950",21.1,"778,978",13.4,"3,813,532",65.5
"Texas - Local, total",-,"147,516,064","11,946,027",8.1,"6,965,061",58.3,"2,411,396",20.2,"2,569,570",21.5
Texas - Counties,-,"24,326,222","5,998,596",24.7,"1,804,657",30.1,"1,880,321",31.3,"2,313,618",38.6
Texas - Municipalities,-,"42,468,381","5,933,271",14,"5,146,244",86.7,"531,075",9,"255,952",4.3
Utah - Total,"3,101","30,342,874","1,674,309",5.5,"743,136",44.4,"372,791",22.3,"558,382",33.3
Utah - State,-,"16,814,435","707,090",4.2,"150,315",21.3,"184,159",26,"372,616",52.7
"Utah - Local, total",-,"13,528,439","967,219",7.1,"592,821",61.3,"188,632",19.5,"185,766",19.2
Utah - Counties,-,"2,118,412","463,569",21.9,"151,996",32.8,"125,807",27.1,"185,766",40.1
Utah - Municipalities,-,"4,156,703","500,645",12,"437,820",87.5,"62,825",12.5,0,0
Vermont - Total,624,"8,029,810","422,769",5.3,"193,677",45.8,"87,768",20.8,"141,324",33.4
Vermont - State,-,"5,122,387","301,963",5.9,"79,194",26.2,"81,902",27.1,"140,867",46.7
"Vermont - Local, total",-,"2,907,423","120,806",4.2,"114,483",94.8,"5,866",4.9,457,0.4
Vermont - Counties,-,"20,237","17,077",84.4,"14,592",85.4,"2,480",14.5,5,0
Vermont - Municipalities,-,"430,465","45,144",10.5,"43,294",95.9,"1,576",3.5,274,0.6
Virginia - Total,"8,464","84,055,645","6,162,830",7.3,"2,522,337",40.9,"1,019,646",16.5,"2,620,847",42.5
Virginia - State,-,"41,509,269","2,372,593",5.7,"407,212",17.2,"534,786",22.5,"1,430,595",60.3
"Virginia - Local, total",-,"42,546,376","3,790,237",8.9,"2,115,125",55.8,"484,860",12.8,"1,190,252",31.4
Virginia - Counties,-,"23,847,036","1,905,071",8,"1,142,522",60,"296,290",15.6,"466,259",24.5
Virginia - Municipalities,-,"14,555,311","1,526,874",10.5,"972,603",63.7,"188,570",12.4,"365,701",24
Washington - Total,"7,423","91,739,242","5,006,553",5.5,"2,056,132",41.1,"1,219,612",24.4,"1,730,809",34.6
Washington - State,-,"42,415,958","1,612,504",3.8,"305,035",18.9,"308,862",19.2,"998,607",61.9
"Washington - Local, total",-,"49,323,284","3,394,049",6.9,"1,751,097",51.6,"910,750",26.8,"732,202",21.6
Washington - Counties,-,"7,708,120","1,969,076",25.5,"599,895",30.5,"702,979",35.7,"666,202",33.8
Washington - Municipalities,-,"11,281,325","1,424,135",12.6,"1,150,364",80.8,"207,771",14.6,"66,000",4.6
West Virginia - Total,"1,817","18,456,906","1,016,247",5.5,"394,602",38.8,"268,039",26.4,"353,606",34.8
West Virginia - State,-,"12,493,185","591,701",4.7,"81,031",13.7,"209,629",35.4,"301,041",50.9
"West Virginia - Local, total",-,"5,963,721","424,546",7.1,"313,571",73.9,"58,410",13.8,"52,565",12.4
