U.S. - Counties,"75,239,710","74,364,750","71,780,064","2,584,686","874,960","31,359,947","31,284,815","29,971,547","1,313,268","75,132","18,718,371","18,037,977","17,469,683","568,294","680,394","25,161,392","25,041,958","24,338,834","703,124","119,434"
U.S. - Municipalities,"74,067,378","72,733,978","70,611,771","2,122,207","1,333,400","63,959,912","62,900,286","61,072,781","1,827,505","1,059,626","5,532,095","5,471,284","5,343,898","127,386","60,811","4,575,371","4,362,408","4,195,092","167,316","212,963"
Alabama - Total,"2,415,237","2,369,839","2,304,250","65,589",-,"1,279,118","1,274,476","1,234,355","40,121",-,"367,894","365,759","363,679","2,080",-,"768,225","729,604","706,216","23,388",-
Alabama - State,"925,752","880,658","842,496","38,162","45,094","171,607","167,017","152,219","14,798","4,590","200,201","198,318","196,940","1,378","1,883","553,944","515,323","493,337","21,986","38,621"
"Alabama - Local, total","1,489,485","1,489,181","1,461,754","27,427",304,"1,107,511","1,107,459","1,082,136","25,323",52,"167,693","167,441","166,739",702,252,"214,281","214,281","212,879","1,402",0
Alabama - Counties,"632,124","623,994","615,428","8,566","8,130","354,334","346,319","339,338","6,981","8,015","88,841","88,841","88,384",457,0,"188,949","188,834","187,706","1,128",115
Alabama - Municipalities,"863,708","862,184","843,323","18,861","1,524","761,762","761,140","742,798","18,342",622,"79,014","78,600","78,355",245,414,"22,932","22,444","22,170",274,488
Alaska - Total,"955,384","928,980","892,747","36,233",-,"391,141","365,305","336,684","28,621",-,"241,433","241,023","236,109","4,914",-,"322,810","322,652","319,954","2,698",-
Alaska - State,"677,469","651,065","642,328","8,737","26,404","142,360","116,524","114,534","1,990","25,836","218,756","218,346","214,269","4,077",410,"316,353","316,195","313,525","2,670",158
"Alaska - Local, total","277,915","277,915","250,419","27,496",0,"248,781","248,781","222,150","26,631",0,"22,677","22,677","21,840",837,0,"6,457","6,457","6,429",28,0
Alaska - Boroughs,"39,617","39,617","28,628","10,989",0,"30,210","30,210","19,264","10,946",0,"7,670","7,670","7,637",33,0,"1,737","1,737","1,727",10,0
Alaska - Municipalities,"238,298","238,298","221,791","16,507",0,"218,571","218,571","202,886","15,685",0,"15,007","15,007","14,203",804,0,"4,720","4,720","4,702",18,0
Arizona - Total,"5,332,530","5,214,499","5,107,756","106,743",-,"2,531,585","2,502,013","2,438,765","63,248",-,"1,097,252","1,055,779","1,044,859","10,920",-,"1,703,693","1,656,707","1,624,132","32,575",-
Arizona - State,"1,551,065","1,440,130","1,407,699","32,431","110,935","280,662","251,431","233,259","18,172","29,231","189,480","148,007","145,719","2,288","41,473","1,080,923","1,040,692","1,028,721","11,971","40,231"
"Arizona - Local, total","3,781,465","3,774,369","3,700,057","74,312","7,096","2,250,923","2,250,582","2,205,506","45,076",341,"907,772","907,772","899,140","8,632",0,"622,770","616,015","595,411","20,604","6,755"
Arizona - Counties,"1,799,737","1,791,279","1,762,270","29,009","8,458","453,774","453,347","449,345","4,002",427,"723,648","723,139","718,736","4,403",509,"622,315","614,793","594,189","20,604","7,522"
Arizona - Municipalities,"2,000,976","1,983,090","1,937,787","45,303","17,886","1,800,981","1,797,235","1,756,161","41,074","3,746","184,633","184,633","180,404","4,229",0,"15,362","1,222","1,222",0,"14,140"
Arkansas - Total,"1,417,011","1,408,482","1,368,916","39,566",-,"672,673","671,379","655,421","15,958",-,"229,091","226,022","221,341","4,681",-,"515,247","511,081","492,154","18,927",-
Arkansas - State,"574,699","566,825","565,539","1,286","7,874","106,981","105,687","105,675",12,"1,294","129,526","127,112","125,838","1,274","2,414","338,192","334,026","334,026",0,"4,166"
"Arkansas - Local, total","842,312","841,657","803,377","38,280",655,"565,692","565,692","549,746","15,946",0,"99,565","98,910","95,503","3,407",655,"177,055","177,055","158,128","18,927",0
Arkansas - Counties,"394,270","394,240","370,278","23,962",30,"160,843","160,839","159,094","1,745",4,"59,717","59,692","56,365","3,327",25,"173,710","173,709","154,819","18,890",1
Arkansas - Municipalities,"455,549","447,417","433,099","14,318","8,132","405,217","404,853","390,652","14,201",364,"41,338","39,218","39,138",80,"2,120","8,994","3,346","3,309",37,"5,648"
California - Total,"43,673,324","42,778,443","41,213,428","1,565,015",-,"19,196,996","19,169,992","18,782,484","387,508",-,"9,710,406","8,994,524","8,408,790","585,734",-,"14,765,922","14,613,927","14,022,154","591,773",-
California - State,"15,262,063","15,009,748","14,043,700","966,048","252,315","1,907,378","1,882,560","1,814,219","68,341","24,818","4,826,610","4,751,108","4,299,418","451,690","75,502","8,528,075","8,376,080","7,930,063","446,017","151,995"
"California - Local, total","28,411,261","27,768,695","27,169,728","598,967","642,566","17,289,618","17,287,432","16,968,265","319,167","2,186","4,883,796","4,243,416","4,109,372","134,044","640,380","6,237,847","6,237,847","6,092,091","145,756",0
California - Counties,"16,367,649","15,723,106","15,257,229","465,877","644,543","5,803,281","5,798,852","5,612,180","186,672","4,429","4,578,491","3,938,377","3,804,928","133,449","640,114","5,985,877","5,985,877","5,840,121","145,756",0
California - Municipalities,"12,520,668","12,017,033","11,884,440","132,593","503,635","11,957,466","11,460,024","11,328,026","131,998","497,442","311,232","305,039","304,444",595,"6,193","251,970","251,970","251,970",0,0
Colorado - Total,"4,242,841","4,076,538","3,983,810","92,728",-,"1,866,692","1,854,577","1,822,103","32,474",-,"868,472","862,801","836,804","25,997",-,"1,507,677","1,359,160","1,324,903","34,257",-
Colorado - State,"1,805,763","1,640,295","1,597,061","43,234","165,468","204,940","192,826","186,487","6,339","12,114","560,615","555,778","543,860","11,918","4,837","1,040,208","891,691","866,714","24,977","148,517"
"Colorado - Local, total","2,437,078","2,436,243","2,386,749","49,494",835,"1,661,752","1,661,751","1,635,616","26,135",1,"307,857","307,023","292,944","14,079",834,"467,469","467,469","458,189","9,280",0
Colorado - Counties,"1,007,064","1,004,936","971,504","33,432","2,128","514,924","514,780","504,550","10,230",144,"164,519","162,619","148,697","13,922","1,900","327,621","327,537","318,257","9,280",84
Colorado - Municipalities,"1,434,329","1,430,484","1,414,436","16,048","3,845","1,149,816","1,146,148","1,130,257","15,891","3,668","144,545","144,404","144,247",157,141,"139,968","139,932","139,932",0,36
Connecticut - Total,"2,590,387","2,477,969","2,434,587","43,382",-,"1,209,142","1,178,349","1,162,119","16,230",-,"759,221","677,597","653,120","24,477",-,"622,024","622,023","619,348","2,675",-
Connecticut - State,"1,590,141","1,479,590","1,446,772","32,818","110,551","252,050","223,119","217,453","5,666","28,931","716,067","634,448","609,971","24,477","81,619","622,024","622,023","619,348","2,675",1
"Connecticut - Local, total","1,000,246","998,379","987,815","10,564","1,867","957,092","955,230","944,666","10,564","1,862","43,154","43,149","43,149",0,5,0,0,0,0,0
Connecticut - Municipalities,"515,284","515,256","512,472","2,784",28,"490,795","490,767","487,983","2,784",28,"24,489","24,489","24,489",0,0,0,0,0,0,0
Delaware - Total,"912,524","907,593","890,979","16,614",-,"380,474","378,957","366,200","12,757",-,"204,357","200,943","199,633","1,310",-,"327,693","327,693","325,146","2,547",-
Delaware - State,"665,557","660,639","650,026","10,613","4,918","148,260","146,756","140,000","6,756","1,504","189,604","186,190","184,880","1,310","3,414","327,693","327,693","325,146","2,547",0
"Delaware - Local, total","246,967","246,954","240,953","6,001",13,"232,214","232,201","226,200","6,001",13,"14,753","14,753","14,753",0,0,0,0,0,0,0
Delaware - Counties,"102,870","102,870","98,369","4,501",0,"92,298","92,298","87,797","4,501",0,"10,572","10,572","10,572",0,0,0,0,0,0,0
Delaware - Municipalities,"144,097","144,084","142,584","1,500",13,"139,916","139,903","138,403","1,500",13,"4,181","4,181","4,181",0,0,0,0,0,0,0
District of Columbia - Total,"938,666","938,666","913,675","24,991",-,"633,302","633,302","613,747","19,555",-,"148,175","148,175","145,915","2,260",-,"157,189","157,189","154,013","3,176",-
"District of Columbia - Local, total","938,666","938,666","913,675","24,991",0,"633,302","633,302","613,747","19,555",0,"148,175","148,175","145,915","2,260",0,"157,189","157,189","154,013","3,176",0
District of Columbia - Municipality,"938,666","938,666","913,675","24,991",0,"633,302","633,302","613,747","19,555",0,"148,175","148,175","145,915","2,260",0,"157,189","157,189","154,013","3,176",0
Florida - Total ,"15,573,121","15,557,343","15,028,187","529,156",-,"8,510,947","8,509,422","8,109,492","399,930",-,"2,506,078","2,491,944","2,430,515","61,429",-,"4,556,096","4,555,977","4,488,180","67,797",-
Florida - State,"4,771,008","4,755,230","4,680,884","74,346","15,778","607,898","606,373","579,095","27,278","1,525","1,570,343","1,556,209","1,530,906","25,303","14,134","2,592,767","2,592,648","2,570,883","21,765",119
"Florida - Local, total","10,802,113","10,802,113","10,347,303","454,810",0,"7,903,049","7,903,049","7,530,397","372,652",0,"935,735","935,735","899,609","36,126",0,"1,963,329","1,963,329","1,917,297","46,032",0
Florida - Counties,"6,847,756","6,847,756","6,560,913","286,843",0,"4,161,230","4,161,230","3,955,943","205,287",0,"777,571","777,571","742,047","35,524",0,"1,908,955","1,908,955","1,862,923","46,032",0
Florida - Municipalities,"3,953,974","3,953,974","3,786,007","167,967",0,"3,741,436","3,741,436","3,574,071","167,365",0,"158,164","158,164","157,562",602,0,"54,374","54,374","54,374",0,0
Georgia - Total,"6,315,457","6,233,137","5,966,886","266,251",-,"2,763,666","2,729,315","2,538,870","190,445",-,"1,394,259","1,383,691","1,373,314","10,377",-,"2,157,532","2,120,131","2,054,702","65,429",-
Georgia - State,"2,138,202","2,056,031","1,965,367","90,664","82,171","450,818","416,467","371,144","45,323","34,351","360,581","350,013","348,034","1,979","10,568","1,326,803","1,289,551","1,246,189","43,362","37,252"
"Georgia - Local, total","4,177,255","4,177,106","4,001,519","175,587",149,"2,312,848","2,312,848","2,167,726","145,122",0,"1,033,678","1,033,678","1,025,280","8,398",0,"830,729","830,580","808,513","22,067",149
Georgia - Counties,"2,764,390","2,763,704","2,660,384","103,320",686,"1,178,385","1,178,303","1,098,731","79,572",82,"868,008","868,008","861,167","6,841",0,"717,997","717,393","700,486","16,907",604
Georgia - Municipalities,"1,423,125","1,413,140","1,340,873","72,267","9,985","1,138,849","1,134,283","1,068,733","65,550","4,566","165,670","165,670","164,113","1,557",0,"118,606","113,187","108,027","5,160","5,419"
Hawaii - Total,"1,043,401","1,033,263","979,178","54,085",-,"481,897","481,897","461,689","20,208",-,"332,858","322,720","292,263","30,457",-,"228,646","228,646","225,226","3,420",-
Hawaii - State,"550,473","540,335","505,254","35,081","10,138","44,877","44,877","43,302","1,575",0,"276,950","266,812","236,726","30,086","10,138","228,646","228,646","225,226","3,420",0
"Hawaii - Local, total","492,928","492,928","473,924","19,004",0,"437,020","437,020","418,387","18,633",0,"55,908","55,908","55,537",371,0,0,0,0,0,0
Hawaii - Counties,"180,221","176,161","168,421","7,740","4,060","150,430","149,544","142,010","7,534",886,"29,791","26,617","26,411",206,"3,174",0,0,0,0,0
Hawaii - Municipalities,"316,767","316,767","305,503","11,264",0,"287,476","287,476","276,377","11,099",0,"29,291","29,291","29,126",165,0,0,0,0,0,0
Idaho - Total,"1,093,356","1,079,343","1,033,008","46,335",-,"454,673","453,551","428,087","25,464",-,"214,799","210,166","205,411","4,755",-,"423,884","415,626","399,510","16,116",-
Idaho - State,"429,755","415,742","400,060","15,682","14,013","65,099","63,977","59,746","4,231","1,122","83,608","78,975","75,343","3,632","4,633","281,048","272,790","264,971","7,819","8,258"
"Idaho - Local, total","663,601","663,601","632,948","30,653",0,"389,574","389,574","368,341","21,233",0,"131,191","131,191","130,068","1,123",0,"142,836","142,836","134,539","8,297",0
Idaho - Counties,"434,753","431,678","409,324","22,354","3,075","172,078","170,812","157,873","12,939","1,266","118,087","118,030","116,912","1,118",57,"144,588","142,836","134,539","8,297","1,752"
Idaho - Municipalities,"237,945","231,923","223,624","8,299","6,022","223,307","218,762","210,468","8,294","4,545","14,592","13,161","13,156",5,"1,431",46,0,0,0,46
Illinois - Total,"9,035,154","8,898,029","8,728,189","169,840",-,"5,310,576","5,282,513","5,133,349","149,164",-,"1,616,794","1,508,542","1,506,565","1,977",-,"2,107,784","2,106,974","2,088,275","18,699",-
Illinois - State,"2,484,960","2,347,835","2,312,736","35,099","137,125","437,216","409,153","390,325","18,828","28,063","666,549","558,297","556,586","1,711","108,252","1,381,195","1,380,385","1,365,825","14,560",810
"Illinois - Local, total","6,550,194","6,550,194","6,415,453","134,741",0,"4,873,360","4,873,360","4,743,024","130,336",0,"950,245","950,245","949,979",266,0,"726,589","726,589","722,450","4,139",0
Illinois - Counties,"2,354,986","2,354,986","2,311,845","43,141",0,"715,221","715,221","676,094","39,127",0,"918,061","918,061","917,798",263,0,"721,704","721,704","717,953","3,751",0
Illinois - Municipalities,"4,187,796","4,187,796","4,096,638","91,158",0,"4,155,608","4,155,608","4,064,460","91,148",0,"32,181","32,181","32,178",3,0,7,7,0,7,0
Indiana - Total,"3,124,246","3,003,837","2,947,678","56,159",-,"1,346,073","1,332,986","1,301,818","31,168",-,"642,340","609,389","601,797","7,592",-,"1,135,833","1,061,462","1,044,063","17,399",-
Indiana - State,"1,204,379","1,083,970","1,063,751","20,219","120,409","236,549","223,462","217,160","6,302","13,087","261,337","228,386","224,907","3,479","32,951","706,493","632,122","621,684","10,438","74,371"
"Indiana - Local, total","1,919,867","1,919,867","1,883,927","35,940",0,"1,109,524","1,109,524","1,084,658","24,866",0,"381,003","381,003","376,890","4,113",0,"429,340","429,340","422,379","6,961",0
Indiana - Counties,"774,845","769,933","755,316","14,617","4,912","239,074","236,092","232,432","3,660","2,982","250,183","248,976","244,980","3,996","1,207","285,588","284,865","277,904","6,961",723
Indiana - Municipalities,"1,153,265","1,146,818","1,125,495","21,323","6,447","878,757","873,424","852,218","21,206","5,333","129,615","128,919","128,802",117,696,"144,893","144,475","144,475",0,418
Iowa - Total,"1,647,671","1,607,774","1,586,926","20,848",-,"820,802","813,216","797,098","16,118",-,"390,363","358,832","355,970","2,862",-,"436,506","435,726","433,858","1,868",-
Iowa - State,"667,355","628,887","625,266","3,621","38,468","102,859","95,515","94,518",997,"7,344","277,258","246,134","244,532","1,602","31,124","287,238","287,238","286,216","1,022",0
"Iowa - Local, total","980,316","978,887","961,660","17,227","1,429","717,943","717,701","702,580","15,121",242,"113,105","112,698","111,438","1,260",407,"149,268","148,488","147,642",846,780
Iowa - Counties,"489,443","484,665","476,156","8,509","4,778","241,525","239,933","233,412","6,521","1,592","97,777","96,807","95,562","1,245",970,"150,141","147,925","147,182",743,"2,216"
Iowa - Municipalities,"503,729","494,222","485,504","8,718","9,507","486,750","477,768","469,168","8,600","8,982","15,891","15,891","15,876",15,0,"1,088",563,460,103,525
Kansas - Total,"1,775,052","1,729,688","1,675,030","54,658",-,"865,827","862,299","830,725","31,574",-,"325,770","325,551","323,037","2,514",-,"583,455","541,838","521,268","20,570",-
Kansas - State,"629,156","583,803","566,318","17,485","45,353","111,385","107,868","97,409","10,459","3,517","166,840","166,621","166,410",211,219,"350,931","309,314","302,499","6,815","41,617"
"Kansas - Local, total","1,145,896","1,145,885","1,108,712","37,173",11,"754,442","754,431","733,316","21,115",11,"158,930","158,930","156,627","2,303",0,"232,524","232,524","218,769","13,755",0
Kansas - Counties,"574,237","574,111","552,640","21,471",126,"270,858","270,858","263,819","7,039",0,"101,325","101,319","100,070","1,249",6,"202,054","201,934","188,751","13,183",120
Kansas - Municipalities,"590,706","571,759","556,061","15,698","18,947","502,113","483,573","469,497","14,076","18,540","57,600","57,600","56,546","1,054",0,"30,993","30,586","30,018",568,407
Kentucky - Total,"2,293,901","2,203,686","2,146,659","57,027",-,"794,388","762,389","731,504","30,885",-,"593,236","557,645","551,417","6,228",-,"906,277","883,652","863,738","19,914",-
Kentucky - State,"1,351,340","1,261,125","1,249,170","11,955","90,215","207,079","175,080","169,197","5,883","31,999","542,512","506,921","502,097","4,824","35,591","601,749","579,124","577,876","1,248","22,625"
"Kentucky - Local, total","942,561","942,561","897,489","45,072",0,"587,309","587,309","562,307","25,002",0,"50,724","50,724","49,320","1,404",0,"304,528","304,528","285,862","18,666",0
Kentucky - Counties,"355,581","340,126","315,695","24,431","15,455","105,996","105,733","98,782","6,951",263,"30,635","30,559","29,806",753,76,"218,950","203,834","187,107","16,727","15,116"
Kentucky - Municipalities,"602,435","602,435","581,794","20,641",0,"481,576","481,576","463,525","18,051",0,"20,165","20,165","19,514",651,0,"100,694","100,694","98,755","1,939",0
Louisiana - Total,"3,642,282","3,318,604","3,194,193","124,411",-,"1,761,302","1,645,398","1,573,847","71,551",-,"732,142","686,383","673,958","12,425",-,"1,148,838","986,823","946,388","40,435",-
Louisiana - State,"1,360,077","1,057,992","1,036,376","21,616","302,085","358,733","242,872","236,681","6,191","115,861","333,688","309,470","307,817","1,653","24,218","667,656","505,650","491,878","13,772","162,006"
"Louisiana - Local, total","2,282,205","2,260,612","2,157,817","102,795","21,593","1,402,569","1,402,526","1,337,166","65,360",43,"398,454","376,913","366,141","10,772","21,541","481,182","481,173","454,510","26,663",9
Louisiana - Parishes,"1,248,787","1,225,725","1,154,289","71,436","23,062","641,151","640,351","598,447","41,904",800,"260,463","238,567","231,455","7,112","21,896","347,173","346,807","324,387","22,420",366
Louisiana - Municipalities,"1,008,156","981,868","951,171","30,697","26,288","770,418","761,993","738,537","23,456","8,425","155,503","138,346","134,686","3,660","17,157","82,235","81,529","77,948","3,581",706
Maine - Total,"682,916","682,729","664,818","17,911",-,"310,571","310,384","301,308","9,076",-,"112,064","112,064","111,358",706,-,"260,281","260,281","252,152","8,129",-
Maine - State,"343,182","343,182","333,828","9,354",0,"90,368","90,368","89,275","1,093",0,"90,246","90,246","89,653",593,0,"162,568","162,568","154,900","7,668",0
"Maine - Local, total","339,734","339,547","330,990","8,557",187,"220,203","220,016","212,033","7,983",187,"21,818","21,818","21,705",113,0,"97,713","97,713","97,252",461,0
Maine - Counties,"161,230","159,817","158,456","1,361","1,413","46,439","46,252","45,457",795,187,"15,878","15,852","15,747",105,26,"98,913","97,713","97,252",461,"1,200"
Maine - Municipalities,"84,793","84,793","84,012",781,0,"81,763","81,763","80,982",781,0,"3,030","3,030","3,030",0,0,0,0,0,0,0
Maryland - Total,"5,692,026","5,569,531","5,451,845","117,686",-,"2,771,317","2,669,043","2,633,302","35,741",-,"982,677","964,945","936,500","28,445",-,"1,938,032","1,935,543","1,882,043","53,500",-
Maryland - State,"2,805,630","2,683,135","2,585,233","97,902","122,495","648,809","546,535","528,579","17,956","102,274","656,456","638,724","611,133","27,591","17,732","1,500,365","1,497,876","1,445,521","52,355","2,489"
"Maryland - Local, total","2,886,396","2,886,396","2,866,612","19,784",0,"2,122,508","2,122,508","2,104,723","17,785",0,"326,221","326,221","325,367",854,0,"437,667","437,667","436,522","1,145",0
Maryland - Counties,"2,057,561","2,057,561","2,046,449","11,112",0,"1,353,453","1,353,453","1,344,340","9,113",0,"266,441","266,441","265,587",854,0,"437,667","437,667","436,522","1,145",0
Maryland - Municipalities,"828,252","828,252","819,580","8,672",0,"768,472","768,472","759,800","8,672",0,"59,780","59,780","59,780",0,0,0,0,0,0,0
Massachusetts - Total,"4,811,795","4,741,109","4,541,017","200,092",-,"2,300,916","2,234,987","2,159,726","75,261",-,"1,056,304","1,053,969","980,158","73,811",-,"1,454,575","1,452,153","1,401,133","51,020",-
Massachusetts - State,"3,016,185","2,945,499","2,795,792","149,707","70,686","571,887","505,958","481,054","24,904","65,929","989,723","987,388","913,605","73,783","2,335","1,454,575","1,452,153","1,401,133","51,020","2,422"
"Massachusetts - Local, total","1,795,610","1,795,610","1,745,225","50,385",0,"1,729,029","1,729,029","1,678,672","50,357",0,"66,581","66,581","66,553",28,0,0,0,0,0,0
Massachusetts - Counties,321,321,321,0,0,0,0,0,0,0,321,321,321,0,0,0,0,0,0,0
Massachusetts - Municipalities,"1,060,772","1,056,897","1,042,808","14,089","3,875","1,023,279","1,023,279","1,009,191","14,088",0,"33,618","33,618","33,617",1,0,"3,875",0,0,0,"3,875"
Michigan - Total,"6,410,253","6,242,166","6,190,923","51,243",-,"2,575,429","2,546,913","2,512,564","34,349",-,"1,318,902","1,211,531","1,203,133","8,398",-,"2,515,922","2,483,722","2,475,226","8,496",-
Michigan - State,"2,688,267","2,527,406","2,522,620","4,786","160,861","501,930","473,644","471,665","1,979","28,286","291,488","187,575","187,504",71,"103,913","1,894,849","1,866,187","1,863,451","2,736","28,662"
"Michigan - Local, total","3,721,986","3,714,760","3,668,303","46,457","7,226","2,073,499","2,073,269","2,040,899","32,370",230,"1,027,414","1,023,956","1,015,629","8,327","3,458","621,073","617,535","611,775","5,760","3,538"
Michigan - Counties,"2,012,974","2,001,296","1,977,260","24,036","11,678","536,276","532,418","520,068","12,350","3,858","857,964","853,838","847,912","5,926","4,126","618,734","615,040","609,280","5,760","3,694"
Michigan - Municipalities,"1,419,622","1,390,335","1,374,904","15,431","29,287","1,261,215","1,234,821","1,221,776","13,045","26,394","153,026","153,026","150,640","2,386",0,"5,381","2,488","2,488",0,"2,893"
Minnesota - Total,"4,016,717","3,806,865","3,689,427","117,438",-,"2,100,134","1,980,425","1,887,791","92,634",-,"788,016","767,879","759,485","8,394",-,"1,128,567","1,058,561","1,042,151","16,410",-
Minnesota - State,"1,559,959","1,350,326","1,313,568","36,758","209,633","476,588","357,023","333,264","23,759","119,565","504,678","484,556","477,289","7,267","20,122","578,693","508,747","503,015","5,732","69,946"
"Minnesota - Local, total","2,456,758","2,456,539","2,375,859","80,680",219,"1,623,546","1,623,402","1,554,527","68,875",144,"283,338","283,323","282,196","1,127",15,"549,874","549,814","539,136","10,678",60
Minnesota - Counties,"1,405,567","1,401,930","1,361,100","40,830","3,637","641,943","639,603","609,684","29,919","2,340","257,045","257,028","255,901","1,127",17,"506,579","505,299","495,515","9,784","1,280"
Minnesota - Municipalities,"1,020,511","1,007,224","968,230","38,994","13,287","994,070","980,839","941,932","38,907","13,231","26,351","26,295","26,295",0,56,90,90,3,87,0
Mississippi - Total,"1,573,020","1,559,123","1,508,653","50,470",-,"767,264","767,264","731,875","35,389","4,029","284,712","274,885","272,250","2,635",-,"517,015","516,974","504,528","12,446",-
Mississippi - State,"602,470","588,577","576,060","12,517","13,893","139,942","135,917","128,910","7,007","4,025","131,726","121,899","121,141",758,"9,827","330,802","330,761","326,009","4,752",41
"Mississippi - Local, total","970,550","970,546","932,593","37,953",4,"631,351","631,347","602,965","28,382",4,"152,986","152,986","151,109","1,877",0,"186,213","186,213","178,519","7,694",0
Mississippi - Counties,"565,000","564,936","551,395","13,541",64,"264,335","264,302","260,155","4,147",33,"116,669","116,658","114,958","1,700",11,"183,996","183,976","176,282","7,694",20
Mississippi - Municipalities,"410,403","405,610","381,198","24,412","4,793","368,119","367,045","342,810","24,235","1,074","36,338","36,328","36,151",177,10,"5,946","2,237","2,237",0,"3,709"
Missouri - Total,"3,339,007","3,287,621","3,174,290","113,331",-,"1,785,918","1,782,351","1,696,016","86,335",-,"567,812","559,467","543,130","16,337",-,"985,277","945,803","935,144","10,659",-
Missouri - State,"1,292,097","1,240,745","1,187,143","53,602","51,352","250,537","246,996","211,360","35,636","3,541","269,349","261,012","251,893","9,119","8,337","772,211","732,737","723,890","8,847","39,474"
"Missouri - Local, total","2,046,910","2,046,876","1,987,147","59,729",34,"1,535,381","1,535,355","1,484,656","50,699",26,"298,463","298,455","291,237","7,218",8,"213,066","213,066","211,254","1,812",0
Missouri - Counties,"717,420","717,220","695,930","21,290",200,"381,005","380,982","368,455","12,527",23,"180,963","180,937","173,986","6,951",26,"155,452","155,301","153,489","1,812",151
Missouri - Municipalities,"1,337,503","1,329,656","1,291,217","38,439","7,847","1,161,965","1,154,373","1,116,201","38,172","7,592","117,536","117,518","117,251",267,18,"58,002","57,765","57,765",0,237
Montana - Total,"790,462","789,404","770,247","19,157",-,"333,373","332,316","319,787","12,529",-,"199,125","199,124","198,355",769,-,"257,964","257,964","252,105","5,859",-
Montana - State,"400,056","399,001","393,913","5,088","1,055","56,261","55,206","54,057","1,149","1,055","131,515","131,515","131,103",412,0,"212,280","212,280","208,753","3,527",0
"Montana - Local, total","390,406","390,403","376,334","14,069",3,"277,112","277,110","265,730","11,380",2,"67,610","67,609","67,252",357,1,"45,684","45,684","43,352","2,332",0
Montana - Counties,"244,474","244,456","232,218","12,238",18,"150,733","150,733","141,184","9,549",0,"51,179","51,179","50,822",357,0,"42,562","42,544","40,212","2,332",18
Montana - Municipalities,"147,514","145,947","144,116","1,831","1,567","127,857","126,377","124,546","1,831","1,480","16,517","16,430","16,430",0,87,"3,140","3,140","3,140",0,0
Nebraska - Total,"1,187,294","1,178,284","1,143,505","34,779",-,"505,704","497,768","470,451","27,317",-,"188,935","187,861","184,890","2,971",-,"492,655","492,655","488,164","4,491",-
Nebraska - State,"520,590","511,584","504,629","6,955","9,006","90,473","82,537","79,437","3,100","7,936","80,252","79,182","79,181",1,"1,070","349,865","349,865","346,011","3,854",0
"Nebraska - Local, total","666,704","666,700","638,876","27,824",4,"415,231","415,231","391,014","24,217",0,"108,683","108,679","105,709","2,970",4,"142,790","142,790","142,153",637,0
Nebraska - Counties,"353,600","350,273","344,483","5,790","3,327","104,114","103,234","101,017","2,217",880,"104,415","104,249","101,313","2,936",166,"145,071","142,790","142,153",637,"2,281"
Nebraska - Municipalities,"326,391","316,427","294,393","22,034","9,964","317,927","311,997","289,997","22,000","5,930","4,430","4,430","4,396",34,0,"4,034",0,0,0,"4,034"
Nevada - Total,"2,553,871","2,535,672","2,472,215","63,457",-,"1,271,113","1,268,927","1,235,817","33,110",-,"504,880","495,714","493,886","1,828",-,"777,878","771,031","742,512","28,519",-
