Massachusetts - Counties,"3,469",59,1.7,55,93.2,4,6.8,0,0
Massachusetts - Municipalities,"566,550","79,430",14,"77,813",98,"1,617",2,0,0
Michigan - Total,"2,114,862","248,344",11.7,"109,179",44,"51,004",20.5,"88,161",35.5
Michigan - State,"831,319","90,471",10.9,"15,895",17.6,"10,848",12,"63,728",70.4
"Michigan - Local, total","1,283,543","157,873",12.3,"93,284",59.1,"40,156",25.4,"24,433",15.5
Michigan - Counties,"210,948","81,669",38.7,"23,267",28.5,"34,160",41.8,"24,242",29.7
Michigan - Municipalities,"194,108","65,450",33.7,"59,765",91.3,"5,512",8.4,173,0.3
Minnesota - Total,"1,482,528","171,522",11.6,"77,759",45.3,"41,517",24.2,"52,246",30.5
Minnesota - State,"473,259","51,156",10.8,"5,132",10,"24,270",47.4,"21,754",42.5
"Minnesota - Local, total","1,009,269","120,366",11.9,"72,627",60.3,"17,247",14.3,"30,492",25.3
Minnesota - Counties,"212,119","69,646",32.8,"25,592",36.7,"15,299",22,"28,755",41.3
Minnesota - Municipalities,"183,252","48,809",26.6,"46,886",96.1,"1,923",3.9,0,0
Mississippi - Total,"656,406","54,542",8.3,"31,861",58.4,"9,758",17.9,"12,923",23.7
Mississippi - State,"217,576","14,357",6.6,"4,898",34.1,"2,568",17.9,"6,891",48
"Mississippi - Local, total","438,831","40,184",9.2,"26,963",67.1,"7,190",17.9,"6,031",15
Mississippi - Counties,"100,977","20,801",20.6,"9,571",46,"5,303",25.5,"5,927",28.5
Mississippi - Municipalities,"88,953","19,357",21.8,"17,369",89.7,"1,877",9.7,111,0.6
Missouri - Total,"1,213,262","154,034",12.7,"79,639",51.7,"31,759",20.6,"42,636",27.7
Missouri - State,"335,588","61,124",18.2,"11,301",18.5,"17,034",27.9,"32,789",53.6
"Missouri - Local, total","877,675","92,910",10.6,"68,339",73.6,"14,724",15.8,"9,847",10.6
Missouri - Counties,"81,135","33,101",40.8,"17,377",52.5,"8,535",25.8,"7,189",21.7
Missouri - Municipalities,"188,762","59,802",31.7,"50,957",85.2,"6,188",10.3,"2,657",4.4
Montana - Total,"238,262","28,723",12.1,"13,058",45.5,"7,890",27.5,"7,775",27.1
Montana - State,"95,818","11,698",12.2,"2,500",21.4,"3,981",34,"5,217",44.6
"Montana - Local, total","142,444","17,023",12,"10,558",62,"3,908",23,"2,557",15
Montana - Counties,"26,455","9,882",37.4,"4,472",45.3,"2,874",29.1,"2,536",25.7
Montana - Municipalities,"23,424","7,134",30.5,"6,086",85.3,"1,027",14.4,21,0.3
Nebraska - Total,"523,071","53,993",10.3,"26,574",49.2,"10,307",19.1,"17,112",31.7
Nebraska - State,"131,604","19,093",14.5,"3,735",19.6,"4,365",22.9,"10,993",57.6
"Nebraska - Local, total","391,467","34,900",8.9,"22,839",65.4,"5,942",17,"6,119",17.5
Nebraska - Counties,"56,793","18,352",32.3,"6,926",37.7,"5,307",28.9,"6,119",33.3
Nebraska - Municipalities,"63,368","16,511",26.1,"15,873",96.1,638,3.9,0,0
Nevada - Total,"587,350","117,978",20.1,"57,899",49.1,"26,925",22.8,"33,154",28.1
Nevada - State,"144,511","28,983",20.1,"5,691",19.6,"4,996",17.2,"18,296",63.1
"Nevada - Local, total","442,839","88,996",20.1,"52,208",58.7,"21,930",24.6,"14,858",16.7
Nevada - Counties,"157,849","67,153",42.5,"38,381",57.2,"17,901",26.7,"10,871",16.2
Nevada - Municipalities,"65,037","21,845",33.6,"13,827",63.3,"4,031",18.5,"3,987",18.3
New Hampshire - Total,"317,202","36,908",11.6,"22,101",59.9,"5,999",16.3,"8,808",23.9
New Hampshire - State,"96,360","12,904",13.4,"2,973",23,"4,241",32.9,"5,690",44.1
"New Hampshire - Local, total","220,841","24,005",10.9,"19,128",79.7,"1,758",7.3,"3,119",13
New Hampshire - Counties,"15,384","5,686",37,"1,310",23,"1,257",22.1,"3,119",54.9
New Hampshire - Municipalities,"54,379","7,626",14,"7,308",95.8,318,4.2,0,0
New Jersey - Total,"2,828,157","468,663",16.6,"260,726",55.6,"115,985",24.7,"91,952",19.6
New Jersey - State,"857,606","159,166",18.6,"29,890",18.8,"79,615",50,"49,661",31.2
"New Jersey - Local, total","1,970,551","309,497",15.7,"230,836",74.6,"36,370",11.8,"42,291",13.7
New Jersey - Counties,"328,121","95,027",29,"28,531",30,"24,343",25.6,"42,153",44.4
New Jersey - Municipalities,"333,065","119,401",35.8,"112,131",93.9,"7,199",6,71,0.1
New Mexico - Total,"507,030","73,834",14.6,"33,445",45.3,"17,348",23.5,"23,041",31.2
New Mexico - State,"210,684","32,774",15.6,"3,191",9.7,"15,363",46.9,"14,220",43.4
"New Mexico - Local, total","296,346","41,060",13.9,"30,254",73.7,"1,985",4.8,"8,821",21.5
New Mexico - Counties,"41,615","17,043",41,"7,652",44.9,652,3.8,"8,739",51.3
New Mexico - Municipalities,"82,203","24,022",29.2,"22,606",94.1,"1,337",5.6,79,0.3
New York - Total,"7,106,309","1,203,495",16.9,"627,357",52.1,"222,977",18.5,"353,161",29.3
New York - State,"1,555,577","396,490",25.5,"58,241",14.7,"145,367",36.7,"192,882",48.6
"New York - Local, total","5,550,732","807,005",14.5,"569,115",70.5,"77,610",9.6,"160,280",19.9
New York - Counties,"574,818","189,821",33,"97,103",51.2,"26,075",13.7,"66,643",35.1
New York - Municipalities,"3,060,180","574,608",18.8,"437,242",76.1,"43,747",7.6,"93,619",16.3
North Carolina - Total,"2,343,874","249,147",10.6,"118,749",47.7,"39,353",15.8,"91,045",36.5
North Carolina - State,"680,349","120,182",17.7,"15,152",12.6,"33,684",28,"71,346",59.4
"North Carolina - Local, total","1,663,525","128,963",7.8,"103,596",80.3,"5,669",4.4,"19,698",15.3
North Carolina - Counties,"1,149,326","60,128",5.2,"37,465",62.3,"4,077",6.8,"18,586",30.9
North Carolina - Municipalities,"250,059","68,853",27.5,"66,141",96.1,"1,596",2.3,"1,116",1.6
North Dakota - Total,"214,598","21,797",10.2,"9,814",45,"5,334",24.5,"6,649",30.5
North Dakota - State,"93,071","9,209",9.9,"1,324",14.4,"3,777",41,"4,108",44.6
"North Dakota - Local, total","121,526","12,587",10.4,"8,490",67.5,"1,556",12.4,"2,541",20.2
North Dakota - Counties,"20,110","7,072",35.2,"3,254",46,"1,278",18.1,"2,540",35.9
North Dakota - Municipalities,"22,213","5,514",24.8,"5,238",95,276,5,0,0
Ohio - Total,"2,625,331","357,721",13.6,"172,709",48.3,"87,417",24.4,"97,595",27.3
Ohio - State,"691,794","97,521",14.1,"14,879",15.3,"19,425",19.9,"63,217",64.8
"Ohio - Local, total","1,933,537","260,200",13.5,"157,830",60.7,"67,992",26.1,"34,378",13.2
Ohio - Counties,"369,295","119,804",32.4,"37,461",31.3,"50,155",41.9,"32,188",26.9
Ohio - Municipalities,"386,094","130,935",33.9,"110,979",84.8,"17,767",13.6,"2,189",1.7
Oklahoma - Total,"774,260","92,071",11.9,"51,870",56.3,"17,543",19.1,"22,658",24.6
Oklahoma - State,"275,076","39,125",14.2,"9,934",25.4,"12,196",31.2,"16,995",43.4
"Oklahoma - Local, total","499,184","52,945",10.6,"41,935",79.2,"5,347",10.1,"5,663",10.7
Oklahoma - Counties,"59,297","16,093",27.1,"7,580",47.1,"3,331",20.7,"5,182",32.2
Oklahoma - Municipalities,"150,999","36,839",24.4,"34,346",93.2,"2,015",5.5,478,1.3
Oregon - Total,"1,060,229","136,882",12.9,"59,083",43.2,"27,599",20.2,"50,200",36.7
Oregon - State,"406,901","56,434",13.9,"9,383",16.6,"17,945",31.8,"29,106",51.6
"Oregon - Local, total","653,329","80,448",12.3,"49,700",61.8,"9,654",12,"21,094",26.2
Oregon - Counties,"112,951","44,776",39.6,"16,370",36.6,"7,436",16.6,"20,970",46.8
Oregon - Municipalities,"130,120","35,662",27.4,"33,325",93.4,"2,217",6.2,120,0.3
Pennsylvania - Total,"2,786,922","447,776",16.1,"205,321",45.9,"89,504",20,"152,951",34.2
Pennsylvania - State,"874,174","164,159",18.8,"43,031",26.2,"30,017",18.3,"91,111",55.5
"Pennsylvania - Local, total","1,912,749","283,618",14.8,"162,290",57.2,"59,488",21,"61,840",21.8
Pennsylvania - Counties,"222,834","106,911",48,"15,034",14.1,"44,165",41.3,"47,712",44.6
Pennsylvania - Municipalities,"294,613","130,831",44.4,"101,482",77.6,"15,221",11.6,"14,128",10.8
Rhode Island - Total,"269,953","38,494",14.3,"19,030",49.4,"7,868",20.4,"11,596",30.1
Rhode Island - State,"110,457","21,878",19.8,"2,895",13.2,"7,387",33.8,"11,596",53
"Rhode Island - Local, total","159,496","16,616",10.4,"16,135",97.1,481,2.9,0,0
Rhode Island - Municipalities,"79,874","9,291",11.6,"8,909",95.9,382,4.1,0,0
South Carolina - Total,"1,054,920","112,353",10.7,"55,437",49.3,"21,162",18.8,"35,754",31.8
South Carolina - State,"335,980","37,691",11.2,"8,546",22.7,"4,930",13.1,"24,215",64.2
"South Carolina - Local, total","718,941","74,662",10.4,"46,892",62.8,"16,232",21.7,"11,538",15.5
South Carolina - Counties,"138,303","49,745",36,"24,203",48.7,"14,324",28.8,"11,218",22.6
South Carolina - Municipalities,"83,072","24,911",30,"22,688",91.1,"1,900",7.6,323,1.3
South Dakota - Total,"184,002","19,990",10.9,"9,237",46.2,"5,132",25.7,"5,621",28.1
South Dakota - State,"65,713","8,136",12.4,"1,712",21,"3,471",42.7,"2,953",36.3
"South Dakota - Local, total","118,289","11,852",10,"7,524",63.5,"1,661",14,"2,667",22.5
South Dakota - Counties,"15,765","6,562",41.6,"2,524",38.5,"1,470",22.4,"2,568",39.1
South Dakota - Municipalities,"27,377","5,282",19.3,"5,003",94.7,179,3.4,100,1.9
Tennessee - Total,"1,271,815","163,089",12.8,"88,444",54.2,"35,835",22,"38,810",23.8
Tennessee - State,"345,305","44,923",13,"10,124",22.5,"15,202",33.8,"19,597",43.6
"Tennessee - Local, total","926,510","118,167",12.8,"78,320",66.3,"20,633",17.5,"19,214",16.3
Tennessee - Counties,"563,416","56,218",10,"26,132",46.5,"15,602",27.8,"14,484",25.8
Tennessee - Municipalities,"326,875","61,957",19,"52,192",84.2,"5,034",8.1,"4,731",7.6
Texas - Total,"6,450,012","810,424",12.6,"424,020",52.3,"143,771",17.7,"242,633",29.9
Texas - State,"1,574,307","220,307",14,"49,241",22.4,"32,767",14.9,"138,299",62.8
"Texas - Local, total","4,875,705","590,118",12.1,"374,780",63.5,"111,004",18.8,"104,334",17.7
Texas - Counties,"710,427","288,534",40.6,"96,434",33.4,"90,210",31.3,"101,890",35.3
Texas - Municipalities,"943,791","301,574",32,"278,342",92.3,"20,793",6.9,"2,439",0.8
Utah - Total,"660,829","69,013",10.4,"30,640",44.4,"16,183",23.4,"22,190",32.2
Utah - State,"296,827","25,329",8.5,"4,101",16.2,"8,432",33.3,"12,796",50.5
"Utah - Local, total","364,002","43,685",12,"26,539",60.8,"7,752",17.7,"9,394",21.5
Utah - Counties,"64,378","22,762",35.4,"8,449",37.1,"4,921",21.6,"9,392",41.3
Utah - Municipalities,"75,668","20,805",27.5,"17,973",86.4,"2,832",13.6,0,0
Vermont - Total,"178,633","18,186",10.2,"8,824",48.5,"3,874",21.3,"5,488",30.2
Vermont - State,"80,179","13,279",16.6,"4,076",30.7,"3,744",28.2,"5,459",41.1
"Vermont - Local, total","98,455","4,907",5,"4,748",96.8,130,2.6,29,0.6
Vermont - Counties,176,112,63.6,59,52.7,53,47.3,0,0
Vermont - Municipalities,"9,113","2,275",25,"2,190",96.3,72,3.2,13,0.6
Virginia - Total,"2,049,895","259,460",12.7,"115,930",44.7,"48,016",18.5,"95,514",36.8
Virginia - State,"645,959","82,776",12.8,"16,729",20.2,"19,539",23.6,"46,508",56.2
"Virginia - Local, total","1,403,936","176,684",12.6,"99,201",56.1,"28,477",16.1,"49,006",27.7
Virginia - Counties,"886,619","94,558",10.7,"55,724",58.9,"18,993",20.1,"19,841",21
Virginia - Municipalities,"443,175","67,697",15.3,"43,475",64.2,"9,486",14,"14,736",21.8
Washington - Total,"2,185,195","231,069",10.6,"107,771",46.6,"54,678",23.7,"68,620",29.7
Washington - State,"695,989","65,430",9.4,"12,252",18.7,"13,389",20.5,"39,789",60.8
"Washington - Local, total","1,489,206","165,639",11.1,"95,519",57.7,"41,289",24.9,"28,831",17.4
Washington - Counties,"229,417","90,272",39.3,"31,229",34.6,"32,867",36.4,"26,176",29
Washington - Municipalities,"288,343","75,367",26.1,"64,292",85.3,"8,421",11.2,"2,654",3.5
West Virginia - Total,"364,338","37,397",10.3,"15,398",41.2,"11,970",32,"10,029",26.8
West Virginia - State,"151,971","21,448",14.1,"4,234",19.7,"7,740",36.1,"9,474",44.2
"West Virginia - Local, total","212,367","15,950",7.5,"11,165",70,"4,230",26.5,555,3.5
West Virginia - Counties,"25,894","9,128",35.3,"4,643",50.9,"3,932",43.1,553,6.1
West Virginia - Municipalities,"32,280","6,831",21.2,"6,534",95.7,297,4.3,0,0
Wisconsin - Total,"1,312,690","183,201",14,"91,300",49.8,"30,539",16.7,"61,362",33.5
Wisconsin - State,"362,146","62,189",17.2,"4,628",7.4,"15,233",24.5,"42,328",68.1
"Wisconsin - Local, total","950,544","121,013",12.7,"86,672",71.6,"15,306",12.6,"19,035",15.7
Wisconsin - Counties,"185,043","59,711",32.3,"27,926",46.8,"12,953",21.7,"18,832",31.5
Wisconsin - Municipalities,"179,383","60,056",33.5,"57,644",96,"2,213",3.7,199,0.3
Wyoming - Total,"228,446","22,069",9.7,"9,543",43.2,"5,221",23.7,"7,305",33.1
Wyoming - State,"58,631","9,106",15.5,"1,497",16.4,"3,206",35.2,"4,403",48.4
"Wyoming - Local, total","169,815","12,964",7.6,"8,046",62.1,"2,016",15.6,"2,902",22.4
Wyoming - Counties,"40,701","7,587",18.6,"3,155",41.6,"1,577",20.8,"2,855",37.6
Wyoming - Municipalities,"19,449","5,356",27.5,"4,896",91.4,439,8.2,21,0.4
Note: March payroll data may not sum to total because of rounding.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments, including independent school districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
