Alaska,"738,198","706,835","677,731","29,104","31,363","161,965","131,028","129,347","1,681","30,937","235,507","235,081","224,575","10,506",426,"340,726","340,726","323,809","16,917","16,264",0
Arizona,"1,591,182","1,480,017","1,446,013","34,004","111,165","259,768","230,479","216,702","13,777","29,289","234,311","198,653","196,520","2,133","35,658","1,097,103","1,050,885","1,032,791","18,094","1,198","46,218"
Arkansas,"571,894","560,390","560,154",236,"11,504","107,112","105,706","105,705",1,"1,406","112,980","110,683","110,448",235,"2,297","351,802","344,001","344,001",0,0,"7,801"
California,"15,339,868","15,099,326","13,998,929","1,100,397","240,542","1,790,672","1,770,951","1,737,334","33,617","19,721","3,881,292","3,815,772","3,636,429","179,343","65,520","9,667,904","9,512,603","8,625,166","887,437","885,662","155,301"
Colorado,"1,718,007","1,551,046","1,514,972","36,074","166,961","178,366","170,279","163,647","6,632","8,087","516,724","514,116","504,200","9,916","2,608","1,022,917","866,651","847,125","19,526","2,861","156,266"
Connecticut,"1,694,887","1,574,355","1,530,985","43,370","120,532","256,502","225,130","211,620","13,510","31,372","737,691","651,268","625,499","25,769","86,423","700,694","697,957","693,866","4,091",968,"2,737"
Delaware,"630,002","622,546","610,890","11,656","7,456","140,054","139,423","132,756","6,667",631,"184,962","178,137","175,589","2,548","6,825","304,986","304,986","302,545","2,441","1,408",0
Florida,"4,544,456","4,526,756","4,476,518","50,238","17,700","551,849","551,687","527,897","23,790",162,"1,517,463","1,499,925","1,489,220","10,705","17,538","2,475,144","2,475,144","2,459,401","15,743","5,126",0
Georgia,"1,874,599","1,797,760","1,725,144","72,616","76,839","360,669","331,440","302,070","29,370","29,229","305,295","294,484","294,042",442,"10,811","1,208,635","1,171,836","1,129,032","42,804","36,515","36,799"
Hawaii,"495,077","485,984","473,071","12,913","9,093","36,790","36,790","34,694","2,096",0,"245,475","236,472","227,632","8,840","9,003","212,812","212,722","210,745","1,977",1,90
Idaho,"390,273","380,360","362,741","17,619","9,913","58,637","57,581","52,405","5,176","1,056","74,734","73,999","66,902","7,097",735,"256,902","248,780","243,434","5,346",330,"8,122"
Illinois,"2,576,705","2,446,647","2,400,097","46,550","130,058","413,036","387,169","372,756","14,413","25,867","661,264","557,593","552,363","5,230","103,671","1,502,405","1,501,885","1,474,978","26,907","17,236",520
Indiana,"1,129,080","1,032,191","1,003,942","28,249","96,889","225,038","215,962","198,195","17,767","9,076","216,205","182,527","179,281","3,246","33,678","687,837","633,702","626,466","7,236",308,"54,135"
Iowa,"675,313","650,104","639,398","10,706","25,209","100,780","94,306","92,385","1,921","6,474","280,348","261,613","260,733",880,"18,735","294,185","294,185","286,280","7,905","6,278",0
Kansas,"623,307","572,168","550,567","21,601","51,139","103,785","99,457","85,293","14,164","4,328","159,721","159,515","159,158",357,206,"359,801","313,196","306,116","7,080","2,918","46,605"
Kentucky,"1,265,455","1,190,738","1,181,911","8,827","74,717","196,160","170,423","164,490","5,933","25,737","527,102","496,684","495,296","1,388","30,418","542,193","523,631","522,125","1,506",317,"18,562"
Louisiana,"1,337,729","1,033,410","1,019,369","14,041","304,319","326,366","216,793","209,386","7,407","109,573","339,065","319,396","317,600","1,796","19,669","672,298","497,221","492,383","4,838","2,501","175,077"
Maine,"308,398","291,133","283,446","7,687","17,265","76,304","76,304","75,223","1,081",0,"79,125","79,125","78,973",152,0,"152,969","135,704","129,250","6,454",0,"17,265"
Maryland,"2,655,120","2,545,132","2,466,401","78,731","109,988","601,949","506,078","484,490","21,588","95,871","576,774","572,207","551,533","20,674","4,567","1,476,397","1,466,847","1,430,378","36,469","13,666","9,550"
Massachusetts,"2,871,220","2,785,202","2,653,328","131,874","86,018","577,613","493,551","464,046","29,505","84,062","914,674","912,718","854,544","58,174","1,956","1,378,933","1,378,933","1,334,738","44,195","25,879",0
Michigan,"2,636,546","2,459,305","2,454,555","4,750","177,241","470,963","429,505","426,505","3,000","41,458","277,335","172,511","172,454",57,"104,824","1,888,248","1,857,289","1,855,596","1,693",50,"30,959"
Minnesota,"1,427,940","1,203,923","1,182,702","21,221","224,017","436,648","312,339","303,839","8,500","124,309","462,500","432,400","424,816","7,584","30,100","528,792","459,184","454,047","5,137",911,"69,608"
Mississippi,"646,348","539,608","516,151","23,457","106,740","162,829","126,240","116,438","9,802","36,589","112,160","103,743","101,633","2,110","8,417","371,359","309,625","298,080","11,545","7,192","61,734"
Missouri,"1,284,293","1,217,838","1,157,936","59,902","66,455","250,460","236,075","199,335","36,740","14,385","263,510","254,771","246,857","7,914","8,739","770,323","726,992","711,744","15,248","6,325","43,331"
Montana,"369,346","368,284","359,742","8,542","1,062","53,776","52,734","51,229","1,505","1,042","112,389","112,369","111,877",492,20,"203,181","203,181","196,636","6,545","4,010",0
Nebraska,"506,695","498,611","490,713","7,898","8,084","82,705","75,664","70,893","4,771","7,041","74,913","73,870","73,867",3,"1,043","349,077","349,077","345,953","3,124","1,962",0
Nevada,"416,508","402,560","381,534","21,026","13,948","77,752","76,113","71,880","4,233","1,639","80,336","74,628","73,975",653,"5,708","258,420","251,819","235,679","16,140","11,215","6,601"
New Hampshire,"302,287","300,716","283,341","17,375","1,571","62,687","61,865","54,759","7,106",822,"117,747","116,998","113,131","3,867",749,"121,853","121,853","115,451","6,402","5,830",0
New Jersey,"3,226,155","2,936,716","2,899,535","37,181","289,439","831,284","584,760","574,175","10,585","246,524","923,241","920,670","907,989","12,681","2,571","1,471,630","1,431,286","1,417,371","13,915","8,074","40,344"
New Mexico,"891,035","862,898","852,172","10,726","28,137","145,509","120,829","115,358","5,471","24,680","288,805","288,609","285,707","2,902",196,"456,721","453,460","451,107","2,353","1,781","3,261"
New York,"6,720,371","6,276,568","6,163,838","112,730","443,803","904,891","738,633","715,587","23,046","166,258","2,739,880","2,558,039","2,529,647","28,392","181,841","3,075,600","2,979,896","2,918,604","61,292","52,275","95,704"
North Carolina,"2,510,007","2,384,550","2,308,358","76,192","125,457","506,044","468,407","431,783","36,624","37,637","733,852","648,133","630,723","17,410","85,719","1,270,111","1,268,010","1,245,852","22,158","9,731","2,101"
North Dakota,"216,804","209,176","197,703","11,473","7,628","37,021","36,594","29,560","7,034",427,"88,297","81,501","79,046","2,455","6,796","91,486","91,081","89,097","1,984",62,405
Ohio,"2,364,747","2,022,345","1,933,813","88,532","342,402","360,237","302,026","278,873","23,153","58,211","415,232","336,710","327,163","9,547","78,522","1,589,278","1,383,609","1,327,777","55,832","40,237","205,669"
Oklahoma,"1,047,311","1,013,111","988,200","24,911","34,200","181,741","181,735","169,802","11,933",6,"298,536","283,803","278,154","5,649","14,733","567,034","547,573","540,244","7,329","2,178","19,461"
Oregon,"1,472,196","1,320,708","1,307,370","13,338","151,488","176,304","176,291","169,091","7,200",13,"517,975","489,378","486,568","2,810","28,597","777,917","655,039","651,711","3,328",461,"122,878"
Pennsylvania,"3,572,349","3,448,913","3,354,014","94,899","123,436","1,052,778","1,021,847","960,392","61,455","30,931","420,352","380,068","377,059","3,009","40,284","2,099,219","2,046,998","2,016,563","30,435","12,934","52,221"
Rhode Island,"411,098","411,098","395,612","15,486",0,"87,957","87,957","80,791","7,166",0,"121,776","121,776","118,067","3,709",0,"201,365","201,365","196,754","4,611","3,189",0
South Carolina,"746,265","708,159","700,530","7,629","38,106","167,268","157,287","154,596","2,691","9,981","120,591","92,466","92,434",32,"28,125","458,406","458,406","453,500","4,906","4,296",0
South Dakota,"222,825","219,060","214,241","4,819","3,765","45,414","43,320","40,299","3,021","2,094","51,456","51,085","50,496",589,371,"125,955","124,655","123,446","1,209",714,"1,300"
Tennessee,"1,413,005","1,177,921","1,158,969","18,952","235,084","208,743","208,472","200,857","7,615",271,"300,471","295,297","292,983","2,314","5,174","903,791","674,152","665,129","9,023","2,965","229,639"
Texas,"5,652,302","5,150,932","5,038,684","112,248","501,370","1,000,389","1,000,389","951,791","48,598",0,"803,641","698,713","697,620","1,093","104,928","3,848,272","3,451,830","3,389,273","62,557","5,215","396,442"
Utah,"659,605","654,611","600,422","54,189","4,994","144,063","144,063","137,290","6,773",0,"173,409","168,415","164,149","4,266","4,994","342,133","342,133","298,983","43,150",43,0
Vermont,"320,348","309,686","302,130","7,556","10,662","99,220","90,997","85,922","5,075","8,223","75,999","75,999","74,696","1,303",0,"145,129","142,690","141,512","1,178",0,"2,439"
Virginia,"2,394,937","2,221,545","2,184,198","37,347","173,392","426,084","368,058","352,654","15,404","58,026","515,556","509,206","508,979",227,"6,350","1,453,297","1,344,281","1,322,565","21,716","4,730","109,016"
Washington,"1,684,173","1,544,861","1,458,016","86,845","139,312","405,692","285,075","247,777","37,298","120,617","293,710","275,015","268,074","6,941","18,695","984,771","984,771","942,165","42,606","21,695",0
West Virginia,"563,662","563,662","539,418","24,244",0,"73,554","73,554","69,128","4,426",0,"204,784","204,784","202,195","2,589",0,"285,324","285,324","268,095","17,229","12,119",0
Wisconsin,"1,556,355","1,412,407","1,373,987","38,420","143,948","96,946","90,914","89,072","1,842","6,032","333,495","293,492","291,866","1,626","40,003","1,125,914","1,028,001","993,049","34,952","29,230","97,913"
Wyoming,"261,942","257,799","257,539",260,"4,143","39,244","39,244","39,165",79,0,"79,178","76,016","75,951",65,"3,162","143,520","142,539","142,423",116,108,981
