Arizona - Municipalities,"232,581","81,486",35,"72,736",89.3,"8,332",10.2,418,0.5
Arkansas - Total,"578,410","63,579",11,"29,471",46.4,"10,273",16.2,"23,835",37.5
Arkansas - State,"246,840","27,525",11.2,"4,662",16.9,"5,367",19.5,"17,496",63.6
"Arkansas - Local, total","331,569","36,054",10.9,"24,809",68.8,"4,906",13.6,"6,339",17.6
Arkansas - Counties,"35,044","15,469",44.1,"6,198",40.1,"3,125",20.2,"6,146",39.7
Arkansas - Municipalities,"69,155","20,585",29.8,"18,611",90.4,"1,781",8.7,193,0.9
California - Total,"10,858,744","1,770,175",16.3,"818,740",46.3,"337,500",19.1,"613,935",34.7
California - State,"2,679,843","546,487",20.4,"92,909",17,"42,676",7.8,"410,902",75.2
"California - Local, total","8,178,901","1,223,688",15,"725,831",59.3,"294,825",24.1,"203,032",16.6
California - Counties,"2,356,333","758,587",32.2,"305,354",40.3,"262,232",34.6,"191,001",25.2
California - Municipalities,"1,616,334","465,102",28.8,"420,478",90.4,"32,592",7,"12,032",2.6
Colorado - Total,"1,311,265","184,083",14,"90,606",49.2,"42,543",23.1,"50,934",27.7
Colorado - State,"416,520","64,968",15.6,"6,966",10.7,"26,849",41.3,"31,153",48
"Colorado - Local, total","894,745","119,115",13.3,"83,640",70.2,"15,694",13.2,"19,781",16.6
Colorado - Counties,"130,015","46,806",36,"25,342",54.1,"8,086",17.3,"13,378",28.6
Colorado - Municipalities,"252,829","72,310",28.6,"58,299",80.6,"7,608",10.5,"6,403",8.9
Connecticut - Total,"1,032,572","137,304",13.3,"68,200",49.7,"33,768",24.6,"35,336",25.7
Connecticut - State,"378,567","81,722",21.6,"13,763",16.8,"32,623",39.9,"35,336",43.2
"Connecticut - Local, total","654,004","55,582",8.5,"54,436",97.9,"1,146",2.1,0,0
Connecticut - Municipalities,"284,960","31,832",11.2,"31,004",97.4,828,2.6,0,0
Delaware - Total,"224,883","37,066",16.5,"15,999",43.2,"9,046",24.4,"12,021",32.4
Delaware - State,"117,277","27,849",23.7,"7,341",26.4,"8,487",30.5,"12,021",43.2
"Delaware - Local, total","107,605","9,217",8.6,"8,658",93.9,559,6.1,0,0
Delaware - Counties,"12,635","3,417",27,"3,059",89.5,358,10.5,0,0
Delaware - Municipalities,"13,377","5,802",43.4,"5,600",96.5,202,3.5,0,0
District of Columbia - Total,"312,649","57,412",18.4,"34,240",59.6,"15,429",26.9,"7,743",13.5
"District of Columbia - Local, total","312,649","57,412",18.4,"34,240",59.6,"15,429",26.9,"7,743",13.5
District of Columbia - Municipality,"230,480","57,411",24.9,"34,239",59.6,"15,429",26.9,"7,743",13.5
Florida - Total ,"3,546,410","612,737",17.3,"322,587",52.6,"131,196",21.4,"158,954",25.9
Florida - State,"751,361","175,694",23.4,"16,899",9.6,"81,497",46.4,"77,298",44
"Florida - Local, total","2,795,050","437,044",15.6,"305,689",69.9,"49,699",11.4,"81,656",18.7
Florida - Counties,"830,872","305,330",36.7,"180,928",59.3,"45,836",15,"78,566",25.7
Florida - Municipalities,"441,530","131,715",29.8,"124,762",94.7,"3,863",2.9,"3,090",2.3
Georgia - Total,"1,856,669","241,065",13,"105,557",43.8,"57,693",23.9,"77,815",32.3
Georgia - State,"513,686","70,234",13.7,"10,257",14.6,"16,314",23.2,"43,663",62.2
"Georgia - Local, total","1,342,983","170,831",12.7,"95,300",55.8,"41,379",24.2,"34,152",20
Georgia - Counties,"232,712","108,257",46.5,"44,047",40.7,"35,321",32.6,"28,889",26.7
Georgia - Municipalities,"178,954","62,573",35,"51,252",81.9,"6,058",9.7,"5,263",8.4
Hawaii - Total,"347,866","53,814",15.5,"25,684",47.7,"15,781",29.3,"12,349",22.9
Hawaii - State,"263,345","24,822",9.4,0,0,"12,473",50.2,"12,349",49.8
"Hawaii - Local, total","84,521","28,992",34.3,"25,684",88.6,"3,308",11.4,0,0
Hawaii - Counties,"32,392","9,831",30.4,"8,434",85.8,"1,397",14.2,0,0
Hawaii - Municipalities,"51,169","19,160",37.4,"17,249",90,"1,911",10,0,0
Idaho - Total,"302,174","47,105",15.6,"17,916",38,"11,621",24.7,"17,568",37.3
Idaho - State,"110,194","18,922",17.2,"2,302",12.2,"4,927",26,"11,693",61.8
"Idaho - Local, total","191,981","28,183",14.7,"15,614",55.4,"6,694",23.8,"5,875",20.8
Idaho - Counties,"33,729","17,486",51.8,"5,618",32.1,"5,993",34.3,"5,875",33.6
Idaho - Municipalities,"37,812","10,697",28.3,"9,997",93.5,700,6.5,0,0
Illinois - Total,"3,153,508","461,770",14.6,"256,155",55.5,"75,710",16.4,"129,905",28.1
Illinois - State,"695,307","118,990",17.1,"21,100",17.7,"23,351",19.6,"74,539",62.6
"Illinois - Local, total","2,458,201","342,780",13.9,"235,055",68.6,"52,359",15.3,"55,366",16.2
Illinois - Counties,"266,023","131,634",49.5,"28,692",21.8,"47,576",36.1,"55,366",42.1
Illinois - Municipalities,"589,268","211,145",35.8,"206,362",97.7,"4,783",2.3,0,0
Indiana - Total,"1,206,204","137,726",11.4,"67,896",49.3,"31,278",22.7,"38,552",28
Indiana - State,"364,050","36,801",10.1,"7,883",21.4,"10,229",27.8,"18,689",50.8
"Indiana - Local, total","842,154","100,925",12,"60,013",59.5,"21,049",20.9,"19,863",19.7
Indiana - Counties,"157,363","42,090",26.7,"12,382",29.4,"13,759",32.7,"15,949",37.9
Indiana - Municipalities,"208,997","58,756",28.1,"47,632",81.1,"7,210",12.3,"3,914",6.7
Iowa - Total,"809,373","74,567",9.2,"36,404",48.8,"17,451",23.4,"20,712",27.8
Iowa - State,"278,894","32,560",11.7,"5,423",16.7,"12,663",38.9,"14,474",44.5
"Iowa - Local, total","530,479","42,008",7.9,"30,981",73.8,"4,788",11.4,"6,239",14.9
Iowa - Counties,"94,602","19,557",20.7,"9,210",47.1,"4,111",21,"6,236",31.9
Iowa - Municipalities,"106,179","22,448",21.1,"21,770",97,676,3,2,0
Kansas - Total,"746,473","76,979",10.3,"39,343",51.1,"16,328",21.2,"21,308",27.7
Kansas - State,"226,011","24,350",10.8,"4,506",18.5,"9,062",37.2,"10,782",44.3
"Kansas - Local, total","520,462","52,629",10.1,"34,837",66.2,"7,266",13.8,"10,526",20
Kansas - Counties,"82,305","23,295",28.3,"9,384",40.3,"4,541",19.5,"9,370",40.2
Kansas - Municipalities,"112,343","29,314",26.1,"25,438",86.8,"2,720",9.3,"1,156",3.9
Kentucky - Total,"879,729","86,332",9.8,"39,307",45.5,"24,352",28.2,"22,673",26.3
Kentucky - State,"349,281","39,059",11.2,"7,819",20,"19,837",50.8,"11,403",29.2
"Kentucky - Local, total","530,448","47,273",8.9,"31,488",66.6,"4,515",9.6,"11,270",23.8
Kentucky - Counties,"50,543","12,457",24.6,"4,894",39.3,"1,820",14.6,"5,743",46.1
Kentucky - Municipalities,"119,197","34,818",29.2,"26,595",76.4,"2,695",7.7,"5,528",15.9
Louisiana - Total,"952,296","139,851",14.7,"68,177",48.7,"26,891",19.2,"44,783",32
Louisiana - State,"331,220","42,160",12.7,"11,315",26.8,"7,490",17.8,"23,355",55.4
"Louisiana - Local, total","621,076","97,690",15.7,"56,861",58.2,"19,401",19.9,"21,428",21.9
Louisiana - Parishes,"163,659","53,112",32.5,"26,753",50.4,"12,179",22.9,"14,180",26.7
Louisiana - Municipalities,"126,778","43,851",34.6,"30,109",68.7,"7,222",16.5,"6,520",14.9
Maine - Total,"267,940","25,459",9.5,"13,674",53.7,"4,437",17.4,"7,348",28.9
Maine - State,"88,225","11,090",12.6,"2,779",25.1,"3,674",33.1,"4,637",41.8
"Maine - Local, total","179,715","14,369",8,"10,895",75.8,763,5.3,"2,711",18.9
Maine - Counties,"6,519","4,775",73.2,"1,451",30.4,613,12.8,"2,711",56.8
Maine - Municipalities,"65,224","5,638",8.6,"5,557",98.6,81,1.4,0,0
Maryland - Total,"1,577,182","241,038",15.3,"114,326",47.4,"47,473",19.7,"79,239",32.9
Maryland - State,"449,734","103,591",23,"13,199",12.7,"30,388",29.3,"60,004",57.9
"Maryland - Local, total","1,127,448","137,448",12.2,"101,128",73.6,"17,085",12.4,"19,235",14
Maryland - Counties,"961,790","103,209",10.7,"70,750",68.6,"13,224",12.8,"19,235",18.6
Maryland - Municipalities,"160,891","34,239",21.3,"30,378",88.7,"3,861",11.3,0,0
Massachusetts - Total,"1,759,197","273,318",15.5,"146,997",53.8,"57,550",21.1,"68,771",25.2
Massachusetts - State,"572,997","151,544",26.4,"26,965",17.8,"55,809",36.8,"68,770",45.4
"Massachusetts - Local, total","1,186,200","121,773",10.3,"120,032",98.6,"1,741",1.4,0,0
Massachusetts - Counties,"6,365",82,1.3,78,95.1,4,4.9,0,0
Massachusetts - Municipalities,"840,146","101,409",12.1,"99,714",98.3,"1,695",1.7,0,0
Michigan - Total,"2,039,469","247,367",12.1,"111,075",44.9,"50,363",20.4,"85,929",34.7
Michigan - State,"768,456","86,793",11.3,"14,595",16.8,"10,350",11.9,"61,848",71.3
"Michigan - Local, total","1,271,013","160,574",12.6,"96,479",60.1,"40,013",24.9,"24,082",15
Michigan - Counties,"211,473","78,894",37.3,"23,294",29.5,"31,715",40.2,"23,885",30.3
Michigan - Municipalities,"231,690","73,880",31.9,"65,778",89,"7,922",10.7,180,0.2
Minnesota - Total,"1,360,100","154,742",11.4,"70,558",45.6,"36,075",23.3,"48,109",31.1
Minnesota - State,"443,325","45,301",10.2,"4,876",10.8,"20,505",45.3,"19,920",44
"Minnesota - Local, total","916,775","109,441",11.9,"65,682",60,"15,570",14.2,"28,189",25.8
Minnesota - Counties,"181,519","57,075",31.4,"17,609",30.9,"13,577",23.8,"25,889",45.4
Minnesota - Municipalities,"187,590","49,909",26.6,"47,916",96,"1,993",4,0,0
Mississippi - Total,"637,106","52,961",8.3,"30,373",57.3,"9,285",17.5,"13,303",25.1
Mississippi - State,"209,938","14,193",6.8,"4,439",31.3,"2,425",17.1,"7,329",51.6
"Mississippi - Local, total","427,167","38,768",9.1,"25,934",66.9,"6,860",17.7,"5,974",15.4
Mississippi - Counties,"95,676","20,975",21.9,"10,099",48.1,"5,075",24.2,"5,801",27.7
Mississippi - Municipalities,"85,133","17,792",20.9,"15,835",89,"1,784",10,173,1
Missouri - Total,"1,140,509","147,727",13,"74,571",50.5,"31,308",21.2,"41,848",28.3
Missouri - State,"323,779","60,251",18.6,"10,551",17.5,"16,751",27.8,"32,949",54.7
"Missouri - Local, total","816,730","87,477",10.7,"64,020",73.2,"14,557",16.6,"8,900",10.2
Missouri - Counties,"73,168","28,343",38.7,"13,761",48.6,"8,091",28.5,"6,491",22.9
Missouri - Municipalities,"197,968","59,133",29.9,"50,258",85,"6,466",10.9,"2,409",4.1
Montana - Total,"223,571","26,016",11.6,"11,666",44.8,"7,091",27.3,"7,259",27.9
Montana - State,"89,897","10,977",12.2,"2,440",22.2,"3,601",32.8,"4,936",45
"Montana - Local, total","133,673","15,039",11.3,"9,226",61.3,"3,490",23.2,"2,323",15.4
Montana - Counties,"24,210","8,766",36.2,"3,888",44.4,"2,579",29.4,"2,299",26.2
Montana - Municipalities,"21,876","6,274",28.7,"5,338",85.1,911,14.5,25,0.4
Nebraska - Total,"485,181","50,917",10.5,"24,359",47.8,"10,061",19.8,"16,497",32.4
Nebraska - State,"125,608","18,402",14.7,"3,664",19.9,"4,090",22.2,"10,648",57.9
"Nebraska - Local, total","359,573","32,516",9,"20,696",63.6,"5,971",18.4,"5,849",18
Nebraska - Counties,"50,147","16,409",32.7,"5,247",32,"5,313",32.4,"5,849",35.6
Nebraska - Municipalities,"61,621","16,106",26.1,"15,449",95.9,657,4.1,0,0
Nevada - Total,"559,717","108,132",19.3,"52,900",48.9,"25,707",23.8,"29,525",27.3
Nevada - State,"132,857","25,659",19.3,"5,261",20.5,"4,723",18.4,"15,675",61.1
"Nevada - Local, total","426,860","82,472",19.3,"47,639",57.8,"20,984",25.4,"13,849",16.8
Nevada - Counties,"157,987","62,186",39.4,"35,003",56.3,"17,079",27.5,"10,104",16.2
Nevada - Municipalities,"61,264","20,286",33.1,"12,636",62.3,"3,905",19.2,"3,745",18.5
New Hampshire - Total,"303,275","34,460",11.4,"20,348",59,"5,685",16.5,"8,427",24.5
New Hampshire - State,"91,611","12,416",13.6,"2,897",23.3,"3,972",32,"5,547",44.7
"New Hampshire - Local, total","211,664","22,044",10.4,"17,451",79.2,"1,713",7.8,"2,880",13.1
New Hampshire - Counties,"15,123","5,672",37.5,"1,469",25.9,"1,323",23.3,"2,880",50.8
New Hampshire - Municipalities,"70,897","8,212",11.6,"7,935",96.6,277,3.4,0,0
New Jersey - Total,"2,766,847","462,665",16.7,"253,935",54.9,"115,874",25,"92,856",20.1
New Jersey - State,"846,564","161,320",19.1,"29,329",18.2,"80,240",49.7,"51,751",32.1
"New Jersey - Local, total","1,920,283","301,344",15.7,"224,606",74.5,"35,633",11.8,"41,105",13.6
New Jersey - Counties,"479,741","111,986",23.3,"43,786",39.1,"27,124",24.2,"41,076",36.7
New Jersey - Municipalities,"446,263","113,689",25.5,"108,411",95.4,"5,278",4.6,0,0
New Mexico - Total,"496,056","69,503",14,"30,414",43.8,"16,807",24.2,"22,282",32.1
New Mexico - State,"206,854","30,863",14.9,"2,349",7.6,"14,882",48.2,"13,632",44.2
"New Mexico - Local, total","289,202","38,639",13.4,"28,065",72.6,"1,925",5,"8,649",22.4
New Mexico - Counties,"39,041","16,293",41.7,"7,054",43.3,686,4.2,"8,553",52.5
New Mexico - Municipalities,"77,876","22,345",28.7,"21,011",94,"1,238",5.5,96,0.4
New York - Total,"6,731,008","1,163,779",17.3,"623,830",53.6,"208,460",17.9,"331,489",28.5
New York - State,"1,453,202","366,974",25.3,"54,130",14.8,"137,135",37.4,"175,709",47.9
"New York - Local, total","5,277,807","796,806",15.1,"569,700",71.5,"71,325",9,"155,781",19.6
New York - Counties,"542,791","170,435",31.4,"85,937",50.4,"25,229",14.8,"59,269",34.8
New York - Municipalities,"4,025,161","599,605",14.9,"461,021",76.9,"42,076",7,"96,508",16.1
North Carolina - Total,"2,153,322","232,555",10.8,"114,966",49.4,"35,410",15.2,"82,179",35.3
North Carolina - State,"621,131","108,990",17.5,"14,893",13.7,"30,774",28.2,"63,323",58.1
"North Carolina - Local, total","1,532,191","123,566",8.1,"100,074",81,"4,636",3.8,"18,856",15.3
North Carolina - Counties,"1,080,735","58,113",5.4,"37,137",63.9,"3,352",5.8,"17,624",30.3
North Carolina - Municipalities,"230,373","65,454",28.4,"62,937",96.2,"1,284",2,"1,233",1.9
North Dakota - Total,"199,549","19,307",9.7,"8,592",44.5,"4,795",24.8,"5,920",30.7
North Dakota - State,"88,613","8,067",9.1,"1,051",13,"3,357",41.6,"3,659",45.4
"North Dakota - Local, total","110,936","11,241",10.1,"7,542",67.1,"1,438",12.8,"2,261",20.1
North Dakota - Counties,"17,791","6,046",34,"2,625",43.4,"1,160",19.2,"2,261",37.4
North Dakota - Municipalities,"20,884","5,195",24.9,"4,917",94.6,278,5.4,0,0
Ohio - Total,"2,499,020","333,213",13.3,"161,445",48.5,"82,736",24.8,"89,032",26.7
Ohio - State,"658,069","90,458",13.7,"13,602",15,"18,781",20.8,"58,075",64.2
"Ohio - Local, total","1,840,950","242,754",13.2,"147,843",60.9,"63,955",26.3,"30,956",12.8
Ohio - Counties,"365,679","114,018",31.2,"37,674",33,"47,496",41.7,"28,848",25.3
Ohio - Municipalities,"385,534","123,260",32,"104,728",85,"16,423",13.3,"2,109",1.7
Oklahoma - Total,"764,073","89,860",11.8,"51,292",57.1,"18,175",20.2,"20,393",22.7
Oklahoma - State,"277,424","38,920",14,"10,055",25.8,"13,027",33.5,"15,838",40.7
"Oklahoma - Local, total","486,648","50,940",10.5,"41,237",81,"5,148",10.1,"4,555",8.9
Oklahoma - Counties,"53,961","14,014",26,"6,773",48.3,"3,134",22.4,"4,107",29.3
Oklahoma - Municipalities,"148,072","36,924",24.9,"34,463",93.3,"2,013",5.5,448,1.2
Oregon - Total,"928,608","121,737",13.1,"54,812",45,"24,635",20.2,"42,290",34.7
Oregon - State,"331,544","47,959",14.5,"7,388",15.4,"15,846",33,"24,725",51.6
"Oregon - Local, total","597,065","73,778",12.4,"47,424",64.3,"8,789",11.9,"17,565",23.8
Oregon - Counties,"100,369","39,722",39.6,"15,578",39.2,"6,690",16.8,"17,454",43.9
Oregon - Municipalities,"126,421","34,057",26.9,"31,846",93.5,"2,100",6.2,111,0.3
Pennsylvania - Total,"2,658,685","422,655",15.9,"193,136",45.7,"84,876",20.1,"144,643",34.2
Pennsylvania - State,"824,730","159,236",19.3,"42,561",26.7,"27,443",17.2,"89,232",56
"Pennsylvania - Local, total","1,833,956","263,418",14.4,"150,575",57.2,"57,433",21.8,"55,410",21
Pennsylvania - Counties,"219,524","97,286",44.3,"15,611",16,"40,233",41.4,"41,442",42.6
Pennsylvania - Municipalities,"316,786","141,415",44.6,"110,256",78,"17,191",12.2,"13,968",9.9
Rhode Island - Total,"255,452","34,990",13.7,"17,520",50.1,"7,638",21.8,"9,832",28.1
Rhode Island - State,"103,679","19,605",18.9,"2,553",13,"7,220",36.8,"9,832",50.2
"Rhode Island - Local, total","151,773","15,385",10.1,"14,967",97.3,418,2.7,0,0
Rhode Island - Municipalities,"81,545","9,045",11.1,"8,728",96.5,317,3.5,0,0
South Carolina - Total,"986,015","104,099",10.6,"51,070",49.1,"18,705",18,"34,324",33
South Carolina - State,"323,133","36,275",11.2,"7,966",22,"4,507",12.4,"23,802",65.6
"South Carolina - Local, total","662,882","67,824",10.2,"43,104",63.6,"14,198",20.9,"10,522",15.5
South Carolina - Counties,"116,642","45,784",39.3,"22,927",50.1,"12,527",27.4,"10,330",22.6
South Carolina - Municipalities,"77,266","22,041",28.5,"20,177",91.5,"1,672",7.6,192,0.9
South Dakota - Total,"169,119","18,846",11.1,"8,640",45.8,"4,670",24.8,"5,536",29.4
South Dakota - State,"60,869","7,813",12.8,"1,484",19,"3,164",40.5,"3,165",40.5
"South Dakota - Local, total","108,250","11,033",10.2,"7,156",64.9,"1,506",13.6,"2,371",21.5
South Dakota - Counties,"12,494","5,470",43.8,"1,876",34.3,"1,299",23.7,"2,295",42
South Dakota - Municipalities,"26,947","5,563",20.6,"5,280",94.9,207,3.7,76,1.4
Tennessee - Total,"1,185,760","152,139",12.8,"81,618",53.6,"32,955",21.7,"37,566",24.7
Tennessee - State,"321,125","43,530",13.6,"8,369",19.2,"14,093",32.4,"21,068",48.4
"Tennessee - Local, total","864,635","108,608",12.6,"73,248",67.4,"18,862",17.4,"16,498",15.2
Tennessee - Counties,"501,520","50,807",10.1,"25,521",50.2,"13,781",27.1,"11,505",22.6
Tennessee - Municipalities,"327,278","57,802",17.7,"47,728",82.6,"5,081",8.8,"4,993",8.6
Texas - Total,"5,915,851","746,300",12.6,"389,644",52.2,"133,393",17.9,"223,263",29.9
Texas - State,"1,463,057","196,822",13.5,"44,765",22.7,"30,740",15.6,"121,317",61.6
"Texas - Local, total","4,452,794","549,480",12.3,"344,880",62.8,"102,653",18.7,"101,947",18.6
Texas - Counties,"654,929","271,678",41.5,"88,619",32.6,"82,464",30.4,"100,595",37
Texas - Municipalities,"880,776","277,800",31.5,"256,260",92.2,"20,189",7.3,"1,351",0.5
Utah - Total,"586,830","62,375",10.6,"27,814",44.6,"14,674",23.5,"19,887",31.9
Utah - State,"256,079","22,580",8.8,"3,787",16.8,"7,714",34.2,"11,079",49.1
"Utah - Local, total","330,751","39,795",12,"24,027",60.4,"6,960",17.5,"8,808",22.1
Utah - Counties,"56,079","20,315",36.2,"7,227",35.6,"4,280",21.1,"8,808",43.4
Utah - Municipalities,"69,079","19,331",28,"16,651",86.1,"2,680",13.9,0,0
Vermont - Total,"175,562","16,419",9.4,"7,816",47.6,"3,552",21.6,"5,051",30.8
Vermont - State,"73,872","11,947",16.2,"3,489",29.2,"3,419",28.6,"5,039",42.2
"Vermont - Local, total","101,691","4,473",4.4,"4,327",96.7,133,3,13,0.3
Vermont - Counties,195,83,42.6,23,27.7,60,72.3,0,0
Vermont - Municipalities,"9,727","2,194",22.6,"2,117",96.5,64,2.9,13,0.6
Virginia - Total,"1,895,192","241,107",12.7,"107,136",44.4,"43,322",18,"90,649",37.6
Virginia - State,"592,903","78,023",13.2,"15,315",19.6,"18,786",24.1,"43,922",56.3
"Virginia - Local, total","1,302,289","163,083",12.5,"91,821",56.3,"24,536",15,"46,726",28.7
Virginia - Counties,"792,530","86,392",10.9,"51,466",59.6,"14,968",17.3,"19,958",23.1
Virginia - Municipalities,"447,510","66,753",14.9,"40,354",60.5,"9,568",14.3,"16,831",25.2
Washington - Total,"1,859,846","214,054",11.5,"100,318",46.9,"50,313",23.5,"63,423",29.6
Washington - State,"621,761","58,001",9.3,"11,041",19,"12,014",20.7,"34,946",60.3
"Washington - Local, total","1,238,085","156,055",12.6,"89,278",57.2,"38,300",24.5,"28,477",18.2
Washington - Counties,"237,420","90,861",38.3,"32,914",36.2,"31,708",34.9,"26,239",28.9
Washington - Municipalities,"275,550","65,193",23.7,"56,364",86.5,"6,591",10.1,"2,238",3.4
West Virginia - Total,"358,949","35,921",10,"14,644",40.8,"11,564",32.2,"9,713",27
West Virginia - State,"149,504","20,875",14,"4,034",19.3,"7,638",36.6,"9,203",44.1
"West Virginia - Local, total","209,445","15,047",7.2,"10,610",70.5,"3,927",26.1,510,3.4
West Virginia - Counties,"23,024","8,229",35.7,"4,143",50.3,"3,576",43.5,510,6.2
West Virginia - Municipalities,"32,088","6,817",21.2,"6,466",94.9,351,5.1,0,0
Wisconsin - Total,"1,259,259","172,138",13.7,"84,821",49.3,"28,032",16.3,"59,285",34.4
Wisconsin - State,"357,334","59,762",16.7,"4,562",7.6,"13,723",23,"41,477",69.4
"Wisconsin - Local, total","901,925","112,376",12.5,"80,259",71.4,"14,309",12.7,"17,808",15.8
Wisconsin - Counties,"187,901","58,393",31.1,"28,515",48.8,"12,268",21,"17,610",30.2
Wisconsin - Municipalities,"165,284","53,274",32.2,"51,059",95.8,"2,017",3.8,198,0.4
Wyoming - Total,"221,679","21,577",9.7,"8,980",41.6,"5,086",23.6,"7,511",34.8
Wyoming - State,"58,054","9,004",15.5,"1,337",14.8,"3,033",33.7,"4,634",51.5
"Wyoming - Local, total","163,626","12,573",7.7,"7,643",60.8,"2,053",16.3,"2,877",22.9
Wyoming - Counties,"37,937","7,083",18.7,"2,710",38.3,"1,529",21.6,"2,844",40.2
Wyoming - Municipalities,"19,529","5,490",28.1,"4,933",89.9,524,9.5,33,0.6
Note: March payroll data may not sum to total because of rounding. Local government data are estimates subject to variability.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments, including independent school districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
