"Cincinnati, OH",12,"148,132","148,132","147,230",902,-,"142,671","142,671","141,769",902,-,"5,461","5,461","5,461",-,-,-,-,-,-,-,-
"Colorado Springs, CO",12,"95,700","95,700","95,700",-,-,"87,859","87,859","87,859",-,-,"7,841","7,841","7,841",-,-,-,-,-,-,-,-
"Columbus, OH",12,"340,351","338,642","335,823","2,819","1,709","294,867","294,867","292,264","2,603",-,"40,689","40,689","40,473",216,-,"4,795","3,086","3,086",-,-,"1,709"
"Corpus Christi, TX",9,"103,631","103,631","102,741",890,-,"94,768","94,768","93,901",867,-,"7,314","7,314","7,291",23,-,"1,549","1,549","1,549",-,-,-
"Dallas, TX",9,"413,225","404,511","394,477","10,034","8,714","377,521","377,521","369,544","7,977",-,"25,885","25,885","23,830","2,055",-,"9,819","1,105","1,103",2,2,"8,714"
"Denver, CO",12,"448,914","448,914","448,914",-,-,"252,132","252,132","252,132",-,-,"78,935","78,935","78,935",-,-,"117,847","117,847","117,847",-,-,-
"Detroit, MI",6,"311,347","311,347","293,038","18,309",-,"273,856","273,856","256,697","17,159",-,"37,491","37,491","36,341","1,150",-,-,-,-,-,-,-
"El Paso, TX",8,"136,761","136,761","136,761",-,-,"128,906","128,906","128,906",-,-,"7,855","7,855","7,855",-,-,-,-,-,-,-,-
"Fort Worth, TX",9,"276,692","276,692","268,483","8,209",-,"255,028","255,028","246,819","8,209",-,"21,664","21,664","21,664",-,-,-,-,-,-,-,-
"Fresno, CA",6,"150,219","150,219","145,722","4,497",-,"146,434","146,434","141,939","4,495",-,"3,785","3,785","3,783",2,-,-,-,-,-,-,-
"Honolulu, HI",6,"296,320","296,320","279,604","16,716",-,"268,695","268,695","251,979","16,716",-,"27,625","27,625","27,625",-,-,-,-,-,-,-,-
"Houston, TX",6,"721,160","721,160","711,502","9,658",-,"665,497","665,497","655,971","9,526",-,"55,663","55,663","55,531",132,-,-,-,-,-,-,-
"Indianapolis, IN",12,"420,518","420,518","403,727","16,791",-,"190,243","190,243","186,183","4,060",-,"105,066","105,066","104,388",678,-,"125,209","125,209","113,156","12,053",-,-
"Jacksonville, FL",9,"416,612","416,612","413,562","3,050",-,"333,286","333,286","331,206","2,080",-,"29,029","29,029","28,059",970,-,"54,297","54,297","54,297",-,-,-
"Kansas City, MO",4,"233,519","233,519","233,489",30,-,"214,953","214,953","214,923",30,-,"18,566","18,566","18,566",-,-,-,-,-,-,-,-
"Las Vegas, NV",6,"223,634","95,963","92,950","3,013","127,671","137,314","9,643","9,643",-,"127,671","30,233","30,233","30,233",-,-,"56,087","56,087","53,074","3,013","1,390",-
"Long Beach, CA",9,"209,990","209,990","209,042",948,-,"208,114","208,114","207,166",948,-,"1,876","1,876","1,876",-,-,-,-,-,-,-,-
"Los Angeles, CA",6,"2,194,559","2,194,559","2,101,632","92,927",-,"2,099,291","2,099,291","2,006,364","92,927",-,"95,268","95,268","95,268",-,-,-,-,-,-,-,-
"Louisville - Jefferson, KY",6,"239,126","239,126","238,577",549,-,"169,863","169,863","169,465",398,-,"7,630","7,630","7,630",-,-,"61,633","61,633","61,482",151,-,-
"Memphis, TN",6,"252,007","252,007","249,527","2,480",-,"230,823","230,823","228,365","2,458",-,"21,184","21,184","21,162",22,-,-,-,-,-,-,-
"Mesa, AZ",6,"173,025","173,025","160,741","12,284",-,"160,398","160,398","148,114","12,284",-,"12,627","12,627","12,627",-,-,-,-,-,-,-,-
"Miami, FL",9,"186,040","186,040","184,657","1,383",-,"180,006","180,006","178,668","1,338",-,"6,034","6,034","5,989",45,-,-,-,-,-,-,-
"Milwaukee, WI",12,"304,649","304,649","295,448","9,201",-,"283,499","283,499","274,298","9,201",-,"16,576","16,576","16,576",-,-,"4,574","4,574","4,574",-,-,-
"Minneapolis, MN",12,"174,206","174,206","174,206",-,-,"165,993","165,993","165,993",-,-,"8,213","8,213","8,213",-,-,-,-,-,-,-,-
"Nashville, TN",6,"364,377","364,377","352,284","12,093",-,"216,032","216,032","208,274","7,758",-,"83,686","83,686","79,351","4,335",-,"64,659","64,659","64,659",-,-,-
"New Orleans, LA",12,"274,451","274,451","243,702","30,749",-,"159,232","159,232","159,232",-,-,"30,121","30,121","30,121",-,-,"85,098","85,098","54,349","30,749","30,737",-
"New York, NY",6,"7,675,478","7,624,416","7,260,002","364,414","51,062","5,257,687","5,257,687","5,003,053","254,634",-,"733,016","733,016","680,870","52,146",-,"1,684,775","1,633,713","1,576,079","57,634","44,541","51,062"
"Newark, NJ",12,"133,782","133,782","133,782",-,-,"124,433","124,433","124,433",-,-,"9,349","9,349","9,349",-,-,-,-,-,-,-,-
"Oakland, CA",6,"252,645","252,645","251,336","1,309",-,"245,563","245,563","244,254","1,309",-,"7,082","7,082","7,082",-,-,-,-,-,-,-,-
"Oklahoma City, OK",6,"194,878","194,878","185,747","9,131",-,"175,712","175,712","166,834","8,878",-,"19,166","19,166","18,913",253,-,-,-,-,-,-,-
"Omaha, NE",12,"137,452","129,190","125,343","3,847","8,262","130,285","125,631","121,799","3,832","4,654","3,559","3,559","3,544",15,-,"3,608",-,-,-,-,"3,608"
"Philadelphia, PA",6,"1,311,103","1,311,103","1,308,919","2,184",-,"622,127","622,127","619,943","2,184",-,"321,478","321,478","321,478",-,-,"367,498","367,498","367,498",-,-,-
"Phoenix, AZ",6,"485,063","474,314","465,243","9,071","10,749","432,806","432,806","424,170","8,636",-,"41,508","41,508","41,073",435,-,"10,749",-,-,-,-,"10,749"
"Pittsburgh, PA",12,"83,169","83,169","83,169",-,-,"78,525","78,525","78,525",-,-,"4,644","4,644","4,644",-,-,-,-,-,-,-,-
"Portland, OR",6,"205,420","205,420","191,947","13,473",-,"194,568","194,568","181,095","13,473",-,"10,852","10,852","10,852",-,-,-,-,-,-,-,-
"Raleigh, NC",6,"132,304","132,304","101,626","30,678",-,"129,426","129,426","98,748","30,678",-,"2,878","2,878","2,878",-,-,-,-,-,-,-,-
"Riverside, CA",6,"100,637","100,137","96,957","3,180",500,"96,846","96,346","93,166","3,180",500,"3,791","3,791","3,791",-,-,-,-,-,-,-,-
"Sacramento, CA",6,"152,712","152,712","149,849","2,863",-,"148,765","148,765","145,902","2,863",-,"3,947","3,947","3,947",-,-,-,-,-,-,-,-
"San Antonio, TX",9,"360,127","360,127","359,965",162,-,"340,425","340,425","340,315",110,-,"19,702","19,702","19,650",52,-,-,-,-,-,-,-
"San Diego, CA",6,"365,905","365,905","363,126","2,779",-,"320,331","320,331","317,552","2,779",-,"45,574","45,574","45,574",-,-,-,-,-,-,-,-
"San Francisco, CA",6,"674,092","674,092","670,033","4,059",-,"393,430","393,430","390,395","3,035",-,"81,753","81,753","81,281",472,-,"198,909","198,909","198,357",552,552,-
"San Jose, CA",6,"226,352","226,352","213,288","13,064",-,"226,352","226,352","213,288","13,064",-,-,-,-,-,-,-,-,-,-,-,-
"Santa Ana, CA",6,"117,134","117,134","112,695","4,439",-,"115,060","115,060","110,621","4,439",-,"2,074","2,074","2,074",-,-,-,-,-,-,-,-
"Seattle, WA",12,"256,854","235,594","217,571","18,023","21,260","208,041","206,617","188,602","18,015","1,424","31,808","28,977","28,969",8,"2,831","17,005",-,-,-,-,"17,005"
"St. Louis, MO",6,"276,534","276,534","276,534",-,-,"179,129","179,129","179,129",-,-,"44,904","44,904","44,904",-,-,"52,501","52,501","52,501",-,-,-
"Tampa, FL",9,"149,829","149,829","147,953","1,876",-,"145,387","145,387","143,511","1,876",-,"4,442","4,442","4,442",-,-,-,-,-,-,-,-
"Toledo, OH",12,"101,383","88,602","88,599",3,"12,781","78,206","78,206","78,206",-,-,"10,396","10,396","10,393",3,-,"12,781",-,-,-,-,"12,781"
"Tucson, AZ",6,"128,808","128,808","128,808",-,-,"117,033","117,033","117,033",-,-,"11,775","11,775","11,775",-,-,-,-,-,-,-,-
"Tulsa, OK",6,"107,081","107,081","103,463","3,618",-,"101,847","101,847","98,229","3,618",-,"5,234","5,234","5,234",-,-,-,-,-,-,-,-
"Virginia Beach, VA",6,"158,354","158,354","158,354",-,-,"94,260","94,260","94,260",-,-,"17,002","17,002","17,002",-,-,"47,092","47,092","47,092",-,-,-
"Washington, DC",9,"834,097","834,097","809,820","24,277",-,"584,667","584,667","568,811","15,856",-,"107,058","107,058","105,771","1,287",-,"142,372","142,372","135,238","7,134","5,246",-
"Wichita, KS",12,"86,260","86,260","86,260",-,-,"77,821","77,821","77,821",-,-,"8,439","8,439","8,439",-,-,-,-,-,-,-,-
"Note: Fiscal years ended in months between July 2014 and June 2015, except for Washington, DC, whose fiscal year ended on September 30, 2015.",,,,,,,,,,,,,,,,,,,,,,
