"Jefferson, AL",9,"91,476","91,476","91,476",-,-,"33,368","33,368","33,368",-,-,"26,238","26,238","26,238",-,-,"31,870","31,870","31,870",-,-,-
"Jefferson, CO",12,"116,535","116,535","115,219","1,316",-,"47,829","47,829","46,669","1,160",-,"21,915","21,915","21,765",150,-,"46,791","46,791","46,785",6,-,-
"Johnson, KS",12,"125,292","125,292","125,292",-,-,"79,115","79,115","79,115",-,-,"19,958","19,958","19,958",-,-,"26,219","26,219","26,219",-,-,-
"Kane, IL",11,"59,138","59,138","56,390","2,748",-,"16,869","16,869","14,121","2,748",-,"22,501","22,501","22,501",-,-,"19,768","19,768","19,768",-,-,-
"Kent, MI",12,"94,206","94,206","94,051",155,-,"28,579","28,579","28,579",-,-,"31,547","31,547","31,392",155,-,"34,080","34,080","34,080",-,-,-
"Kern, CA",6,"379,285","362,418","352,155","10,263","16,867","116,911","116,911","107,220","9,691",-,"105,598","88,731","88,487",244,"16,867","156,776","156,776","156,448",328,-,-
"King, WA",12,"534,815","534,815","531,562","3,253",-,"154,413","154,413","152,869","1,544",-,"218,271","218,271","217,471",800,-,"162,131","162,131","161,222",909,817,-
"Lake, IL",11,"115,580","115,580","115,580",-,-,"41,690","41,690","41,690",-,-,"44,450","44,450","44,450",-,-,"29,440","29,440","29,440",-,-,-
"Lake, IN",12,"71,686","71,686","67,793","3,893",-,"15,155","15,155","14,606",549,-,"28,808","28,808","28,649",159,-,"27,723","27,723","24,538","3,185","2,926",-
"Lancaster, PA",12,"103,042","103,042","94,217","8,825",-,"20,152","20,152","11,663","8,489",-,"34,255","34,255","34,105",150,-,"48,635","48,635","48,449",186,-,-
"Lee, FL",9,"185,323","185,323","182,544","2,779",-,"101,506","101,506","99,318","2,188",-,"30,156","30,156","29,716",440,-,"53,661","53,661","53,510",151,-,-
"Los Angeles, CA",6,"4,496,154","4,250,272","4,152,784","97,488","245,882","1,898,875","1,898,875","1,856,102","42,773",-,"1,161,318","915,436","913,541","1,895","245,882","1,435,961","1,435,961","1,383,141","52,820","46,201",-
"Macomb, MI",12,"121,344","121,344","114,854","6,490",-,"45,025","45,025","44,449",576,-,"41,303","41,303","41,252",51,-,"35,016","35,016","29,153","5,863","5,844",-
"Maricopa, AZ",6,"1,001,602","1,001,294","981,995","19,299",308,"163,848","163,540","159,023","4,517",308,"376,846","376,846","371,768","5,078",-,"460,908","460,908","451,204","9,704",244,-
"Mecklenburg, NC",6,"257,871","244,007","242,410","1,597","13,864","127,287","113,423","112,769",654,"13,864","10,873","10,873","10,643",230,-,"119,711","119,711","118,998",713,713,-
"Middlesex, NJ",12,"77,328","77,328","77,328",-,-,"20,410","20,410","20,410",-,-,"19,350","19,350","19,350",-,-,"37,568","37,568","37,568",-,-,-
"Milwaukee, WI",12,"251,703","251,703","250,538","1,165",-,"49,461","49,461","49,461",-,-,"66,220","66,220","66,220",-,-,"136,022","136,022","134,857","1,165","1,165",-
"Monmouth, NJ",12,"90,175","90,175","90,175",-,-,"22,746","22,746","22,746",-,-,"24,993","24,993","24,993",-,-,"42,436","42,436","42,436",-,-,-
"Monroe, NY",12,"205,124","205,124","203,744","1,380",-,"69,857","69,857","68,514","1,343",-,"34,865","34,865","34,856",9,-,"100,402","100,402","100,374",28,-,-
"Montgomery, MD",6,"414,640","414,640","414,640",-,-,"287,798","287,798","287,798",-,-,"55,722","55,722","55,722",-,-,"71,120","71,120","71,120",-,-,-
"Montgomery, OH",12,"131,911","130,245","129,080","1,165","1,666","30,367","29,886","29,886",-,481,"66,877","65,692","65,662",30,"1,185","34,667","34,667","33,532","1,135","1,135",-
"Montgomery, PA",12,"123,143","123,143","122,924",219,-,"3,518","3,518","3,518",-,-,"62,363","62,363","62,363",-,-,"57,262","57,262","57,043",219,219,-
"Multnomah, OR",6,"203,571","203,571","200,876","2,695",-,"30,893","30,893","29,850","1,043",-,"29,190","29,190","27,560","1,630",-,"143,488","143,488","143,466",22,-,-
"Nassau, NY",12,"1,128,117","1,122,705","1,111,941","10,764","5,412","832,972","832,972","822,377","10,595",-,"78,630","78,630","78,542",88,-,"216,515","211,103","211,022",81,29,"5,412"
"New Castle, DE",6,"94,795","94,795","88,923","5,872",-,"85,396","85,396","79,524","5,872",-,"9,399","9,399","9,399",-,-,-,-,-,-,-,-
"Norfolk, MA",12,406,406,406,-,-,-,-,-,-,-,406,406,406,-,-,-,-,-,-,-,-
"Oakland, MI",9,"202,074","198,608","196,843","1,765","3,466","50,440","50,440","49,609",831,-,"76,965","73,499","73,288",211,"3,466","74,669","74,669","73,946",723,-,-
"Ocean, NJ",12,"69,957","69,957","68,486","1,471",-,"20,480","20,480","20,471",9,-,"17,846","17,846","17,846",-,-,"31,631","31,631","30,169","1,462","1,462",-
"Oklahoma, OK",6,"29,826","29,826","27,895","1,931",-,"11,655","11,655","11,269",386,-,"8,540","8,540","8,477",63,-,"9,631","9,631","8,149","1,482",-,-
"Orange, CA",6,"813,341","754,221","739,871","14,350","59,120","234,168","234,168","229,511","4,657",-,"264,449","205,329","202,449","2,880","59,120","314,724","314,724","307,911","6,813",-,-
"Orange, FL",9,"394,729","394,729","378,253","16,476",-,"197,394","197,394","186,947","10,447",-,"48,005","48,005","46,955","1,050",-,"149,330","149,330","144,351","4,979",-,-
"Palm Beach, FL",9,"548,661","548,661","523,939","24,722",-,"358,018","358,018","333,796","24,222",-,"50,887","50,887","50,502",385,-,"139,756","139,756","139,641",115,-,-
"Passaic, NJ",12,"96,685","96,685","95,443","1,242",-,"13,036","13,036","11,794","1,242",-,"20,841","20,841","20,841",-,-,"62,808","62,808","62,808",-,-,-
"Pierce, WA",12,"209,945","209,945","207,039","2,906",-,"65,776","65,776","62,934","2,842",-,"76,781","76,781","76,744",37,-,"67,388","67,388","67,361",27,-,-
"Pima, AZ",6,"281,876","281,876","281,876",-,-,"102,971","102,971","102,971",-,-,"126,801","126,801","126,801",-,-,"52,104","52,104","52,104",-,-,-
"Pinellas, FL",9,"285,398","285,398","277,657","7,741",-,"138,978","138,978","136,363","2,615",-,"44,267","44,267","43,742",525,-,"102,153","102,153","97,552","4,601",-,-
"Polk, FL",9,"167,997","167,997","160,504","7,493",-,"94,079","94,079","88,232","5,847",-,"22,797","22,797","21,988",809,-,"51,121","51,121","50,284",837,-,-
"Prince Georges, MD",6,"445,323","445,323","445,313",10,-,"331,537","331,537","331,527",10,-,"35,125","35,125","35,125",-,-,"78,661","78,661","78,661",-,-,-
"Riverside, CA",6,"938,712","913,746","875,790","37,956","24,966","399,452","399,452","397,301","2,151",-,"228,273","203,307","178,488","24,819","24,966","310,987","310,987","300,001","10,986",-,-
"Sacramento, CA",6,"593,029","570,466","566,245","4,221","22,563","171,788","171,788","171,788",-,-,"173,445","150,882","148,031","2,851","22,563","247,796","247,796","246,426","1,370",-,-
"Salt Lake, UT",12,"186,338","186,338","176,232","10,106",-,"44,886","44,886","44,576",310,-,"63,223","63,223","53,995","9,228",-,"78,229","78,229","77,661",568,-,-
"San Bernardino, CA",6,"691,707","668,153","655,974","12,179","23,554","289,084","289,084","281,709","7,375",-,"132,048","108,494","106,822","1,672","23,554","270,575","270,575","267,443","3,132",-,-
"San Diego, CA",6,"1,074,166","1,014,947","925,690","89,257","59,219","304,048","304,048","294,613","9,435",-,"390,703","331,484","251,749","79,735","59,219","379,415","379,415","379,328",87,-,-
"San Joaquin, CA",6,"265,583","256,348","255,097","1,251","9,235","72,852","72,852","72,396",456,-,"84,867","75,632","75,041",591,"9,235","107,864","107,864","107,660",204,-,-
"San Mateo, CA",6,"335,006","319,538","317,313","2,225","15,468","114,457","114,457","113,244","1,213",-,"95,249","79,781","79,752",29,"15,468","125,300","125,300","124,317",983,-,-
"Santa Clara, CA",6,"726,473","686,822","685,539","1,283","39,651","138,429","138,429","138,057",372,-,"226,236","186,585","186,151",434,"39,651","361,808","361,808","361,331",477,-,-
"Shelby, TN",6,"311,341","311,341","300,249","11,092",-,"160,692","160,692","150,825","9,867",-,"91,020","91,020","90,679",341,-,"59,629","59,629","58,745",884,-,-
"Snohomish, WA",12,"159,703","159,703","152,694","7,009",-,"47,311","47,311","46,900",411,-,"57,152","57,152","50,636","6,516",-,"55,240","55,240","55,158",82,-,-
"St. Louis, MO",12,"160,363","160,363","158,177","2,186",-,"103,680","103,680","101,661","2,019",-,"32,684","32,684","32,517",167,-,"23,999","23,999","23,999",-,-,-
"Stanislaus, CA",6,"171,390","166,578","164,224","2,354","4,812","49,090","49,090","47,644","1,446",-,"57,554","52,742","52,217",525,"4,812","64,746","64,746","64,363",383,-,-
"Suffolk, NY",12,"699,419","699,419","682,692","16,727",-,"485,339","485,339","468,914","16,425",-,"69,968","69,968","69,838",130,-,"144,112","144,112","143,940",172,-,-
"Summit, OH",12,"107,440","107,440","107,440",-,-,"20,025","20,025","20,025",-,-,"32,744","32,744","32,744",-,-,"54,671","54,671","54,671",-,-,-
"Tarrant, TX",9,"311,776","311,776","296,551","15,225",-,"62,814","62,814","61,467","1,347",-,"142,860","142,860","129,692","13,168",-,"106,102","106,102","105,392",710,543,-
"Travis, TX",9,"349,932","349,932","349,630",302,-,"71,083","71,083","71,032",51,-,"104,172","104,172","103,923",249,-,"174,677","174,677","174,675",2,-,-
"Tulsa, OK",6,"77,152","77,152","76,252",900,-,"14,239","14,239","13,582",657,-,"14,748","14,748","14,721",27,-,"48,165","48,165","47,949",216,-,-
"Union, NJ",12,"92,730","92,730","91,638","1,092",-,"26,553","26,553","25,704",849,-,"22,741","22,741","22,522",219,-,"43,436","43,436","43,412",24,-,-
"Utah, UT",12,"42,928","42,928","42,824",104,-,"10,551","10,551","10,472",79,-,"11,452","11,452","11,435",17,-,"20,925","20,925","20,917",8,-,-
"Ventura, CA",6,"439,651","426,893","424,539","2,354","12,758","159,158","159,158","157,322","1,836",-,"113,016","100,258","100,174",84,"12,758","167,477","167,477","167,043",434,-,-
"Wake, NC",6,"97,689","97,024","90,697","6,327",665,"51,474","51,174","48,835","2,339",300,"5,633","5,633","2,261","3,372",-,"40,582","40,217","39,601",616,591,365
"Washington, OR",6,"129,091","129,091","128,351",740,-,"69,107","69,107","68,398",709,-,"11,338","11,338","11,338",-,-,"48,646","48,646","48,615",31,-,-
"Wayne, MI",9,"561,408","556,412","554,005","2,407","4,996","33,946","29,697","29,653",44,"4,249","291,486","290,739","289,385","1,354",747,"235,976","235,976","234,967","1,009",525,-
"Westchester, NY",12,"254,630","254,630","254,028",602,-,"34,550","34,550","34,426",124,-,"68,575","68,575","68,415",160,-,"151,505","151,505","151,187",318,-,-
"Will, IL",11,"141,468","141,468","137,732","3,736",-,"56,914","56,914","53,248","3,666",-,"45,930","45,930","45,930",-,-,"38,624","38,624","38,554",70,-,-
Note: Fiscal years ended in months between July 2014 and June 2015.,,,,,,,,,,,,,,,,,,,,,,
