"Illinois",1397068,1317604,1222942,94662,79464,294643,262498,238320,24178,32145,229325,220818,219194,1624,8507,873100,834288,765428,68860,56524,38812,"Illinois"
"Indiana",599788,568746,542127,26619,31042,145747,142188,131277,10911,3559,76503,76503,75514,989,0,377538,350055,335336,14719,5897,27483,"Indiana"
"Iowa",384083,338400,331775,6625,45683,60942,60942,57722,3220,0,138999,136087,134717,1370,2912,184142,141371,139336,2035,198,42771,"Iowa"
,,,,,,,,,,,,,,,,,,,,,,
"Kansas",337230,315766,301083,14683,21464,40085,40085,34050,6035,0,101702,98168,96687,1481,3534,195443,177513,170346,7167,4500,17930,"Kansas"
"Kentucky",516471,473252,449104,24148,43219,115441,103039,94999,8040,12402,175379,159745,156367,3378,15634,225651,210468,197738,12730,9304,15183,"Kentucky"
"Louisiana",655553,549755,525777,23978,105798,166195,133436,118435,15001,32759,104990,104990,102952,2038,0,384368,311329,304390,6939,1895,73039,"Louisiana"
"Maine",136104,135245,126315,8930,859,34058,33596,29532,4064,462,38044,37647,37139,508,397,64002,64002,59644,4358,4041,0,"Maine"
"Maryland",1256651,1181652,1074857,106795,74999,274073,206432,160773,45659,67641,239084,238908,228977,9931,176,743494,736312,685107,51205,44555,7182,"Maryland"
,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts",1519040,1202365,1092701,109664,316675,287109,251321,220955,30366,35788,502842,467868,418306,49562,34974,729089,483176,453440,29736,19292,245913,"Massachusetts"
"Michigan",1727964,1628611,1547317,81294,99353,229261,215887,210385,5502,13374,258000,201185,194355,6830,56815,1240703,1211539,1142577,68962,60099,29164,"Michigan"
"Minnesota",537582,482206,464223,17983,55376,88538,85759,79224,6535,2779,146789,141293,139353,1940,5496,302255,255154,245646,9508,6445,47101,"Minnesota"
"Mississippi",324069,299187,238798,60389,24882,52324,50719,47171,3548,1605,41273,41273,37411,3862,0,230472,207195,154216,52979,50116,23277,"Mississippi"
"Missouri",585168,535647,502324,33323,49521,130094,105367,88948,16419,24727,143035,118241,116553,1688,24794,312039,312039,296823,15216,340,0,"Missouri"
,,,,,,,,,,,,,,,,,,,,,,
"Montana",123884,110350,100593,9757,13534,30181,21887,20050,1837,8294,27471,22231,21180,1051,5240,66232,66232,59363,6869,6092,0,"Montana"
"Nebraska",169034,161906,154915,6991,7128,42758,35690,32076,3614,7068,32638,32638,32235,403,0,93638,93578,90604,2974,1646,60,"Nebraska"
"Nevada",217238,215585,201895,13690,1653,39218,39141,34765,4376,77,27302,26623,26041,582,679,150718,149821,141089,8732,5562,897,"Nevada"
"New Hampshire",152422,149084,142290,6794,3338,26748,26007,24036,1971,741,63955,61694,60389,1305,2261,61719,61383,57865,3518,982,336,"New Hampshire"
"New Jersey",1589469,1447880,1418608,29272,141589,258512,239359,228684,10675,19153,456204,437360,428652,8708,18844,874753,771161,761272,9889,4097,103592,"New Jersey"
,,,,,,,,,,,,,,,,,,,,,,
"New Mexico",336891,335457,313034,22423,1434,56490,56149,51276,4873,341,105664,105664,101668,3996,0,174737,173644,160090,13554,11809,1093,"New Mexico"
"New York",4059728,3625871,3203698,422173,433857,353244,340203,320274,19929,13041,1329129,1178682,1086399,92283,150447,2377355,2106986,1797025,309961,287752,270369,"New York"
"North Carolina",1405421,1385760,1231557,154203,19661,194927,194927,156362,38565,0,337262,333966,320591,13375,3296,873232,856867,754604,102263,81760,16365,"North Carolina"
"North Dakota",45244,43316,42487,829,1928,6380,6380,6296,84,0,21804,20397,20135,262,1407,17060,16539,16056,483,315,521,"North Dakota"
"Ohio",1512172,1388992,1224672,164320,123180,191677,182455,163014,19441,9222,176387,152749,145067,7682,23638,1144108,1053788,916591,137197,117334,90320,"Ohio"
,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",460856,432561,400651,31910,28295,51211,51208,45468,5740,3,113537,98774,97449,1325,14763,296108,282579,257734,24845,4940,13529,"Oklahoma"
"Oregon",571167,517763,463932,53831,53404,120392,102363,95301,7062,18029,159613,159613,158635,978,0,291162,255787,209996,45791,45054,35375,"Oregon"
"Pennsylvania",2025319,1847518,1730066,117452,177801,624793,618259,600009,18250,6534,323591,237983,236542,1441,85608,1076935,991276,893515,97761,87035,85659,"Pennsylvania"
"Rhode Island",227234,226336,220917,5419,898,29724,28826,28597,229,898,81286,81286,79250,2036,0,116224,116224,113070,3154,3036,0,"Rhode Island"
"South Carolina",584523,566578,513234,53344,17945,140200,132763,121736,11027,7437,52957,42449,41701,748,10508,391366,391366,349797,41569,35048,0,"South Carolina"
,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",87021,86044,78586,7458,977,19902,19846,14370,5476,56,23151,22433,21387,1046,718,43968,43765,42829,936,381,203,"South Dakota"
"Tennessee",661395,555416,540477,14939,105979,87332,82000,76051,5949,5332,129535,120618,117920,2698,8917,444528,352798,346506,6292,3902,91730,"Tennessee"
"Texas",2962716,2709953,2488854,221099,252763,291539,290072,243786,46286,1467,319763,306605,298442,8163,13158,2351414,2113276,1946626,166650,129083,238138,"Texas"
"Utah",316772,315481,281953,33528,1291,43574,43574,39695,3879,0,115591,114300,87587,26713,1291,157607,157607,154671,2936,1899,0,"Utah"
"Vermont",106147,105910,103446,2464,237,34062,33825,32102,1723,237,28998,28998,28686,312,0,43087,43087,42658,429,0,0,"Vermont"
,,,,,,,,,,,,,,,,,,,,,,
"Virginia",1383575,961528,911059,50469,422047,312921,159314,147558,11756,153607,261743,175808,171555,4253,85935,808911,626406,591946,34460,17204,182505,"Virginia"
"Washington",727822,674734,600834,73900,53088,171840,119399,104927,14472,52441,58852,58205,56495,1710,647,497130,497130,439412,57718,37581,0,"Washington"
"West Virginia",184547,183713,173587,10126,834,39241,39241,32082,7159,0,63233,63233,61920,1313,0,82073,81239,79585,1654,0,834,"West Virginia"
"Wisconsin",763116,653916,595849,58067,109200,61004,59449,56722,2727,1555,188821,169308,165475,3833,19513,513291,425159,373652,51507,38395,88132,"Wisconsin"
"Wyoming",68685,65503,60562,4941,3182,11984,9943,8404,1539,2041,24853,24256,22911,1345,597,31848,31304,29247,2057,1788,544,"Wyoming"
,,,,,,,,,,,,,,,,,,,,,,
"This table has been revised since it was initially posted.",,,,,,,,,,,,,,,,,,,,,,
