"Pennsylvania",12056,353.29,4259304.00,143.90,1734859.00,69.74,840756.00,139.66,1683689.00,58.3,703330.0,26.1,315040.0,20.6,248310.0,12.7,153350.0,19.5,234940.0
"Rhode Island",990,373.20,369466.00,165.76,164101.00,90.04,89141.00,117.40,116224.00,58.6,58050.0,29.1,28790.0,22.8,22540.0,12.8,12710.0,16.7,16550.0
,,,0.00,,0.00,,0.00,,0.00,,0.0,,0.0,,0.0,,0.0,,0.0
"South Carolina",3699,293.46,1085504.00,121.12,448031.00,40.27,148972.00,132.06,488501.00,65.1,240740.0,29.1,107610.0,21.6,79930.0,8.8,32370.0,27.2,100760.0
"South Dakota",732,251.94,184418.00,109.57,80207.00,61.73,45185.00,80.64,59026.00,45.8,33530.0,21.8,15930.0,16.5,12100.0,10.4,7620.0,13.6,9980.0
"Tennessee",5320,282.07,1500591.00,123.98,659599.00,58.11,309157.00,99.97,531835.00,56.3,299760.0,25.5,135540.0,19.5,103620.0,9.6,50900.0,21.3,113320.0
"Texas",19128,354.60,6782792.00,134.96,2581529.00,52.99,1013587.00,166.65,3187676.00,73.9,1413600.0,29.7,567890.0,21.9,419750.0,10.8,206700.0,33.4,639010.0
"Utah",2000,324.28,648551.00,132.27,264535.00,81.91,163819.00,110.10,220197.00,49.4,98720.0,23.4,46740.0,15.9,31700.0,10.0,20020.0,16.0,31960.0
,,,0.00,,0.00,,0.00,,0.00,,0.0,,0.0,,0.0,,0.0,,0.0
"Vermont",589,239.58,141112.00,114.48,67431.00,51.87,30550.00,73.23,43131.00,46.5,27360.0,21.7,12760.0,15.3,9010.0,10.1,5920.0,14.7,8680.0
"Virginia",6675,338.02,2256253.00,136.40,910445.00,52.23,348614.00,149.39,997194.00,61.8,412550.0,25.0,167050.0,19.2,128150.0,8.4,56240.0,28.4,189260.0
"Washington",5533,362.51,2005775.00,145.70,806145.00,79.34,438991.00,137.47,760639.00,54.1,299060.0,22.4,124080.0,16.0,88720.0,11.9,65580.0,19.8,109400.0
"West Virginia",1826,178.99,326833.00,72.71,132766.00,49.49,90365.00,56.79,103702.00,33.9,61870.0,17.7,32390.0,13.9,25450.0,9.6,17440.0,6.6,12040.0
"Wisconsin",5160,366.21,1889624.00,169.28,873491.00,73.03,376823.00,123.90,639310.00,54.8,282560.0,27.5,142010.0,21.5,110970.0,10.0,51680.0,17.2,88870.0
"Wyoming",481,356.24,171353.00,161.40,77631.00,86.08,41405.00,108.77,52317.00,66.5,31990.0,34.0,16330.0,23.0,11040.0,15.8,7590.0,16.8,8070.0
,,,,,,,,,,,,,,,,,,,
"Note:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,
"Population figures are from the Bureau of the Census, Current Population Reports, Series P-25, No. 1045, July 1996.",,,,,,,,,,,,,,,,,,,
"The October 1995 employment and payrolls data were used for both ",,,,,,,,,,,,,,,,,,,
"1995 and 1996 Justice Expenditure and Employment Extracts.",,,,,,,,,,,,,,,,,,,
