"State",51371,4320,4241,4269,8.3,0,0,0,0.0,2180,2122,2138,50.1,2140,2119,2131,49.9,"State"
"Local, total",14087,4021,3793,3849,27.3,3449,3243,3291,85.5,572,550,558,14.5,0,0,0,0.0,"Local, total"
"Counties",4800,1335,1251,1273,26.5,1103,1023,1044,82.0,232,228,229,18.0,0,0,0,0.0,"Counties"
"Municipalities",9719,2686,2542,2576,26.5,2346,2220,2247,87.2,340,322,329,12.8,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Idaho",67090,7756,6748,7165,10.7,3627,3203,3333,46.5,1646,1355,1491,20.8,2483,2190,2341,32.7,"Idaho"
"State",20870,2442,2317,2410,11.5,434,434,434,18.0,435,414,430,17.8,1573,1469,1546,64.1,"State"
"Local, total",46220,5314,4431,4755,10.3,3193,2769,2899,61.0,1211,941,1061,22.3,910,721,795,16.7,"Local, total"
"Counties",11339,3724,3017,3306,29.2,1718,1435,1535,46.4,1096,861,976,29.5,910,721,795,24.0,"Counties"
"Municipalities",6148,1590,1414,1449,23.6,1475,1334,1364,94.1,115,80,85,5.9,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Illinois",584754,85595,78327,81006,13.9,47647,41363,43461,53.7,16082,15323,15788,19.5,21866,21641,21757,26.9,"Illinois"
"State",140538,20368,20184,20274,14.4,3736,3729,3733,18.4,2992,2840,2920,14.4,13640,13615,13621,67.2,"State"
"Local, total",444216,65227,58143,60732,13.7,43911,37634,39728,65.4,13090,12483,12868,21.2,8226,8026,8136,13.4,"Local, total"
"Counties",76872,26276,25022,25729,33.5,5714,5185,5458,21.2,12342,11817,12141,47.2,8220,8020,8130,31.6,"Counties"
"Municipalities",114342,38951,33121,35003,30.6,38197,32449,34270,97.9,748,666,727,2.1,6,6,6,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Indiana",305747,32526,28823,30419,9.9,15827,13725,14439,47.5,6242,5338,5860,19.3,10457,9760,10120,33.3,"Indiana"
"State",88559,9314,9130,9270,10.5,1976,1971,1973,21.3,1057,896,1024,11.0,6281,6263,6273,67.7,"State"
"Local, total",217188,23212,19693,21149,9.7,13851,11754,12466,58.9,5185,4442,4836,22.9,4176,3497,3847,18.2,"Local, total"
"Counties",46432,10890,9332,10110,21.8,3444,3039,3188,31.5,3710,3219,3505,34.7,3736,3074,3417,33.8,"Counties"
"Municipalities",45740,12322,10361,11039,24.1,10407,8715,9278,84.0,1475,1223,1331,12.1,440,423,430,3.9,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Iowa",169403,13828,12122,12866,7.6,7238,6355,6629,51.5,3177,2722,3003,23.3,3413,3045,3234,25.1,"Iowa"
"State",53280,5606,5206,5479,10.3,934,911,918,16.8,2321,2031,2235,40.8,2351,2264,2326,42.5,"State"
"Local, total",116123,8222,6916,7387,6.4,6304,5444,5711,77.3,856,691,768,10.4,1062,781,908,12.3,"Local, total"
"Counties",20940,3799,3189,3467,16.6,1979,1796,1878,54.2,760,614,683,19.7,1060,779,906,26.1,"Counties"
"Municipalities",22523,4423,3727,3920,17.4,4325,3648,3833,97.8,96,77,85,2.2,2,2,2,0.1,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Kansas",166097,17631,15628,16265,9.8,8138,7276,7553,46.4,3820,3004,3201,19.7,5673,5348,5511,33.9,"Kansas"
"State",47932,6615,6375,6463,13.5,970,954,962,14.9,2043,1842,1912,29.6,3602,3579,3589,55.5,"State"
"Local, total",118165,11016,9253,9802,8.3,7168,6322,6591,67.2,1777,1162,1289,13.2,2071,1769,1922,19.6,"Local, total"
"Counties",23098,5326,4664,4968,21.5,2329,2100,2188,44.0,957,823,887,17.9,2040,1741,1893,38.1,"Counties"
"Municipalities",22193,5690,4589,4834,21.8,4839,4222,4403,91.1,820,339,402,8.3,31,28,29,0.6,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Kentucky",206035,22019,18799,20017,9.7,8224,7370,7709,38.5,5089,4140,4800,24.0,8706,7289,7508,37.5,"Kentucky"
"State",73458,11142,10079,10804,14.7,1719,1684,1711,15.8,3973,3226,3809,35.3,5450,5169,5284,48.9,"State"
"Local, total",132577,10877,8720,9213,6.9,6505,5686,5998,65.1,1116,914,991,10.8,3256,2120,2224,24.1,"Local, total"
"Counties",18663,5886,4330,4604,24.7,1877,1586,1715,37.3,993,842,894,19.4,3016,1902,1995,43.3,"Counties"
"Municipalities",21126,4991,4390,4609,21.8,4628,4100,4283,92.9,123,72,97,2.1,240,218,229,5.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Louisiana",263576,31299,29168,30278,11.5,14218,12889,13410,44.3,6595,6087,6358,21.0,10486,10192,10510,34.7,"Louisiana"
"State",92843,9628,9435,9510,10.2,1085,1076,1080,11.4,1700,1608,1641,17.3,6843,6751,6789,71.4,"State"
"Local, total",170733,21671,19733,20768,12.2,13133,11813,12330,59.4,4895,4479,4717,22.7,3643,3441,3721,17.9,"Local, total"
"Parishes",41696,10288,9647,9911,23.8,4988,4653,4771,48.1,3300,3091,3177,32.1,2000,1903,1963,19.8,"Parishes"
"Municipalities",36307,11383,10086,10857,29.9,8145,7160,7559,69.6,1595,1388,1540,14.2,1643,1538,1758,16.2,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Maine",66441,6061,4869,5321,8.0,3452,2540,2811,52.8,749,645,690,13.0,1860,1684,1820,34.2,"Maine"
"State",21332,2190,2129,2174,10.2,460,460,460,21.2,534,485,508,23.4,1196,1184,1206,55.5,"State"
"Local, total",45109,3871,2740,3147,7.0,2992,2080,2351,74.7,215,160,182,5.8,664,500,614,19.5,"Local, total"
"Counties",2482,1307,982,1164,46.9,446,339,385,33.1,197,143,165,14.2,664,500,614,52.7,"Counties"
"Municipalities",24829,2564,1758,1983,8.0,2546,1741,1966,99.1,18,17,17,0.9,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Maryland",252816,35931,33354,35011,13.8,16367,15069,15728,44.9,6359,5655,6158,17.6,13205,12630,13125,37.5,"Maryland"
"State",80964,16585,15573,16420,20.8,2322,2310,2316,14.1,3604,3118,3508,21.4,10659,10145,10596,64.5,"State"
"Local, total",171852,19346,17781,18591,10.8,14045,12759,13412,72.1,2755,2537,2650,14.3,2546,2485,2529,13.6,"Local, total"
"Counties",139118,12603,11537,12035,8.7,7873,7084,7426,61.7,2184,1968,2080,17.3,2546,2485,2529,21.0,"Counties"
"Municipalities",36353,6743,6244,6556,18.0,6172,5675,5986,91.3,571,569,570,8.7,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Massachusetts",301600,39088,34596,36161,12.0,20982,17210,18298,50.6,6868,6669,6766,18.7,11238,10717,11097,30.7,"Massachusetts"
"State",81762,14503,14271,14397,17.8,1913,1910,1913,13.3,6451,6308,6386,44.4,6139,6053,6098,42.4,"State"
"Local, total",219838,24585,20325,21764,9.9,19069,15300,16385,75.3,417,361,380,1.7,5099,4664,4999,23.0,"Local, total"
"Counties",9875,4152,3713,4046,41.0,45,39,39,1.0,102,102,102,2.5,4005,3572,3905,96.5,"Counties"
"Municipalities",179183,20433,16612,17718,9.9,19024,15261,16346,92.3,315,259,278,1.6,1094,1092,1094,6.2,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Michigan",464454,58178,52772,55027,11.8,25623,21955,23333,42.4,10848,10059,10470,19.0,21707,20758,21224,38.6,"Michigan"
"State",140747,22447,22008,22185,15.8,3103,2936,2993,13.5,2740,2700,2718,12.3,16604,16372,16474,74.3,"State"
"Local, total",323707,35731,30764,32842,10.1,22520,19019,20340,61.9,8108,7359,7752,23.6,5103,4386,4750,14.5,"Local, total"
"Counties",58853,16428,14754,15549,26.4,4812,4353,4531,29.1,6602,6069,6334,40.7,5014,4332,4684,30.1,"Counties"
"Municipalities",74655,19303,16010,17293,23.2,17708,14666,15809,91.4,1506,1290,1418,8.2,89,54,66,0.4,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Minnesota",268609,24061,20844,22193,8.3,10894,9342,9868,44.5,5531,4780,5163,23.3,7636,6722,7162,32.3,"Minnesota"
"State",72674,6013,5776,5934,8.2,862,844,855,14.4,1754,1635,1701,28.7,3397,3297,3378,56.9,"State"
"Local, total",195935,18048,15068,16259,8.3,10032,8498,9013,55.4,3777,3145,3462,21.3,4239,3425,3784,23.3,"Local, total"
"Counties",44828,10817,9022,9846,22.0,3063,2660,2820,28.6,3515,2937,3242,32.9,4239,3425,3784,38.4,"Counties"
"Municipalities",34445,7231,6046,6413,18.6,6969,5838,6193,96.6,262,208,220,3.4,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Mississippi",172368,16462,14161,14801,8.6,8484,7121,7510,50.7,3127,2409,2558,17.3,4851,4631,4733,32.0,"Mississippi"
"State",50208,5097,5063,5071,10.1,963,963,963,19.0,426,408,412,8.1,3708,3692,3696,72.9,"State"
"Local, total",122160,11365,9098,9730,8.0,7521,6158,6547,67.3,2701,2001,2146,22.1,1143,939,1037,10.7,"Local, total"
"Counties",30383,5458,4515,4838,15.9,2313,1948,2068,42.7,2089,1712,1818,37.6,1056,855,952,19.7,"Counties"
"Municipalities",20432,5907,4583,4892,23.9,5208,4210,4479,91.6,612,289,328,6.7,87,84,85,1.7,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Missouri",271522,31177,28583,30443,11.2,17024,15813,16282,53.5,4899,3918,5178,17.0,9254,8852,8983,29.5,"Missouri"
"State",79302,9940,9818,10984,13.9,2227,2189,2207,20.1,1014,1002,2125,19.3,6699,6627,6652,60.6,"State"
"Local, total",192220,21237,18765,19459,10.1,14797,13624,14075,72.3,3885,2916,3053,15.7,2555,2225,2331,12.0,"Local, total"
"Counties",21691,7883,6985,7148,33.0,3757,3473,3500,49.0,2292,1995,2035,28.5,1834,1517,1613,22.6,"Counties"
"Municipalities",46161,13354,11780,12311,26.7,11040,10151,10575,85.9,1593,921,1018,8.3,721,708,718,5.8,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Montana",56316,4636,3863,4150,7.4,2282,2048,2132,51.4,1094,696,847,20.4,1260,1119,1171,28.2,"Montana"
"State",18078,1488,1344,1424,7.9,418,402,410,28.8,225,142,190,13.3,845,800,824,57.9,"State"
"Local, total",38238,3148,2519,2726,7.1,1864,1646,1722,63.2,869,554,657,24.1,415,319,347,12.7,"Local, total"
"Counties",6899,2085,1608,1761,25.5,982,843,894,50.8,709,459,536,30.4,394,306,331,18.8,"Counties"
"Municipalities",4157,1063,911,965,23.2,882,803,828,85.8,160,95,121,12.5,21,13,16,1.7,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Nebraska",105876,8944,8150,8454,8.0,4337,3994,4140,49.0,1760,1512,1588,18.8,2847,2644,2726,32.2,"Nebraska"
"State",29609,3352,3202,3269,11.0,674,668,672,20.6,686,622,647,19.8,1992,1912,1950,59.7,"State"
"Local, total",76267,5592,4948,5185,6.8,3663,3326,3468,66.9,1074,890,941,18.1,855,732,776,15.0,"Local, total"
"Counties",11695,2924,2562,2699,23.1,1107,1012,1056,39.1,962,818,867,32.1,855,732,776,28.8,"Counties"
"Municipalities",13223,2668,2386,2486,18.8,2556,2314,2412,97.0,112,72,74,3.0,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Nevada",73480,12056,11198,11577,15.8,4923,4486,4672,40.4,2894,2597,2724,23.5,4239,4115,4181,36.1,"Nevada"
"State",20609,3958,3879,3925,19.1,602,602,602,15.3,429,423,427,10.9,2927,2854,2896,73.8,"State"
"Local, total",52871,8098,7319,7652,14.5,4321,3884,4070,53.2,2465,2174,2297,30.0,1312,1261,1285,16.8,"Local, total"
"Counties",19526,5894,5305,5547,28.4,2911,2614,2735,49.3,1976,1732,1831,33.0,1007,959,981,17.7,"Counties"
"Municipalities",7775,2204,2014,2105,27.1,1410,1270,1335,63.4,489,442,466,22.1,305,302,304,14.4,"Municipalities"
,,,,,,,,,,,,,,,,,,
"New Hampshire",55268,6567,5088,5556,10.1,3928,2701,3041,54.7,1067,881,972,17.5,1572,1506,1543,27.8,"New Hampshire"
"State",16853,2332,2136,2232,13.2,442,402,419,18.8,831,716,771,34.5,1059,1018,1042,46.7,"State"
"Local, total",38415,4235,2952,3324,8.7,3486,2299,2622,78.9,236,165,201,6.0,513,488,501,15.1,"Local, total"
"Counties",4117,978,774,855,20.8,274,162,195,22.8,198,131,166,19.4,506,481,494,57.8,"Counties"
"Municipalities",14697,3257,2178,2469,16.8,3212,2137,2427,98.3,38,34,35,1.4,7,7,7,0.3,"Municipalities"
,,,,,,,,,,,,,,,,,,
"New Jersey",437174,71861,62641,68745,15.7,36305,28923,32190,46.8,19321,17733,20429,29.7,16235,15985,16126,23.5,"New Jersey"
"State",125006,24255,24038,24127,19.4,3701,3694,3699,15.3,11515,11394,11435,47.4,9039,8950,8993,37.3,"State"
"Local, total",312168,47606,38603,44618,14.3,32604,25229,28491,63.9,7806,6339,8994,20.2,7196,7035,7133,16.0,"Local, total"
"Counties",78848,14438,14039,16293,20.7,3338,3195,3239,19.9,3909,3810,5923,36.4,7191,7034,7131,43.8,"Counties"
"Municipalities",103318,33168,24564,28325,27.4,29266,22034,25252,89.2,3897,2529,3071,10.8,5,1,2,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"New Mexico",110699,12653,12016,12363,11.2,4992,4686,4850,39.2,2371,2186,2283,18.5,5290,5144,5230,42.3,"New Mexico"
"State",42428,6485,6367,6437,15.5,567,567,567,8.8,1984,1889,1938,30.1,3934,3911,3932,61.1,"State"
"Local, total",68271,6168,5649,5926,8.7,4425,4119,4283,72.3,387,297,345,5.8,1356,1233,1298,21.9,"Local, total"
"Counties",9341,2328,2177,2248,24.1,1301,1285,1295,57.6,110,75,88,3.9,917,817,865,38.5,"Counties"
"Municipalities",15018,3840,3472,3678,24.5,3124,2834,2988,81.2,277,222,257,7.0,439,416,433,11.8,"Municipalities"
,,,,,,,,,,,,,,,,,,
"New York",1113591,173467,158086,162789,14.6,83184,74457,77058,47.3,31380,26343,27673,17.0,58903,57286,58058,35.7,"New York"
"State",257495,56531,55131,55842,23.4,5492,5396,5445,9.8,16867,16215,16542,29.6,34172,33520,33855,60.6,"State"
"Local, total",856096,116936,102955,106947,12.5,77692,69061,71613,67.0,14513,10128,11131,10.4,24731,23766,24203,22.6,"Local, total"
"Counties",134920,27199,24285,25386,18.8,12373,10835,11321,44.6,3962,3422,3657,14.4,10864,10028,10408,41.0,"Counties"
"Municipalities",542499,89737,78670,81561,15.0,65319,58226,60292,73.9,10551,6706,7474,9.2,13867,13738,13795,16.9,"Municipalities"
,,,,,,,,,,,,,,,,,,
"North Carolina",395200,42887,41261,41810,10.6,20704,19427,19825,47.4,6119,6013,6062,14.5,16064,15821,15923,38.1,"North Carolina"
"State",114692,21079,21044,21059,18.4,3346,3346,3346,15.9,5349,5343,5346,25.4,12384,12355,12367,58.7,"State"
"Local, total",280508,21808,20217,20751,7.4,17358,16081,16479,79.4,770,670,716,3.5,3680,3466,3556,17.1,"Local, total"
"Counties",230012,10223,9455,9732,4.2,5864,5399,5545,57.0,679,590,631,6.5,3680,3466,3556,36.5,"Counties"
"Municipalities",44905,11585,10762,11019,24.5,11494,10682,10934,99.2,91,80,85,0.8,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"North Dakota",38299,3135,2645,2789,7.3,1432,1291,1336,47.9,926,692,736,26.4,777,662,717,25.7,"North Dakota"
"State",16493,1180,1093,1123,6.8,229,229,229,20.4,413,371,380,33.8,538,493,514,45.8,"State"
"Local, total",21806,1955,1552,1666,7.6,1203,1062,1107,66.4,513,321,356,21.4,239,169,203,12.2,"Local, total"
"Counties",4004,1073,869,946,23.6,477,411,432,45.7,360,291,313,33.1,236,167,201,21.2,"Counties"
"Municipalities",3531,882,683,720,20.4,726,651,675,93.8,153,30,43,6.0,3,2,2,0.3,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Ohio",567185,72974,65116,68049,12.0,33184,27914,29669,43.6,17310,15312,16161,23.7,22480,21890,22219,32.7,"Ohio"
"State",142580,19683,19228,19408,13.6,2458,2442,2451,12.6,2509,2168,2273,11.7,14716,14618,14684,75.7,"State"
"Local, total",424605,53291,45888,48641,11.5,30726,25472,27218,56.0,14801,13144,13888,28.6,7764,7272,7535,15.5,"Local, total"
"Counties",105827,24007,22544,23206,21.9,6114,5725,5889,25.4,10492,9866,10139,43.7,7401,6953,7178,30.9,"Counties"
"Municipalities",93157,29284,23344,25435,27.3,24612,19747,21329,83.9,4309,3278,3749,14.7,363,319,357,1.4,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Oklahoma",196252,22705,21042,21698,11.1,10084,9133,9545,44.0,3599,3190,3279,15.1,9022,8719,8874,40.9,"Oklahoma"
"State",67543,11679,11445,11549,17.2,1685,1656,1664,14.4,2120,2048,2061,17.8,7874,7741,7824,67.7,"State"
"Local, total",128709,11026,9597,10149,7.9,8399,7477,7881,77.7,1479,1142,1218,12.0,1148,978,1050,10.3,"Local, total"
"Counties",17159,3470,2949,3225,18.8,1604,1298,1468,45.5,804,746,784,24.3,1062,905,973,30.2,"Counties"
"Municipalities",30641,7556,6648,6924,22.6,6795,6179,6413,92.6,675,396,434,6.3,86,73,77,1.1,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Oregon",166089,18195,16214,17007,10.2,7946,7106,7398,43.5,4197,3689,3902,22.9,6052,5419,5707,33.6,"Oregon"
"State",52143,6917,6381,6612,12.7,1385,1226,1241,18.8,2552,2377,2498,37.8,2980,2778,2873,43.5,"State"
"Local, total",113946,11278,9833,10395,9.1,6561,5880,6157,59.2,1645,1312,1404,13.5,3072,2641,2834,27.3,"Local, total"
"Counties",21107,6315,5555,5885,27.9,2053,1843,1927,32.7,1200,1079,1131,19.2,3062,2633,2827,48.0,"Counties"
"Municipalities",18209,4963,4278,4510,24.8,4508,4037,4230,93.8,445,233,273,6.1,10,8,7,0.2,"Municipalities"
