"Municipalities",13496,,1485,1308,1366,10.1,,1373,1205,1259,92.2,,75,74,74,5.4,,37,29,33,2.4,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Arizona",225972,,34621,33041,33799,15.0,,13344,12949,13165,39.0,,9428,8600,8977,26.6,,11849,11492,11657,34.5,"Arizona"
"State",61904,,11329,11151,11230,18.1,,1721,1709,1712,15.2,,1409,1316,1359,12.1,,8199,8126,8159,72.7,"State"
"Local, total",164068,,23292,21890,22569,13.8,,11623,11240,11453,50.7,,8019,7284,7618,33.8,,3650,3366,3498,15.5,"Local, total"
"Counties",23759,,11713,10903,11305,47.6,,1711,1671,1688,14.9,,6364,5878,6131,54.2,,3638,3354,3486,30.8,"Counties"
"Municipalities",34893,,11579,10987,11264,32.3,,9912,9569,9765,86.7,,1655,1406,1487,13.2,,12,12,12,0.1,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Arkansas",142802,,14689,13491,13919,9.7,,7271,6826,6958,50.0,,2357,1745,1971,14.2,,5061,4920,4990,35.9,"Arkansas"
"State",49351,,5004,4989,4996,10.1,,1082,1082,1082,21.7,,402,394,396,7.9,,3520,3513,3518,70.4,"State"
"Local, total",93451,,9685,8502,8923,9.5,,6189,5744,5876,65.9,,1955,1351,1575,17.7,,1541,1407,1472,16.5,"Local, total"
"Counties",12720,,4318,3838,4043,31.8,,1618,1509,1550,38.3,,1210,970,1072,26.5,,1490,1359,1421,35.1,"Counties"
"Municipalities",18682,,5367,4664,4880,26.1,,4571,4235,4326,88.6,,745,381,503,10.3,,51,48,51,1.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"California",1544232,,219377,202006,211457,13.7,,98487,89847,93550,44.2,,43011,40186,41881,19.8,,77879,71973,76026,36.0,"California"
"State",335353,,62634,57966,61068,18.2,,12929,11921,12295,20.1,,3233,2949,3087,5.1,,46472,43096,45686,74.8,"State"
"Local, total",1208879,,156743,144040,150389,12.4,,85558,77926,81255,54.0,,39778,37237,38794,25.8,,31407,28877,30340,20.2,"Local, total"
"Counties",297133,,95102,88211,91846,30.9,,28639,26721,27388,29.8,,36397,33954,35459,38.6,,30066,27536,28999,31.6,"Counties"
"Municipalities",220533,,61641,55829,58543,26.5,,56919,51205,53867,92.0,,3381,3283,3335,5.7,,1341,1341,1341,2.3,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Colorado",219758,,26273,24502,25263,11.5,,12210,11680,11879,47.0,,5844,4773,5240,20.7,,8219,8049,8144,32.2,"Colorado"
"State",61476,,9711,8877,9320,15.2,,1339,1293,1319,14.2,,3432,2721,3091,33.2,,4940,4863,4910,52.7,"State"
"Local, total",158282,,16562,15625,15943,10.1,,10871,10387,10560,66.2,,2412,2052,2149,13.5,,3279,3186,3234,20.3,"Local, total"
"Counties",22115,,6342,6053,6175,27.9,,2841,2714,2760,44.7,,1061,986,1018,16.5,,2440,2353,2397,38.8,"Counties"
"Municipalities",40413,,10220,9572,9768,24.2,,8030,7673,7800,79.9,,1351,1066,1131,11.6,,839,833,837,8.6,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Connecticut",164011,,23208,21655,22303,13.6,,10769,9381,9925,44.5,,3845,3733,3809,17.1,,8594,8541,8569,38.4,"Connecticut"
"State",60853,,13898,13712,13837,22.7,,1633,1594,1624,11.7,,3671,3577,3644,26.3,,8594,8541,8569,61.9,"State"
"Local, total",103158,,9310,7943,8466,8.2,,9136,7787,8301,98.1,,174,156,165,1.9,,0,0,0,0.0,"Local, total"
"Municipalities",96218,,9310,7943,8466,8.8,,9136,7787,8301,98.1,,174,156,165,1.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Delaware",40672,,6071,5602,5834,14.3,,2259,1955,2123,36.4,,1582,1545,1559,26.7,,2230,2102,2152,36.9,"Delaware"
"State",22080,,4515,4330,4410,20.0,,855,822,842,19.1,,1430,1406,1416,32.1,,2230,2102,2152,48.8,"State"
"Local, total",18592,,1556,1272,1424,7.7,,1404,1133,1281,90.0,,152,139,143,10.0,,0,0,0,0.0,"Local, total"
"Counties",2058,,581,401,495,24.1,,504,324,418,84.4,,77,77,77,15.6,,0,0,0,0.0,"Counties"
"Municipalities",2648,,975,871,929,35.1,,900,809,863,92.9,,75,62,66,7.1,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"District of Columbia",43705,,7939,7785,7863,18.0,,4335,4217,4276,54.4,,355,344,350,4.5,,3249,3224,3237,41.2,"District of Columbia"
"Local, total",43705,,7939,7785,7863,18.0,,4335,4217,4276,54.4,,355,344,350,4.5,,3249,3224,3237,41.2,"Local, total"
"Municipality",35477,,7939,7785,7863,22.2,,4335,4217,4276,54.4,,355,344,350,4.5,,3249,3224,3237,41.2,"Municipality"
,,,,,,,,,,,,,,,,,,,,,,
"Florida",733291,,146747,122584,125659,17.1,,54733,50305,52294,41.6,,27781,26714,27365,21.8,,64233,45565,46000,36.6,"Florida"
"State",176953,,70233,50951,51791,29.3,,3922,3803,3875,7.5,,15951,15409,15769,30.4,,50360,31739,32147,62.1,"State"
"Local, total",556338,,76514,71633,73868,13.3,,50811,46502,48419,65.5,,11830,11305,11596,15.7,,13873,13826,13853,18.8,"Local, total"
"Counties",131693,,50345,47478,48701,37.0,,25826,23503,24417,50.1,,11339,10842,11124,22.8,,13180,13133,13160,27.0,"Counties"
"Municipalities",92247,,26169,24155,25167,27.3,,24985,22999,24002,95.4,,491,463,472,1.9,,693,693,693,2.8,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Georgia",440402,,57910,53600,55388,12.6,,23354,21535,22199,40.1,,9412,7981,8498,15.3,,25144,24084,24691,44.6,"Georgia"
"State",112373,,21702,20831,21272,18.9,,2138,2088,2117,10.0,,1240,1150,1192,5.6,,18324,17593,17963,84.4,"State"
"Local, total",328029,,36208,32769,34116,10.4,,21216,19447,20082,58.9,,8172,6831,7306,21.4,,6820,6491,6728,19.7,"Local, total"
"Counties",52201,,22361,20173,21169,40.6,,9543,8769,9119,43.1,,6966,5863,6282,29.7,,5852,5541,5768,27.2,"Counties"
"Municipalities",40101,,13847,12596,12947,32.3,,11673,10678,10963,84.7,,1206,968,1024,7.9,,968,950,960,7.4,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Hawaii",67053,,8759,8450,8525,12.7,,3706,3492,3534,41.5,,2777,2707,2728,32.0,,2276,2251,2263,26.5,"Hawaii"
"State",52615,,4476,4398,4425,8.4,,0,0,0,0.0,,2200,2147,2162,48.9,,2276,2251,2263,51.1,"State"
"Local, total",14438,,4283,4052,4100,28.4,,3706,3492,3534,86.2,,577,560,566,13.8,,0,0,0,0.0,"Local, total"
"Counties",4951,,1372,1294,1311,26.5,,1136,1061,1077,82.2,,236,233,234,17.8,,0,0,0,0.0,"Counties"
"Municipalities",9370,,2911,2758,2789,29.8,,2570,2431,2457,88.1,,341,327,332,11.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Idaho",70589,,7262,6605,6849,9.7,,3152,2873,2971,43.4,,1444,1323,1355,19.8,,2666,2409,2523,36.8,"Idaho"
"State",22041,,2534,2396,2476,11.2,,436,408,421,17.0,,440,426,431,17.4,,1658,1562,1624,65.6,"State"
"Local, total",48548,,4728,4209,4373,9.0,,2716,2465,2550,58.3,,1004,897,924,21.1,,1008,847,899,20.6,"Local, total"
"Counties",8552,,3105,2747,2866,33.5,,1226,1103,1147,40.0,,871,797,820,28.6,,1008,847,899,31.4,"Counties"
"Municipalities",5931,,1623,1462,1507,25.4,,1490,1362,1403,93.1,,133,100,104,6.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Illinois",605389,,87964,81060,83278,13.8,,48057,42387,44150,53.0,,16710,15792,16135,19.4,,23197,22881,22993,27.6,"Illinois"
"State",138539,,21911,21732,21814,15.7,,3982,3980,3981,18.2,,3114,2955,3030,13.9,,14815,14797,14803,67.9,"State"
"Local, total",466850,,66053,59328,61464,13.2,,44075,38407,40169,65.4,,13596,12837,13105,21.3,,8382,8084,8190,13.3,"Local, total"
"Counties",56746,,27036,25369,26022,45.9,,5874,5146,5457,21.0,,12822,12175,12412,47.7,,8340,8048,8153,31.3,"Counties"
"Municipalities",103264,,39017,33959,35442,34.3,,38201,33261,34712,97.9,,774,662,693,2.0,,42,36,37,0.1,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Indiana",307766,,33005,29628,30935,10.1,,16023,14215,14784,47.8,,6306,5355,5803,18.8,,10676,10058,10348,33.5,"Indiana"
"State",82850,,9294,9118,9257,11.2,,2034,2033,2034,22.0,,1085,924,1054,11.4,,6175,6161,6169,66.6,"State"
"Local, total",224916,,23711,20510,21678,9.6,,13989,12182,12750,58.8,,5221,4431,4749,21.9,,4501,3897,4179,19.3,"Local, total"
"Counties",43125,,11466,10053,10649,24.7,,3601,3270,3394,31.9,,3744,3251,3452,32.4,,4121,3532,3803,35.7,"Counties"
"Municipalities",44106,,12245,10457,11029,25.0,,10388,8912,9356,84.8,,1477,1180,1297,11.8,,380,365,376,3.4,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Iowa",167735,,14701,12826,13547,8.1,,7504,6483,6750,49.8,,3329,2874,3133,23.1,,3868,3469,3664,27.0,"Iowa"
"State",53032,,6184,5742,6015,11.3,,969,936,944,15.7,,2449,2161,2344,39.0,,2766,2645,2727,45.3,"State"
"Local, total",114703,,8517,7084,7532,6.6,,6535,5547,5806,77.1,,880,713,789,10.5,,1102,824,937,12.4,"Local, total"
"Counties",20341,,3987,3310,3570,17.6,,2115,1843,1921,53.8,,770,643,712,19.9,,1102,824,937,26.2,"Counties"
"Municipalities",21378,,4530,3774,3962,18.5,,4420,3704,3885,98.1,,110,70,77,1.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Kansas",167071,,18970,16589,17254,10.3,,9091,7961,8254,47.8,,4235,3271,3533,20.5,,5644,5357,5467,31.7,"Kansas"
"State",44395,,6654,6362,6491,14.6,,1002,986,992,15.3,,2216,1965,2074,32.0,,3436,3411,3425,52.8,"State"
"Local, total",122676,,12316,10227,10763,8.8,,8089,6975,7262,67.5,,2019,1306,1459,13.6,,2208,1946,2042,19.0,"Local, total"
"Counties",21090,,5889,5045,5295,25.1,,2843,2475,2556,48.3,,1068,843,920,17.4,,1978,1727,1819,34.4,"Counties"
"Municipalities",22021,,6427,5182,5468,24.8,,5246,4500,4706,86.1,,951,463,539,9.9,,230,219,223,4.1,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Kentucky",210999,,22284,19972,21244,10.1,,8918,8172,8577,40.4,,5396,4365,4963,23.4,,7970,7435,7704,36.3,"Kentucky"
"State",72606,,11518,10419,11119,15.3,,1824,1787,1811,16.3,,4208,3401,3946,35.5,,5486,5231,5362,48.2,"State"
"Local, total",138393,,10766,9553,10125,7.3,,7094,6385,6766,66.8,,1188,964,1017,10.0,,2484,2204,2342,23.1,"Local, total"
"Counties",16937,,5379,4657,4976,29.4,,2047,1771,1904,38.3,,1052,886,934,18.8,,2280,2000,2138,43.0,"Counties"
"Municipalities",20911,,5387,4896,5149,24.6,,5047,4614,4862,94.4,,136,78,83,1.6,,204,204,204,4.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Louisiana",271809,,34279,31555,32545,12.0,,15807,14146,14645,45.0,,6778,6142,6374,19.6,,11694,11267,11526,35.4,"Louisiana"
"State",94349,,9703,9507,9584,10.2,,1103,1095,1098,11.5,,1757,1661,1697,17.7,,6843,6751,6789,70.8,"State"
"Local, total",177460,,24576,22048,22961,12.9,,14704,13051,13547,59.0,,5021,4481,4677,20.4,,4851,4516,4737,20.6,"Local, total"
"Parishes",36098,,11548,10440,10808,29.9,,5829,5156,5342,49.4,,3116,2820,2925,27.1,,2603,2464,2541,23.5,"Parishes"
"Municipalities",38756,,13028,11608,12153,31.4,,8875,7895,8205,67.5,,1905,1661,1752,14.4,,2248,2052,2196,18.1,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Maine",67972,,6239,5023,5487,8.1,,3537,2622,2923,53.3,,885,769,821,15.0,,1817,1632,1743,31.8,"Maine"
"State",19982,,2142,2084,2130,10.7,,362,362,362,17.0,,640,593,616,28.9,,1140,1129,1152,54.1,"State"
"Local, total",47990,,4097,2939,3357,7.0,,3175,2260,2561,76.3,,245,176,205,6.1,,677,503,591,17.6,"Local, total"
"Counties",1646,,1425,1111,1258,76.4,,532,448,480,38.2,,216,160,187,14.9,,677,503,591,47.0,"Counties"
"Municipalities",27455,,2672,1828,2099,7.6,,2643,1812,2081,99.1,,29,16,18,0.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Maryland",267949,,38834,35772,37489,14.0,,18150,16683,17255,46.0,,6737,5901,6450,17.2,,13947,13188,13784,36.8,"Maryland"
"State",88627,,17450,16243,17237,19.4,,2372,2349,2364,13.7,,3869,3348,3778,21.9,,11209,10546,11095,64.4,"State"
"Local, total",179322,,21384,19529,20252,11.3,,15778,14334,14891,73.5,,2868,2553,2672,13.2,,2738,2642,2689,13.3,"Local, total"
"Counties",141102,,14100,12743,13215,9.4,,9257,8311,8617,65.2,,2105,1790,1909,14.4,,2738,2642,2689,20.3,"Counties"
"Municipalities",34863,,7284,6786,7037,20.2,,6521,6023,6274,89.2,,763,763,763,10.8,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts",301299,,38993,34987,36551,12.1,,22122,18889,20008,54.7,,7044,6758,6915,18.9,,9827,9340,9628,26.3,"Massachusetts"
"State",84073,,15562,15247,15438,18.4,,2680,2667,2675,17.3,,6697,6469,6611,42.8,,6185,6111,6152,39.8,"State"
"Local, total",217226,,23431,19740,21113,9.7,,19442,16222,17333,82.1,,347,289,304,1.4,,3642,3229,3476,16.5,"Local, total"
"Counties",5414,,3702,3314,3556,65.7,,37,32,32,0.9,,53,53,53,1.5,,3612,3229,3471,97.6,"Counties"
"Municipalities",181393,,19729,16426,17557,9.7,,19405,16190,17301,98.5,,294,236,251,1.4,,30,0,5,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Michigan",471807,,61649,56629,58691,12.4,,26454,23209,24381,41.5,,12122,11304,11689,19.9,,23073,22116,22621,38.5,"Michigan"
"State",135996,,22718,22325,22494,16.5,,3103,2936,2993,13.3,,2038,2006,2017,9.0,,17577,17383,17484,77.7,"State"
"Local, total",335811,,38931,34304,36197,10.8,,23351,20273,21388,59.1,,10084,9298,9672,26.7,,5496,4733,5137,14.2,"Local, total"
"Counties",48722,,18091,16465,17272,35.5,,4777,4420,4575,26.5,,7973,7426,7693,44.5,,5341,4619,5004,29.0,"Counties"
"Municipalities",67160,,20840,17839,18925,28.2,,18574,15853,16813,88.8,,2111,1872,1979,10.5,,155,114,133,0.7,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Minnesota",267583,,26017,22906,24393,9.1,,11748,10289,10904,44.7,,6080,5292,5692,23.3,,8189,7325,7797,32.0,"Minnesota"
"State",69199,,6583,6317,6502,9.4,,869,846,859,13.2,,2098,1987,2058,31.7,,3616,3484,3585,55.1,"State"
"Local, total",198384,,19434,16589,17891,9.0,,10879,9443,10045,56.1,,3982,3305,3634,20.3,,4573,3841,4212,23.5,"Local, total"
"Counties",38577,,11401,9736,10601,27.5,,3213,2818,2994,28.2,,3615,3077,3395,32.0,,4573,3841,4212,39.7,"Counties"
"Municipalities",35920,,8033,6853,7290,20.3,,7666,6625,7051,96.7,,367,228,239,3.3,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Mississippi",176950,,18669,16295,17090,9.7,,9211,7728,8268,48.4,,3543,2811,2988,17.5,,5915,5756,5834,34.1,"Mississippi"
"State",51817,,5542,5514,5526,10.7,,927,927,927,16.8,,473,457,463,8.4,,4142,4130,4136,74.8,"State"
"Local, total",125133,,13127,10781,11564,9.2,,8284,6801,7341,63.5,,3070,2354,2525,21.8,,1773,1626,1698,14.7,"Local, total"
"Counties",33062,,7029,6031,6404,19.4,,2905,2416,2605,40.7,,2450,2082,2196,34.3,,1674,1533,1603,25.0,"Counties"
"Municipalities",21694,,6098,4750,5160,23.8,,5379,4385,4736,91.8,,620,272,329,6.4,,99,93,95,1.8,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Missouri",296633,,39385,35652,36987,12.5,,17892,16469,17065,46.1,,7674,6404,6818,18.4,,13819,12779,13104,35.4,"Missouri"
"State",86633,,16728,15888,16214,18.7,,2406,2353,2380,14.7,,3526,3243,3376,20.8,,10796,10292,10458,64.5,"State"
"Local, total",210000,,22657,19764,20773,9.9,,15486,14116,14685,70.7,,4148,3161,3442,16.6,,3023,2487,2646,12.7,"Local, total"
"Counties",19270,,8433,6940,7415,38.5,,3641,3142,3344,45.1,,2503,2016,2139,28.8,,2289,1782,1932,26.1,"Counties"
"Municipalities",43840,,14224,12824,13358,30.5,,11845,10974,11341,84.9,,1645,1145,1303,9.8,,734,705,714,5.3,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Montana",52539,,5061,4131,4478,8.5,,2401,2128,2207,49.3,,1230,759,938,20.9,,1430,1244,1333,29.8,"Montana"
"State",19264,,1580,1426,1506,7.8,,438,421,429,28.5,,232,162,193,12.8,,910,843,884,58.7,"State"
"Local, total",33275,,3481,2705,2972,8.9,,1963,1707,1778,59.8,,998,597,745,25.1,,520,401,449,15.1,"Local, total"
"Counties",6193,,2270,1702,1899,30.7,,990,838,879,46.3,,788,481,593,31.2,,492,383,427,22.5,"Counties"
"Municipalities",4211,,1211,1003,1073,25.5,,973,869,899,83.8,,210,116,152,14.2,,28,18,22,2.1,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Nebraska",106768,,9378,8570,8964,8.4,,4477,4119,4270,47.6,,1822,1560,1698,18.9,,3079,2891,2996,33.4,"Nebraska"
"State",29176,,3331,3161,3247,11.1,,679,654,667,20.5,,717,635,673,20.7,,1935,1872,1907,58.7,"State"
"Local, total",77592,,6047,5409,5717,7.4,,3798,3465,3603,63.0,,1105,925,1025,17.9,,1144,1019,1089,19.0,"Local, total"
"Counties",10488,,3300,2906,3128,29.8,,1154,1045,1102,35.2,,1002,842,937,30.0,,1144,1019,1089,34.8,"Counties"
"Municipalities",13580,,2747,2503,2589,19.1,,2644,2420,2501,96.6,,103,83,88,3.4,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Nevada",81897,,13610,12679,13094,16.0,,5602,5156,5346,40.8,,3345,2973,3136,23.9,,4663,4550,4612,35.2,"Nevada"
"State",24132,,4268,4180,4231,17.5,,627,626,627,14.8,,518,507,513,12.1,,3123,3047,3091,73.1,"State"
"Local, total",57765,,9342,8499,8863,15.3,,4975,4530,4719,53.2,,2827,2466,2623,29.6,,1540,1503,1521,17.2,"Local, total"
"Counties",17664,,6942,6279,6546,37.1,,3404,3095,3211,49.1,,2332,2006,2144,32.8,,1206,1178,1191,18.2,"Counties"
"Municipalities",8604,,2400,2220,2317,26.9,,1571,1435,1508,65.1,,495,460,479,20.7,,334,325,330,14.2,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire",57133,,6624,5653,6016,10.5,,3734,2931,3215,53.4,,1171,1088,1126,18.7,,1719,1634,1675,27.8,"New Hampshire"
"State",17061,,2533,2418,2473,14.5,,424,406,415,16.8,,926,894,906,36.6,,1183,1118,1152,46.6,"State"
"Local, total",40072,,4091,3235,3543,8.8,,3310,2525,2800,79.0,,245,194,220,6.2,,536,516,523,14.8,"Local, total"
"Counties",3553,,1036,852,936,26.3,,300,180,233,24.9,,200,156,180,19.2,,536,516,523,55.9,"Counties"
"Municipalities",15444,,3055,2383,2607,16.9,,3010,2345,2567,98.5,,45,38,40,1.5,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"New Jersey",431292,,71845,62629,66379,15.4,,35629,28164,31149,46.9,,20353,18780,19431,29.3,,15863,15685,15799,23.8,"New Jersey"
"State",123098,,25424,25233,25353,20.6,,3640,3626,3637,14.3,,12446,12291,12381,48.8,,9338,9316,9335,36.8,"State"
"Local, total",308194,,46421,37396,41026,13.3,,31989,24538,27512,67.1,,7907,6489,7050,17.2,,6525,6369,6464,15.8,"Local, total"
"Counties",59629,,13137,12814,12990,21.8,,2442,2358,2394,18.4,,4173,4089,4134,31.8,,6522,6367,6462,49.7,"Counties"
"Municipalities",92631,,33284,24582,28036,30.3,,29547,22180,25118,89.6,,3734,2400,2916,10.4,,3,2,2,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"New Mexico",113899,,13756,12915,13281,11.7,,5699,5214,5430,40.9,,2778,2519,2610,19.7,,5279,5182,5241,39.5,"New Mexico"
"State",42784,,6710,6564,6650,15.5,,633,633,633,9.5,,2280,2171,2228,33.5,,3797,3760,3789,57.0,"State"
"Local, total",71115,,7046,6351,6631,9.3,,5066,4581,4797,72.3,,498,348,382,5.8,,1482,1422,1452,21.9,"Local, total"
"Counties",8821,,2473,2306,2383,27.0,,1386,1309,1349,56.6,,121,81,92,3.9,,966,916,942,39.5,"Counties"
"Municipalities",16565,,4573,4045,4248,25.6,,3680,3272,3448,81.2,,377,267,290,6.8,,516,506,510,12.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"New York",1148295,,180729,164994,170312,14.8,,86896,77722,80663,47.4,,32168,27583,29044,17.1,,61665,59689,60605,35.6,"New York"
"State",251587,,58850,56752,57741,23.0,,5543,5379,5460,9.5,,17668,16797,17228,29.8,,35639,34576,35053,60.7,"State"
"Local, total",896708,,121879,108242,112571,12.6,,81353,72343,75203,66.8,,14500,10786,11816,10.5,,26026,25113,25552,22.7,"Local, total"
"Counties",117390,,27207,24712,25964,22.1,,12323,11055,11683,45.0,,4174,3690,3931,15.1,,10710,9967,10350,39.9,"Counties"
"Municipalities",516686,,94672,83530,86607,16.8,,69030,61288,63520,73.3,,10326,7096,7885,9.1,,15316,15146,15202,17.6,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",420934,,52563,50229,51159,12.2,,22268,20642,21177,41.4,,6881,6516,6751,13.2,,23414,23071,23231,45.4,"North Carolina"
"State",123329,,28512,28172,28382,23.0,,3316,3288,3311,11.7,,6037,5819,5982,21.1,,19159,19065,19089,67.3,"State"
"Local, total",297605,,24051,22057,22777,7.7,,18952,17354,17866,78.4,,844,697,769,3.4,,4255,4006,4142,18.2,"Local, total"
"Counties",241126,,11176,10343,10714,4.4,,6188,5742,5908,55.1,,733,595,664,6.2,,4255,4006,4142,38.7,"Counties"
"Municipalities",44886,,12875,11714,12063,26.9,,12764,11612,11958,99.1,,111,102,105,0.9,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"North Dakota",36440,,3156,2780,2875,7.9,,1478,1386,1415,49.2,,962,753,791,27.5,,716,641,669,23.3,"North Dakota"
"State",15297,,1130,1052,1076,7.0,,223,222,223,20.7,,444,395,405,37.6,,463,435,448,41.6,"State"
"Local, total",21143,,2026,1728,1799,8.5,,1255,1164,1192,66.3,,518,358,386,21.5,,253,206,221,12.3,"Local, total"
"Counties",3599,,1095,961,1002,27.8,,472,435,446,44.5,,373,322,337,33.6,,250,204,219,21.9,"Counties"
"Municipalities",3446,,931,767,797,23.1,,783,729,746,93.6,,145,36,49,6.1,,3,2,2,0.3,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Ohio",562845,,79382,71527,74292,13.2,,33892,29060,30597,41.2,,20077,17695,18604,25.0,,25413,24772,25091,33.8,"Ohio"
