"Franklin, OH",2165,2162,2165,6049,2795,,349,347,349,1166,3352,,1304,1303,1304,3279,2515,,512,512,512,1604,3132,"Franklin, OH"
"Fresno, CA",2561,2285,2496,8677,3630,,605,560,590,2362,4135,,1065,936,1036,3644,3700,,891,789,870,2672,3188,"Fresno, CA"
"Fulton, GA",2091,1914,2448,6491,3262,,0,0,400,6,0,,1106,1075,1099,3844,3515,,985,839,949,2641,2937,"Fulton, GA"
,,,,,,,,,,,,,,,,,,,,,,,,
"Hamilton, OH",2367,2274,2318,6021,2615,,416,406,411,1337,3274,,801,752,772,2124,2777,,1150,1116,1135,2560,2265,"Hamilton, OH"
"Harris, TX",3882,3867,7500,11719,3014,,0,0,3624,45,0,,1507,1500,1505,5100,3395,,2375,2367,2371,6574,2773,"Harris, TX"
"Hennepin, MN",2674,2364,2554,9948,3927,,315,298,307,1302,4302,,973,824,921,3840,4201,,1386,1242,1326,4806,3655,"Hennepin, MN"
"Hillsborough, FL",3913,3655,3730,11089,3004,,1663,1424,1489,5322,3676,,1217,1198,1208,2578,2134,,1033,1033,1033,3189,3087,"Hillsborough, FL"
"Hudson, NJ",564,556,818,1996,3579,,0,0,259,0,0,,23,15,18,60,3605,,541,541,541,1936,3578,"Hudson, NJ"
"Jackson, MO",1091,1010,1024,2288,2235,,278,278,278,574,2066,,561,487,494,1202,2432,,252,245,252,512,2035,"Jackson, MO"
"Jefferson, AL",986,981,981,3388,3452,,372,369,369,1485,4022,,198,197,197,612,3104,,416,415,415,1291,3110,"Jefferson, AL"
,,,,,,,,,,,,,,,,,,,,,,,,
"Jefferson, KY",1657,1578,1614,3959,2477,,685,615,647,1901,3022,,541,532,536,1129,2110,,431,431,431,929,2155,"Jefferson, KY"
"King, WA",3435,3207,3302,12707,3874,,944,902,928,4178,4549,,1375,1233,1287,4351,3401,,1116,1072,1087,4178,3850,"King, WA"
"Lake, IN",1108,1040,1069,2490,2311,,262,256,260,675,2613,,506,450,469,1049,2174,,340,334,340,767,2263,"Lake, IN"
"Los Angeles, CA",27928,26323,26963,122842,4598,,8861,8203,8247,48019,5840,,9866,9225,9639,41874,4410,,9201,8895,9077,32949,3646,"Los Angeles, CA"
"Macomb, WI",896,853,883,2919,3367,,156,155,156,640,4117,,390,386,388,1218,3145,,350,312,339,1061,3269,"Macomb, WI"
"Maricopa, AZ",4402,4042,4222,11989,2860,,0,0,0,0,0,,3469,3199,3334,9627,2908,,933,843,888,2362,2676,"Maricopa, AZ"
"Middlesex, NJ",,,,,,,,,,,,,,,,,,,,,,,,"Middlesex, NJ"
,,,,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI",2264,2171,2223,6780,3050,,372,372,372,1293,3476,,792,749,774,2266,2937,,1100,1050,1077,3220,2980,"Milwaukee, WI"
"Monmouth, NJ",951,888,912,3402,3760,,212,185,191,600,3134,,280,272,275,1144,4181,,459,431,446,1658,3763,"Monmouth, NJ"
"Monroe, NY",1457,1357,1417,4855,3515,,495,428,475,1604,3606,,297,291,295,1075,3668,,665,638,647,2177,3383,"Monroe, NY"
"Montgomery, MD",2119,1894,2014,9315,4755,,1553,1375,1459,7150,5041,,203,183,197,768,3939,,363,336,358,1397,4031,"Montgomery, MD"
"Montgomery, OH",1544,1336,1425,4318,3009,,473,405,445,1436,3289,,752,675,704,2122,2998,,319,256,276,759,2597,"Montgomery, OH"
"Montgomery, PA",1233,1099,1315,3006,2632,,0,0,138,6,0,,715,603,670,1650,2587,,518,496,507,1350,2686,"Montgomery, PA"
"Multnomah, OR",1361,1243,1296,4961,3912,,248,230,238,776,3253,,187,187,187,797,4262,,926,826,871,3388,4016,"Multnomah, OR"
,,,,,,,,,,,,,,,,,,,,,,,,
"Nassau, NY",5941,5438,5770,29740,5317,,4202,3721,4039,20680,5342,,549,540,545,2379,4395,,1190,1177,1186,6680,5662,"Nassau, NY"
"Norfolk, MA",368,368,368,1083,2944,,0,0,0,0,0,,0,0,0,0,0,,368,368,368,1083,2944,"Norfolk, MA"
"Oakland, MI",1830,1582,1697,5664,3431,,432,388,405,1559,3942,,832,711,770,2409,3211,,566,483,522,1697,3345,"Oakland, MI"
"Oklahoma, OK",193,182,807,397,1831,,0,0,622,58,0,,193,182,185,340,1831,,0,0,0,0,0,"Oklahoma, OK"
"Orange, CA",6032,5581,5892,21499,3675,,2272,2056,2218,8520,3866,,2109,2065,2090,8528,4089,,1651,1460,1584,4451,2823,"Orange, CA"
"Palm Beach, FL",3710,3527,3637,11140,3109,,1790,1651,1723,5608,3338,,1046,1009,1043,2875,2778,,874,867,871,2657,3058,"Palm Beach, FL"
"Pima, AZ",3009,2828,2917,8359,2887,,607,593,598,1903,3194,,1246,1150,1210,3364,2819,,1156,1085,1109,3092,2791,"Pima, AZ"
,,,,,,,,,,,,,,,,,,,,,,,,
"Pinellas, FL",2658,2533,2561,7189,2813,,1192,1067,1095,3445,3169,,717,717,717,1669,2328,,749,749,749,2075,2770,"Pinellas, FL"
"Prince Georges, MD",3191,3048,3110,6377,2051,,2399,2344,2388,4800,2015,,346,290,302,665,2198,,446,414,420,913,2155,"Prince Georges, MD"
"Riverside, CA",4656,4446,4539,18211,4024,,1380,1337,1350,5805,4319,,1838,1793,1812,7234,3997,,1438,1316,1377,5172,3763,"Riverside, CA"
"Sacramento, CA",4201,3957,4141,16993,4154,,1231,1159,1213,5400,4507,,1754,1652,1729,7091,4152,,1216,1146,1199,4502,3800,"Sacramento, CA"
"St. Louis, MO",1726,1681,1698,5366,3172,,897,887,892,2848,3199,,479,461,467,1392,2999,,350,333,339,1127,3340,"St. Louis, MO"
"Salt Lake, UT",1434,1217,1325,4245,3373,,735,571,651,2046,3447,,281,231,258,943,3827,,418,415,416,1256,3019,"Salt Lake, UT"
"San Bernadino, CA",4784,4628,4703,17989,3836,,1725,1671,1689,7151,4254,,1798,1746,1773,6581,3700,,1261,1211,1241,4257,3455,"San Bernadino, CA"
,,,,,,,,,,,,,,,,,,,,,,,,
"San Diego, CA",8253,7806,8068,28887,3622,,2736,2674,2703,10059,3725,,3500,3192,3386,12550,3792,,2017,1940,1979,6277,3200,"San Diego, CA"
"San Mateo, CA",,,,,,,,,,,,,,,,,,,,,,,,"San Mateo, CA"
"Santa Clara, CA",3816,3476,3690,16313,4534,,0,0,0,0,0,,1912,1806,1869,8587,4633,,1904,1670,1821,7726,4427,"Santa Clara, CA"
"Shelby, TN",2581,2537,3195,6235,2414,,0,0,627,9,0,,750,712,739,2014,2696,,1831,1825,1829,4212,2304,"Shelby, TN"
"Suffolk, NY",5671,5298,5410,25759,4817,,3919,3546,3658,19123,5326,,539,539,539,2090,3877,,1213,1213,1213,4546,3747,"Suffolk, NY"
"Summit, OH",,,,,,,,,,,,,,,,,,,,,,,,"Summit, OH"
,,,,,,,,,,,,,,,,,,,,,,,,
"Tarrant, TX",2856,2754,2809,7508,2695,,320,317,320,898,2818,,1038,986,1016,3085,3077,,1498,1451,1473,3525,2408,"Tarrant, TX"
"Union, NJ",962,957,960,4731,4939,,122,122,122,521,4271,,426,423,425,2320,5478,,414,412,413,1889,4583,"Union, NJ"
"Ventura, CA",2470,2420,2453,10047,4110,,719,691,711,3529,5047,,1066,1056,1062,4140,3890,,685,673,680,2379,3493,"Ventura, CA"
"Wayne, MI",3372,3304,3344,12276,3684,,743,743,743,2590,3485,,1452,1415,1436,6216,4356,,1177,1146,1165,3471,2982,"Wayne, MI"
"Westchester, NY",1590,1590,1874,7573,4763,,0,0,284,0,0,,426,426,426,2093,4912,,1164,1164,1164,5480,4708,"Westchester, NY"
"Worcester, MA",574,481,552,1597,3151,,0,0,0,0,0,,0,0,0,0,0,,574,481,552,1597,3151,"Worcester, MA"
,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Jurisdictions without data did not report for 1998.",,,,,,,,,,,,,,,,,,,,,,,,
"a/ In 1997 Middlesex County in Massachusetts was abolished.  Thus it is no longer being included in this table.",,,,,,,,,,,,,,,,,,,,,,,,
"The county taking its place among the 68 large counties in this table is DeKalb, Georgia.",,,,,,,,,,,,,,,,,,,,,,,,
