"Shelby, TN",321,321,321,59.3,,"$1,788 ","$5,571 ",220,220,220,40.7,,$803 
"Suffolk, NY","2,926","2,913","2,919",74.7,,"$24,484 ","$8,394 ","1,207",712,991,25.3,,"$3,602 "
"Summit, OH",418,391,408,74,,"$1,708 ","$4,267 ",146,119,143,26,,$480 
,,,,,,,,,,,,,
"Tarrant, TX",440,429,436,65.9,,"$1,898 ","$4,385 ",226,225,226,34.1,,$916 
"Travis, TX",576,576,576,98,,"$2,542 ","$4,414 ",12,11,12,2,,$35 
"Union, NJ",82,82,82,68.3,,$533 ,"$6,497 ",40,38,38,31.7,,$206 
"Ventura, CA",528,506,518,71,,"$4,716 ","$9,244 ",226,204,212,29,,"$1,340 "
"Wayne, MI",409,409,409,76.9,,"$2,034 ","$4,972 ",123,123,123,23.1,,$515 
"Westchester, NY",261,261,261,60.1,,"$2,524 ","$9,672 ",175,173,173,39.9,,$884 
,,,,,,,,,,,,,
Notes: Payroll data shown here may not sum to equal police protection March payroll data in table 13 due to rounding.,,,,,,,,,,,,,
Jurisdictions without data did not report for 2007.,,,,,,,,,,,,,
