Arkansas - Total,"591,227","67,266",11.4,"30,771",45.7,"11,788",17.5,"24,707",36.7
Arkansas - State,"250,573","29,185",11.6,"4,697",16.1,"6,464",22.1,"18,024",61.8
"Arkansas - Local, total","340,654","38,082",11.2,"26,074",68.5,"5,325",14,"6,683",17.5
Arkansas - Counties,"37,315","16,605",44.5,"6,589",39.7,"3,537",21.3,"6,479",39
Arkansas - Municipalities,"71,429","21,475",30.1,"19,485",90.7,"1,787",8.3,203,0.9
California - Total,"11,440,638","1,818,770",15.9,"845,747",46.5,"348,808",19.2,"624,215",34.3
California - State,"2,826,181","550,815",19.5,"94,064",17.1,"44,374",8.1,"412,377",74.9
"California - Local, total","8,614,457","1,267,955",14.7,"751,683",59.3,"304,434",24,"211,838",16.7
California - Counties,"2,467,338","791,694",32.1,"321,814",40.6,"269,639",34.1,"200,241",25.3
California - Municipalities,"1,672,018","476,260",28.5,"429,868",90.3,"34,795",7.3,"11,597",2.4
Colorado - Total,"1,371,518","193,626",14.1,"95,367",49.3,"45,356",23.4,"52,903",27.3
Colorado - State,"436,891","67,854",15.5,"7,559",11.1,"28,588",42.1,"31,707",46.7
"Colorado - Local, total","934,627","125,771",13.5,"87,808",69.8,"16,768",13.3,"21,195",16.9
Colorado - Counties,"136,340","48,650",35.7,"26,233",53.9,"8,415",17.3,"14,002",28.8
Colorado - Municipalities,"268,535","77,121",28.7,"61,575",79.8,"8,353",10.8,"7,193",9.3
Connecticut - Total,"1,057,213","135,652",12.8,"70,848",52.2,"30,557",22.5,"34,247",25.2
Connecticut - State,"381,353","77,831",20.4,"14,229",18.3,"29,355",37.7,"34,247",44
"Connecticut - Local, total","675,860","57,821",8.6,"56,619",97.9,"1,202",2.1,0,0
Connecticut - Municipalities,"292,429","33,211",11.4,"32,322",97.3,889,2.7,0,0
Delaware - Total,"226,403","37,395",16.5,"15,987",42.8,"9,105",24.3,"12,303",32.9
Delaware - State,"117,148","28,123",24,"7,277",25.9,"8,543",30.4,"12,303",43.7
"Delaware - Local, total","109,255","9,271",8.5,"8,710",93.9,561,6.1,0,0
Delaware - Counties,"12,742","3,515",27.6,"3,149",89.6,366,10.4,0,0
Delaware - Municipalities,"13,528","5,748",42.5,"5,553",96.6,195,3.4,0,0
District of Columbia - Total,"324,086","56,577",17.5,"32,650",57.7,"15,148",26.8,"8,779",15.5
"District of Columbia - Local, total","324,086","56,577",17.5,"32,650",57.7,"15,148",26.8,"8,779",15.5
District of Columbia - Municipality,"239,945","56,578",23.6,"32,651",57.7,"15,148",26.8,"8,779",15.5
Florida - Total ,"3,641,265","613,277",16.8,"326,405",53.2,"132,297",21.6,"154,575",25.2
Florida - State,"760,570","169,732",22.3,"16,616",9.8,"81,600",48.1,"71,516",42.1
"Florida - Local, total","2,880,695","443,545",15.4,"309,789",69.8,"50,696",11.4,"83,060",18.7
Florida - Counties,"854,281","311,629",36.5,"185,127",59.4,"46,852",15,"79,650",25.6
Florida - Municipalities,"446,758","131,915",29.5,"124,661",94.5,"3,845",2.9,"3,409",2.6
Georgia - Total,"1,938,476","248,701",12.8,"106,747",42.9,"59,690",24,"82,264",33.1
Georgia - State,"529,545","72,201",13.6,"10,218",14.2,"16,032",22.2,"45,951",63.6
"Georgia - Local, total","1,408,931","176,500",12.5,"96,529",54.7,"43,658",24.7,"36,313",20.6
Georgia - Counties,"242,750","111,998",46.1,"44,162",39.4,"36,917",33,"30,919",27.6
Georgia - Municipalities,"187,446","64,503",34.4,"52,366",81.2,"6,742",10.5,"5,395",8.4
Hawaii - Total,"359,627","57,031",15.9,"28,449",49.9,"16,472",28.9,"12,110",21.2
Hawaii - State,"269,423","25,222",9.4,0,0,"13,112",52,"12,110",48
"Hawaii - Local, total","90,204","31,809",35.3,"28,449",89.4,"3,360",10.6,0,0
Hawaii - Counties,"32,206","9,881",30.7,"8,410",85.1,"1,471",14.9,0,0
Hawaii - Municipalities,"57,028","21,929",38.5,"20,040",91.4,"1,889",8.6,0,0
Idaho - Total,"318,078","50,024",15.7,"18,637",37.3,"12,105",24.2,"19,282",38.5
Idaho - State,"118,516","20,560",17.3,"2,456",11.9,"5,216",25.4,"12,888",62.7
"Idaho - Local, total","199,562","29,464",14.8,"16,181",54.9,"6,889",23.4,"6,394",21.7
Idaho - Counties,"35,816","18,421",51.4,"5,851",31.8,"6,176",33.5,"6,394",34.7
Idaho - Municipalities,"38,619","11,042",28.6,"10,330",93.6,712,6.4,0,0
Illinois - Total,"3,183,722","476,947",15,"268,595",56.3,"77,502",16.2,"130,850",27.4
Illinois - State,"683,359","120,063",17.6,"22,593",18.8,"23,030",19.2,"74,440",62
"Illinois - Local, total","2,500,363","356,884",14.3,"246,002",68.9,"54,472",15.3,"56,410",15.8
Illinois - Counties,"275,673","136,447",49.5,"30,575",22.4,"49,497",36.3,"56,375",41.3
Illinois - Municipalities,"609,608","220,437",36.2,"215,427",97.7,"4,975",2.3,35,0
Indiana - Total,"1,226,311","134,159",10.9,"67,654",50.4,"29,588",22.1,"36,917",27.5
Indiana - State,"368,828","35,253",9.6,"8,053",22.8,"9,674",27.4,"17,526",49.7
"Indiana - Local, total","857,483","98,906",11.5,"59,601",60.3,"19,914",20.1,"19,391",19.6
Indiana - Counties,"161,145","43,216",26.8,"13,286",30.7,"13,752",31.8,"16,178",37.4
Indiana - Municipalities,"208,438","55,608",26.7,"46,316",83.3,"6,079",10.9,"3,213",5.8
Iowa - Total,"825,719","76,657",9.3,"38,067",49.7,"17,743",23.1,"20,847",27.2
Iowa - State,"285,472","33,114",11.6,"5,814",17.6,"12,870",38.9,"14,430",43.6
"Iowa - Local, total","540,247","43,543",8.1,"32,253",74.1,"4,873",11.2,"6,417",14.7
Iowa - Counties,"97,964","20,099",20.5,"9,510",47.3,"4,172",20.8,"6,417",31.9
Iowa - Municipalities,"109,732","23,444",21.4,"22,743",97,701,3,0,0
Kansas - Total,"763,801","78,631",10.3,"40,210",51.1,"16,699",21.2,"21,722",27.6
Kansas - State,"237,471","24,727",10.4,"4,829",19.5,"9,128",36.9,"10,770",43.6
"Kansas - Local, total","526,330","53,904",10.2,"35,380",65.6,"7,572",14,"10,952",20.3
Kansas - Counties,"85,232","24,776",29.1,"10,081",40.7,"4,921",19.9,"9,774",39.4
Kansas - Municipalities,"111,608","29,103",26.1,"25,278",86.9,"2,647",9.1,"1,178",4
Kentucky - Total,"900,104","88,734",9.9,"39,876",44.9,"24,355",27.4,"24,503",27.6
Kentucky - State,"360,324","40,812",11.3,"7,915",19.4,"20,016",49,"12,881",31.6
"Kentucky - Local, total","539,780","47,922",8.9,"31,961",66.7,"4,339",9.1,"11,622",24.3
Kentucky - Counties,"52,052","12,745",24.5,"5,313",41.7,"1,573",12.3,"5,859",46
Kentucky - Municipalities,"122,040","35,177",28.8,"26,648",75.8,"2,766",7.9,"5,763",16.4
Louisiana - Total,"966,083","142,935",14.8,"72,142",50.5,"26,887",18.8,"43,906",30.7
Louisiana - State,"335,139","43,105",12.9,"12,875",29.9,"7,622",17.7,"22,608",52.4
"Louisiana - Local, total","630,944","99,831",15.8,"59,268",59.4,"19,265",19.3,"21,298",21.3
Louisiana - Parishes,"171,738","54,164",31.5,"27,557",50.9,"12,304",22.7,"14,303",26.4
Louisiana - Municipalities,"129,892","45,038",34.7,"31,710",70.4,"6,961",15.5,"6,367",14.1
Maine - Total,"272,433","25,780",9.5,"13,732",53.3,"4,607",17.9,"7,441",28.9
Maine - State,"87,963","11,041",12.6,"2,523",22.9,"3,765",34.1,"4,753",43
"Maine - Local, total","184,470","14,739",8,"11,209",76,842,5.7,"2,688",18.2
Maine - Counties,"7,041","4,948",70.3,"1,507",30.5,753,15.2,"2,688",54.3
Maine - Municipalities,"67,206","5,780",8.6,"5,692",98.5,88,1.5,0,0
Maryland - Total,"1,591,209","245,573",15.4,"120,412",49,"48,397",19.7,"76,764",31.3
Maryland - State,"445,579","102,219",22.9,"14,030",13.7,"30,671",30,"57,518",56.3
"Maryland - Local, total","1,145,630","143,355",12.5,"106,383",74.2,"17,725",12.4,"19,247",13.4
Maryland - Counties,"977,475","105,535",10.8,"72,345",68.6,"13,943",13.2,"19,247",18.2
Maryland - Municipalities,"163,113","37,821",23.2,"34,038",90,"3,783",10,0,0
Massachusetts - Total,"1,796,107","279,663",15.6,"151,848",54.3,"59,271",21.2,"68,544",24.5
Massachusetts - State,"574,231","152,574",26.6,"26,485",17.4,"57,547",37.7,"68,542",44.9
"Massachusetts - Local, total","1,221,876","127,089",10.4,"125,364",98.6,"1,724",1.4,1,0
Massachusetts - Counties,"6,272",84,1.3,80,95.2,4,4.8,0,0
Massachusetts - Municipalities,"862,492","106,226",12.3,"104,555",98.4,"1,671",1.6,0,0
Michigan - Total,"2,085,208","254,412",12.2,"114,507",45,"51,838",20.4,"88,067",34.6
Michigan - State,"794,550","89,640",11.3,"15,030",16.8,"10,451",11.7,"64,159",71.6
"Michigan - Local, total","1,290,658","164,774",12.8,"99,478",60.4,"41,388",25.1,"23,908",14.5
Michigan - Counties,"220,803","80,289",36.4,"23,667",29.5,"32,892",41,"23,730",29.6
Michigan - Municipalities,"238,265","76,286",32,"67,999",89.1,"8,127",10.7,160,0.2
Minnesota - Total,"1,404,496","161,645",11.5,"73,888",45.7,"38,105",23.6,"49,652",30.7
Minnesota - State,"453,266","47,652",10.5,"4,862",10.2,"21,879",45.9,"20,911",43.9
"Minnesota - Local, total","951,231","113,993",12,"69,026",60.6,"16,226",14.2,"28,741",25.2
Minnesota - Counties,"189,814","59,483",31.3,"18,649",31.4,"14,106",23.7,"26,728",44.9
Minnesota - Municipalities,"197,129","52,350",26.6,"50,230",96,"2,120",4,0,0
Mississippi - Total,"661,282","54,343",8.2,"31,774",58.5,"9,547",17.6,"13,022",24
Mississippi - State,"216,662","14,395",6.6,"4,894",34,"2,594",18,"6,907",48
"Mississippi - Local, total","444,620","39,948",9,"26,880",67.3,"6,953",17.4,"6,115",15.3
Mississippi - Counties,"98,974","21,343",21.6,"10,215",47.9,"5,151",24.1,"5,977",28
Mississippi - Municipalities,"88,616","18,604",21,"16,664",89.6,"1,802",9.7,138,0.7
Missouri - Total,"1,147,635","145,973",12.7,"74,477",51,"30,009",20.6,"41,487",28.4
Missouri - State,"327,216","60,427",18.5,"10,999",18.2,"16,769",27.8,"32,659",54
"Missouri - Local, total","820,418","85,545",10.4,"63,478",74.2,"13,239",15.5,"8,828",10.3
Missouri - Counties,"75,518","28,865",38.2,"13,997",48.5,"7,823",27.1,"7,045",24.4
Missouri - Municipalities,"195,454","56,681",29,"49,482",87.3,"5,416",9.6,"1,783",3.1
Montana - Total,"231,223","27,022",11.7,"12,242",45.3,"7,567",28,"7,213",26.7
Montana - State,"90,135","11,031",12.2,"2,383",21.6,"3,852",34.9,"4,796",43.5
"Montana - Local, total","141,088","15,991",11.3,"9,859",61.7,"3,715",23.2,"2,417",15.1
Montana - Counties,"25,302","9,265",36.6,"4,155",44.8,"2,721",29.4,"2,389",25.8
Montana - Municipalities,"23,274","6,726",28.9,"5,704",84.8,994,14.8,28,0.4
Nebraska - Total,"498,041","52,167",10.5,"25,045",48,"10,281",19.7,"16,841",32.3
Nebraska - State,"128,241","18,721",14.6,"3,631",19.4,"4,240",22.6,"10,850",58
"Nebraska - Local, total","369,800","33,445",9,"21,414",64,"6,041",18.1,"5,990",17.9
Nebraska - Counties,"51,534","16,755",32.5,"5,369",32,"5,396",32.2,"5,990",35.8
Nebraska - Municipalities,"63,971","16,690",26.1,"16,045",96.1,645,3.9,0,0
Nevada - Total,"567,445","112,566",19.8,"54,886",48.8,"26,453",23.5,"31,227",27.7
Nevada - State,"136,482","27,367",20.1,"5,543",20.3,"5,050",18.5,"16,774",61.3
"Nevada - Local, total","430,963","85,199",19.8,"49,343",57.9,"21,403",25.1,"14,453",17
Nevada - Counties,"162,005","64,201",39.6,"36,020",56.1,"17,506",27.3,"10,675",16.6
Nevada - Municipalities,"62,832","20,998",33.4,"13,323",63.4,"3,897",18.6,"3,778",18
New Hampshire - Total,"305,888","34,994",11.4,"20,766",59.3,"5,611",16,"8,617",24.6
New Hampshire - State,"92,809","12,450",13.4,"2,870",23.1,"4,046",32.5,"5,534",44.4
"New Hampshire - Local, total","213,079","22,544",10.6,"17,895",79.4,"1,565",6.9,"3,084",13.7
New Hampshire - Counties,"15,552","5,723",36.8,"1,502",26.2,"1,155",20.2,"3,066",53.6
New Hampshire - Municipalities,"71,736","8,513",11.9,"8,176",96,319,3.7,18,0.2
New Jersey - Total,"2,795,509","461,747",16.5,"253,095",54.8,"116,974",25.3,"91,678",19.9
New Jersey - State,"840,100","159,564",19,"29,291",18.4,"80,058",50.2,"50,215",31.5
"New Jersey - Local, total","1,955,408","302,183",15.5,"223,804",74.1,"36,916",12.2,"41,463",13.7
New Jersey - Counties,"489,619","113,094",23.1,"42,990",38,"28,672",25.4,"41,432",36.6
New Jersey - Municipalities,"450,243","112,437",25,"107,385",95.5,"5,052",4.5,0,0
New Mexico - Total,"506,595","72,620",14.3,"32,871",45.3,"17,043",23.5,"22,706",31.3
New Mexico - State,"209,290","32,004",15.3,"3,267",10.2,"14,944",46.7,"13,793",43.1
"New Mexico - Local, total","297,305","40,616",13.7,"29,604",72.9,"2,099",5.2,"8,913",21.9
New Mexico - Counties,"40,466","17,006",42,"7,401",43.5,783,4.6,"8,822",51.9
New Mexico - Municipalities,"82,888","23,610",28.5,"22,203",94,"1,316",5.6,91,0.4
New York - Total,"6,897,674","1,190,754",17.3,"629,110",52.8,"214,966",18.1,"346,678",29.1
New York - State,"1,476,634","374,245",25.3,"52,840",14.1,"140,023",37.4,"181,382",48.5
"New York - Local, total","5,421,040","816,509",15.1,"576,270",70.6,"74,943",9.2,"165,296",20.2
New York - Counties,"550,239","174,644",31.7,"88,484",50.7,"25,609",14.7,"60,551",34.7
New York - Municipalities,"4,167,585","615,529",14.8,"465,289",75.6,"45,515",7.4,"104,725",17
North Carolina - Total,"2,217,985","239,410",10.8,"113,565",47.4,"36,648",15.3,"89,197",37.3
North Carolina - State,"633,466","116,541",18.4,"15,014",12.9,"31,702",27.2,"69,825",59.9
"North Carolina - Local, total","1,584,519","122,869",7.8,"98,551",80.2,"4,946",4,"19,372",15.8
North Carolina - Counties,"1,104,370","58,204",5.3,"36,849",63.3,"3,473",6,"17,882",30.7
North Carolina - Municipalities,"234,797","64,664",27.5,"61,702",95.4,"1,473",2.3,"1,489",2.3
North Dakota - Total,"208,353","21,100",10.1,"9,358",44.4,"5,398",25.6,"6,344",30.1
North Dakota - State,"90,250","8,991",10,"1,156",12.9,"3,853",42.9,"3,982",44.3
"North Dakota - Local, total","118,103","12,109",10.3,"8,202",67.7,"1,545",12.8,"2,362",19.5
North Dakota - Counties,"18,842","6,455",34.3,"2,870",44.5,"1,223",18.9,"2,362",36.6
North Dakota - Municipalities,"22,861","5,654",24.7,"5,332",94.3,322,5.7,0,0
Ohio - Total,"2,534,859","343,150",13.5,"164,904",48.1,"85,497",24.9,"92,749",27
Ohio - State,"671,329","93,729",14,"14,195",15.1,"19,386",20.7,"60,148",64.2
"Ohio - Local, total","1,863,531","249,421",13.4,"150,709",60.4,"66,111",26.5,"32,601",13.1
Ohio - Counties,"370,223","117,790",31.8,"38,228",32.5,"49,016",41.6,"30,546",25.9
Ohio - Municipalities,"391,142","125,863",32.2,"106,737",84.8,"17,071",13.6,"2,055",1.6
Oklahoma - Total,"769,104","90,225",11.7,"51,843",57.5,"18,547",20.6,"19,835",22
Oklahoma - State,"279,672","38,659",13.8,"10,226",26.5,"13,372",34.6,"15,061",39
"Oklahoma - Local, total","489,432","51,565",10.5,"41,616",80.7,"5,175",10,"4,774",9.3
Oklahoma - Counties,"53,647","14,251",26.6,"6,955",48.8,"3,101",21.8,"4,195",29.4
Oklahoma - Municipalities,"150,248","37,314",24.8,"34,662",92.9,"2,073",5.6,579,1.6
Oregon - Total,"978,366","128,177",13.1,"55,961",43.7,"25,942",20.2,"46,274",36.1
Oregon - State,"352,783","52,302",14.8,"7,980",15.3,"16,776",32.1,"27,546",52.7
"Oregon - Local, total","625,582","75,876",12.1,"47,982",63.2,"9,166",12.1,"18,728",24.7
Oregon - Counties,"105,119","41,383",39.4,"15,859",38.3,"6,923",16.7,"18,601",44.9
Oregon - Municipalities,"131,190","34,493",26.3,"32,123",93.1,"2,243",6.5,127,0.4
Pennsylvania - Total,"2,688,479","425,510",15.8,"195,254",45.9,"85,901",20.2,"144,355",33.9
Pennsylvania - State,"832,973","158,012",19,"43,119",27.3,"28,372",18,"86,521",54.8
"Pennsylvania - Local, total","1,855,506","267,498",14.4,"152,135",56.9,"57,529",21.5,"57,834",21.6
Pennsylvania - Counties,"221,004","99,150",44.9,"15,680",15.8,"41,173",41.5,"42,297",42.7
Pennsylvania - Municipalities,"320,735","142,953",44.6,"111,069",77.7,"16,347",11.4,"15,537",10.9
Rhode Island - Total,"261,810","36,007",13.8,"17,998",50,"7,719",21.4,"10,290",28.6
Rhode Island - State,"107,122","20,309",19,"2,738",13.5,"7,281",35.9,"10,290",50.7
"Rhode Island - Local, total","154,687","15,699",10.1,"15,260",97.2,439,2.8,0,0
Rhode Island - Municipalities,"83,078","9,398",11.3,"9,067",96.5,331,3.5,0,0
South Carolina - Total,"1,004,526","106,502",10.6,"53,852",50.6,"19,424",18.2,"33,226",31.2
South Carolina - State,"328,257","35,388",10.8,"8,171",23.1,"4,515",12.8,"22,702",64.2
"South Carolina - Local, total","676,269","71,113",10.5,"45,680",64.2,"14,909",21,"10,524",14.8
South Carolina - Counties,"122,800","48,140",39.2,"24,525",50.9,"13,211",27.4,"10,404",21.6
South Carolina - Municipalities,"80,855","22,974",28.4,"21,155",92.1,"1,698",7.4,121,0.5
South Dakota - Total,"173,143","19,608",11.3,"9,086",46.3,"4,897",25,"5,625",28.7
South Dakota - State,"62,544","7,912",12.7,"1,551",19.6,"3,313",41.9,"3,048",38.5
"South Dakota - Local, total","110,599","11,696",10.6,"7,535",64.4,"1,584",13.5,"2,577",22
South Dakota - Counties,"13,260","5,899",44.5,"2,057",34.9,"1,364",23.1,"2,478",42
South Dakota - Municipalities,"28,430","5,798",20.4,"5,478",94.5,220,3.8,100,1.7
Tennessee - Total,"1,222,395","155,173",12.7,"82,710",53.3,"33,503",21.6,"38,960",25.1
Tennessee - State,"330,179","44,615",13.5,"8,578",19.2,"14,444",32.4,"21,593",48.4
"Tennessee - Local, total","892,215","110,559",12.4,"74,132",67.1,"19,059",17.2,"17,368",15.7
Tennessee - Counties,"515,860","51,067",9.9,"25,090",49.1,"13,997",27.4,"11,980",23.5
Tennessee - Municipalities,"339,782","59,492",17.5,"49,042",82.4,"5,062",8.5,"5,388",9.1
Texas - Total,"6,188,536","785,878",12.7,"408,946",52,"136,661",17.4,"240,271",30.6
Texas - State,"1,547,410","217,313",14,"48,629",22.4,"32,785",15.1,"135,899",62.5
"Texas - Local, total","4,641,125","568,566",12.3,"360,317",63.4,"103,876",18.3,"104,373",18.4
Texas - Counties,"680,869","279,437",41,"92,392",33.1,"83,514",29.9,"103,531",37
Texas - Municipalities,"908,303","289,128",31.8,"267,924",92.7,"20,362",7,842,0.3
Utah - Total,"622,029","63,959",10.3,"29,027",45.4,"15,403",24.1,"19,529",30.5
Utah - State,"278,038","24,105",8.7,"3,843",15.9,"8,214",34.1,"12,048",50
"Utah - Local, total","343,991","39,854",11.6,"25,184",63.2,"7,189",18,"7,481",18.8
Utah - Counties,"55,971","19,575",35,"7,637",39,"4,457",22.8,"7,481",38.2
Utah - Municipalities,"71,699","20,155",28.1,"17,423",86.4,"2,732",13.6,0,0
Vermont - Total,"178,140","16,844",9.5,"8,023",47.6,"3,678",21.8,"5,143",30.5
Vermont - State,"75,523","12,195",16.1,"3,532",29,"3,550",29.1,"5,113",41.9
"Vermont - Local, total","102,618","4,648",4.5,"4,491",96.6,128,2.8,29,0.6
Vermont - Counties,173,85,49.1,29,34.1,56,65.9,0,0
Vermont - Municipalities,"9,968","2,202",22.1,"2,113",96,71,3.2,18,0.8
Virginia - Total,"1,958,968","250,217",12.8,"110,359",44.1,"45,143",18,"94,715",37.9
Virginia - State,"618,955","82,890",13.4,"15,770",19,"19,685",23.7,"47,435",57.2
"Virginia - Local, total","1,340,013","167,327",12.5,"94,589",56.5,"25,458",15.2,"47,280",28.3
Virginia - Counties,"819,000","88,465",10.8,"52,791",59.7,"15,335",17.3,"20,339",23
Virginia - Municipalities,"455,822","68,541",15,"41,799",61,"10,123",14.8,"16,619",24.2
Washington - Total,"1,961,988","223,270",11.4,"105,272",47.2,"52,641",23.6,"65,357",29.3
Washington - State,"665,203","60,771",9.1,"11,299",18.6,"12,686",20.9,"36,786",60.5
"Washington - Local, total","1,296,785","162,501",12.5,"93,973",57.8,"39,956",24.6,"28,572",17.6
Washington - Counties,"247,784","93,922",37.9,"34,657",36.9,"32,944",35.1,"26,321",28
Washington - Municipalities,"293,688","68,578",23.4,"59,316",86.5,"7,011",10.2,"2,251",3.3
West Virginia - Total,"371,515","36,473",9.8,"15,225",41.7,"11,677",32,"9,571",26.2
West Virginia - State,"153,943","21,043",13.7,"4,287",20.4,"7,714",36.7,"9,042",43
"West Virginia - Local, total","217,572","15,430",7.1,"10,938",70.9,"3,963",25.7,529,3.4
West Virginia - Counties,"24,147","8,618",35.7,"4,461",51.8,"3,628",42.1,529,6.1
West Virginia - Municipalities,"33,678","6,812",20.2,"6,477",95.1,335,4.9,0,0
Wisconsin - Total,"1,282,019","176,397",13.8,"87,198",49.4,"28,407",16.1,"60,792",34.5
Wisconsin - State,"356,014","60,627",17,"4,530",7.5,"13,734",22.7,"42,363",69.9
"Wisconsin - Local, total","926,005","115,770",12.5,"82,668",71.4,"14,673",12.7,"18,429",15.9
Wisconsin - Counties,"193,217","60,125",31.1,"29,266",48.7,"12,648",21,"18,211",30.3
Wisconsin - Municipalities,"169,743","54,885",32.3,"52,664",96,"2,004",3.7,217,0.4
Wyoming - Total,"226,889","22,575",9.9,"9,649",42.7,"5,303",23.5,"7,623",33.8
Wyoming - State,"59,977","9,258",15.4,"1,425",15.4,"3,173",34.3,"4,660",50.3
"Wyoming - Local, total","166,912","13,318",8,"8,225",61.8,"2,130",16,"2,963",22.2
Wyoming - Counties,"39,121","7,318",18.7,"2,853",39,"1,532",20.9,"2,933",40.1
Wyoming - Municipalities,"20,497","6,000",29.3,"5,372",89.5,598,10,30,0.5
Note: March payroll data may not sum to total because of rounding. Local government data are estimates subject to variability.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments, including independent school districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
