Massachusetts,"2,911,096","2,828,353","2,683,445","144,908","82,743","573,225","494,854","467,672","27,182","78,371","936,497","934,993","859,656","75,337","1,504","1,401,374","1,398,506","1,356,117","42,389","20,580","2,868"
Michigan,"2,669,650","2,505,110","2,494,938","10,172","164,540","487,890","458,132","450,704","7,428","29,758","280,766","176,443","176,429",14,"104,323","1,900,994","1,870,535","1,867,805","2,730",630,"30,459"
Minnesota,"1,465,106","1,269,196","1,239,787","29,409","195,910","432,066","318,595","306,259","12,336","113,471","469,962","458,861","450,591","8,270","11,101","563,078","491,740","482,937","8,803",882,"71,338"
Mississippi,"610,146","552,295","540,189","12,106","57,851","139,520","134,756","128,353","6,403","4,764","134,426","123,822","120,878","2,944","10,604","336,200","293,717","290,958","2,759",276,"42,483"
Missouri,"1,268,153","1,213,978","1,160,330","53,648","54,175","240,058","234,463","200,016","34,447","5,595","263,219","254,456","248,728","5,728","8,763","764,876","725,059","711,586","13,473","6,792","39,817"
Montana,"398,364","397,299","389,872","7,427","1,065","55,854","54,789","53,490","1,299","1,065","130,430","130,430","130,047",383,0,"212,080","212,080","206,335","5,745","3,245",0
Nebraska,"529,186","520,292","511,302","8,990","8,894","88,066","80,262","75,532","4,730","7,804","78,439","77,349","77,345",4,"1,090","362,681","362,681","358,425","4,256","3,089",0
Nevada,"441,801","425,359","405,455","19,904","16,442","80,524","78,961","74,197","4,764","1,563","88,468","80,070","79,138",932,"8,398","272,809","266,328","252,120","14,208","8,727","6,481"
New Hampshire,"304,595","303,840","287,443","16,397",755,"62,259","62,246","55,117","7,129",13,"120,283","119,541","115,923","3,618",742,"122,053","122,053","116,403","5,650","4,628",0
New Jersey,"3,184,993","2,945,670","2,897,088","48,582","239,323","785,688","591,726","581,495","10,231","193,962","917,608","916,886","898,072","18,814",722,"1,481,697","1,437,058","1,417,521","19,537","14,881","44,639"
New Mexico,"920,419","890,377","889,637",740,"30,042","151,466","124,407","124,406",1,"27,059","296,860","296,563","295,824",739,297,"472,093","469,407","469,407",0,0,"2,686"
New York,"6,945,706","6,501,889","6,366,184","135,705","443,817","969,021","796,368","768,493","27,875","172,653","2,795,006","2,601,431","2,574,582","26,849","193,575","3,181,679","3,104,090","3,023,109","80,981","66,337","77,589"
North Carolina,"2,641,385","2,509,909","2,417,404","92,505","131,476","541,221","500,418","447,792","52,626","40,803","774,447","683,774","663,333","20,441","90,673","1,325,717","1,325,717","1,306,279","19,438","5,608",0
North Dakota,"223,670","221,404","216,339","5,065","2,266","31,277","31,277","29,300","1,977",0,"93,414","91,547","89,074","2,473","1,867","98,979","98,580","97,965",615,7,399
Ohio,"2,485,209","2,113,728","1,988,176","125,552","371,481","379,113","317,115","282,344","34,771","61,998","426,564","339,607","333,614","5,993","86,957","1,679,532","1,457,006","1,372,218","84,788","65,559","222,526"
Oklahoma,"1,079,234","1,051,428","1,030,981","20,447","27,806","181,408","181,408","172,879","8,529",0,"300,738","281,939","276,042","5,897","18,799","597,088","588,081","582,060","6,021","1,140","9,007"
Oregon,"1,675,557","1,463,779","1,440,889","22,890","211,778","201,687","200,548","191,734","8,814","1,139","619,839","550,417","548,897","1,520","69,422","854,031","712,814","700,258","12,556",665,"141,217"
Pennsylvania,"3,651,539","3,516,644","3,460,125","56,519","134,895","1,066,379","1,033,676","997,119","36,557","32,703","447,273","399,162","397,072","2,090","48,111","2,137,887","2,083,806","2,065,934","17,872","8,070","54,081"
Rhode Island,"418,908","418,805","402,992","15,813",103,"84,966","84,863","79,128","5,735",103,"124,506","124,506","117,582","6,924",0,"209,436","209,436","206,282","3,154","2,600",0
South Carolina,"751,077","714,664","708,135","6,529","36,413","176,548","167,338","166,135","1,203","9,210","123,226","96,023","95,995",28,"27,203","451,303","451,303","446,005","5,298","4,982",0
South Dakota,"225,937","221,838","216,851","4,987","4,099","46,311","43,880","40,905","2,975","2,431","53,233","52,880","52,181",699,353,"126,393","125,078","123,765","1,313",700,"1,315"
Tennessee,"1,439,370","1,189,396","1,165,269","24,127","249,974","209,212","209,035","203,545","5,490",177,"312,164","307,836","304,924","2,912","4,328","917,994","672,525","656,800","15,725","3,395","245,469"
Texas,"6,063,292","5,561,752","5,417,846","143,906","501,540","1,136,398","1,134,902","1,094,279","40,623","1,496","833,237","718,563","692,914","25,649","114,674","4,093,657","3,708,287","3,630,653","77,634","4,124","385,370"
Utah,"694,432","689,515","630,827","58,688","4,917","154,249","154,249","143,801","10,448",0,"182,915","177,998","174,011","3,987","4,917","357,268","357,268","313,015","44,253",0,0
Vermont,"300,467","292,047","285,441","6,606","8,420","83,029","77,417","73,795","3,622","5,612","78,315","78,176","76,544","1,632",139,"139,123","136,454","135,102","1,352",0,"2,669"
Virginia,"2,464,258","2,293,385","2,259,159","34,226","170,873","435,079","376,388","362,840","13,548","58,691","529,258","526,696","526,272",424,"2,562","1,499,921","1,390,301","1,370,047","20,254","5,011","109,620"
Washington,"1,762,696","1,617,878","1,538,575","79,303","144,818","419,197","293,032","263,268","29,764","126,165","303,173","284,520","281,852","2,668","18,653","1,040,326","1,040,326","993,455","46,871","18,653",0
West Virginia,"601,394","601,337","578,625","22,712",57,"84,441","84,441","72,949","11,492",0,"215,915","215,858","212,377","3,481",57,"301,038","301,038","293,299","7,739","4,776",0
Wisconsin,"1,490,218","1,389,061","1,362,278","26,783","101,157","111,020","104,881","103,946",935,"6,139","343,636","303,192","302,689",503,"40,444","1,035,562","980,988","955,643","25,345","17,668","54,574"
Wyoming,"265,995","261,667","260,724",943,"4,328","39,775","39,775","39,649",126,0,"82,987","79,873","79,313",560,"3,114","143,233","142,019","141,762",257,95,"1,214"
