"Lee, FL",9,"193,252","193,252","187,072","6,180",-,"109,683","109,683","104,343","5,340",-,"30,436","30,436","30,010",426,-,"53,133","53,133","52,719",414,-,-
"Los Angeles, CA",6,"4,705,778","4,459,896","4,401,146","58,750","245,882","1,977,326","1,977,326","1,941,664","35,662",-,"1,210,630","964,748","963,665","1,083","245,882","1,517,822","1,517,822","1,495,817","22,005","12,086",-
"Macomb, MI",12,"115,657","115,657","115,162",495,-,"44,358","44,358","43,970",388,-,"42,423","42,423","42,334",89,-,"28,876","28,876","28,858",18,-,-
"Maricopa, AZ",6,"969,841","969,528","952,963","16,565",313,"123,717","123,404","120,671","2,733",313,"386,164","386,164","382,346","3,818",-,"459,960","459,960","449,946","10,014",761,-
"Mecklenburg, NC",6,"245,020","230,019","228,179","1,840","15,001","122,748","107,747","107,610",137,"15,001","12,517","12,517","11,026","1,491",-,"109,755","109,755","109,543",212,212,-
"Middlesex, NJ",12,"78,941","78,941","78,941",-,-,"21,634","21,634","21,634",-,-,"19,829","19,829","19,829",-,-,"37,478","37,478","37,478",-,-,-
"Milwaukee, WI",12,"255,487","255,487","254,437","1,050",-,"50,813","50,813","50,813",-,-,"68,670","68,670","68,670",-,-,"136,004","136,004","134,954","1,050","1,050",-
"Monmouth, NJ",12,"92,575","92,575","92,575",-,-,"24,012","24,012","24,012",-,-,"25,517","25,517","25,517",-,-,"43,046","43,046","43,046",-,-,-
"Monroe, NY",12,"216,282","211,387","210,671",716,"4,895","71,387","71,387","70,708",679,-,"35,696","35,696","35,687",9,-,"109,199","104,304","104,276",28,-,"4,895"
"Montgomery, MD",6,"449,610","449,610","449,610",-,-,"321,476","321,476","321,476",-,-,"56,453","56,453","56,453",-,-,"71,681","71,681","71,681",-,-,-
"Montgomery, OH",12,"97,287","96,775","96,775",-,512,"31,500","31,500","31,500",-,-,"32,524","32,012","32,012",-,512,"33,263","33,263","33,263",-,-,-
"Montgomery, PA",12,"128,895","128,895","128,676",219,-,"3,683","3,683","3,683",-,-,"65,281","65,281","65,281",-,-,"59,931","59,931","59,712",219,219,-
"Multnomah, OR",6,"236,197","236,197","212,377","23,820",-,"31,912","31,912","31,393",519,-,"52,527","52,527","29,254","23,273",-,"151,758","151,758","151,730",28,-,-
"Nassau, NY",12,"1,143,371","1,140,107","1,116,609","23,498","3,264","849,025","849,025","826,110","22,915",-,"81,246","81,246","81,230",16,-,"213,100","209,836","209,269",567,528,"3,264"
"New Castle, DE",6,"93,149","93,149","89,102","4,047",-,"83,522","83,522","79,475","4,047",-,"9,627","9,627","9,627",-,-,-,-,-,-,-,-
"Norfolk, MA",12,411,411,411,-,-,-,-,-,-,-,411,411,411,-,-,-,-,-,-,-,-
"Oakland, MI",9,"209,434","205,018","203,839","1,179","4,416","51,471","51,471","50,719",752,-,"80,161","75,745","75,582",163,"4,416","77,802","77,802","77,538",264,-,-
"Ocean, NJ",12,"66,748","66,748","66,623",125,-,"20,543","20,543","20,543",-,-,"17,106","17,106","17,106",-,-,"29,099","29,099","28,974",125,124,-
"Oklahoma, OK",6,"26,175","26,175","25,807",368,-,"11,064","11,064","10,880",184,-,"7,779","7,779","7,720",59,-,"7,332","7,332","7,207",125,-,-
"Orange, CA",6,"948,359","889,243","871,544","17,699","59,116","263,819","263,819","259,925","3,894",-,"334,012","274,896","271,773","3,123","59,116","350,528","350,528","339,846","10,682",-,-
"Orange, FL",9,"415,600","415,600","395,703","19,897",-,"205,911","205,911","196,524","9,387",-,"48,452","48,452","47,599",853,-,"161,237","161,237","151,580","9,657",-,-
"Palm Beach, FL",9,"564,427","564,427","552,629","11,798",-,"366,006","366,006","354,698","11,308",-,"51,946","51,946","51,513",433,-,"146,475","146,475","146,418",57,-,-
"Passaic, NJ",12,"93,179","93,179","93,178",1,-,"12,369","12,369","12,368",1,-,"20,547","20,547","20,547",-,-,"60,263","60,263","60,263",-,-,-
"Pierce, WA",12,"248,858","248,858","245,448","3,410",-,"98,657","98,657","95,305","3,352",-,"79,947","79,947","79,947",-,-,"70,254","70,254","70,196",58,58,-
"Pima, AZ",6,"284,678","284,678","284,678",-,-,"106,585","106,585","106,585",-,-,"123,987","123,987","123,987",-,-,"54,106","54,106","54,106",-,-,-
"Pinellas, FL",9,"330,353","330,353","312,733","17,620",-,"166,743","166,743","158,019","8,724",-,"42,321","42,321","41,670",651,-,"121,289","121,289","113,044","8,245",-,-
"Polk, FL",9,"170,721","170,721","166,907","3,814",-,"95,800","95,800","93,345","2,455",-,"22,746","22,746","21,880",866,-,"52,175","52,175","51,682",493,-,-
"Prince Georges, MD",6,"455,687","455,687","455,354",333,-,"337,417","337,417","337,107",310,-,"35,183","35,183","35,160",23,-,"83,087","83,087","83,087",-,-,-
"Riverside, CA",6,"1,066,956","1,039,995","992,194","47,801","26,961","451,057","451,057","447,914","3,143",-,"260,880","233,919","215,574","18,345","26,961","355,019","355,019","328,706","26,313",-,-
"Sacramento, CA",6,"666,532","642,304","636,209","6,095","24,228","203,799","203,799","201,307","2,492",-,"205,348","181,120","178,151","2,969","24,228","257,385","257,385","256,751",634,-,-
"Salt Lake, UT",12,"178,837","178,837","176,783","2,054",-,"44,850","44,850","43,983",867,-,"56,125","56,125","55,231",894,-,"77,862","77,862","77,569",293,-,-
"San Bernardino, CA",6,"750,464","726,418","679,929","46,489","24,046","307,278","307,278","276,785","30,493",-,"153,626","129,580","127,684","1,896","24,046","289,560","289,560","275,460","14,100",-,-
"San Diego, CA",6,"1,056,675","998,664","921,992","76,672","58,011","304,733","304,733","291,274","13,459",-,"376,654","318,643","256,158","62,485","58,011","375,288","375,288","374,560",728,-,-
"San Joaquin, CA",6,"277,136","268,239","267,618",621,"8,897","78,564","78,564","78,108",456,-,"84,963","76,066","75,948",118,"8,897","113,609","113,609","113,562",47,-,-
"San Mateo, CA",6,"355,334","340,127","335,933","4,194","15,207","132,072","132,072","130,853","1,219",-,"98,231","83,024","82,998",26,"15,207","125,031","125,031","122,082","2,949",-,-
"Santa Clara, CA",6,"829,383","789,732","786,062","3,670","39,651","149,664","149,664","147,696","1,968",-,"279,875","240,224","239,278",946,"39,651","399,844","399,844","399,088",756,-,-
"Shelby, TN",6,"304,257","304,257","296,429","7,828",-,"162,005","162,005","154,874","7,131",-,"85,562","85,562","85,310",252,-,"56,690","56,690","56,245",445,-,-
"Snohomish, WA",12,"163,556","163,556","156,640","6,916",-,"53,159","53,159","52,408",751,-,"59,342","59,342","53,932","5,410",-,"51,055","51,055","50,300",755,755,-
"St. Louis, MO",12,"205,330","205,330","170,475","34,855",-,"119,210","119,210","116,025","3,185",-,"62,121","62,121","30,451","31,670",-,"23,999","23,999","23,999",-,-,-
"Stanislaus, CA",6,"184,824","180,099","177,745","2,354","4,725","56,072","56,072","54,626","1,446",-,"59,224","54,499","53,974",525,"4,725","69,528","69,528","69,145",383,-,-
"Suffolk, NY",12,"738,030","736,178","724,425","11,753","1,852","513,787","513,787","502,328","11,459",-,"70,912","70,912","70,799",113,-,"153,331","151,479","151,298",181,-,"1,852"
"Summit, OH",12,"111,751","111,751","111,751",-,-,"21,656","21,656","21,656",-,-,"35,880","35,880","35,880",-,-,"54,215","54,215","54,215",-,-,-
"Tarrant, TX",9,"316,003","316,002","296,682","19,320",1,"60,262","60,262","59,547",715,-,"139,937","139,937","122,078","17,859",-,"115,804","115,803","115,057",746,576,1
"Travis, TX",9,"359,694","359,694","355,304","4,390",-,"72,094","72,094","71,847",247,-,"109,887","109,887","106,270","3,617",-,"177,713","177,713","177,187",526,500,-
"Tulsa, OK",6,"80,636","80,636","79,317","1,319",-,"16,749","16,749","15,605","1,144",-,"15,461","15,461","15,335",126,-,"48,426","48,426","48,377",49,-,-
"Union, NJ",12,"92,952","92,952","92,129",823,-,"27,334","27,334","26,641",693,-,"22,852","22,852","22,724",128,-,"42,766","42,766","42,764",2,-,-
"Utah, UT",12,"44,497","44,497","44,473",24,-,"10,816","10,816","10,799",17,-,"11,960","11,960","11,954",6,-,"21,721","21,721","21,720",1,-,-
"Ventura, CA",6,"456,620","443,827","438,419","5,408","12,793","168,435","168,435","164,705","3,730",-,"116,558","103,765","103,631",134,"12,793","171,627","171,627","170,083","1,544",-,-
"Wake, NC",6,"105,310","105,016","95,497","9,519",294,"56,427","56,423","51,109","5,314",4,"3,876","3,876","2,258","1,618",-,"45,007","44,717","42,130","2,587","2,552",290
"Washington, OR",6,"133,228","133,228","132,838",390,-,"69,389","69,389","69,036",353,-,"11,404","11,404","11,404",-,-,"52,435","52,435","52,398",37,-,-
"Wayne, MI",9,"558,125","553,128","550,608","2,520","4,997","33,942","29,692","29,648",44,"4,250","288,208","287,461","285,993","1,468",747,"235,975","235,975","234,967","1,008",525,-
"Westchester, NY",12,"253,599","253,599","253,057",542,-,"32,308","32,308","32,165",143,-,"68,619","68,619","68,490",129,-,"152,672","152,672","152,402",270,-,-
"Will, IL",11,"147,958","147,958","143,052","4,906",-,"59,090","59,090","54,275","4,815",-,"47,872","47,872","47,872",-,-,"40,996","40,996","40,905",91,-,-
Note: Fiscal years ended in months between July 2015 and June 2016.,,,,,,,,,,,,,,,,,,,,,,
