Hawaii - Municipalities,-,"2,868,909","303,982",10.6,"275,458",90.6,"28,524",9.4,0,0
Idaho - Total,"1,682","12,475,868","992,892",8,"430,772",43.4,"199,191",20.1,"362,929",36.6
Idaho - State,-,"6,916,515","390,792",5.7,"60,685",15.5,"75,382",19.3,"254,725",65.2
"Idaho - Local, total",-,"5,559,353","602,100",10.8,"370,087",61.5,"123,809",20.6,"108,204",18
Idaho - Counties,-,"1,079,234","384,722",35.6,"165,736",43.1,"110,782",28.8,"108,204",28.1
Idaho - Municipalities,-,"1,341,872","217,378",16.2,"204,351",94,"13,027",6,0,0
Illinois - Total,"12,821","140,187,264","8,679,874",6.2,"5,200,415",59.9,"1,595,541",18.4,"1,883,918",21.7
Illinois - State,-,"59,739,100","1,982,150",3.3,"364,813",18.4,"529,542",26.7,"1,087,795",54.9
"Illinois - Local, total",-,"80,448,164","6,697,724",8.3,"4,835,602",72.2,"1,065,999",15.9,"796,123",11.9
Illinois - Counties,-,"8,834,595","2,456,348",27.8,"655,395",26.7,"1,005,939",41,"795,014",32.4
Illinois - Municipalities,-,"26,184,384","4,241,376",16.2,"4,180,207",98.6,"60,060",1.4,"1,109",0
Indiana - Total,"6,634","57,686,573","2,883,197",5,"1,253,596",43.5,"595,053",20.6,"1,034,548",35.9
Indiana - State,-,"29,502,387","1,067,627",3.6,"216,715",20.3,"203,965",19.1,"646,947",60.6
"Indiana - Local, total",-,"28,184,186","1,815,570",6.4,"1,036,881",57.1,"391,088",21.5,"387,601",21.3
Indiana - Counties,-,"6,261,581","729,536",11.7,"197,584",27.1,"260,146",35.7,"271,806",37.3
Indiana - Municipalities,-,"9,976,088","1,082,565",10.9,"839,297",77.5,"127,473",11.8,"115,795",10.7
Iowa - Total,"3,131","34,587,426","1,573,916",4.6,"778,945",49.5,"351,255",22.3,"443,716",28.2
Iowa - State,-,"17,579,874","635,349",3.6,"97,447",15.3,"244,448",38.5,"293,454",46.2
"Iowa - Local, total",-,"17,007,552","938,567",5.5,"681,498",72.6,"106,807",11.4,"150,262",16
Iowa - Counties,-,"3,359,028","462,778",13.8,"224,161",48.4,"92,779",20,"145,838",31.5
Iowa - Municipalities,-,"5,578,585","474,840",8.5,"457,337",96.3,"14,028",3,"3,475",0.7
Kansas - Total,"2,911","28,997,300","1,625,457",5.6,"788,654",48.5,"315,964",19.4,"520,839",32
Kansas - State,-,"13,898,066","567,733",4.1,"98,016",17.3,"160,841",28.3,"308,876",54.4
"Kansas - Local, total",-,"15,099,234","1,057,724",7,"690,638",65.3,"155,123",14.7,"211,963",20
Kansas - Counties,-,"2,599,313","504,315",19.4,"222,930",44.2,"99,907",19.8,"181,478",36
Kansas - Municipalities,-,"4,758,803","553,298",11.6,"467,607",84.5,"55,206",10,"30,485",5.5
Kentucky - Total,"4,438","44,924,142","2,108,243",4.7,"708,897",33.6,"556,044",26.4,"843,302",40
Kentucky - State,-,"29,789,595","1,239,873",4.2,"170,436",13.7,"516,725",41.7,"552,712",44.6
"Kentucky - Local, total",-,"15,134,547","868,370",5.7,"538,461",62,"39,319",4.5,"290,590",33.5
Kentucky - Counties,-,"2,316,426","329,242",14.2,"102,998",31.3,"29,284",8.9,"196,960",59.8
Kentucky - Municipalities,-,"4,740,841","539,119",11.4,"435,463",80.8,"10,035",1.9,"93,621",17.4
Louisiana - Total,"4,678","46,766,439","3,430,665",7.3,"1,599,088",46.6,"694,434",20.2,"1,137,143",33.1
Louisiana - State,-,"24,887,484","1,016,598",4.1,"221,060",21.7,"297,443",29.3,"498,095",49
"Louisiana - Local, total",-,"21,878,955","2,414,067",11,"1,378,028",57.1,"396,991",16.4,"639,048",26.5
Louisiana - Parishes,-,"5,801,126","1,244,496",21.5,"585,791",47.1,"241,174",19.4,"417,531",33.6
Louisiana - Municipalities,-,"7,009,360","1,121,802",16,"792,055",70.6,"155,817",13.9,"173,930",15.5
Maine - Total,"1,331","12,565,962","654,399",5.2,"289,950",44.3,"106,923",16.3,"257,526",39.4
Maine - State,-,"7,641,299","331,038",4.3,"85,106",25.7,"85,653",25.9,"160,279",48.4
"Maine - Local, total",-,"4,924,663","323,361",6.6,"204,844",63.3,"21,270",6.6,"97,247",30.1
Maine - Counties,-,"246,468","159,276",64.6,"46,290",29.1,"15,739",9.9,"97,247",61.1
Maine - Municipalities,-,"1,349,810","78,693",5.8,"76,199",96.8,"2,494",3.2,0,0
Maryland - Total,"6,003","67,445,701","5,489,266",8.1,"2,655,341",48.4,"929,100",16.9,"1,904,825",34.7
Maryland - State,-,"34,416,452","2,611,209",7.6,"526,404",20.2,"605,335",23.2,"1,479,470",56.7
"Maryland - Local, total",-,"33,029,249","2,878,057",8.7,"2,128,937",74,"323,765",11.2,"425,355",14.8
Maryland - Counties,-,"26,860,859","2,059,120",7.7,"1,370,966",66.6,"262,799",12.8,"425,355",20.7
Maryland - Municipalities,-,"5,616,322","818,937",14.6,"757,971",92.6,"60,966",7.4,0,0
Massachusetts - Total,"6,824","90,066,208","4,568,909",5.1,"2,170,195",47.5,"1,000,208",21.9,"1,398,506",30.6
Massachusetts - State,-,"55,193,406","2,828,353",5.1,"494,854",17.5,"934,993",33.1,"1,398,506",49.4
"Massachusetts - Local, total",-,"34,872,802","1,740,556",5,"1,675,341",96.3,"65,215",3.7,0,0
Massachusetts - Counties,-,"404,719",734,0.2,0,0,734,100,0,0
Massachusetts - Municipalities,-,"16,559,296","1,035,852",6.3,"1,001,786",96.7,"34,066",3.3,0,0
Michigan - Total,"9,951","96,451,798","6,198,234",6.4,"2,509,076",40.5,"1,167,757",18.8,"2,521,401",40.7
Michigan - State,-,"49,292,114","2,505,110",5.1,"458,132",18.3,"176,443",7,"1,870,535",74.7
"Michigan - Local, total",-,"47,159,684","3,693,124",7.8,"2,050,944",55.5,"991,314",26.8,"650,866",17.6
Michigan - Counties,-,"10,916,392","2,011,916",18.4,"534,424",26.6,"827,670",41.1,"649,822",32.3
Michigan - Municipalities,-,"12,037,309","1,380,442",11.5,"1,228,404",89,"150,994",10.9,"1,044",0.1
Minnesota - Total,"5,523","65,181,744","3,642,824",5.6,"1,908,285",52.4,"747,520",20.5,"987,019",27.1
Minnesota - State,-,"32,974,701","1,269,196",3.8,"318,595",25.1,"458,861",36.2,"491,740",38.7
"Minnesota - Local, total",-,"32,207,043","2,373,628",7.4,"1,589,690",67,"288,659",12.2,"495,279",20.9
Minnesota - Counties,-,"7,968,868","1,400,081",17.6,"653,028",46.6,"252,097",18,"494,956",35.4
Minnesota - Municipalities,-,"8,882,498","971,597",10.9,"934,712",96.2,"36,562",3.8,323,0
Mississippi - Total,"2,988","29,614,627","1,527,107",5.2,"756,900",49.6,"272,804",17.9,"497,403",32.6
Mississippi - State,-,"16,592,848","552,295",3.3,"134,756",24.4,"123,822",22.4,"293,717",53.2
"Mississippi - Local, total",-,"13,021,779","974,812",7.5,"622,144",63.8,"148,982",15.3,"203,686",20.9
Mississippi - Counties,-,"3,520,845","580,315",16.5,"263,806",45.5,"115,153",19.8,"201,356",34.7
Mississippi - Municipalities,-,"3,602,173","394,497",11,"358,338",90.8,"33,829",8.6,"2,330",0.6
Missouri - Total,"6,087","54,054,572","3,232,759",6,"1,764,344",54.6,"556,963",17.2,"911,452",28.2
Missouri - State,-,"26,754,949","1,213,978",4.5,"234,463",19.3,"254,456",21,"725,059",59.7
"Missouri - Local, total",-,"27,299,623","2,018,781",7.4,"1,529,881",75.8,"302,507",15,"186,393",9.2
Missouri - Counties,-,"2,850,744","723,524",25.4,"383,602",53,"204,299",28.2,"135,623",18.7
Missouri - Municipalities,-,"9,350,563","1,294,517",13.8,"1,146,279",88.5,"98,208",7.6,"50,030",3.9
Montana - Total,"1,041","9,931,269","763,906",7.7,"311,455",40.8,"195,051",25.5,"257,400",33.7
Montana - State,-,"5,912,038","397,299",6.7,"54,789",13.8,"130,430",32.8,"212,080",53.4
"Montana - Local, total",-,"4,019,231","366,607",9.1,"256,666",70,"64,621",17.6,"45,320",12.4
Montana - Counties,-,"893,946","229,094",25.6,"138,773",60.6,"48,441",21.1,"41,880",18.3
Montana - Municipalities,-,"876,212","137,513",15.7,"117,893",85.7,"16,180",11.8,"3,440",2.5
Nebraska - Total,"1,906","22,756,338","1,177,586",5.2,"493,201",41.9,"185,011",15.7,"499,374",42.4
Nebraska - State,-,"8,156,651","520,292",6.4,"80,262",15.4,"77,349",14.9,"362,681",69.7
"Nebraska - Local, total",-,"14,599,687","657,294",4.5,"412,939",62.8,"107,662",16.4,"136,693",20.8
Nebraska - Counties,-,"1,763,688","342,768",19.4,"102,858",30,"103,217",30.1,"136,693",39.9
Nebraska - Municipalities,-,"3,449,003","314,526",9.1,"310,081",98.6,"4,445",1.4,0,0
Nevada - Total,"2,918","24,321,334","2,361,379",9.7,"1,180,808",50,"478,551",20.3,"702,020",29.7
Nevada - State,-,"10,276,629","425,359",4.1,"78,961",18.6,"80,070",18.8,"266,328",62.6
"Nevada - Local, total",-,"14,044,705","1,936,020",13.8,"1,101,847",56.9,"398,481",20.6,"435,692",22.5
Nevada - Counties,-,"6,463,704","1,457,804",22.6,"800,232",54.9,"320,563",22,"337,009",23.1
Nevada - Municipalities,-,"2,166,561","478,216",22.1,"301,615",63.1,"77,918",16.3,"98,683",20.6
New Hampshire - Total,"1,342","12,251,373","742,575",6.1,"393,792",53,"150,326",20.2,"198,457",26.7
New Hampshire - State,-,"6,801,165","303,840",4.5,"62,246",20.5,"119,541",39.3,"122,053",40.2
"New Hampshire - Local, total",-,"5,450,208","438,735",8,"331,546",75.6,"30,785",7,"76,404",17.4
New Hampshire - Counties,-,"424,243","122,034",28.8,"26,152",21.4,"19,480",16,"76,402",62.6
New Hampshire - Municipalities,-,"1,444,524","112,309",7.8,"108,644",96.7,"3,665",3.3,0,0
New Jersey - Total,"8,871","109,925,633","7,155,331",6.5,"3,518,642",49.2,"1,503,010",21,"2,133,679",29.8
New Jersey - State,-,"60,574,132","2,945,670",4.9,"591,726",20.1,"916,886",31.1,"1,437,058",48.8
"New Jersey - Local, total",-,"49,351,501","4,209,661",8.5,"2,926,916",69.5,"586,124",13.9,"696,621",16.5
New Jersey - Counties,-,"9,962,394","1,358,845",13.6,"312,947",23,"349,277",25.7,"696,621",51.3
New Jersey - Municipalities,-,"10,283,609","1,606,267",15.6,"1,470,210",91.5,"136,057",8.5,0,0
New Mexico - Total,"2,092","24,472,242","1,712,241",7,"687,256",40.1,"333,596",19.5,"691,389",40.4
New Mexico - State,-,"15,834,431","890,377",5.6,"124,407",14,"296,563",33.3,"469,407",52.7
"New Mexico - Local, total",-,"8,637,811","821,864",9.5,"562,849",68.5,"37,033",4.5,"221,982",27
New Mexico - Counties,-,"1,417,264","403,968",28.5,"171,759",42.5,"12,978",3.2,"219,231",54.3
New Mexico - Municipalities,-,"2,868,675","417,896",14.6,"391,090",93.6,"24,055",5.8,"2,751",0.7
New York - Total,"19,633","331,888,077","20,428,925",6.2,"9,923,400",48.6,"4,143,963",20.3,"6,361,562",31.1
New York - State,-,"131,195,967","6,501,889",5,"796,368",12.2,"2,601,431",40,"3,104,090",47.7
"New York - Local, total",-,"200,692,110","13,927,036",6.9,"9,127,032",65.5,"1,542,532",11.1,"3,257,472",23.4
New York - Counties,-,"24,356,919","3,977,887",16.3,"1,969,078",49.5,"542,741",13.6,"1,466,068",36.9
New York - Municipalities,-,"125,025,456","9,173,582",7.3,"6,541,340",71.3,"841,523",9.2,"1,790,719",19.5
North Carolina - Total,"10,155","90,324,022","5,743,416",6.4,"3,058,607",53.3,"792,688",13.8,"1,892,121",32.9
North Carolina - State,-,"41,597,188","2,509,909",6,"500,418",19.9,"683,774",27.2,"1,325,717",52.8
"North Carolina - Local, total",-,"48,726,834","3,233,507",6.6,"2,558,189",79.1,"108,914",3.4,"566,404",17.5
North Carolina - Counties,-,"28,761,791","1,781,242",6.2,"1,140,534",64,"78,994",4.4,"561,714",31.5
North Carolina - Municipalities,-,"10,562,238","1,452,265",13.7,"1,417,655",97.6,"29,920",2.1,"4,690",0.3
North Dakota - Total,754,"10,702,895","482,228",4.5,"195,776",40.6,"112,483",23.3,"173,969",36.1
North Dakota - State,-,"5,866,326","221,404",3.8,"31,277",14.1,"91,547",41.3,"98,580",44.5
"North Dakota - Local, total",-,"4,836,569","260,824",5.4,"164,499",63.1,"20,936",8,"75,389",28.9
North Dakota - Counties,-,"924,109","160,191",17.3,"70,232",43.8,"15,708",9.8,"74,251",46.4
North Dakota - Municipalities,-,"1,465,667","100,633",6.9,"94,267",93.7,"5,228",5.2,"1,138",1.1
Ohio - Total,"11,634","125,050,220","7,345,177",5.9,"3,659,235",49.8,"1,755,792",23.9,"1,930,150",26.3
Ohio - State,-,"67,693,493","2,113,728",3.1,"317,115",15,"339,607",16.1,"1,457,006",68.9
"Ohio - Local, total",-,"57,356,727","5,231,449",9.1,"3,342,120",63.9,"1,416,185",27.1,"473,144",9
Ohio - Counties,-,"11,941,122","2,525,260",21.1,"1,009,768",40,"1,082,755",42.9,"432,737",17.1
Ohio - Municipalities,-,"14,524,171","2,442,977",16.8,"2,069,812",84.7,"332,758",13.6,"40,407",1.7
Oklahoma - Total,"3,926","34,350,785","2,143,475",6.2,"1,026,168",47.9,"391,276",18.3,"726,031",33.9
Oklahoma - State,-,"20,227,158","1,051,428",5.2,"181,408",17.3,"281,939",26.8,"588,081",55.9
"Oklahoma - Local, total",-,"14,123,627","1,092,047",7.7,"844,760",77.4,"109,337",10,"137,950",12.6
Oklahoma - Counties,-,"1,791,074","328,593",18.3,"136,786",41.6,"54,395",16.6,"137,412",41.8
Oklahoma - Municipalities,-,"5,899,170","763,454",12.9,"707,974",92.7,"54,942",7.2,538,0.1
Oregon - Total,"4,090","51,888,207","3,299,854",6.4,"1,315,523",39.9,"766,942",23.2,"1,217,389",36.9
Oregon - State,-,"30,591,099","1,463,779",4.8,"200,548",13.7,"550,417",37.6,"712,814",48.7
"Oregon - Local, total",-,"21,297,108","1,836,075",8.6,"1,114,975",60.7,"216,525",11.8,"504,575",27.5
Oregon - Counties,-,"3,972,057","1,034,358",26,"364,310",35.2,"168,547",16.3,"501,501",48.5
Oregon - Municipalities,-,"5,362,007","801,717",15,"750,665",93.6,"47,978",6,"3,074",0.4
Pennsylvania - Total,"12,782","143,693,284","9,053,324",6.3,"3,743,124",41.3,"1,759,592",19.4,"3,550,608",39.2
Pennsylvania - State,-,"76,470,073","3,516,644",4.6,"1,033,676",29.4,"399,162",11.4,"2,083,806",59.3
"Pennsylvania - Local, total",-,"67,223,211","5,536,680",8.2,"2,709,448",48.9,"1,360,430",24.6,"1,466,802",26.5
Pennsylvania - Counties,-,"10,685,343","2,403,603",22.5,"340,743",14.2,"966,283",40.2,"1,096,577",45.6
Pennsylvania - Municipalities,-,"12,977,779","2,191,015",16.9,"1,463,043",66.8,"357,747",16.3,"370,225",16.9
Rhode Island - Total,"1,057","12,511,068","815,626",6.5,"439,212",53.8,"146,371",17.9,"230,043",28.2
Rhode Island - State,-,"7,679,047","418,805",5.5,"84,863",20.3,"124,506",29.7,"209,436",50
"Rhode Island - Local, total",-,"4,832,021","396,821",8.2,"354,349",89.3,"21,865",5.5,"20,607",5.2
Rhode Island - Municipalities,-,"2,551,104","251,155",9.8,"216,285",86.1,"14,263",5.7,"20,607",8.2
South Carolina - Total,"4,958","47,427,647","2,298,543",4.8,"1,237,484",53.8,"355,728",15.5,"705,331",30.7
South Carolina - State,-,"25,142,432","714,664",2.8,"167,338",23.4,"96,023",13.4,"451,303",63.1
"South Carolina - Local, total",-,"22,285,215","1,583,879",7.1,"1,070,146",67.6,"259,705",16.4,"254,028",16
South Carolina - Counties,-,"4,318,375","1,058,565",24.5,"584,516",55.2,"222,563",21,"251,486",23.8
South Carolina - Municipalities,-,"3,362,856","525,314",15.6,"485,630",92.4,"37,142",7.1,"2,542",0.5
South Dakota - Total,863,"7,968,349","473,931",5.9,"201,266",42.5,"90,110",19,"182,555",38.5
South Dakota - State,-,"4,309,666","221,838",5.1,"43,880",19.8,"52,880",23.8,"125,078",56.4
"South Dakota - Local, total",-,"3,658,683","252,093",6.9,"157,386",62.4,"37,230",14.8,"57,477",22.8
South Dakota - Counties,-,"491,743","146,439",29.8,"55,662",38,"34,750",23.7,"56,027",38.3
South Dakota - Municipalities,-,"1,301,655","105,216",8.1,"101,286",96.3,"2,480",2.4,"1,450",1.4
Tennessee - Total,"6,646","57,765,304","3,721,865",6.4,"1,810,523",48.6,"772,541",20.8,"1,138,801",30.6
Tennessee - State,-,"24,639,139","1,189,396",4.8,"209,035",17.6,"307,836",25.9,"672,525",56.5
"Tennessee - Local, total",-,"33,126,165","2,532,469",7.6,"1,601,488",63.2,"464,705",18.3,"466,276",18.4
Tennessee - Counties,-,"14,016,493","1,244,634",8.9,"543,728",43.7,"318,125",25.6,"382,781",30.8
Tennessee - Municipalities,-,"16,705,048","1,287,835",7.7,"1,057,760",82.1,"146,580",11.4,"83,495",6.5
Texas - Total,"27,914","251,601,569","16,629,633",6.6,"7,693,560",46.3,"2,992,197",18,"5,943,876",35.7
Texas - State,-,"112,946,189","5,561,752",4.9,"1,134,902",20.4,"718,563",12.9,"3,708,287",66.7
"Texas - Local, total",-,"138,655,380","11,067,881",8,"6,558,658",59.3,"2,273,634",20.5,"2,235,589",20.2
Texas - Counties,-,"22,323,574","5,745,793",25.7,"1,677,354",29.2,"1,857,133",32.3,"2,211,306",38.5
Texas - Municipalities,-,"40,327,656","5,308,172",13.2,"4,867,388",91.7,"416,501",7.8,"24,283",0.5
Utah - Total,"3,042","28,056,194","1,547,731",5.5,"665,185",43,"341,343",22.1,"541,203",35
Utah - State,-,"16,060,993","689,515",4.3,"154,249",22.4,"177,998",25.8,"357,268",51.8
"Utah - Local, total",-,"11,995,201","858,216",7.2,"510,936",59.5,"163,345",19,"183,935",21.4
Utah - Counties,-,"2,020,697","430,539",21.3,"142,761",33.2,"103,843",24.1,"183,935",42.7
Utah - Municipalities,-,"3,138,824","427,677",13.6,"368,175",86.1,"59,502",13.9,0,0
Vermont - Total,624,"7,899,793","406,396",5.1,"185,029",45.5,"84,623",20.8,"136,744",33.6
Vermont - State,-,"5,075,338","292,047",5.8,"77,417",26.5,"78,176",26.8,"136,454",46.7
"Vermont - Local, total",-,"2,824,455","114,349",4,"107,612",94.1,"6,447",5.6,290,0.3
Vermont - Counties,-,"18,622","15,891",85.3,"12,953",81.5,"2,899",18.2,39,0.2
Vermont - Municipalities,-,"426,981","41,981",9.8,"40,009",95.3,"1,723",4.1,249,0.6
Virginia - Total,"8,410","80,898,628","6,082,864",7.5,"2,368,355",38.9,"1,027,918",16.9,"2,686,591",44.2
Virginia - State,-,"40,788,028","2,293,385",5.6,"376,388",16.4,"526,696",23,"1,390,301",60.6
"Virginia - Local, total",-,"40,110,600","3,789,479",9.4,"1,991,967",52.6,"501,222",13.2,"1,296,290",34.2
Virginia - Counties,-,"22,375,666","1,844,581",8.2,"1,104,693",59.9,"304,236",16.5,"435,652",23.6
Virginia - Municipalities,-,"13,929,607","1,419,739",10.2,"887,274",62.5,"196,986",13.9,"335,479",23.6
Washington - Total,"7,295","86,307,528","4,824,091",5.6,"1,960,790",40.6,"1,135,011",23.5,"1,728,290",35.8
Washington - State,-,"40,288,703","1,617,878",4,"293,032",18.1,"284,520",17.6,"1,040,326",64.3
"Washington - Local, total",-,"46,018,825","3,206,213",7,"1,667,758",52,"850,491",26.5,"687,964",21.5
Washington - Counties,-,"7,021,673","1,876,320",26.7,"586,317",31.2,"659,164",35.1,"630,839",33.6
Washington - Municipalities,-,"11,159,506","1,329,141",11.9,"1,080,689",81.3,"191,327",14.4,"57,125",4.3
West Virginia - Total,"1,831","18,367,067","1,018,975",5.5,"387,736",38.1,"278,248",27.3,"352,991",34.6
West Virginia - State,-,"12,482,644","601,337",4.8,"84,441",14,"215,858",35.9,"301,038",50.1
"West Virginia - Local, total",-,"5,884,423","417,638",7.1,"303,295",72.6,"62,390",14.9,"51,953",12.4
