Arkansas - Total,"1,422,698","1,407,595","1,384,674","22,921",-,"681,854","680,398","662,897","17,501",-,"227,955","222,794","221,480","1,314",-,"512,889","504,403","500,297","4,106",-
Arkansas - State,"587,781","573,457","573,455",2,"14,324","109,314","107,858","107,856",2,"1,456","132,638","128,256","128,256",0,"4,382","345,829","337,343","337,343",0,"8,486"
"Arkansas - Local, total","834,917","834,138","811,219","22,919",779,"572,540","572,540","555,041","17,499",0,"95,317","94,538","93,224","1,314",779,"167,060","167,060","162,954","4,106",0
Arkansas - Counties,"366,733","366,381","360,077","6,304",352,"154,224","154,224","153,240",984,0,"55,007","54,655","53,441","1,214",352,"157,502","157,502","153,396","4,106",0
Arkansas - Municipalities,"476,282","467,757","451,142","16,615","8,525","419,197","418,316","401,801","16,515",881,"42,300","39,883","39,783",100,"2,417","14,784","9,558","9,558",0,"5,226"
California - Total,"42,602,300","41,702,684","39,996,351","1,706,333",-,"17,577,056","17,557,870","17,117,818","440,052",-,"9,410,608","8,676,531","8,276,107","400,424",-,"15,614,636","15,468,283","14,602,426","865,857",-
California - State,"15,721,808","15,482,042","14,480,268","1,001,774","239,766","1,937,931","1,918,745","1,885,128","33,617","19,186","4,255,402","4,181,175","3,941,455","239,720","74,227","9,528,475","9,382,122","8,653,685","728,437","146,353"
"California - Local, total","26,880,492","26,220,642","25,516,083","704,559","659,850","15,639,125","15,639,125","15,232,690","406,435",0,"5,155,206","4,495,356","4,334,652","160,704","659,850","6,086,161","6,086,161","5,948,741","137,420",0
California - Counties,"15,789,040","15,129,190","14,701,896","427,294","659,850","5,205,206","5,205,206","5,074,932","130,274",0,"4,701,852","4,042,002","3,881,754","160,248","659,850","5,881,982","5,881,982","5,745,210","136,772",0
California - Municipalities,"12,082,551","11,089,410","10,812,145","277,265","993,141","11,424,275","10,431,877","10,155,716","276,161","992,398","454,097","453,354","452,898",456,743,"204,179","204,179","203,531",648,0
Colorado - Total,"4,129,716","3,963,582","3,850,458","113,124",-,"1,839,882","1,829,355","1,760,767","68,588",-,"828,424","824,632","810,892","13,740",-,"1,461,410","1,309,595","1,278,799","30,796",-
Colorado - State,"1,784,785","1,618,678","1,571,450","47,228","166,107","192,364","181,864","174,521","7,343","10,500","548,327","544,535","534,190","10,345","3,792","1,044,094","892,279","862,739","29,540","151,815"
"Colorado - Local, total","2,344,931","2,344,904","2,279,008","65,896",27,"1,647,518","1,647,491","1,586,246","61,245",27,"280,097","280,097","276,702","3,395",0,"417,316","417,316","416,060","1,256",0
Colorado - Counties,"965,923","963,728","929,448","34,280","2,195","509,361","509,236","479,386","29,850",125,"140,286","138,488","135,264","3,224","1,798","316,276","316,004","314,798","1,206",272
Colorado - Municipalities,"1,382,476","1,381,176","1,349,560","31,616","1,300","1,139,555","1,138,255","1,106,860","31,395","1,300","141,609","141,609","141,438",171,0,"101,312","101,312","101,262",50,0
Connecticut - Total,"2,784,458","2,650,680","2,561,610","89,070",-,"1,290,925","1,249,334","1,207,976","41,358",-,"807,970","718,484","674,837","43,647",-,"685,563","682,862","678,797","4,065",-
Connecticut - State,"1,743,798","1,612,732","1,536,292","76,440","131,066","290,444","251,565","222,824","28,741","38,879","767,791","678,305","634,671","43,634","89,486","685,563","682,862","678,797","4,065","2,701"
"Connecticut - Local, total","1,040,660","1,037,948","1,025,318","12,630","2,712","1,000,481","997,769","985,152","12,617","2,712","40,179","40,179","40,166",13,0,0,0,0,0,0
Connecticut - Municipalities,"532,719","532,719","529,945","2,774",0,"510,735","510,735","507,974","2,761",0,"21,984","21,984","21,971",13,0,0,0,0,0,0
Delaware - Total,"873,498","864,518","848,263","16,255",-,"355,064","354,420","342,833","11,587",-,"207,520","199,184","197,040","2,144",-,"310,914","310,914","308,390","2,524",-
Delaware - State,"644,133","635,166","624,880","10,286","8,967","139,839","139,208","133,486","5,722",631,"193,380","185,044","183,004","2,040","8,336","310,914","310,914","308,390","2,524",0
"Delaware - Local, total","229,365","229,352","223,383","5,969",13,"215,225","215,212","209,347","5,865",13,"14,140","14,140","14,036",104,0,0,0,0,0,0
Delaware - Counties,"97,866","97,866","93,819","4,047",0,"87,694","87,694","83,647","4,047",0,"10,172","10,172","10,172",0,0,0,0,0,0,0
Delaware - Municipalities,"131,560","131,486","129,564","1,922",74,"127,592","127,518","125,700","1,818",74,"3,968","3,968","3,864",104,0,0,0,0,0,0
District of Columbia - Total,"870,775","870,775","847,765","23,010",-,"593,345","593,345","575,909","17,436",-,"132,515","132,515","131,686",829,-,"144,915","144,915","140,170","4,745",-
"District of Columbia - Local, total","870,775","870,775","847,765","23,010",0,"593,345","593,345","575,909","17,436",0,"132,515","132,515","131,686",829,0,"144,915","144,915","140,170","4,745",0
District of Columbia - Municipality,"870,775","870,775","847,765","23,010",0,"593,345","593,345","575,909","17,436",0,"132,515","132,515","131,686",829,0,"144,915","144,915","140,170","4,745",0
Florida - Total ,"14,847,379","14,834,859","14,345,009","489,850",-,"7,870,877","7,869,704","7,557,796","311,908",-,"2,529,457","2,518,119","2,417,655","100,464",-,"4,447,045","4,447,036","4,369,558","77,478",-
Florida - State,"4,639,344","4,626,824","4,558,622","68,202","12,520","588,165","586,992","553,833","33,159","1,173","1,544,026","1,532,688","1,514,784","17,904","11,338","2,507,153","2,507,144","2,490,005","17,139",9
"Florida - Local, total","10,208,035","10,208,035","9,786,387","421,648",0,"7,282,712","7,282,712","7,003,963","278,749",0,"985,431","985,431","902,871","82,560",0,"1,939,892","1,939,892","1,879,553","60,339",0
Florida - Counties,"6,559,911","6,559,911","6,235,775","324,136",0,"3,819,503","3,819,503","3,637,960","181,543",0,"854,858","854,858","772,602","82,256",0,"1,885,550","1,885,550","1,825,213","60,337",0
Florida - Municipalities,"3,648,124","3,648,124","3,550,612","97,512",0,"3,463,209","3,463,209","3,366,003","97,206",0,"130,573","130,573","130,269",304,0,"54,342","54,342","54,340",2,0
Georgia - Total,"6,044,493","5,964,529","5,729,078","235,451",-,"2,699,668","2,667,236","2,513,792","153,444",-,"1,318,410","1,307,792","1,294,990","12,802",-,"2,026,415","1,989,501","1,920,296","69,205",-
Georgia - State,"1,951,843","1,872,406","1,801,016","71,390","79,437","385,024","352,890","322,921","29,969","32,134","336,016","325,398","325,105",293,"10,618","1,230,803","1,194,118","1,152,990","41,128","36,685"
"Georgia - Local, total","4,092,650","4,092,123","3,928,062","164,061",527,"2,314,644","2,314,346","2,190,871","123,475",298,"982,394","982,394","969,885","12,509",0,"795,612","795,383","767,306","28,077",229
Georgia - Counties,"2,737,364","2,735,803","2,639,104","96,699","1,561","1,213,571","1,213,491","1,150,566","62,925",80,"841,194","841,194","829,183","12,011",0,"682,599","681,118","659,355","21,763","1,481"
Georgia - Municipalities,"1,364,716","1,356,320","1,288,958","67,362","8,396","1,104,082","1,100,855","1,040,305","60,550","3,227","141,200","141,200","140,702",498,0,"119,434","114,265","107,951","6,314","5,169"
Hawaii - Total,"983,893","975,399","946,446","28,953",-,"457,839","457,839","439,727","18,112",-,"308,939","300,445","290,451","9,994",-,"217,115","217,115","216,268",847,-
Hawaii - State,"510,116","501,622","489,573","12,049","8,494","37,632","37,632","36,212","1,420",0,"255,369","246,875","237,093","9,782","8,494","217,115","217,115","216,268",847,0
"Hawaii - Local, total","473,777","473,777","456,873","16,904",0,"420,207","420,207","403,515","16,692",0,"53,570","53,570","53,358",212,0,0,0,0,0,0
Hawaii - Counties,"173,498","169,795","166,590","3,205","3,703","145,617","144,749","141,562","3,187",868,"27,881","25,046","25,028",18,"2,835",0,0,0,0,0
Hawaii - Municipalities,"303,982","303,982","290,283","13,699",0,"275,458","275,458","261,953","13,505",0,"28,524","28,524","28,330",194,0,0,0,0,0,0
Idaho - Total,"1,002,815","992,892","948,796","44,096",-,"431,781","430,772","406,678","24,094",-,"199,863","199,191","194,201","4,990",-,"371,171","362,929","347,917","15,012",-
Idaho - State,"400,589","390,792","373,173","17,619","9,797","61,694","60,685","55,746","4,939","1,009","75,928","75,382","71,032","4,350",546,"262,967","254,725","246,395","8,330","8,242"
"Idaho - Local, total","602,226","602,100","575,623","26,477",126,"370,087","370,087","350,932","19,155",0,"123,935","123,809","123,169",640,126,"108,204","108,204","101,522","6,682",0
Idaho - Counties,"387,467","384,722","367,498","17,224","2,745","167,072","165,736","155,834","9,902","1,336","110,998","110,782","110,142",640,216,"109,397","108,204","101,522","6,682","1,193"
Idaho - Municipalities,"225,213","217,378","208,125","9,253","7,835","211,004","204,351","195,098","9,253","6,653","14,209","13,027","13,027",0,"1,182",0,0,0,0,0
Illinois - Total,"8,806,328","8,679,874","8,489,467","190,407",-,"5,216,768","5,200,415","5,037,372","163,043",-,"1,705,642","1,595,541","1,592,320","3,221",-,"1,883,918","1,883,918","1,859,775","24,143",-
Illinois - State,"2,108,599","1,982,150","1,961,357","20,793","126,449","381,161","364,813","363,277","1,536","16,348","639,643","529,542","527,871","1,671","110,101","1,087,795","1,087,795","1,070,209","17,586",0
"Illinois - Local, total","6,697,729","6,697,724","6,528,110","169,614",5,"4,835,607","4,835,602","4,674,095","161,507",5,"1,065,999","1,065,999","1,064,449","1,550",0,"796,123","796,123","789,566","6,557",0
Illinois - Counties,"2,456,348","2,456,348","2,428,188","28,160",0,"655,395","655,395","634,233","21,162",0,"1,005,939","1,005,939","1,004,389","1,550",0,"795,014","795,014","789,566","5,448",0
Illinois - Municipalities,"4,241,376","4,241,376","4,099,922","141,454",0,"4,180,207","4,180,207","4,039,862","140,345",0,"60,060","60,060","60,060",0,0,"1,109","1,109",0,"1,109",0
Indiana - Total,"2,985,136","2,883,197","2,813,074","70,123",-,"1,266,171","1,253,596","1,210,168","43,428",-,"625,110","595,053","586,622","8,431",-,"1,093,855","1,034,548","1,016,284","18,264",-
Indiana - State,"1,169,566","1,067,627","1,046,757","20,870","101,939","229,290","216,715","208,545","8,170","12,575","234,022","203,965","200,358","3,607","30,057","706,254","646,947","637,854","9,093","59,307"
"Indiana - Local, total","1,815,570","1,815,570","1,766,317","49,253",0,"1,036,881","1,036,881","1,001,623","35,258",0,"391,088","391,088","386,264","4,824",0,"387,601","387,601","378,430","9,171",0
Indiana - Counties,"730,346","729,536","712,447","17,089",810,"197,754","197,584","192,143","5,441",170,"260,779","260,146","256,272","3,874",633,"271,813","271,806","264,032","7,774",7
Indiana - Municipalities,"1,091,813","1,082,565","1,050,401","32,164","9,248","846,551","839,297","809,480","29,817","7,254","129,467","127,473","126,523",950,"1,994","115,795","115,795","114,398","1,397",0
Iowa - Total,"1,604,286","1,573,916","1,540,105","33,811",-,"785,643","778,945","760,182","18,763",-,"374,927","351,255","346,859","4,396",-,"443,716","443,716","433,064","10,652",-
Iowa - State,"665,719","635,349","624,173","11,176","30,370","104,145","97,447","92,143","5,304","6,698","268,120","244,448","243,290","1,158","23,672","293,454","293,454","288,740","4,714",0
"Iowa - Local, total","938,567","938,567","915,932","22,635",0,"681,498","681,498","668,039","13,459",0,"106,807","106,807","103,569","3,238",0,"150,262","150,262","144,324","5,938",0
Iowa - Counties,"464,840","462,778","448,386","14,392","2,062","224,716","224,161","218,941","5,220",555,"92,779","92,779","89,542","3,237",0,"147,345","145,838","139,903","5,935","1,507"
Iowa - Municipalities,"485,848","474,840","466,600","8,240","11,008","468,193","457,337","449,098","8,239","10,856","14,028","14,028","14,027",1,0,"3,627","3,475","3,475",0,152
Kansas - Total,"1,675,980","1,625,457","1,582,369","43,088",-,"793,614","788,654","765,511","23,143",-,"316,186","315,964","312,381","3,583",-,"566,180","520,839","504,477","16,362",-
Kansas - State,"618,240","567,733","547,664","20,069","50,507","102,960","98,016","86,745","11,271","4,944","161,063","160,841","160,698",143,222,"354,217","308,876","300,221","8,655","45,341"
"Kansas - Local, total","1,057,740","1,057,724","1,034,705","23,019",16,"690,654","690,638","678,766","11,872",16,"155,123","155,123","151,683","3,440",0,"211,963","211,963","204,256","7,707",0
Kansas - Counties,"504,315","504,315","492,545","11,770",0,"222,930","222,930","220,257","2,673",0,"99,907","99,907","97,627","2,280",0,"181,478","181,478","174,661","6,817",0
Kansas - Municipalities,"570,541","553,298","542,049","11,249","17,243","484,770","467,607","458,408","9,199","17,163","55,243","55,206","54,046","1,160",37,"30,528","30,485","29,595",890,43
Kentucky - Total,"2,182,569","2,108,243","2,058,466","49,777",-,"734,100","708,897","680,026","28,871",-,"586,469","556,044","552,480","3,564",-,"862,000","843,302","825,960","17,342",-
Kentucky - State,"1,314,190","1,239,873","1,229,712","10,161","74,317","195,639","170,436","164,005","6,431","25,203","547,141","516,725","514,232","2,493","30,416","571,410","552,712","551,475","1,237","18,698"
"Kentucky - Local, total","868,379","868,370","828,754","39,616",9,"538,461","538,461","516,021","22,440",0,"39,328","39,319","38,248","1,071",9,"290,590","290,590","274,485","16,105",0
Kentucky - Counties,"344,392","329,242","308,363","20,879","15,150","103,280","102,998","96,938","6,060",282,"29,340","29,284","28,213","1,071",56,"211,772","196,960","183,212","13,748","14,812"
Kentucky - Municipalities,"539,119","539,119","520,382","18,737",0,"435,463","435,463","419,083","16,380",0,"10,035","10,035","10,035",0,0,"93,621","93,621","91,264","2,357",0
Louisiana - Total,"3,762,856","3,430,665","3,286,618","144,047",-,"1,708,901","1,599,088","1,534,413","64,675",-,"752,968","694,434","680,388","14,046",-,"1,300,987","1,137,143","1,071,817","65,326",-
Louisiana - State,"1,327,262","1,016,598","1,002,418","14,180","310,664","330,830","221,060","220,268",792,"109,770","334,508","297,443","295,848","1,595","37,065","661,924","498,095","486,302","11,793","163,829"
"Louisiana - Local, total","2,435,594","2,414,067","2,284,200","129,867","21,527","1,378,071","1,378,028","1,314,145","63,883",43,"418,460","396,991","384,540","12,451","21,469","639,063","639,048","585,515","53,533",15
Louisiana - Parishes,"1,267,649","1,244,496","1,167,074","77,422","23,153","586,220","585,791","545,749","40,042",429,"263,251","241,174","233,012","8,162","22,077","418,178","417,531","388,313","29,218",647
Louisiana - Municipalities,"1,153,175","1,121,802","1,070,240","51,562","31,373","805,639","792,055","768,214","23,841","13,584","173,231","155,817","151,528","4,289","17,414","174,306","173,930","150,498","23,432",376
Maine - Total,"655,476","654,399","640,969","13,430",-,"290,137","289,950","284,740","5,210",-,"106,923","106,923","105,821","1,102",-,"258,416","257,526","250,408","7,118",-
Maine - State,"331,038","331,038","322,457","8,581",0,"85,106","85,106","84,063","1,043",0,"85,653","85,653","84,851",802,0,"160,279","160,279","153,543","6,736",0
"Maine - Local, total","324,438","323,361","318,512","4,849","1,077","205,031","204,844","200,677","4,167",187,"21,270","21,270","20,970",300,0,"98,137","97,247","96,865",382,890
Maine - Counties,"160,975","159,276","156,421","2,855","1,699","46,477","46,290","44,117","2,173",187,"15,761","15,739","15,439",300,22,"98,737","97,247","96,865",382,"1,490"
Maine - Municipalities,"78,693","78,693","77,851",842,0,"76,199","76,199","75,357",842,0,"2,494","2,494","2,494",0,0,0,0,0,0,0
Maryland - Total,"5,592,322","5,489,266","5,377,630","111,636",-,"2,750,415","2,655,341","2,615,122","40,219",-,"933,467","929,100","902,397","26,703",-,"1,908,440","1,904,825","1,860,111","44,714",-
Maryland - State,"2,714,265","2,611,209","2,521,500","89,709","103,056","621,478","526,404","504,793","21,611","95,074","609,702","605,335","580,792","24,543","4,367","1,483,085","1,479,470","1,435,915","43,555","3,615"
"Maryland - Local, total","2,878,057","2,878,057","2,856,130","21,927",0,"2,128,937","2,128,937","2,110,329","18,608",0,"323,765","323,765","321,605","2,160",0,"425,355","425,355","424,196","1,159",0
Maryland - Counties,"2,059,120","2,059,120","2,044,375","14,745",0,"1,370,966","1,370,966","1,359,539","11,427",0,"262,799","262,799","260,640","2,159",0,"425,355","425,355","424,196","1,159",0
Maryland - Municipalities,"818,937","818,937","811,755","7,182",0,"757,971","757,971","750,790","7,181",0,"60,966","60,966","60,965",1,0,0,0,0,0,0
Massachusetts - Total,"4,651,652","4,568,909","4,384,420","184,489",-,"2,248,566","2,170,195","2,103,438","66,757",-,"1,001,712","1,000,208","924,865","75,343",-,"1,401,374","1,398,506","1,356,117","42,389",-
Massachusetts - State,"2,911,096","2,828,353","2,683,445","144,908","82,743","573,225","494,854","467,672","27,182","78,371","936,497","934,993","859,656","75,337","1,504","1,401,374","1,398,506","1,356,117","42,389","2,868"
"Massachusetts - Local, total","1,740,556","1,740,556","1,700,975","39,581",0,"1,675,341","1,675,341","1,635,766","39,575",0,"65,215","65,215","65,209",6,0,0,0,0,0,0
Massachusetts - Counties,734,734,734,0,0,0,0,0,0,0,734,734,734,0,0,0,0,0,0,0
Massachusetts - Municipalities,"1,035,852","1,035,852","1,023,076","12,776",0,"1,001,786","1,001,786","989,015","12,771",0,"34,066","34,066","34,061",5,0,0,0,0,0,0
Michigan - Total,"6,367,243","6,198,234","6,097,972","100,262",-,"2,538,887","2,509,076","2,462,866","46,210",-,"1,276,496","1,167,757","1,148,202","19,555",-,"2,551,860","2,521,401","2,486,904","34,497",-
Michigan - State,"2,669,650","2,505,110","2,494,938","10,172","164,540","487,890","458,132","450,704","7,428","29,758","280,766","176,443","176,429",14,"104,323","1,900,994","1,870,535","1,867,805","2,730","30,459"
"Michigan - Local, total","3,697,593","3,693,124","3,603,034","90,090","4,469","2,050,997","2,050,944","2,012,162","38,782",53,"995,730","991,314","971,773","19,541","4,416","650,866","650,866","619,099","31,767",0
Michigan - Counties,"2,023,708","2,011,916","1,942,387","69,529","11,792","541,053","534,424","514,200","20,224","6,629","832,833","827,670","810,132","17,538","5,163","649,822","649,822","618,055","31,767",0
Michigan - Municipalities,"1,412,090","1,380,442","1,370,269","10,173","31,648","1,257,558","1,228,404","1,220,221","8,183","29,154","150,994","150,994","149,004","1,990",0,"3,539","1,044","1,044",0,"2,495"
Minnesota - Total,"3,838,823","3,642,824","3,551,989","90,835",-,"2,021,780","1,908,285","1,842,094","66,191",-,"758,621","747,520","738,947","8,573",-,"1,058,422","987,019","970,948","16,071",-
Minnesota - State,"1,465,106","1,269,196","1,239,787","29,409","195,910","432,066","318,595","306,259","12,336","113,471","469,962","458,861","450,591","8,270","11,101","563,078","491,740","482,937","8,803","71,338"
"Minnesota - Local, total","2,373,717","2,373,628","2,312,202","61,426",89,"1,589,714","1,589,690","1,535,835","53,855",24,"288,659","288,659","288,356",303,0,"495,344","495,279","488,011","7,268",65
Minnesota - Counties,"1,413,455","1,400,081","1,357,990","42,091","13,374","653,028","653,028","618,481","34,547",0,"252,097","252,097","251,821",276,0,"508,330","494,956","487,688","7,268","13,374"
Minnesota - Municipalities,"991,851","971,597","952,262","19,335","20,254","954,100","934,712","915,404","19,308","19,388","37,373","36,562","36,535",27,811,378,323,323,0,55
Mississippi - Total,"1,584,967","1,527,107","1,454,728","72,379",-,"761,673","756,900","724,495","32,405",-,"283,408","272,804","267,876","4,928",-,"539,886","497,403","462,357","35,046",-
Mississippi - State,"610,146","552,295","540,189","12,106","57,851","139,520","134,756","128,353","6,403","4,764","134,426","123,822","120,878","2,944","10,604","336,200","293,717","290,958","2,759","42,483"
"Mississippi - Local, total","974,821","974,812","914,539","60,273",9,"622,153","622,144","596,142","26,002",9,"148,982","148,982","146,998","1,984",0,"203,686","203,686","171,399","32,287",0
Mississippi - Counties,"580,385","580,315","540,249","40,066",70,"263,839","263,806","257,745","6,061",33,"115,166","115,153","113,435","1,718",13,"201,380","201,356","169,069","32,287",24
Mississippi - Municipalities,"398,401","394,497","374,290","20,207","3,904","358,868","358,338","338,397","19,941",530,"33,829","33,829","33,563",266,0,"5,704","2,330","2,330",0,"3,374"
Missouri - Total,"3,287,009","3,232,759","3,108,675","124,084",-,"1,769,982","1,764,344","1,695,880","68,464",-,"565,758","556,963","517,650","39,313",-,"951,269","911,452","895,145","16,307",-
Missouri - State,"1,268,153","1,213,978","1,160,330","53,648","54,175","240,058","234,463","200,016","34,447","5,595","263,219","254,456","248,728","5,728","8,763","764,876","725,059","711,586","13,473","39,817"
"Missouri - Local, total","2,018,856","2,018,781","1,948,345","70,436",75,"1,529,924","1,529,881","1,495,864","34,017",43,"302,539","302,507","268,922","33,585",32,"186,393","186,393","183,559","2,834",0
Missouri - Counties,"723,775","723,524","678,311","45,213",251,"383,602","383,602","373,918","9,684",0,"204,550","204,299","170,845","33,454",251,"135,623","135,623","133,548","2,075",0
Missouri - Municipalities,"1,295,588","1,294,517","1,270,034","24,483","1,071","1,147,349","1,146,279","1,121,946","24,333","1,070","98,208","98,208","98,077",131,0,"50,031","50,030","50,011",19,1
Montana - Total,"764,975","763,906","743,377","20,529",-,"312,523","311,455","299,872","11,583",-,"195,052","195,051","194,084",967,-,"257,400","257,400","249,421","7,979",-
Montana - State,"398,364","397,299","389,872","7,427","1,065","55,854","54,789","53,490","1,299","1,065","130,430","130,430","130,047",383,0,"212,080","212,080","206,335","5,745",0
"Montana - Local, total","366,611","366,607","353,505","13,102",4,"256,669","256,666","246,382","10,284",3,"64,622","64,621","64,037",584,1,"45,320","45,320","43,086","2,234",0
Montana - Counties,"229,113","229,094","219,150","9,944",19,"138,773","138,773","131,647","7,126",0,"48,441","48,441","47,857",584,0,"41,899","41,880","39,646","2,234",19
Montana - Municipalities,"137,962","137,513","134,355","3,158",449,"118,309","117,893","114,735","3,158",416,"16,213","16,180","16,180",0,33,"3,440","3,440","3,440",0,0
Nebraska - Total,"1,186,606","1,177,586","1,135,006","42,580",-,"501,005","493,201","464,355","28,846",-,"186,121","185,011","179,835","5,176",-,"499,480","499,374","490,816","8,558",-
Nebraska - State,"529,186","520,292","511,302","8,990","8,894","88,066","80,262","75,532","4,730","7,804","78,439","77,349","77,345",4,"1,090","362,681","362,681","358,425","4,256",0
"Nebraska - Local, total","657,420","657,294","623,704","33,590",126,"412,939","412,939","388,823","24,116",0,"107,682","107,662","102,490","5,172",20,"136,799","136,693","132,391","4,302",106
Nebraska - Counties,"345,088","342,768","330,742","12,026","2,320","102,858","102,858","100,234","2,624",0,"103,346","103,217","98,117","5,100",129,"138,884","136,693","132,391","4,302","2,191"
Nebraska - Municipalities,"322,947","314,526","292,962","21,564","8,421","314,981","310,081","288,589","21,492","4,900","4,445","4,445","4,373",72,0,"3,521",0,0,0,"3,521"
Nevada - Total,"2,379,065","2,361,379","2,308,080","53,299",-,"1,182,371","1,180,808","1,150,743","30,065",-,"488,117","478,551","474,376","4,175",-,"708,577","702,020","682,961","19,059",-
