Vermont,$621 ,"$21,816 ","$35,143 ","$4,647,719 ","$3,290,059 ","$4,378,513 ","$14,615 ","$14,559 "

Virginia,"$7,640 ","$306,555 ","$40,124 ","$34,776,228 ","$24,757,062 ","$31,831,209 ","$122,634 ","$121,181 "
Washington,"$6,375 ","$245,930 ","$38,578 ","$33,914,746 ","$26,093,968 ","$29,056,032 ","$116,943 ","$116,107 "
West Virginia,"$1,809 ","$50,453 ","$27,895 ","$9,791,417 ","$7,713,467 ","$9,199,607 ","$37,004 ","$36,945 "
Wisconsin,"$5,573 ","$192,031 ","$34,459 ","$30,125,092 ","$20,564,035 ","$26,277,439 ","$68,143 ","$68,143 "
Wyoming,$513 ,"$22,233 ","$43,360 ","$4,011,496 ","$2,710,273 ","$3,563,917 ","$12,814 ","$12,782 "

"Note:  ""Estimated population"" represents resident U.S. population (50 states excluding the District of Columbia)",,,,,,,,
"from the Bureau of the Census, Current Population Reports, July 2007.",,,,,,,,
"a/ ""Personal income"" is from the U.S. Department of Commerce, Survey of Current Business, August 2006."
"b/ ""Total general expenditure"" excludes utilities, State-operated liquor stores, and insurance trust benefits."
"c/ ""General functions only"" FTE excludes utilities, and State-operated liquor stores."
