"Philadelphia, PA","6,970","6,970","6,970",85.6,,"34,997","5,021","1,906",912,"1,171",14.4,,"4,039"

"Phoenix, AZ","2,872","2,870","2,871",75.7,,"16,341","5,691",949,872,920,24.3,,"4,245"
"Pittsburgh, PA",896,896,896,77.9,,"3,613","4,032",301,88,254,22.1,,538
"Portland, OR",982,968,974,73.2,,"5,515","5,673",361,354,357,26.8,,"1,472"
"St.Louis, MO","1,452","1,452","1,452",71.3,,"4,805","3,309",587,583,585,28.7,,"1,474"
"San Antonio, TX","2,003","2,003","2,003",75.2,,"10,338","5,161",789,549,661,24.8,,"1,518"
"San Diego, CA","2,041","2,041","2,041",76.1,,"12,415","6,083",722,597,641,23.9,,"3,050"

"San Francisco, CA","2,211","2,211","2,211",86.1,,"18,227","8,244",356,356,356,13.9,,"1,872"
"San Jose, CA","1,703","1,703","1,703",76.3,,"12,823","7,530",648,476,528,23.7,,"2,573"
"Seattle, WA","1,212","1,212","1,212",70.3,,"7,727","6,375",558,486,513,29.7,,"2,200"
"Toledo, OH",0,0,0,0,,0,0,0,0,0,0,,0
"Tucson, AZ",0,0,0,0,,0,0,0,0,0,0,,0
"Tulsa, OK",739,739,739,80.9,,"3,246","4,393",236,144,174,19.1,,440
"Washington, DC","3,647","3,646","3,647",82.7,,"19,447","5,333",825,701,763,17.3,,"3,137"

Note:  Payroll data shown here may not sum to equal police protection March payroll data in table 16 due to rounding. Jurisdictions without data did not report for 2004.,,,,,,,,,,,,,
