"Local, total","$369,077 ","$31,733 ",8.6,,"$24,041 ",75.8,,"$4,230 ",13.3,,"$3,462 ",10.9
Counties,"$79,690 ","$16,736 ",21,,"$9,448 ",56.5,,"$3,839 ",22.9,,"$3,449 ",20.6
Municipalities,"$69,764 ","$14,997 ",21.5,,"$14,593 ",97.3,,$391 ,2.6,,$13 ,0.1

Kansas,"$528,346 ","$58,503 ",11.1,,"$29,576 ",50.6,,"$12,056 ",20.6,,"$16,871 ",28.8
State,"$146,063 ","$20,324 ",13.9,,"$3,904 ",19.2,,"$7,050 ",34.7,,"$9,370 ",46.1
"Local, total","$382,283 ","$38,179 ",10,,"$25,673 ",67.2,,"$5,006 ",13.1,,"$7,501 ",19.6
Counties,"$62,838 ","$17,626 ",28.1,,"$7,747 ",44,,"$3,075 ",17.4,,"$6,804 ",38.6
Municipalities,"$78,667 ","$20,553 ",26.1,,"$17,925 ",87.2,,"$1,931 ",9.4,,$697 ,3.4

Kentucky,"$681,573 ","$74,717 ",11,,"$33,974 ",45.5,,"$21,024 ",28.1,,"$19,719 ",26.4
State,"$260,019 ","$33,608 ",12.9,,"$7,605 ",22.6,,"$16,111 ",47.9,,"$9,891 ",29.4
"Local, total","$421,554 ","$41,109 ",9.8,,"$26,368 ",64.1,,"$4,913 ",12,,"$9,828 ",23.9
Counties,"$52,766 ","$16,899 ",32,,"$7,759 ",45.9,,"$2,280 ",13.5,,"$6,860 ",40.6
Municipalities,"$76,118 ","$24,210 ",31.8,,"$18,609 ",76.9,,"$2,633 ",10.9,,"$2,968 ",12.3

Louisiana,"$771,484 ","$102,805 ",13.3,,"$44,137 ",42.9,,"$21,161 ",20.6,,"$37,507 ",36.5
State,"$288,769 ","$34,790 ",12,,"$5,121 ",14.7,,"$7,290 ",21,,"$22,378 ",64.3
"Local, total","$482,715 ","$68,016 ",14.1,,"$39,016 ",57.4,,"$13,871 ",20.4,,"$15,129 ",22.2
Parishes,"$112,929 ","$32,089 ",28.4,,"$15,530 ",48.4,,"$9,068 ",28.3,,"$7,491 ",23.3
Municipalities,"$100,459 ","$35,927 ",35.8,,"$23,486 ",65.4,,"$4,803 ",13.4,,"$7,638 ",21.3

Maine,"$224,396 ","$21,187 ",9.4,,"$11,056 ",52.2,,"$3,573 ",16.9,,"$6,558 ",31
State,"$74,919 ","$9,803 ",13.1,,"$2,400 ",24.5,,"$2,929 ",29.9,,"$4,473 ",45.6
"Local, total","$149,477 ","$11,384 ",7.6,,"$8,656 ",76,,$644 ,5.7,,"$2,085 ",18.3
Counties,"$4,996 ","$3,945 ",79,,"$1,328 ",33.7,,$533 ,13.5,,"$2,084 ",52.8
Municipalities,"$89,390 ","$7,439 ",8.3,,"$7,328 ",98.5,,$111 ,1.5,,$0 ,0

Maryland,"$1,104,938 ","$154,359 ",14,,"$75,311 ",48.8,,"$27,677 ",17.9,,"$51,371 ",33.3
State,"$346,871 ","$65,918 ",19,,"$11,068 ",16.8,,"$15,488 ",23.5,,"$39,362 ",59.7
"Local, total","$758,067 ","$88,441 ",11.7,,"$64,242 ",72.6,,"$12,189 ",13.8,,"$12,009 ",13.6
Counties,"$632,322 ","$62,661 ",9.9,,"$41,813 ",66.7,,"$8,838 ",14.1,,"$12,009 ",19.2
Municipalities,"$119,752 ","$25,780 ",21.5,,"$22,429 ",87,,"$3,351 ",13,,$0 ,0

Massachusetts,"$1,288,333 ","$193,228 ",15,,"$112,003 ",58,,"$40,799 ",21.1,,"$40,426 ",20.9
State,"$373,002 ","$97,552 ",26.2,,"$28,499 ",29.2,,"$39,631 ",40.6,,"$29,422 ",30.2
"Local, total","$915,331 ","$95,676 ",10.5,,"$83,504 ",87.3,,"$1,168 ",1.2,,"$11,004 ",11.5
Counties,"$9,316 ","$6,610 ",71,,$4 ,0.1,,$1 ,0,,"$6,604 ",99.9
Municipalities,"$769,792 ","$89,066 ",11.6,,"$83,499 ",93.8,,"$1,167 ",1.3,,"$4,400 ",4.9

Michigan,"$1,859,373 ","$242,065 ",13,,"$106,335 ",43.9,,"$47,841 ",19.8,,"$87,889 ",36.3
State,"$520,640 ","$87,065 ",16.7,,"$10,288 ",11.8,,"$9,491 ",10.9,,"$67,286 ",77.3
"Local, total","$1,338,733 ","$155,000 ",11.6,,"$96,047 ",62,,"$38,350 ",24.7,,"$20,603 ",13.3
Counties,"$179,887 ","$73,703 ",41,,"$22,601 ",30.7,,"$30,899 ",41.9,,"$20,204 ",27.4
Municipalities,"$334,631 ","$81,297 ",24.3,,"$73,446 ",90.3,,"$7,451 ",9.2,,$399 ,0.5

Minnesota,"$1,015,551 ","$107,745 ",10.6,,"$46,476 ",43.1,,"$28,145 ",26.1,,"$33,123 ",30.7
State,"$309,849 ","$31,958 ",10.3,,"$4,261 ",13.3,,"$13,405 ",41.9,,"$14,291 ",44.7
"Local, total","$705,702 ","$75,787 ",10.7,,"$42,215 ",55.7,,"$14,740 ",19.4,,"$18,832 ",24.8
Counties,"$151,033 ","$45,542 ",30.2,,"$13,320 ",29.2,,"$13,390 ",29.4,,"$18,832 ",41.4
Municipalities,"$135,301 ","$30,245 ",22.4,,"$28,895 ",95.5,,"$1,350 ",4.5,,$0 ,0

Mississippi,"$486,293 ","$42,727 ",8.8,,"$21,964 ",51.4,,"$8,511 ",19.9,,"$12,252 ",28.7
State,"$164,643 ","$15,967 ",9.7,,"$3,358 ",21,,"$3,534 ",22.1,,"$9,075 ",56.8
"Local, total","$321,650 ","$26,760 ",8.3,,"$18,606 ",69.5,,"$4,977 ",18.6,,"$3,177 ",11.9
Counties,"$67,497 ","$12,481 ",18.5,,"$5,715 ",45.8,,"$3,682 ",29.5,,"$3,084 ",24.7
Municipalities,"$57,442 ","$14,279 ",24.9,,"$12,891 ",90.3,,"$1,295 ",9.1,,$93 ,0.7

Missouri,"$890,119 ","$118,509 ",13.3,,"$58,770 ",49.6,,"$25,915 ",21.9,,"$33,824 ",28.5
State,"$259,789 ","$46,791 ",18,,"$6,600 ",14.1,,"$14,081 ",30.1,,"$26,110 ",55.8
"Local, total","$630,330 ","$71,718 ",11.4,,"$52,170 ",72.7,,"$11,834 ",16.5,,"$7,714 ",10.8
Counties,"$60,776 ","$25,914 ",42.6,,"$12,342 ",47.6,,"$8,233 ",31.8,,"$5,339 ",20.6
Municipalities,"$146,932 ","$45,804 ",31.2,,"$39,828 ",87,,"$3,601 ",7.9,,"$2,375 ",5.2

Montana,"$150,954 ","$16,208 ",10.7,,"$7,701 ",47.5,,"$3,991 ",24.6,,"$4,516 ",27.9
State,"$57,591 ","$6,262 ",10.9,,"$1,378 ",22,,"$1,755 ",28,,"$3,130 ",50
"Local, total","$93,362 ","$9,946 ",10.7,,"$6,324 ",63.6,,"$2,236 ",22.5,,"$1,386 ",13.9
Counties,"$15,722 ","$5,903 ",37.5,,"$2,886 ",48.9,,"$1,692 ",28.7,,"$1,326 ",22.5
Municipalities,"$14,521 ","$4,043 ",27.8,,"$3,438 ",85,,$544 ,13.5,,$61 ,1.5

Nebraska,"$350,077 ","$33,941 ",9.7,,"$17,005 ",50.1,,"$6,751 ",19.9,,"$10,184 ",30
State,"$95,149 ","$12,180 ",12.8,,"$2,572 ",21.1,,"$2,749 ",22.6,,"$6,858 ",56.3
"Local, total","$254,928 ","$21,761 ",8.5,,"$14,433 ",66.3,,"$4,002 ",18.4,,"$3,326 ",15.3
Counties,"$35,362 ","$11,338 ",32.1,,"$4,439 ",39.2,,"$3,573 ",31.5,,"$3,326 ",29.3
Municipalities,"$42,093 ","$10,423 ",24.8,,"$9,994 ",95.9,,$429 ,4.1,,$0 ,0

Nevada,"$374,550 ","$74,714 ",19.9,,"$34,798 ",46.6,,"$16,061 ",21.5,,"$23,856 ",31.9
State,"$93,455 ","$19,236 ",20.6,,"$3,401 ",17.7,,"$3,271 ",17,,"$12,563 ",65.3
"Local, total","$281,095 ","$55,479 ",19.7,,"$31,397 ",56.6,,"$12,790 ",23.1,,"$11,292 ",20.4
Counties,"$103,934 ","$40,450 ",38.9,,"$22,193 ",54.9,,"$9,856 ",24.4,,"$8,401 ",20.8
Municipalities,"$48,361 ","$15,029 ",31.1,,"$9,204 ",61.2,,"$2,934 ",19.5,,"$2,891 ",19.2

New Hampshire,"$213,374 ","$25,366 ",11.9,,"$14,574 ",57.5,,"$4,379 ",17.3,,"$6,413 ",25.3
State,"$64,718 ","$9,627 ",14.9,,"$1,673 ",17.4,,"$3,360 ",34.9,,"$4,593 ",47.7
"Local, total","$148,655 ","$15,740 ",10.6,,"$12,901 ",82,,"$1,019 ",6.5,,"$1,820 ",11.6
Counties,"$10,940 ","$3,418 ",31.2,,$841 ,24.6,,$757 ,22.2,,"$1,820 ",53.2
Municipalities,"$61,994 ","$12,321 ",19.9,,"$12,060 ",97.9,,$262 ,2.1,,$0 ,0

New Jersey,"$2,179,868 ","$374,180 ",17.2,,"$194,216 ",51.9,,"$101,532 ",27.1,,"$78,432 ",21
State,"$675,359 ","$136,898 ",20.3,,"$23,756 ",17.4,,"$66,735 ",48.7,,"$46,407 ",33.9
"Local, total","$1,504,509 ","$237,282 ",15.8,,"$170,460 ",71.8,,"$34,797 ",14.7,,"$32,025 ",13.5
Counties,"$253,130 ","$66,743 ",26.4,,"$12,610 ",18.9,,"$22,110 ",33.1,,"$32,023 ",48
Municipalities,"$467,888 ","$170,539 ",36.4,,"$157,851 ",92.6,,"$12,686 ",7.4,,$2 ,0

New Mexico,"$348,156 ","$46,639 ",13.4,,"$19,154 ",41.1,,"$10,251 ",22,,"$17,234 ",37
State,"$146,124 ","$24,254 ",16.6,,"$2,410 ",9.9,,"$9,281 ",38.3,,"$12,562 ",51.8
"Local, total","$202,031 ","$22,385 ",11.1,,"$16,744 ",74.8,,$969 ,4.3,,"$4,672 ",20.9
Counties,"$23,405 ","$8,750 ",37.4,,"$5,393 ",61.6,,$255 ,2.9,,"$3,103 ",35.5
Municipalities,"$47,879 ","$13,635 ",28.5,,"$11,351 ",83.3,,$714 ,5.2,,"$1,569 ",11.5

New York,"$5,094,122 ","$903,435 ",17.7,,"$473,268 ",52.4,,"$164,953 ",18.3,,"$265,214 ",29.4
State,"$1,080,559 ","$298,493 ",27.6,,"$34,634 ",11.6,,"$111,835 ",37.5,,"$152,024 ",50.9
"Local, total","$4,013,563 ","$604,943 ",15.1,,"$438,634 ",72.5,,"$53,119 ",8.8,,"$113,190 ",18.7
Counties,"$424,476 ","$128,067 ",30.2,,"$68,189 ",53.2,,"$18,309 ",14.3,,"$41,569 ",32.5
Municipalities,"$2,291,437 ","$476,876 ",20.8,,"$370,444 ",77.7,,"$34,810 ",7.3,,"$71,622 ",15

North Carolina,"$1,412,344 ","$161,076 ",11.4,,"$74,134 ",46,,"$25,140 ",15.6,,"$61,802 ",38.4
State,"$430,231 ","$84,533 ",19.6,,"$12,180 ",14.4,,"$22,191 ",26.3,,"$50,162 ",59.3
"Local, total","$982,114 ","$76,543 ",7.8,,"$61,955 ",80.9,,"$2,949 ",3.9,,"$11,639 ",15.2
Counties,"$796,852 ","$33,996 ",4.3,,"$20,931 ",61.6,,"$2,276 ",6.7,,"$10,788 ",31.7
Municipalities,"$150,214 ","$42,547 ",28.3,,"$41,023 ",96.4,,$672 ,1.6,,$851 ,2

North Dakota,"$123,277 ","$9,535 ",7.7,,"$4,471 ",46.9,,"$2,686 ",28.2,,"$2,378 ",24.9
State,"$51,916 ","$4,078 ",7.9,,$623 ,15.3,,"$1,813 ",44.5,,"$1,642 ",40.3
"Local, total","$71,362 ","$5,457 ",7.6,,"$3,848 ",70.5,,$873 ,16,,$736 ,13.5
Counties,"$10,210 ","$2,845 ",27.9,,"$1,405 ",49.4,,$707 ,24.8,,$733 ,25.8
Municipalities,"$11,129 ","$2,611 ",23.5,,"$2,443 ",93.5,,$166 ,6.4,,$3 ,0.1

Ohio,"$2,113,881 ","$285,634 ",13.5,,"$132,440 ",46.4,,"$66,154 ",23.2,,"$87,040 ",30.5
State,"$495,367 ","$86,939 ",17.6,,"$12,105 ",13.9,,"$12,154 ",14,,"$62,680 ",72.1
"Local, total","$1,618,515 ","$198,695 ",12.3,,"$120,335 ",60.6,,"$54,000 ",27.2,,"$24,360 ",12.3
Counties,"$309,115 ","$91,333 ",29.5,,"$28,357 ",31,,"$40,125 ",43.9,,"$22,851 ",25
Municipalities,"$349,982 ","$107,362 ",30.7,,"$91,978 ",85.7,,"$13,875 ",12.9,,"$1,509 ",1.4

Oklahoma,"$531,398 ","$63,603 ",12,,"$32,442 ",51,,"$13,466 ",21.2,,"$17,695 ",27.8
State,"$193,690 ","$30,801 ",15.9,,"$5,888 ",19.1,,"$9,385 ",30.5,,"$15,529 ",50.4
"Local, total","$337,707 ","$32,802 ",9.7,,"$26,554 ",81,,"$4,082 ",12.4,,"$2,166 ",6.6
Counties,"$38,253 ","$9,251 ",24.2,,"$4,841 ",52.3,,"$2,379 ",25.7,,"$2,031 ",22
Municipalities,"$94,236 ","$23,551 ",25,,"$21,713 ",92.2,,"$1,703 ",7.2,,$136 ,0.6

Oregon,"$637,851 ","$84,458 ",13.2,,"$37,424 ",44.3,,"$16,402 ",19.4,,"$30,632 ",36.3
State,"$208,384 ","$31,705 ",15.2,,"$4,715 ",14.9,,"$10,424 ",32.9,,"$16,565 ",52.2
"Local, total","$429,467 ","$52,754 ",12.3,,"$32,709 ",62,,"$5,978 ",11.3,,"$14,067 ",26.7
Counties,"$74,670 ","$29,246 ",39.2,,"$10,535 ",36,,"$4,801 ",16.4,,"$13,910 ",47.6
Municipalities,"$85,478 ","$23,507 ",27.5,,"$22,173 ",94.3,,"$1,177 ",5,,$157 ,0.7

Pennsylvania,"$2,081,979 ","$292,910 ",14.1,,"$132,440 ",45.2,,"$59,171 ",20.2,,"$101,298 ",34.6
State,"$608,193 ","$104,098 ",17.1,,"$27,757 ",26.7,,"$14,572 ",14,,"$61,770 ",59.3
"Local, total","$1,473,786 ","$188,812 ",12.8,,"$104,684 ",55.4,,"$44,600 ",23.6,,"$39,528 ",20.9
Counties,"$163,197 ","$69,206 ",42.4,,"$7,546 ",10.9,,"$31,182 ",45.1,,"$30,478 ",44
Municipalities,"$271,063 ","$119,606 ",44.1,,"$97,138 ",81.2,,"$13,418 ",11.2,,"$9,051 ",7.6

Rhode Island,"$205,589 ","$26,815 ",13,,"$13,345 ",49.8,,"$5,520 ",20.6,,"$7,950 ",29.6
State,"$81,780 ","$14,837 ",18.1,,"$1,702 ",11.5,,"$5,186 ",35,,"$7,950 ",53.6
"Local, total","$123,809 ","$11,978 ",9.7,,"$11,644 ",97.2,,$334 ,2.8,,$0 ,0
Municipalities,"$115,653 ","$11,978 ",10.4,,"$11,644 ",97.2,,$334 ,2.8,,$0 ,0

South Carolina,"$697,077 ","$76,465 ",11,,"$38,668 ",50.6,,"$12,701 ",16.6,,"$25,095 ",32.8
State,"$226,910 ","$29,133 ",12.8,,"$8,099 ",27.8,,"$2,810 ",9.6,,"$18,224 ",62.6
"Local, total","$470,167 ","$47,332 ",10.1,,"$30,569 ",64.6,,"$9,891 ",20.9,,"$6,871 ",14.5
Counties,"$80,982 ","$30,552 ",37.7,,"$15,025 ",49.2,,"$8,747 ",28.6,,"$6,780 ",22.2
Municipalities,"$53,536 ","$16,780 ",31.3,,"$15,545 ",92.6,,"$1,144 ",6.8,,$91 ,0.5

South Dakota,"$121,049 ","$11,803 ",9.8,,"$5,628 ",47.7,,"$2,903 ",24.6,,"$3,271 ",27.7
State,"$40,050 ","$4,939 ",12.3,,$919 ,18.6,,"$1,995 ",40.4,,"$2,025 ",41
"Local, total","$80,998 ","$6,864 ",8.5,,"$4,709 ",68.6,,$908 ,13.2,,"$1,247 ",18.2
Counties,"$9,189 ","$3,578 ",38.9,,"$1,550 ",43.3,,$811 ,22.7,,"$1,217 ",34
Municipalities,"$17,587 ","$3,287 ",18.7,,"$3,160 ",96.1,,$97 ,3,,$30 ,0.9

Tennessee,"$912,036 ","$108,945 ",11.9,,"$53,527 ",49.1,,"$21,152 ",19.4,,"$34,266 ",31.5
State,"$245,996 ","$33,262 ",13.5,,"$6,243 ",18.8,,"$8,685 ",26.1,,"$18,335 ",55.1
"Local, total","$666,040 ","$75,682 ",11.4,,"$47,284 ",62.5,,"$12,467 ",16.5,,"$15,931 ",21.1
Counties,"$362,745 ","$36,604 ",10.1,,"$14,060 ",38.4,,"$8,695 ",23.8,,"$13,850 ",37.8
Municipalities,"$279,082 ","$39,078 ",14,,"$33,224 ",85,,"$3,772 ",9.7,,"$2,082 ",5.3

Texas,"$3,850,620 ","$492,820 ",12.8,,"$223,994 ",45.5,,"$85,248 ",17.3,,"$183,578 ",37.3
State,"$928,405 ","$149,130 ",16.1,,"$13,228 ",8.9,,"$22,500 ",15.1,,"$113,402 ",76
"Local, total","$2,922,215 ","$343,690 ",11.8,,"$210,766 ",61.3,,"$62,748 ",18.3,,"$70,176 ",20.4
Counties,"$375,651 ","$165,246 ",44,,"$45,288 ",27.4,,"$49,782 ",30.1,,"$70,176 ",42.5
