"Essex, NJ","1,620","1,605","1,612","$8,852 ","$5,495 ",265,265,265,"$1,415 ","$5,341 ",459,445,452,"$2,331 ","$5,166 ",896,895,895,"$5,106 ","$5,704 ","Essex, NJ"
"Fairfax, VA","3,073","2,898","2,962","$15,960 ","$5,398 ","1,844","1,760","1,784","$9,949 ","$5,582 ",528,475,502,"$2,479 ","$4,949 ",701,663,676,"$3,533 ","$5,230 ","Fairfax, VA"
"Franklin, OH","2,462","2,373","2,453","$8,422 ","$3,484 ",529,525,527,"$2,241 ","$4,259 ","1,581","1,496","1,574","$4,886 ","$3,165 ",352,352,352,"$1,296 ","$3,682 ","Franklin, OH"
"Fresno, CA","2,554","2,386","2,520","$10,532 ","$4,254 ",740,685,730,"$3,521 ","$4,964 ",830,805,820,"$3,527 ","$4,254 ",984,896,970,"$3,484 ","$3,711 ","Fresno, CA"
"Fulton, GA",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Fulton, GA"

"Hamilton, OH","2,625","2,521","2,566","$8,932 ","$3,468 ",428,418,421,"$1,839 ","$4,370 ","1,064",994,"1,025","$3,737 ","$3,632 ","1,133","1,109","1,120","$3,356 ","$2,981 ","Hamilton, OH"
"Harris, TX",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Harris, TX"
"Hennepin, MN","2,729","2,578","2,652","$12,017 ","$4,518 ",454,437,444,"$2,014 ","$4,548 ",902,860,882,"$4,295 ","$4,825 ","1,373","1,281","1,326","$5,708 ","$4,302 ","Hennepin, MN"
"Hillsborough, FL","3,945","3,664","3,748","$14,119 ","$3,813 ","1,934","1,658","1,739","$6,800 ","$4,014 ",934,929,932,"$2,968 ","$3,190 ","1,077","1,077","1,077","$4,350 ","$4,039 ","Hillsborough, FL"
"Hudson, NJ",282,279,280,"$1,125 ","$4,028 ",282,279,280,"$1,125 ","$4,028 ",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Hudson, NJ"
"Jackson, MO","1,208","1,196","1,205","$3,396 ","$2,812 ",129,129,129,$393 ,"$3,045 ",804,792,801,"$2,352 ","$2,929 ",275,275,275,$651 ,"$2,368 ","Jackson, MO"
"Jefferson, AL","1,038","1,027","1,035","$3,958 ","$3,839 ",408,399,406,"$1,675 ","$4,162 ",260,258,259,$873 ,"$3,381 ",370,370,370,"$1,409 ","$3,809 ","Jefferson, AL"

"King, WA","3,377","3,315","3,345","$16,863 ","$5,064 ","1,043","1,041","1,043","$6,019 ","$5,777 ","1,455","1,399","1,426","$6,216 ","$4,397 ",879,875,876,"$4,628 ","$5,283 ","King, WA"
"Lake, IN",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Lake, IN"
"Los Angeles, CA","31,983","30,345","31,291","$167,990 ","$5,432 ","8,588","8,183","8,240","$45,442 ","$5,534 ","16,279","15,419","16,152","$90,640 ","$5,723 ","7,116","6,743","6,899","$31,907 ","$4,641 ","Los Angeles, CA"
"Macomb, MI","1,032",999,"1,018","$4,232 ","$4,188 ",227,227,227,"$1,156 ","$5,093 ",427,410,422,"$1,661 ","$3,977 ",378,362,369,"$1,415 ","$3,860 ","Macomb, MI"
"Maricopa, AZ","7,290","7,061","7,160","$24,484 ","$3,418 ","2,418","2,371","2,379","$8,077 ","$3,394 ","3,125","3,029","3,089","$10,862 ","$3,510 ","1,747","1,661","1,692","$5,545 ","$3,284 ","Maricopa, AZ"
"Middlesex, NJ",877,862,864,"$4,659 ","$5,400 ",167,153,155,$804 ,"$5,231 ",184,183,183,"$1,107 ","$6,045 ",526,526,526,"$2,749 ","$5,225 ","Middlesex, NJ"
"Milwaukee, WI",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Milwaukee, WI"

"Monmouth, NJ","1,106",996,"1,016","$5,930 ","$5,886 ",290,214,220,"$1,015 ","$4,666 ",310,303,307,"$1,962 ","$6,430 ",506,479,489,"$2,953 ","$6,087 ","Monmouth, NJ"
"Monroe, NY","1,678","1,565","1,618","$7,127 ","$4,485 ",695,592,639,"$2,842 ","$4,646 ",373,365,370,"$1,567 ","$4,249 ",610,608,609,"$2,719 ","$4,470 ","Monroe, NY"
"Montgomery, MD","2,564","2,321","2,454","$12,789 ","$5,330 ","1,795","1,582","1,695","$9,089 ","$5,535 ",231,207,223,"$1,118 ","$5,059 ",538,532,536,"$2,581 ","$4,823 ","Montgomery, MD"
"Montgomery, OH","1,679","1,488","1,552","$5,589 ","$3,518 ",502,442,467,"$1,956 ","$4,085 ","1,016",908,938,"$3,154 ","$3,290 ",161,138,147,$479 ,"$3,210 ","Montgomery, OH"
"Montgomery, PA",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Montgomery, PA"
"Multnomah, OR","1,645","1,601","1,628","$6,545 ","$4,029 ",308,306,307,"$1,213 ","$3,960 ",248,227,242,$975 ,"$4,048 ","1,089","1,068","1,079","$4,358 ","$4,045 ","Multnomah, OR"
"Nassau, NY","5,532","5,015","5,345","$30,451 ","$5,892 ","3,608","3,115","3,439","$23,197 ","$7,164 ",541,537,539,"$2,906 ","$5,405 ","1,383","1,363","1,367","$4,347 ","$3,178 ","Nassau, NY"

"Norfolk, MA",309,309,309,"$1,342 ","$4,345 ",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,309,309,309,"$1,342 ","$4,345 ","Norfolk, MA"
"Oakland, MI","2,010","1,748","1,868","$7,850 ","$4,221 ",524,473,485,"$2,316 ","$4,730 ",853,692,775,"$3,219 ","$4,245 ",633,583,608,"$2,315 ","$3,780 ","Oakland, MI"
"Oklahoma, OK","1,080",994,"1,036","$2,506 ","$2,459 ",455,402,426,"$1,002 ","$2,411 ",224,213,216,$528 ,"$2,435 ",401,379,394,$976 ,"$2,523 ","Oklahoma, OK"
"Orange, CA","8,901","8,022","8,620","$42,586 ","$5,040 ","3,206","2,926","3,116","$17,637 ","$5,727 ","3,957","3,601","3,807","$17,996 ","$4,798 ","1,738","1,495","1,697","$6,953 ","$4,278 ","Orange, CA"
"Orange, FL","4,611","4,164","4,273","$14,258 ","$3,366 ","2,121","1,771","1,840","$6,359 ","$3,538 ",865,795,822,"$2,617 ","$3,192 ","1,625","1,598","1,611","$5,283 ","$3,260 ","Orange, FL"
"Palm Beach, FL","4,287","3,957","4,145","$17,358 ","$4,302 ","2,135","1,837","2,003","$9,047 ","$4,773 ","1,142","1,114","1,134","$3,900 ","$3,457 ","1,010","1,006","1,008","$4,411 ","$4,380 ","Palm Beach, FL"
"Pima, AZ","3,167","3,021","3,094","$10,960 ","$3,556 ",716,704,711,"$2,911 ","$4,108 ","1,174","1,098","1,141","$4,012 ","$3,538 ","1,277","1,219","1,242","$4,038 ","$3,253 ","Pima, AZ"

"Pinellas, FL","3,541","3,336","3,407","$13,239 ","$3,912 ","1,888","1,683","1,754","$6,922 ","$4,001 ",827,827,827,"$2,870 ","$3,471 ",826,826,826,"$3,447 ","$4,174 ","Pinellas, FL"
"Prince Georges, MD","2,938","2,716","2,883","$14,220 ","$5,095 ","2,029","1,887","1,982","$10,172 ","$5,267 ",377,321,373,"$1,586 ","$4,649 ",532,508,528,"$2,463 ","$4,742 ","Prince Georges, MD"
"Riverside, CA","5,841","5,698","5,770","$29,792 ","$5,175 ","1,773","1,754","1,764","$10,070 ","$5,725 ","2,224","2,184","2,204","$11,454 ","$5,195 ","1,844","1,760","1,802","$8,267 ","$4,603 ","Riverside, CA"
"Sacramento, CA","4,577","4,260","4,302","$23,226 ","$5,417 ","1,226","1,220","1,222","$8,084 ","$6,620 ","1,826","1,814","1,825","$9,149 ","$5,024 ","1,525","1,226","1,255","$5,993 ","$4,800 ","Sacramento, CA"
"St. Louis, MO","1,912","1,828","1,852","$7,092 ","$3,826 ",978,964,972,"$3,999 ","$4,119 ",525,474,489,"$1,832 ","$3,750 ",409,390,391,"$1,260 ","$3,193 ","St. Louis, MO"
"Salt Lake, UT","1,786","1,554","1,664","$5,633 ","$3,506 ",622,453,528,"$1,719 ","$3,627 ",338,290,314,"$1,246 ","$4,078 ",826,811,822,"$2,668 ","$3,235 ","Salt Lake, UT"
"San Bernadino, CA","5,106","4,993","5,053","$26,196 ","$5,206 ","2,080","2,031","2,052","$11,251 ","$5,500 ","1,348","1,338","1,343","$6,993 ","$5,216 ","1,678","1,624","1,658","$7,952 ","$4,828 ","San Bernadino, CA"

"San Diego, CA","9,060","8,785","8,922","$40,193 ","$4,521 ","3,376","3,333","3,355","$14,161 ","$4,225 ","3,593","3,410","3,501","$17,287 ","$4,970 ","2,091","2,042","2,066","$8,745 ","$4,256 ","San Diego, CA"
"San Mateo, CA","1,748","1,539","1,721","$9,375 ","$5,839 ",510,464,504,"$3,161 ","$6,571 ",549,516,545,"$2,955 ","$5,657 ",689,559,672,"$3,258 ","$5,400 ","San Mateo, CA"
"Santa Clara, CA","4,723","4,517","4,613","$28,001 ","$6,081 ",757,722,737,"$4,647 ","$6,303 ","2,102","2,054","2,070","$13,047 ","$6,265 ","1,864","1,741","1,806","$10,307 ","$5,772 ","Santa Clara, CA"
"Shelby, TN",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Shelby, TN"
"Suffolk, NY","5,655","5,228","5,439","$32,542 ","$6,143 ","3,789","3,418","3,585","$23,426 ","$6,766 ",498,452,488,"$2,525 ","$5,352 ","1,368","1,358","1,366","$6,592 ","$4,837 ","Suffolk, NY"
"Summit, OH",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Summit, OH"

"Tarrant, TX","2,999","2,933","2,997","$10,618 ","$3,574 ",324,319,324,"$1,194 ","$3,709 ",971,941,970,"$4,259 ","$4,453 ","1,704","1,673","1,703","$5,165 ","$3,054 ","Tarrant, TX"
"Travis, TX","2,994","2,954","2,977","$10,078 ","$3,388 ",570,567,569,"$2,221 ","$3,910 ",927,900,915,"$3,122 ","$3,416 ","1,497","1,487","1,493","$4,734 ","$3,172 ","Travis, TX"
"Union, NJ",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Union, NJ"
"Ventura, CA","2,794","2,749","2,773","$15,350 ","$5,544 ",826,808,818,"$5,150 ","$6,340 ","1,134","1,117","1,126","$6,154 ","$5,455 ",834,824,829,"$4,046 ","$4,883 ","Ventura, CA"
"Wayne, MI","3,058","3,037","3,048","$14,349 ","$4,715 ",836,836,836,"$3,812 ","$4,560 ","1,212","1,191","1,202","$5,913 ","$4,939 ","1,010","1,010","1,010","$4,624 ","$4,579 ","Wayne, MI"
"Westchester, NY",0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,0,0,0,$0 ,$0 ,"Westchester, NY"

Note:  Jurisdictions without data did not report for 2004.,,,,,,,,,,,,,,,,,,,,,
