"Tarrant, TX",1295,1275,1292,,96.6,2449,1902,,47,42,45,,3.4,102
"Union, NJ",84,84,84,,65.1,288,3423,,45,45,45,,34.9,134
"Ventura, CA",748,730,735,,72.3,2375,3238,,282,281,281,,27.7,831
"Wayne, MI",605,605,605,,93.9,1952,3226,,39,39,39,,6.1,131
"Westchester, NY",,,,,,,,,,,,,,
"Worcester, MA","-","-","-",,"-","-","-",,"-","-","-",,"-","-"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Notes: Payroll data shown here may not sum to equal police protection October payroll data in table 13 due to rounding.",,,,,,,,,,,,,,
"Jurisdictions without data did not report for 1994, but data is available for prior years.",,,,,,,,,,,,,,
