"     State",236364,,228375,214590,13785,,7989,,11127,,5922,5783,139,,5205,,116029,,113245,108707,4538,,2784,,109208,,109208,100100,9108,,"-",,"     State"
"     Local, total",207737,,207737,199893,7844,,"-",,175436,,175436,168011,7425,,"-",,32301,,32301,31882,419,,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Counties",67875,,67875,64031,3844,,"-",,56693,,56693,52979,3714,,"-",,11182,,11182,11052,130,,"-",,"-",,"-","-","-",,"-",,"        Counties"
"        Municipalities",139862,,139862,135862,4000,,"-",,118743,,118743,115032,3711,,"-",,21119,,21119,20830,289,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Idaho",282147,,282147,249645,32502,,"-",,133462,,133462,118518,14944,,"-",,59641,,59641,58643,998,,"-",,89044,,89044,72484,16560,,"-",,"Idaho"
"     State",134178,,132338,109395,22943,,1840,,35189,,34150,24259,9891,,1039,,29166,,29166,28627,539,,"-",,69823,,69022,56509,12513,,801,,"     State"
"     Local, total",149820,,149809,140250,9559,,11,,99323,,99312,94259,5053,,11,,30475,,30475,30016,459,,"-",,20022,,20022,15975,4047,,"-",,"     Local, total"
"        Counties",89771,,89594,83326,6268,,177,,43059,,43048,41246,1802,,11,,26524,,26524,26105,419,,"-",,20188,,20022,15975,4047,,166,,"        Counties"
"        Municipalities",60397,,60215,56924,3291,,182,,56401,,56264,53013,3251,,137,,3951,,3951,3911,40,,"-",,45,,"-","-","-",,45,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Illinois",3771623,,3771623,3567477,204146,,"-",,2007080,,2007080,1949914,57166,,"-",,674310,,674310,665944,8366,,"-",,1090233,,1090233,951619,138614,,"-",,"Illinois"
"     State",1188187,,1113435,1066228,47207,,74752,,245168,,213495,203261,10234,,31673,,203235,,196074,193196,2878,,7161,,739784,,703866,669771,34095,,35918,,"     State"
"     Local, total",2658188,,2658188,2501249,156939,,"-",,1793585,,1793585,1746653,46932,,"-",,478236,,478236,472748,5488,,"-",,386367,,386367,281848,104519,,"-",,"     Local, total"
"        Counties",1027445,,1024033,906710,117323,,3412,,212443,,212443,205091,7352,,"-",,429690,,426278,420826,5452,,3412,,385312,,385312,280793,104519,,"-",,"        Counties"
"        Municipalities",1635412,,1634155,1594539,39616,,1257,,1581806,,1581142,1541562,39580,,664,,51958,,51958,51922,36,,"-",,1648,,1055,1055,"-",,593,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indiana",1173800,,1173800,1113240,60560,,"-",,514197,,514197,489233,24964,,"-",,218161,,218161,213533,4628,,"-",,441442,,441442,410474,30968,,"-",,"Indiana"
"     State",499359,,473146,445732,27414,,26213,,115189,,113181,105052,8129,,2008,,54507,,54507,53377,1130,,"-",,329663,,305458,287303,18155,,24205,,"     State"
"     Local, total",705849,,700654,667508,33146,,5195,,401016,,401016,384181,16835,,"-",,163654,,163654,160156,3498,,"-",,141179,,135984,123171,12813,,5195,,"     Local, total"
"        Counties",327303,,324459,304277,20182,,2844,,97030,,97030,92059,4971,,"-",,120009,,120009,117254,2755,,"-",,110264,,107420,94964,12456,,2844,,"        Counties"
"        Municipalities",378546,,376195,363231,12964,,2351,,303986,,303986,292122,11864,,"-",,43645,,43645,42902,743,,"-",,30915,,28564,28207,357,,2351,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iowa",619732,,619732,605972,13760,,"-",,296783,,296783,286583,10200,,"-",,163649,,163649,161847,1802,,"-",,159300,,159300,157542,1758,,"-",,"Iowa"
"     State",334766,,296264,292355,3909,,38502,,51218,,51218,50227,991,,"-",,120358,,120073,118453,1620,,285,,163190,,124973,123675,1298,,38217,,"     State"
"     Local, total",323468,,323468,313617,9851,,"-",,245565,,245565,236356,9209,,"-",,43576,,43576,43394,182,,"-",,34327,,34327,33867,460,,"-",,"     Local, total"
"        Counties",136990,,136868,134343,2525,,122,,67514,,67392,65415,1977,,122,,35376,,35376,35285,91,,"-",,34100,,34100,33643,457,,"-",,"        Counties"
"        Municipalities",188808,,186600,179274,7326,,2208,,180278,,178173,170941,7232,,2105,,8200,,8200,8109,91,,"-",,330,,227,224,3,,103,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas",650705,,650705,623569,27136,,"-",,304246,,304246,287450,16796,,"-",,138650,,138650,136561,2089,,"-",,207809,,207809,199558,8251,,"-",,"Kansas"
"     State",308546,,295005,280820,14185,,13541,,40692,,40692,33863,6829,,"-",,86742,,86620,86014,606,,122,,181112,,167693,160943,6750,,13419,,"     State"
"     Local, total",355700,,355700,342749,12951,,"-",,263554,,263554,253587,9967,,"-",,52030,,52030,50547,1483,,"-",,40116,,40116,38615,1501,,"-",,"     Local, total"
"        Counties",162083,,162083,155775,6308,,"-",,86421,,86421,82966,3455,,"-",,36434,,36434,35082,1352,,"-",,39228,,39228,37727,1501,,"-",,"        Counties"
"        Municipalities",197532,,193617,186974,6643,,3915,,181048,,177133,170621,6512,,3915,,15596,,15596,15465,131,,"-",,888,,888,888,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky",757056,,757056,712774,44282,,"-",,316627,,316627,304542,12085,,"-",,163921,,163921,160659,3262,,"-",,276508,,276508,247573,28935,,"-",,"Kentucky"
"     State",466378,,423053,388718,34335,,43325,,104819,,89833,85438,4395,,14986,,154732,,141590,138357,3233,,13142,,206827,,191630,164923,26707,,15197,,"     State"
"     Local, total",334003,,334003,324056,9947,,"-",,226794,,226794,219104,7690,,"-",,22331,,22331,22302,29,,"-",,84878,,84878,82650,2228,,"-",,"     Local, total"
"        Counties",156452,,156452,151285,5167,,"-",,60905,,60905,57966,2939,,"-",,16573,,16573,16573,"-",,"-",,78974,,78974,76746,2228,,"-",,"        Counties"
"        Municipalities",179371,,177551,172771,4780,,1820,,167709,,165889,161138,4751,,1820,,5758,,5758,5729,29,,"-",,5904,,5904,5904,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louisiana",1234452,,1234452,1195892,38560,,"-",,626464,,626464,603562,22902,,"-",,218014,,218014,215068,2946,,"-",,389974,,389974,377262,12712,,"-",,"Louisiana"
"     State",540846,,460909,455261,5648,,79937,,121458,,96903,94422,2481,,24555,,92690,,92690,91001,1689,,"-",,326698,,271316,269838,1478,,55382,,"     State"
"     Local, total",773545,,773543,740631,32912,,2,,529563,,529561,509140,20421,,2,,125324,,125324,124067,1257,,"-",,118658,,118658,107424,11234,,"-",,"     Local, total"
"        Parishes",373262,,373230,357822,15408,,32,,251571,,251539,241043,10496,,32,,67486,,67486,67048,438,,"-",,54205,,54205,49731,4474,,"-",,"        Parishes"
"        Municipalities",400558,,400313,382809,17504,,245,,278080,,278022,268097,9925,,58,,57838,,57838,57019,819,,"-",,64640,,64453,57693,6760,,187,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine",242769,,242769,226724,16045,,"-",,108883,,108883,105984,2899,,"-",,44998,,44998,44707,291,,"-",,88888,,88888,76033,12855,,"-",,"Maine"
"     State",119894,,119894,118477,1417,,"-",,27112,,27112,26575,537,,"-",,37089,,37089,36818,271,,"-",,55693,,55693,55084,609,,"-",,"     State"
"     Local, total",122875,,122875,108247,14628,,"-",,81771,,81771,79409,2362,,"-",,7909,,7909,7889,20,,"-",,33195,,33195,20949,12246,,"-",,"     Local, total"
"        Counties",51093,,51093,38612,12481,,"-",,12567,,12567,12352,215,,"-",,5372,,5372,5352,20,,"-",,33154,,33154,20908,12246,,"-",,"        Counties"
"        Municipalities",72159,,71782,69635,2147,,377,,69581,,69204,67057,2147,,377,,2537,,2537,2537,"-",,"-",,41,,41,41,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maryland",1904308,,1904308,1777831,126477,,"-",,751980,,751980,733085,18895,,"-",,351309,,351309,340159,11150,,"-",,801019,,801019,704587,96432,,"-",,"Maryland"
"     State",1112527,,1042664,939279,103385,,69863,,203783,,147348,138267,9081,,56435,,219421,,219335,209369,9966,,86,,689323,,675981,591643,84338,,13342,,"     State"
"     Local, total",861644,,861644,838552,23092,,"-",,604632,,604632,594818,9814,,"-",,131974,,131974,130790,1184,,"-",,125038,,125038,112944,12094,,"-",,"     Local, total"
"        Counties",579923,,579703,561741,17962,,220,,354977,,354757,349528,5229,,220,,99910,,99910,99271,639,,"-",,125036,,125036,112942,12094,,"-",,"        Counties"
"        Municipalities",281941,,281941,276811,5130,,"-",,249875,,249875,245290,4585,,"-",,32064,,32064,31519,545,,"-",,2,,2,2,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts",1935778,,1935778,1842809,92969,,"-",,884834,,884834,851329,33505,,"-",,391947,,391947,358784,33163,,"-",,658997,,658997,632696,26301,,"-",,"Massachusetts"
"     State",1203651,,950277,882756,67521,,253374,,198704,,177644,167549,10095,,21060,,372075,,347544,314456,33088,,24531,,632872,,425089,400751,24338,,207783,,"     State"
"     Local, total",985501,,985501,960053,25448,,"-",,707190,,707190,683780,23410,,"-",,44403,,44403,44328,75,,"-",,233908,,233908,231945,1963,,"-",,"     Local, total"
"        Counties",184030,,184030,182663,1367,,"-",,1753,,1753,1741,12,,"-",,1583,,1583,1583,"-",,"-",,180694,,180694,179339,1355,,"-",,"        Counties"
"        Municipalities",801850,,801471,777390,24081,,379,,705813,,705437,682039,23398,,376,,42823,,42820,42745,75,,3,,53214,,53214,52606,608,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michigan",3315499,,3315499,3209948,105551,,"-",,1368232,,1368232,1323355,44877,,"-",,673149,,673149,666285,6864,,"-",,1274118,,1274118,1220308,53810,,"-",,"Michigan"
"     State",1452703,,1376428,1352938,23490,,76275,,211747,,201287,196041,5246,,10460,,211735,,160232,156255,3977,,51503,,1029221,,1014909,1000642,14267,,14312,,"     State"
"     Local, total",1986255,,1939071,1857010,82061,,47184,,1167005,,1166945,1127314,39631,,60,,528537,,512917,510030,2887,,15620,,290713,,259209,219666,39543,,31504,,"     Local, total"
"        Counties",914651,,878270,826071,52199,,36381,,223572,,220522,209928,10594,,3050,,403720,,403720,401657,2063,,"-",,287359,,254028,214486,39542,,33331,,"        Counties"
"        Municipalities",1125159,,1060801,1030939,29862,,64358,,990965,,946423,917386,29037,,44542,,124817,,109197,108373,824,,15620,,9377,,5181,5180,1,,4196,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota",1264448,,1264448,1206183,58265,,"-",,589859,,589859,556808,33051,,"-",,307414,,307414,302177,5237,,"-",,367175,,367175,347198,19977,,"-",,"Minnesota"
"     State",476637,,384046,361521,22525,,92591,,110064,,68216,59733,8483,,41848,,132464,,117817,114961,2856,,14647,,234109,,198013,186827,11186,,36096,,"     State"
"     Local, total",880450,,880402,844662,35740,,48,,521691,,521643,497075,24568,,48,,189597,,189597,187216,2381,,"-",,169162,,169162,160371,8791,,"-",,"     Local, total"
"        Counties",517936,,512013,491626,20387,,5923,,180391,,174550,165207,9343,,5841,,168481,,168399,166146,2253,,82,,169064,,169064,160273,8791,,"-",,"        Counties"
"        Municipalities",371628,,368389,353036,15353,,3239,,349625,,347093,331868,15225,,2532,,21198,,21198,21070,128,,"-",,805,,98,98,"-",,707,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mississippi",411221,,411221,391921,19300,,"-",,216377,,216377,202701,13676,,"-",,75751,,75751,74387,1364,,"-",,119093,,119093,114833,4260,,"-",,"Mississippi"
"     State",174229,,167712,160235,7477,,6517,,42014,,40981,38578,2403,,1033,,28832,,28832,27674,1158,,"-",,103383,,97899,93983,3916,,5484,,"     State"
"     Local, total",243509,,243509,231686,11823,,"-",,175396,,175396,164123,11273,,"-",,46919,,46919,46713,206,,"-",,21194,,21194,20850,344,,"-",,"     Local, total"
"        Counties",109832,,109832,105430,4402,,"-",,52391,,52391,48497,3894,,"-",,39735,,39735,39561,174,,"-",,17706,,17706,17372,334,,"-",,"        Counties"
"        Municipalities",133813,,133677,126256,7421,,136,,123005,,123005,115626,7379,,"-",,7184,,7184,7152,32,,"-",,3624,,3488,3478,10,,136,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missouri",1148487,,1148487,1092769,55718,,"-",,611108,,611108,579229,31879,,"-",,206663,,206663,202714,3949,,"-",,330716,,330716,310826,19890,,"-",,"Missouri"
"     State",456884,,414353,391187,23166,,42531,,116245,,90475,78956,11519,,25770,,118942,,104158,101758,2400,,14784,,221697,,219720,210473,9247,,1977,,"     State"
"     Local, total",735488,,734134,701582,32552,,1354,,521973,,520633,500273,20360,,1340,,102519,,102505,100956,1549,,14,,110996,,110996,100353,10643,,"-",,"     Local, total"
"        Counties",245726,,244214,230797,13417,,1512,,102407,,100909,93812,7097,,1498,,61842,,61828,60412,1416,,14,,81477,,81477,76573,4904,,"-",,"        Counties"
"        Municipalities",491313,,489920,470785,19135,,1393,,421110,,419724,406461,13263,,1386,,40684,,40677,40544,133,,7,,29519,,29519,23780,5739,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montana",203451,,203451,194700,8751,,"-",,88298,,88298,85172,3126,,"-",,66968,,66968,64098,2870,,"-",,48185,,48185,45430,2755,,"-",,"Montana"
"     State",106267,,95922,92434,3488,,10345,,26548,,19218,17598,1620,,7330,,39133,,36118,35747,371,,3015,,40586,,40586,39089,1497,,"-",,"     State"
"     Local, total",107529,,107529,102266,5263,,"-",,69080,,69080,67574,1506,,"-",,30850,,30850,28351,2499,,"-",,7599,,7599,6341,1258,,"-",,"     Local, total"
"        Counties",65867,,65867,61308,4559,,"-",,33403,,33403,32550,853,,"-",,25172,,25172,22722,2450,,"-",,7292,,7292,6036,1256,,"-",,"        Counties"
"        Municipalities",41662,,41662,40958,704,,"-",,35677,,35677,35024,653,,"-",,5678,,5678,5629,49,,"-",,307,,307,305,2,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
