"Massachusetts",6041,,320.44,146.47,64.88,109.09,,57.3,,29.1,24,,10.8,17.4
"Michigan",9496,,349.15,144.09,70.89,134.17,,55.8,,23.3,18.1,,10.6,21.8
"Minnesota",4567,,276.87,129.16,67.31,80.4,,47.3,,21.5,16.1,,11.1,14.7
"Mississippi",2669,,154.07,81.07,28.38,44.62,,52.1,,27.3,19.7,,9.6,15.2
,,,,,,,,,,,,,,
"Missouri",5315,,216.08,114.98,38.88,62.22,,55.6,,27.3,19.3,,11.7,16.6
"Montana",856,,237.68,103.15,78.23,56.29,,46.7,,24.7,16.9,,9.4,12.6
"Nebraska",1623,,206.15,96.2,42.32,67.63,,50.9,,24.9,18.5,,9.6,16.4
"Nevada",1457,,452.50,194.95,89.19,168.37,,74.5,,32.1,23.3,,17.3,25
"New Hampshire",1137,,255.54,119.2,67.42,68.92,,48.9,,26.8,20.3,,8.5,13.5
,,,,,,,,,,,,,,
"New Jersey",7904,,409.38,194.46,89.98,124.94,,80.6,,38.9,27.8,,19.5,22.2
"New Mexico",1654,,317.93,145.36,57.15,115.42,,73,,28.7,20.9,,12.5,31.8
"New York",18169,,516.89,222.31,100.12,194.46,,88.7,,39.8,34.1,,15.9,33
"North Carolina",7070,,296.54,121.29,47.59,127.66,,59.4,,28.5,23,,8.6,22.3
"North Dakota",638,,146.06,72.51,34.98,38.56,,43.1,,20.9,15.8,,11.4,10.8
,,,,,,,,,,,,,,
"Ohio",11102,,300.89,127.56,70.09,103.23,,56.5,,23.8,17.5,,14.7,18
"Oklahoma",3258,,212.57,101.68,42.21,68.68,,60.8,,28.5,20.6,,9.4,22.9
"Oregon",3086,,324.20,145.27,69.04,109.89,,52.9,,23.5,17.1,,12,17.5
"Pennsylvania",12052,,278.68,110.67,62.19,105.81,,54.1,,23.9,18.8,,12.4,17.9
"Rhode Island",997,,334.27,147.18,82.62,104.47,,57.7,,28.7,22.3,,11.7,17.3
,,,,,,,,,,,,,,
"South Carolina",3664,,250.24,105.2,33.33,111.71,,62.3,,28.2,20.8,,8.3,25.8
"South Dakota",721,,206.95,90.79,43.24,72.92,,45.5,,21.3,15.8,,10.5,13.7
"Tennessee",5175,,244.75,103.88,47.11,93.76,,56.4,,25.9,19.6,,9.3,21.2
"Texas",18378,,330.24,121.9,53.47,154.87,,69.8,,29.4,21.6,,10.8,29.7
"Utah",1908,,242.50,111.87,53.15,77.48,,47.8,,23.3,15.4,,9.8,14.7
,,,,,,,,,,,,,,
"Vermont",580,,211.73,95.4,64.18,52.14,,45.1,,20.8,14.6,,9.7,14.5
"Virginia",6552,,293.37,126.16,49.39,117.82,,60.8,,25.2,19.6,,8.8,26.9
"Washington",5343,,335.06,139.58,72.67,122.81,,54.5,,22.8,16.4,,11.7,20
"West Virginia",1822,,149.80,62.5,44.18,43.11,,33.8,,17.4,13.5,,9.6,6.8
"Wisconsin",5082,,316.56,156.86,66.37,93.33,,53.4,,27,21.1,,9.9,16.5
"Wyoming",476,,313.40,144.89,77.3,91.2,,67.5,,35.5,24.1,,15.3,16.7
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Note:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,
"Population figures are from the Bureau of the Census, Current Population Reports, Series P-25, No. 1045, July 1994.",,,,,,,,,,,,,,
