California,"14,537,336","14,201,349","12,751,880","1,449,469","335,987","1,542,994","1,528,711","1,488,359","40,352","14,283","4,240,967","4,178,931","3,556,508","622,423","62,036","8,753,375","8,493,707","7,707,013","786,694","762,040","259,668"
Colorado,"1,637,005","1,479,806","1,316,231","163,575","157,199","141,659","134,413","128,662","5,751","7,246","475,553","472,539","340,440","132,099","3,014","1,019,793","872,854","847,129","25,725","2,847","146,939"
Connecticut,"1,614,500","1,478,972","1,458,273","20,699","135,528","259,184","208,263","203,479","4,784","50,921","668,902","586,520","579,111","7,409","82,382","686,414","684,189","675,683","8,506","5,851","2,225"
Delaware,"592,137","586,803","574,865","11,938","5,334","125,639","125,019","117,572","7,447",620,"181,452","176,738","174,854","1,884","4,714","285,046","285,046","282,439","2,607","1,717",0
Florida,"4,438,074","3,986,665","3,929,794","56,871","451,409","532,611","529,614","486,854","42,760","2,997","1,667,419","1,219,007","1,214,331","4,676","448,412","2,238,044","2,238,044","2,228,609","9,435",332,0
Georgia,"1,755,728","1,689,531","1,620,459","69,072","66,197","310,673","294,571","265,689","28,882","16,102","275,030","261,836","261,616",220,"13,194","1,170,025","1,133,124","1,093,154","39,970","32,593","36,901"
Hawaii,"428,617","420,454","409,534","10,920","8,163","26,925","26,925","26,531",394,0,"207,396","199,233","189,268","9,965","8,163","194,296","194,296","193,735",561,0,0
Idaho,"330,798","319,446","307,165","12,281","11,352","50,131","47,271","43,689","3,582","2,860","61,445","61,445","57,100","4,345",0,"219,222","210,730","206,376","4,354",359,"8,492"
Illinois,"2,453,984","2,363,826","2,327,968","35,858","90,158","419,331","390,767","373,224","17,543","28,564","638,972","579,002","576,467","2,535","59,970","1,395,681","1,394,057","1,378,277","15,780","7,423","1,624"
Indiana,"1,078,700","1,002,760","986,221","16,539","75,940","217,680","204,975","196,170","8,805","12,705","191,011","167,783","165,238","2,545","23,228","670,009","630,002","624,813","5,189","1,389","40,007"
Iowa,"711,608","689,275","575,719","113,556","22,333","101,084","91,401","86,058","5,343","9,683","233,968","221,695","220,882",813,"12,273","376,556","376,179","268,779","107,400","102,936",377
Kansas,"574,401","525,434","517,187","8,247","48,967","98,515","91,014","84,657","6,357","7,501","151,081","150,908","150,875",33,173,"324,805","283,512","281,655","1,857",836,"41,293"
Kentucky,"1,212,049","1,137,641","1,131,013","6,628","74,408","184,990","158,912","155,366","3,546","26,078","506,712","477,328","475,587","1,741","29,384","520,347","501,401","500,060","1,341",116,"18,946"
Louisiana,"1,303,584","974,126","960,218","13,908","329,458","337,343","220,501","211,598","8,903","116,842","267,932","247,808","246,053","1,755","20,124","698,309","505,817","502,567","3,250","1,308","192,492"
Maine,"284,669","268,422","267,828",594,"16,247","73,765","73,765","73,313",452,0,"73,467","73,467","73,347",120,0,"137,437","121,190","121,168",22,0,"16,247"
Maryland,"2,431,515","2,340,394","2,294,831","45,563","91,121","507,670","437,506","431,636","5,870","70,164","515,813","510,710","499,625","11,085","5,103","1,408,032","1,392,178","1,363,570","28,608","20,113","15,854"
Massachusetts,"2,534,876","2,458,198","2,332,557","125,641","76,678","511,771","437,329","401,737","35,592","74,442","804,564","803,778","742,325","61,453",786,"1,218,541","1,217,091","1,188,495","28,596","12,381","1,450"
Michigan,"2,228,264","2,051,649","2,046,989","4,660","176,615","306,532","267,888","264,443","3,445","38,644","278,502","176,816","176,077",739,"101,686","1,643,230","1,606,945","1,606,469",476,114,"36,285"
Minnesota,"1,186,189","1,014,689","1,002,715","11,974","171,500","358,787","259,323","254,499","4,824","99,464","377,646","363,688","361,418","2,270","13,958","449,756","391,678","386,798","4,880",261,"58,078"
Mississippi,"586,513","513,318","504,172","9,146","73,195","113,297","105,400","98,436","6,964","7,897","112,567","102,845","102,345",500,"9,722","360,649","305,073","303,391","1,682",349,"55,576"
Missouri,"1,315,629","1,228,613","1,138,481","90,132","87,016","298,978","259,341","185,254","74,087","39,637","238,676","231,035","226,199","4,836","7,641","777,975","738,237","727,028","11,209","2,169","39,738"
Montana,"324,839","323,769","314,799","8,970","1,070","50,151","49,081","47,014","2,067","1,070","95,131","95,131","94,612",519,0,"179,557","179,557","173,173","6,384","3,878",0
Nebraska,"396,312","390,958","381,457","9,501","5,354","83,244","78,879","72,450","6,429","4,365","66,629","65,640","65,636",4,989,"246,439","246,439","243,371","3,068","1,606",0
Nevada,"436,277","423,068","410,260","12,808","13,209","92,386","90,883","86,719","4,164","1,503","82,633","77,683","76,966",717,"4,950","261,258","254,502","246,575","7,927","4,214","6,756"
New Hampshire,"285,386","282,111","272,498","9,613","3,275","56,624","55,519","51,206","4,313","1,105","114,663","112,581","109,913","2,668","2,082","114,099","114,011","111,379","2,632","2,489",88
New Jersey,"3,140,921","2,954,711","2,901,005","53,706","186,210","753,597","620,907","600,500","20,407","132,690","867,671","863,155","844,805","18,350","4,516","1,519,653","1,470,649","1,455,700","14,949","10,015","49,004"
New Mexico,"727,114","703,542","693,913","9,629","23,572","135,073","114,939","108,268","6,671","20,134","262,438","262,425","260,116","2,309",13,"329,603","326,178","325,529",649,175,"3,425"
New York,"6,886,916","6,498,852","6,126,103","372,749","388,064","945,549","797,377","738,803","58,574","148,172","3,071,660","2,895,264","2,797,405","97,859","176,396","2,869,707","2,806,211","2,589,895","216,316","199,282","63,496"
North Carolina,"2,688,695","2,508,685","2,400,491","108,194","180,010","385,973","319,692","279,435","40,257","66,281","749,263","671,267","657,353","13,914","77,996","1,553,459","1,517,726","1,463,703","54,023","32,980","35,733"
North Dakota,"193,557","191,060","162,308","28,752","2,497","24,075","23,977","23,324",653,98,"66,234","64,667","63,346","1,321","1,567","103,248","102,416","75,638","26,778","26,202",832
Ohio,"2,309,551","1,971,628","1,896,433","75,195","337,923","401,761","293,088","268,281","24,807","108,673","366,278","317,292","307,284","10,008","48,986","1,541,512","1,361,248","1,320,868","40,380","22,113","180,264"
Oklahoma,"964,230","927,191","910,029","17,162","37,039","156,779","156,767","149,391","7,376",12,"286,824","271,341","268,979","2,362","15,483","520,627","499,083","491,659","7,424","2,641","21,544"
Oregon,"1,347,875","1,218,520","1,203,817","14,703","129,355","154,778","154,672","150,726","3,946",106,"464,585","435,649","434,356","1,293","28,936","728,512","628,199","618,735","9,464","2,907","100,313"
Pennsylvania,"3,544,331","3,418,680","3,266,288","152,392","125,651","934,943","889,546","847,426","42,120","45,397","589,840","551,331","549,367","1,964","38,509","2,019,548","1,977,803","1,869,495","108,308","85,995","41,745"
Rhode Island,"373,426","373,426","366,877","6,549",0,"72,379","72,379","70,509","1,870",0,"108,940","108,940","107,509","1,431",0,"192,107","192,107","188,859","3,248","2,553",0
South Carolina,"737,968","701,453","692,020","9,433","36,515","168,659","152,879","146,317","6,562","15,780","86,132","66,019","65,829",190,"20,113","483,177","482,555","479,874","2,681","2,657",622
South Dakota,"198,906","195,524","187,922","7,602","3,382","35,935","33,785","32,070","1,715","2,150","46,708","46,512","46,354",158,196,"116,263","115,227","109,498","5,729","3,940","1,036"
Tennessee,"1,273,653","1,046,030","1,028,735","17,295","227,623","177,982","177,445","168,721","8,724",537,"285,064","276,910","275,014","1,896","8,154","810,607","591,675","585,000","6,675","1,993","218,932"
Texas,"5,228,587","4,752,530","4,635,670","116,860","476,057","828,694","824,913","767,126","57,787","3,781","771,259","671,540","670,262","1,278","99,719","3,628,634","3,256,077","3,198,282","57,795","11,895","372,557"
Utah,"629,887","625,944","564,331","61,613","3,943","147,441","147,441","139,564","7,877",0,"168,078","164,135","150,501","13,634","3,943","314,368","314,368","274,266","40,102",0,0
Vermont,"275,388","269,412","263,068","6,344","5,976","82,471","78,489","74,524","3,965","3,982","65,414","65,414","64,074","1,340",0,"127,503","125,509","124,470","1,039",0,"1,994"
Virginia,"2,750,656","1,928,763","1,877,397","51,366","821,893","537,402","319,905","292,741","27,164","217,497","535,111","417,990","413,251","4,739","117,121","1,678,143","1,190,868","1,171,405","19,463","5,655","487,275"
Washington,"1,516,878","1,394,051","1,326,653","67,398","122,827","340,024","237,332","224,870","12,462","102,692","245,375","225,240","222,528","2,712","20,135","931,479","931,479","879,255","52,224","27,115",0
West Virginia,"537,884","532,341","506,622","25,719","5,543","81,483","81,483","70,624","10,859",0,"168,253","168,165","164,945","3,220",88,"288,148","282,693","271,053","11,640","9,512","5,455"
Wisconsin,"1,481,403","1,364,525","1,354,946","9,579","116,878","101,608","96,909","96,783",126,"4,699","319,558","289,941","288,402","1,539","29,617","1,060,237","977,675","969,761","7,914","3,389","82,562"
Wyoming,"257,738","253,914","252,945",969,"3,824","39,106","39,106","38,676",430,0,"74,330","71,398","71,260",138,"2,932","144,302","143,410","143,009",401,37,892
