Colorado - Total,"1,178,592","166,224",14.1,"82,571",49.7,"36,303",21.8,"47,350",28.5
Colorado - State,"362,723","59,610",16.4,"6,733",11.3,"22,497",37.7,"30,380",51
"Colorado - Local, total","815,869","106,613",13.1,"75,837",71.1,"13,806",12.9,"16,970",15.9
Colorado - Counties,"113,941","41,188",36.1,"22,448",54.5,"7,133",17.3,"11,607",28.2
Colorado - Municipalities,"220,134","65,420",29.7,"53,389",81.6,"6,668",10.2,"5,363",8.2
Connecticut - Total,"981,846","134,469",13.7,"65,600",48.8,"34,443",25.6,"34,426",25.6
Connecticut - State,"350,311","80,955",23.1,"13,181",16.3,"33,348",41.2,"34,426",42.5
"Connecticut - Local, total","631,535","53,514",8.5,"52,419",98,"1,095",2,0,0
Connecticut - Municipalities,"221,902","27,113",12.2,"26,306",97,807,3,0,0
Delaware - Total,"212,663","34,297",16.1,"14,312",41.7,"8,623",25.1,"11,362",33.1
Delaware - State,"113,312","25,962",22.9,"6,521",25.1,"8,079",31.1,"11,362",43.8
"Delaware - Local, total","99,351","8,335",8.4,"7,791",93.5,544,6.5,0,0
Delaware - Counties,"10,935","2,823",25.8,"2,474",87.6,349,12.4,0,0
Delaware - Municipalities,"13,075","5,513",42.2,"5,318",96.5,195,3.5,0,0
District of Columbia - Total,"272,655","55,397",20.3,"30,651",55.3,"17,815",32.2,"6,931",12.5
"District of Columbia - Local, total","272,655","55,397",20.3,"30,651",55.3,"17,815",32.2,"6,931",12.5
District of Columbia - Municipality,"203,669","55,389",27.2,"30,647",55.3,"17,812",32.2,"6,930",12.5
Florida - Total ,"3,395,644","593,069",17.5,"311,759",52.6,"125,813",21.2,"155,497",26.2
Florida - State,"719,213","174,905",24.3,"16,253",9.3,"76,768",43.9,"81,884",46.8
"Florida - Local, total","2,676,431","418,164",15.6,"295,506",70.7,"49,045",11.7,"73,613",17.6
Florida - Counties,"707,979","275,823",39,"160,663",58.2,"44,778",16.2,"70,382",25.5
Florida - Municipalities,"458,697","142,316",31,"134,825",94.7,"4,266",3,"3,225",2.3
Georgia - Total,"1,827,011","234,821",12.9,"102,092",43.5,"54,970",23.4,"77,759",33.1
Georgia - State,"495,499","71,453",14.4,"10,162",14.2,"16,071",22.5,"45,220",63.3
"Georgia - Local, total","1,331,512","163,368",12.3,"91,930",56.3,"38,899",23.8,"32,539",19.9
Georgia - Counties,"226,338","106,843",47.2,"43,784",41,"34,101",31.9,"28,958",27.1
Georgia - Municipalities,"164,645","56,530",34.3,"48,147",85.2,"4,804",8.5,"3,579",6.3
Hawaii - Total,"312,910","47,267",15.1,"23,877",50.5,"13,605",28.8,"9,785",20.7
Hawaii - State,"235,935","20,539",8.7,0,0,"10,754",52.4,"9,785",47.6
"Hawaii - Local, total","76,975","26,728",34.7,"23,877",89.3,"2,851",10.7,0,0
Hawaii - Counties,"29,064","8,214",28.3,"6,904",84.1,"1,310",15.9,0,0
Hawaii - Municipalities,"47,100","18,513",39.3,"16,972",91.7,"1,541",8.3,0,0
Idaho - Total,"277,492","39,787",14.3,"17,190",43.2,"9,311",23.4,"13,286",33.4
Idaho - State,"95,247","13,630",14.3,"2,157",15.8,"3,790",27.8,"7,683",56.4
"Idaho - Local, total","182,246","26,156",14.4,"15,032",57.5,"5,521",21.1,"5,603",21.4
Idaho - Counties,"33,685","16,847",50,"6,278",37.3,"4,967",29.5,"5,602",33.3
Idaho - Municipalities,"31,339","9,304",29.7,"8,751",94.1,553,5.9,0,0
Illinois - Total,"2,986,501","447,112",15,"253,676",56.7,"81,780",18.3,"111,656",25
Illinois - State,"662,323","109,007",16.5,"23,685",21.7,"22,687",20.8,"62,635",57.5
"Illinois - Local, total","2,324,178","338,105",14.5,"229,991",68,"59,093",17.5,"49,021",14.5
Illinois - Counties,"250,331","133,285",53.2,"29,818",22.4,"54,472",40.9,"48,995",36.8
Illinois - Municipalities,"527,057","204,747",38.8,"200,127",97.7,"4,597",2.2,23,0
Indiana - Total,"1,173,161","128,199",10.9,"61,983",48.3,"28,649",22.3,"37,567",29.3
Indiana - State,"350,290","36,920",10.5,"7,919",21.4,"9,532",25.8,"19,469",52.7
"Indiana - Local, total","822,871","91,278",11.1,"54,063",59.2,"19,117",20.9,"18,098",19.8
Indiana - Counties,"162,478","42,977",26.5,"13,726",31.9,"13,600",31.6,"15,651",36.4
Indiana - Municipalities,"168,353","48,102",28.6,"40,312",83.8,"5,344",11.1,"2,446",5.1
Iowa - Total,"741,389","69,499",9.4,"33,199",47.8,"16,057",23.1,"20,243",29.1
Iowa - State,"258,327","31,465",12.2,"5,363",17,"11,742",37.3,"14,360",45.6
"Iowa - Local, total","483,062","38,034",7.9,"27,836",73.2,"4,315",11.3,"5,883",15.5
Iowa - Counties,"90,825","18,604",20.5,"8,978",48.3,"3,745",20.1,"5,881",31.6
Iowa - Municipalities,"94,410","19,420",20.6,"18,855",97.1,565,2.9,0,0
Kansas - Total,"695,268","71,924",10.3,"36,598",50.9,"15,275",21.2,"20,051",27.9
Kansas - State,"208,685","23,367",11.2,"4,499",19.3,"8,823",37.8,"10,045",43
"Kansas - Local, total","486,584","48,558",10,"32,100",66.1,"6,452",13.3,"10,006",20.6
Kansas - Counties,"82,141","22,991",28,"10,219",44.4,"3,874",16.9,"8,898",38.7
Kansas - Municipalities,"94,445","25,539",27,"21,857",85.6,"2,572",10.1,"1,110",4.3
Kentucky - Total,"841,131","85,875",10.2,"39,895",46.5,"23,719",27.6,"22,261",25.9
Kentucky - State,"326,246","40,929",12.5,"9,483",23.2,"20,025",48.9,"11,421",27.9
"Kentucky - Local, total","514,885","44,945",8.7,"30,411",67.7,"3,694",8.2,"10,840",24.1
Kentucky - Counties,"57,497","15,396",26.8,"6,327",41.1,"1,842",12,"7,227",46.9
Kentucky - Municipalities,"99,607","29,549",29.7,"24,079",81.5,"1,853",6.3,"3,617",12.2
Louisiana - Total,"947,067","137,765",14.5,"65,269",47.4,"26,682",19.4,"45,814",33.3
Louisiana - State,"330,901","41,361",12.5,"9,401",22.7,"7,388",17.9,"24,572",59.4
"Louisiana - Local, total","616,166","96,405",15.6,"55,868",58,"19,295",20,"21,242",22
Louisiana - Parishes,"160,411","52,032",32.4,"24,507",47.1,"12,508",24,"15,017",28.9
Louisiana - Municipalities,"132,340","43,657",33,"31,365",71.8,"6,787",15.5,"5,505",12.6
Maine - Total,"262,268","25,171",9.6,"13,138",52.2,"4,552",18.1,"7,481",29.7
Maine - State,"86,233","11,226",13,"2,676",23.8,"3,862",34.4,"4,688",41.8
"Maine - Local, total","176,035","13,944",7.9,"10,462",75,689,4.9,"2,793",20
Maine - Counties,"6,775","5,077",74.9,"1,734",34.2,550,10.8,"2,793",55
Maine - Municipalities,"42,083","4,519",10.7,"4,458",98.7,61,1.3,0,0
Maryland - Total,"1,460,971","217,557",14.9,"105,202",48.4,"42,885",19.7,"69,470",31.9
Maryland - State,"415,359","90,999",21.9,"12,010",13.2,"27,125",29.8,"51,864",57
"Maryland - Local, total","1,045,611","126,558",12.1,"93,191",73.6,"15,761",12.5,"17,606",13.9
Maryland - Counties,"885,572","91,156",10.3,"61,440",67.4,"12,111",13.3,"17,605",19.3
Maryland - Municipalities,"153,782","35,393",23,"31,743",89.7,"3,650",10.3,0,0
Massachusetts - Total,"1,586,739","241,710",15.2,"133,976",55.4,"50,056",20.7,"57,678",23.9
Massachusetts - State,"494,849","132,309",26.7,"26,128",19.7,"48,503",36.7,"57,678",43.6
"Massachusetts - Local, total","1,091,890","109,400",10,"107,848",98.6,"1,552",1.4,0,0
Massachusetts - Counties,"2,733",101,3.7,49,48.5,52,51.5,0,0
Massachusetts - Municipalities,"514,223","65,639",12.8,"64,236",97.9,"1,403",2.1,0,0
Michigan - Total,"1,986,804","251,453",12.7,"110,754",44,"49,896",19.8,"90,803",36.1
Michigan - State,"721,066","90,073",12.5,"13,668",15.2,"9,803",10.9,"66,602",73.9
"Michigan - Local, total","1,265,738","161,380",12.7,"97,087",60.2,"40,093",24.8,"24,200",15
Michigan - Counties,"198,448","78,208",39.4,"21,594",27.6,"32,589",41.7,"24,025",30.7
Michigan - Municipalities,"213,867","73,140",34.2,"65,865",90.1,"7,118",9.7,157,0.2
Minnesota - Total,"1,255,840","140,089",11.2,"65,846",47,"32,418",23.1,"41,825",29.9
Minnesota - State,"408,203","41,109",10.1,"4,884",11.9,"17,992",43.8,"18,233",44.4
"Minnesota - Local, total","847,637","98,980",11.7,"60,962",61.6,"14,426",14.6,"23,592",23.8
Minnesota - Counties,"176,881","56,654",32,"20,380",36,"12,682",22.4,"23,592",41.6
Minnesota - Municipalities,"160,401","42,300",26.4,"40,562",95.9,"1,738",4.1,0,0
Mississippi - Total,"618,416","53,401",8.6,"29,168",54.6,"10,648",19.9,"13,585",25.4
Mississippi - State,"209,659","16,323",7.8,"3,912",24,"4,250",26,"8,161",50
"Mississippi - Local, total","408,757","37,078",9.1,"25,257",68.1,"6,398",17.3,"5,423",14.6
Mississippi - Counties,"96,756","18,970",19.6,"9,011",47.5,"4,677",24.7,"5,282",27.8
Mississippi - Municipalities,"77,273","18,119",23.4,"16,254",89.7,"1,724",9.5,141,0.8
Missouri - Total,"1,103,628","138,099",12.5,"67,292",48.7,"30,731",22.3,"40,076",29
Missouri - State,"311,216","56,507",18.2,"9,743",17.2,"15,352",27.2,"31,412",55.6
"Missouri - Local, total","792,411","81,591",10.3,"57,549",70.5,"15,379",18.8,"8,663",10.6
Missouri - Counties,"76,312","30,767",40.3,"14,097",45.8,"9,926",32.3,"6,744",21.9
Missouri - Municipalities,"168,718","50,814",30.1,"43,442",85.5,"5,450",10.7,"1,922",3.8
Montana - Total,"210,485","24,580",11.7,"11,170",45.4,"6,424",26.1,"6,986",28.4
Montana - State,"81,500","10,140",12.4,"2,200",21.7,"3,101",30.6,"4,839",47.7
"Montana - Local, total","128,985","14,441",11.2,"8,971",62.1,"3,323",23,"2,147",14.9
Montana - Counties,"22,466","8,457",37.6,"3,944",46.6,"2,396",28.3,"2,117",25
Montana - Municipalities,"19,555","5,968",30.5,"5,019",84.1,920,15.4,29,0.5
Nebraska - Total,"462,898","46,254",10,"22,627",48.9,"8,654",18.7,"14,973",32.4
Nebraska - State,"121,601","16,500",13.6,"3,295",20,"3,555",21.5,"9,650",58.5
"Nebraska - Local, total","341,297","29,754",8.7,"19,333",65,"5,098",17.1,"5,323",17.9
Nebraska - Counties,"48,894","15,735",32.2,"5,857",37.2,"4,557",29,"5,321",33.8
Nebraska - Municipalities,"53,896","14,010",26,"13,471",96.2,539,3.8,0,0
Nevada - Total,"523,349","99,946",19.1,"49,737",49.8,"22,018",22,"28,191",28.2
Nevada - State,"127,753","25,162",19.7,"5,544",22,"4,619",18.4,"14,999",59.6
"Nevada - Local, total","395,596","74,785",18.9,"44,193",59.1,"17,400",23.3,"13,192",17.6
Nevada - Counties,"141,015","54,760",38.8,"32,303",59,"13,545",24.7,"8,912",16.3
Nevada - Municipalities,"58,624","20,024",34.2,"11,890",59.4,"3,854",19.2,"4,280",21.4
New Hampshire - Total,"285,655","31,938",11.2,"19,162",60,"5,027",15.7,"7,749",24.3
New Hampshire - State,"81,864","11,219",13.7,"2,623",23.4,"3,595",32,"5,001",44.6
"New Hampshire - Local, total","203,791","20,718",10.2,"16,538",79.8,"1,432",6.9,"2,748",13.3
New Hampshire - Counties,"14,147","4,947",35,"1,146",23.2,"1,054",21.3,"2,747",55.5
New Hampshire - Municipalities,"48,292","6,319",13.1,"6,072",96.1,247,3.9,0,0
New Jersey - Total,"2,672,350","458,827",17.2,"243,151",53,"119,953",26.1,"95,723",20.9
New Jersey - State,"845,049","166,408",19.7,"30,536",18.4,"81,526",49,"54,346",32.7
"New Jersey - Local, total","1,827,300","292,419",16,"212,615",72.7,"38,427",13.1,"41,377",14.1
New Jersey - Counties,"320,861","91,093",28.4,"23,536",25.8,"26,221",28.8,"41,336",45.4
New Jersey - Municipalities,"315,379","115,415",36.6,"107,884",93.5,"7,521",6.5,10,0
New Mexico - Total,"467,994","63,525",13.6,"27,877",43.9,"15,470",24.4,"20,178",31.8
New Mexico - State,"196,077","28,422",14.5,"2,475",8.7,"13,697",48.2,"12,250",43.1
"New Mexico - Local, total","271,917","35,103",12.9,"25,403",72.4,"1,773",5.1,"7,927",22.6
New Mexico - Counties,"36,909","15,293",41.4,"6,875",45,541,3.5,"7,877",51.5
New Mexico - Municipalities,"70,506","19,814",28.1,"18,536",93.6,"1,230",6.2,48,0.2
New York - Total,"6,337,558","1,109,053",17.5,"603,927",54.5,"198,205",17.9,"306,921",27.7
New York - State,"1,345,978","344,626",25.6,"50,041",14.5,"132,490",38.4,"162,095",47
"New York - Local, total","4,991,580","764,427",15.3,"553,886",72.5,"65,715",8.6,"144,826",18.9
New York - Counties,"540,672","165,114",30.5,"83,570",50.6,"22,801",13.8,"58,743",35.6
New York - Municipalities,"2,694,053","560,491",20.8,"438,997",78.3,"35,437",6.3,"86,057",15.4
North Carolina - Total,"2,096,819","224,570",10.7,"108,375",48.3,"35,566",15.8,"80,629",35.9
North Carolina - State,"633,957","111,876",17.6,"16,498",14.7,"31,707",28.3,"63,671",56.9
"North Carolina - Local, total","1,462,862","112,693",7.7,"91,876",81.5,"3,859",3.4,"16,958",15
North Carolina - Counties,"1,059,406","51,026",4.8,"32,129",63,"2,877",5.6,"16,020",31.4
North Carolina - Municipalities,"213,278","61,665",28.9,"59,752",96.9,972,1.6,941,1.5
North Dakota - Total,"168,806","15,325",9.1,"6,655",43.4,"3,959",25.8,"4,711",30.7
North Dakota - State,"76,518","6,734",8.8,908,13.5,"2,834",42.1,"2,992",44.4
"North Dakota - Local, total","92,288","8,591",9.3,"5,747",66.9,"1,125",13.1,"1,719",20
North Dakota - Counties,"14,606","4,816",33,"2,131",44.2,967,20.1,"1,718",35.7
North Dakota - Municipalities,"15,244","3,762",24.7,"3,611",96,151,4,0,0
Ohio - Total,"2,414,377","315,355",13.1,"149,532",47.4,"78,748",25,"87,075",27.6
Ohio - State,"647,886","89,731",13.8,"13,176",14.7,"17,813",19.9,"58,742",65.5
"Ohio - Local, total","1,766,491","225,624",12.8,"136,356",60.4,"60,935",27,"28,333",12.6
Ohio - Counties,"329,507","101,613",30.8,"30,567",30.1,"44,933",44.2,"26,113",25.7
Ohio - Municipalities,"339,884","115,309",33.9,"97,156",84.3,"15,937",13.8,"2,216",1.9
Oklahoma - Total,"711,240","81,637",11.5,"44,169",54.1,"16,283",19.9,"21,185",26
Oklahoma - State,"247,836","36,416",14.7,"8,306",22.8,"11,419",31.4,"16,691",45.8
"Oklahoma - Local, total","463,404","45,222",9.8,"35,863",79.3,"4,865",10.8,"4,494",9.9
Oklahoma - Counties,"54,870","13,634",24.8,"6,534",47.9,"2,987",21.9,"4,113",30.2
Oklahoma - Municipalities,"128,566","31,586",24.6,"29,337",92.9,"1,866",5.9,383,1.2
Oregon - Total,"873,549","112,227",12.8,"51,123",45.6,"22,410",20,"38,694",34.5
Oregon - State,"318,253","43,208",13.6,"6,734",15.6,"14,043",32.5,"22,431",51.9
"Oregon - Local, total","555,295","69,019",12.4,"44,389",64.3,"8,367",12.1,"16,263",23.6
Oregon - Counties,"92,472","37,728",40.8,"15,129",40.1,"6,425",17,"16,174",42.9
Oregon - Municipalities,"111,665","31,290",28,"29,260",93.5,"1,943",6.2,87,0.3
Pennsylvania - Total,"2,528,633","387,519",15.3,"179,035",46.2,"74,725",19.3,"133,759",34.5
Pennsylvania - State,"763,450","142,536",18.7,"39,456",27.7,"21,841",15.3,"81,239",57
"Pennsylvania - Local, total","1,765,183","244,983",13.9,"139,579",57,"52,884",21.6,"52,520",21.4
Pennsylvania - Counties,"200,994","91,330",45.4,"11,095",12.1,"38,572",42.2,"41,663",45.6
Pennsylvania - Municipalities,"251,464","114,518",45.5,"89,421",78.1,"14,241",12.4,"10,856",9.5
Rhode Island - Total,"249,978","34,394",13.8,"17,180",50,"7,086",20.6,"10,128",29.4
Rhode Island - State,"101,284","19,177",18.9,"2,338",12.2,"6,711",35,"10,128",52.8
"Rhode Island - Local, total","148,695","15,218",10.2,"14,843",97.5,375,2.5,0,0
Rhode Island - Municipalities,"74,468","8,368",11.2,"8,068",96.4,300,3.6,0,0
South Carolina - Total,"911,220","96,474",10.6,"47,220",48.9,"16,603",17.2,"32,651",33.8
South Carolina - State,"291,674","33,628",11.5,"6,901",20.5,"3,767",11.2,"22,960",68.3
"South Carolina - Local, total","619,547","62,845",10.1,"40,319",64.2,"12,835",20.4,"9,691",15.4
South Carolina - Counties,"106,384","41,412",38.9,"20,635",49.8,"11,169",27,"9,608",23.2
South Carolina - Municipalities,"70,230","21,427",30.5,"19,682",91.9,"1,661",7.8,84,0.4
South Dakota - Total,"151,342","16,151",10.7,"7,256",44.9,"3,965",24.5,"4,930",30.5
South Dakota - State,"54,399","6,633",12.2,"1,211",18.3,"2,669",40.2,"2,753",41.5
"South Dakota - Local, total","96,943","9,518",9.8,"6,045",63.5,"1,296",13.6,"2,177",22.9
South Dakota - Counties,"12,965","5,440",42,"2,158",39.7,"1,168",21.5,"2,114",38.9
South Dakota - Municipalities,"20,662","4,072",19.7,"3,885",95.4,126,3.1,61,1.5
Tennessee - Total,"1,107,292","139,329",12.6,"74,403",53.4,"30,102",21.6,"34,824",25
Tennessee - State,"305,534","40,003",13.1,"6,779",16.9,"12,897",32.2,"20,327",50.8
"Tennessee - Local, total","801,759","99,326",12.4,"67,625",68.1,"17,205",17.3,"14,496",14.6
Tennessee - Counties,"456,371","45,324",9.9,"21,424",47.3,"12,745",28.1,"11,155",24.6
Tennessee - Municipalities,"313,354","54,004",17.2,"46,193",85.5,"4,468",8.3,"3,343",6.2
Texas - Total,"5,341,326","670,081",12.5,"338,482",50.5,"115,916",17.3,"215,683",32.2
Texas - State,"1,347,149","177,735",13.2,"28,762",16.2,"28,317",15.9,"120,656",67.9
"Texas - Local, total","3,994,177","492,347",12.3,"309,720",62.9,"87,600",17.8,"95,027",19.3
Texas - Counties,"558,123","240,882",43.2,"75,870",31.5,"69,989",29.1,"95,023",39.4
Texas - Municipalities,"778,784","251,464",32.3,"233,842",93,"17,622",7,0,0
Utah - Total,"540,958","57,695",10.7,"25,588",44.4,"13,263",23,"18,844",32.7
Utah - State,"227,547","21,229",9.3,"3,276",15.4,"7,158",33.7,"10,795",50.9
"Utah - Local, total","313,411","36,466",11.6,"22,312",61.2,"6,105",16.7,"8,049",22.1
Utah - Counties,"52,828","18,884",35.7,"6,985",37,"3,854",20.4,"8,045",42.6
Utah - Municipalities,"62,448","17,477",28,"15,226",87.1,"2,250",12.9,1,0
Vermont - Total,"162,087","14,682",9.1,"7,206",49.1,"3,046",20.7,"4,430",30.2
Vermont - State,"65,139","10,429",16,"3,088",29.6,"2,918",28,"4,423",42.4
"Vermont - Local, total","96,948","4,252",4.4,"4,117",96.8,127,3,8,0.2
Vermont - Counties,151,92,60.9,22,23.9,70,76.1,0,0
Vermont - Municipalities,"7,994","1,999",25,"1,945",97.3,46,2.3,8,0.4
Virginia - Total,"1,781,078","220,754",12.4,"97,948",44.4,"39,611",17.9,"83,195",37.7
Virginia - State,"551,259","76,070",13.8,"14,306",18.8,"17,646",23.2,"44,118",58
"Virginia - Local, total","1,229,820","144,684",11.8,"83,642",57.8,"21,965",15.2,"39,077",27
Virginia - Counties,"757,444","74,676",9.9,"44,584",59.7,"13,435",18,"16,657",22.3
Virginia - Municipalities,"407,086","59,875",14.7,"38,839",64.9,"8,531",14.2,"12,505",20.9
Washington - Total,"1,741,685","200,217",11.5,"96,278",48.1,"44,499",22.2,"59,440",29.7
Washington - State,"555,997","57,182",10.3,"12,539",21.9,"10,801",18.9,"33,842",59.2
"Washington - Local, total","1,185,688","143,035",12.1,"83,739",58.5,"33,698",23.6,"25,598",17.9
Washington - Counties,"201,564","78,496",38.9,"28,278",36,"26,652",34,"23,566",30
Washington - Municipalities,"240,461","64,523",26.8,"55,447",85.9,"7,044",10.9,"2,032",3.1
West Virginia - Total,"349,035","33,541",9.6,"13,931",41.5,"10,430",31.1,"9,180",27.4
West Virginia - State,"145,193","20,115",13.9,"4,184",20.8,"7,057",35.1,"8,874",44.1
"West Virginia - Local, total","203,842","13,425",6.6,"9,747",72.6,"3,373",25.1,305,2.3
West Virginia - Counties,"22,120","7,302",33,"3,876",53.1,"3,122",42.8,304,4.2
West Virginia - Municipalities,"27,689","6,126",22.1,"5,874",95.9,252,4.1,0,0
Wisconsin - Total,"1,185,053","163,194",13.8,"78,510",48.1,"27,282",16.7,"57,402",35.2
Wisconsin - State,"321,601","57,777",18,"3,798",6.6,"13,625",23.6,"40,354",69.8
"Wisconsin - Local, total","863,452","105,418",12.2,"74,713",70.9,"13,657",13,"17,048",16.2
Wisconsin - Counties,"165,574","52,577",31.8,"24,176",46,"11,532",21.9,"16,869",32.1
Wisconsin - Municipalities,"159,274","51,568",32.4,"49,336",95.7,"2,053",4,179,0.3
Wyoming - Total,"207,740","21,441",10.3,"8,844",41.2,"4,875",22.7,"7,722",36
Wyoming - State,"57,407","9,407",16.4,"1,373",14.6,"2,994",31.8,"5,040",53.6
"Wyoming - Local, total","150,333","12,034",8,"7,471",62.1,"1,881",15.6,"2,682",22.3
Wyoming - Counties,"34,490","7,192",20.9,"3,038",42.2,"1,502",20.9,"2,652",36.9
Wyoming - Municipalities,"16,388","4,814",29.4,"4,435",92.1,379,7.9,0,0
Note: March payroll data may not sum to total because of rounding.,,,,,,,,,
"a/Total March payroll includes payrolls of states and all types of local governments including independent school districts, which are not displayed separately.  The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,
b/Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,
