"Denton, TX",9,"91,573","91,573","87,865","3,708",-,"21,958","21,958","21,306",652,-,"33,867","33,867","30,811","3,056",-,"35,748","35,748","35,748",-,-,-
"Douglas, NE",6,"78,304","78,304","76,099","2,205",-,"16,076","16,076","13,871","2,205",-,"22,308","22,308","22,308",-,-,"39,920","39,920","39,920",-,-,-
"Du Page, IL",11,"86,647","86,647","85,968",679,-,"41,326","41,326","40,647",679,-,"32,341","32,341","32,341",-,-,"12,980","12,980","12,980",-,-,-
"El Paso, CO",12,"75,705","75,705","75,705",-,-,"54,082","54,082","54,082",-,-,"15,980","15,980","15,980",-,-,"5,643","5,643","5,643",-,-,-
"El Paso, TX",9,"185,956","185,956","172,709","13,247",-,"40,218","40,218","38,821","1,397",-,"52,869","52,869","52,806",63,-,"92,869","92,869","81,082","11,787","11,472",-
"Erie, NY",12,"164,930","164,930","163,225","1,705",-,"26,872","26,872","25,239","1,633",-,"35,851","35,851","35,799",52,-,"102,207","102,207","102,187",20,-,-
"Essex, NJ",12,"189,473","189,473","188,473","1,000",-,"45,584","45,584","44,584","1,000",-,"37,806","37,806","37,806",-,-,"106,083","106,083","106,083",-,-,-
"Fairfax, VA",6,"309,976","309,976","281,890","28,086",-,"208,627","208,627","180,914","27,713",-,"39,014","39,014","38,641",373,-,"62,335","62,335","62,335",-,-,-
"Fort Bend, TX",9,"125,381","125,381","104,816","20,565",-,"36,548","36,548","34,756","1,792",-,"44,624","44,624","25,980","18,644",-,"44,209","44,209","44,080",129,-,-
"Franklin, OH",12,"219,903","219,903","219,507",396,-,"45,069","45,069","44,723",346,-,"111,767","111,767","111,717",50,-,"63,067","63,067","63,067",-,-,-
"Fresno, CA",6,"309,208","294,449","284,177","10,272","14,759","81,688","81,688","76,511","5,177",-,"90,767","76,008","71,713","4,295","14,759","136,753","136,753","135,953",800,-,-
"Fulton, GA",12,"246,059","246,059","240,523","5,536",-,"48,872","48,872","48,372",500,-,"120,171","120,171","119,469",702,-,"77,016","77,016","72,682","4,334",-,-
"Gwinnet, GA",12,"225,749","225,749","216,440","9,309",-,"123,564","123,564","114,436","9,128",-,"48,098","48,098","47,958",140,-,"54,087","54,087","54,046",41,-,-
"Hamilton, OH",12,"227,506","227,506","223,245","4,261",-,"87,884","87,884","85,437","2,447",-,"107,693","107,693","105,987","1,706",-,"31,929","31,929","31,821",108,108,-
"Harris, TX",2,"801,431","801,431","789,119","12,312",-,"328,361","328,361","319,916","8,445",-,"217,059","217,059","214,642","2,417",-,"256,011","256,011","254,561","1,450",-,-
"Hennepin, MN",12,"251,258","251,258","242,363","8,895",-,"87,770","87,770","80,004","7,766",-,"67,853","67,853","67,612",241,-,"95,635","95,635","94,747",888,4,-
"Hidalgo, TX",12,"107,027","107,027","106,132",895,-,"21,560","21,560","21,011",549,-,"28,082","28,082","27,741",341,-,"57,385","57,385","57,380",5,-,-
"Hillsborough, FL",9,"452,509","450,024","428,095","21,929","2,485","223,605","222,723","210,750","11,973",882,"82,455","80,852","74,143","6,709","1,603","146,449","146,449","143,202","3,247","2,792",-
"Hudson, NJ",12,"124,666","123,535","109,956","13,579","1,131","24,023","24,023","24,023",-,-,"29,596","29,596","29,596",-,-,"71,047","69,916","56,337","13,579","13,579","1,131"
"Jackson, MO",12,"87,840","87,840","87,527",313,-,"29,900","29,900","29,587",313,-,"40,560","40,560","40,560",-,-,"17,380","17,380","17,380",-,-,-
"Jefferson, AL",9,"81,864","81,864","81,864",-,-,"29,252","29,252","29,252",-,-,"22,441","22,441","22,441",-,-,"30,171","30,171","30,171",-,-,-
"Jefferson, CO",12,"111,071","111,071","109,314","1,757",-,"46,210","46,210","44,781","1,429",-,"20,930","20,930","20,602",328,-,"43,931","43,931","43,931",-,-,-
"Johnson, KS",12,"119,809","119,809","119,368",441,-,"73,190","73,190","72,749",441,-,"22,102","22,102","22,102",-,-,"24,517","24,517","24,517",-,-,-
"Kane, IL",11,"53,063","53,063","52,175",888,-,"13,916","13,916","13,028",888,-,"21,241","21,241","21,241",-,-,"17,906","17,906","17,906",-,-,-
"Kent, MI",12,"103,754","103,754","102,256","1,498",-,"26,047","26,047","26,047",-,-,"44,193","44,193","42,695","1,498",-,"33,514","33,514","33,514",-,-,-
"Kern, CA",6,"322,209","307,727","306,748",979,"14,482","92,658","92,658","91,795",863,-,"94,910","80,428","80,312",116,"14,482","134,641","134,641","134,641",-,-,-
"King, WA",12,"486,678","486,636","482,692","3,944",42,"152,542","152,542","149,699","2,843",-,"184,748","184,706","184,333",373,42,"149,388","149,388","148,660",728,533,-
"Lake, IL",11,"105,991","105,991","105,991",-,-,"37,403","37,403","37,403",-,-,"40,784","40,784","40,784",-,-,"27,804","27,804","27,804",-,-,-
"Lake, IN",12,"56,987","56,987","56,987",-,-,"18,897","18,897","18,897",-,-,"19,731","19,731","19,731",-,-,"18,359","18,359","18,359",-,-,-
"Lancaster, PA",12,"92,680","92,680","92,271",409,-,"10,332","10,332","10,297",35,-,"35,696","35,696","35,428",268,-,"46,652","46,652","46,546",106,-,-
"Lee, FL",9,"186,516","186,516","183,366","3,150",-,"106,538","106,538","104,092","2,446",-,"27,641","27,641","27,043",598,-,"52,337","52,337","52,231",106,-,-
"Los Angeles, CA",6,"3,999,412","3,753,530","3,693,443","60,087","245,882","1,474,188","1,474,188","1,440,161","34,027",-,"1,086,251","840,369","839,334","1,035","245,882","1,438,973","1,438,973","1,413,948","25,025","19,846",-
"Macomb, MI",12,"103,886","103,886","102,476","1,410",-,"32,691","32,691","32,364",327,-,"40,752","40,752","40,202",550,-,"30,443","30,443","29,910",533,424,-
"Maricopa, AZ",6,"820,394","819,887","781,685","38,202",507,"95,794","95,287","92,025","3,262",507,"315,272","315,272","311,964","3,308",-,"409,328","409,328","377,696","31,632","25,888",-
"Mecklenburg, NC",6,"166,785","155,318","154,442",876,"11,467","49,668","38,201","37,776",425,"11,467","13,489","13,489","13,489",-,-,"103,628","103,628","103,177",451,-,-
"Middlesex, NJ",12,"72,846","72,846","72,846",-,-,"19,411","19,411","19,411",-,-,"18,270","18,270","18,270",-,-,"35,165","35,165","35,165",-,-,-
"Milwaukee, WI",12,"240,876","240,876","239,853","1,023",-,"38,821","38,821","38,821",-,-,"55,733","55,733","55,733",-,-,"146,322","146,322","145,299","1,023","1,023",-
"Monmouth, NJ",12,"100,233","96,332","96,332",-,"3,901","22,806","22,806","22,806",-,-,"26,330","26,330","26,330",-,-,"51,097","47,196","47,196",-,-,"3,901"
"Monroe, NY",12,"212,121","199,915","199,173",742,"12,206","64,912","64,912","64,181",731,-,"38,422","38,422","38,422",-,-,"108,787","96,581","96,570",11,-,"12,206"
"Montgomery, MD",6,"366,609","366,609","366,609",-,-,"255,567","255,567","255,567",-,-,"47,969","47,969","47,969",-,-,"63,073","63,073","63,073",-,-,-
"Montgomery, OH",12,"146,534","146,534","146,027",507,-,"47,574","47,574","47,385",189,-,"75,387","75,387","75,071",316,-,"23,573","23,573","23,571",2,2,-
"Montgomery, PA",12,"142,122","142,122","126,343","15,779",-,"3,144","3,144","3,144",-,-,"65,530","65,530","65,530",-,-,"73,448","73,448","57,669","15,779","15,779",-
"Multnomah, OR",6,"177,243","176,488","176,122",366,755,"30,438","30,242","29,916",326,196,"18,430","18,391","18,371",20,39,"128,375","127,855","127,835",20,-,520
"Nassau, NY",12,"1,122,226","1,117,279","1,089,345","27,934","4,947","788,667","788,667","764,066","24,601",-,"74,093","74,093","74,039",54,-,"259,466","254,519","251,240","3,279","3,273","4,947"
"New Castle, DE",6,"76,325","76,325","75,895",430,-,"67,342","67,342","66,912",430,-,"8,983","8,983","8,983",-,-,-,-,-,-,-,-
"Norfolk, MA",12,142,142,142,-,-,-,-,-,-,-,142,142,142,-,-,-,-,-,-,-,-
"Oakland, MI",9,"195,528","190,101","186,704","3,397","5,427","52,908","52,908","50,826","2,082",-,"78,454","73,027","72,688",339,"5,427","64,166","64,166","63,190",976,-,-
"Ocean, NJ",12,"73,835","73,835","69,245","4,590",-,"25,068","25,068","25,068",-,-,"16,133","16,133","16,133",-,-,"32,634","32,634","28,044","4,590","4,590",-
"Oklahoma, OK",6,"27,644","27,644","25,224","2,420",-,"11,092","11,092","10,543",549,-,"6,798","6,798","6,786",12,-,"9,754","9,754","7,895","1,859",-,-
"Orange, CA",6,"861,529","802,424","784,585","17,839","59,105","223,209","223,209","221,116","2,093",-,"314,660","255,555","252,669","2,886","59,105","323,660","323,660","310,800","12,860","7,092",-
"Orange, FL",9,"378,847","378,847","363,255","15,592",-,"196,200","196,200","184,326","11,874",-,"40,973","40,973","39,885","1,088",-,"141,674","141,674","139,044","2,630","1,616",-
"Palm Beach, FL",9,"515,076","515,076","500,182","14,894",-,"316,052","316,052","301,880","14,172",-,"66,647","66,647","66,417",230,-,"132,377","132,377","131,885",492,-,-
"Passaic, NJ",12,"90,449","90,449","90,443",6,-,"12,104","12,104","12,104",-,-,"20,177","20,177","20,177",-,-,"58,168","58,168","58,162",6,6,-
"Pierce, WA",12,"202,845","202,845","199,777","3,068",-,"71,553","71,553","71,511",42,-,"69,168","69,168","67,132","2,036",-,"62,124","62,124","61,134",990,965,-
"Pima, AZ",6,"427,387","427,387","377,583","49,804",-,"157,417","157,417","128,229","29,188",-,"175,678","175,678","155,062","20,616",-,"94,292","94,292","94,292",-,-,-
"Pinellas, FL",9,"336,000","336,000","320,461","15,539",-,"188,748","188,748","178,705","10,043",-,"40,913","40,913","39,895","1,018",-,"106,339","106,339","101,861","4,478",-,-
"Polk, FL",9,"172,249","172,249","158,076","14,173",-,"92,239","92,239","87,927","4,312",-,"22,072","22,072","21,799",273,-,"57,938","57,938","48,350","9,588",-,-
"Prince Georges, MD",6,"303,487","303,487","302,011","1,476",-,"193,699","193,699","192,223","1,476",-,"51,544","51,544","51,544",-,-,"58,244","58,244","58,244",-,-,-
"Riverside, CA",6,"824,468","799,502","782,269","17,233","24,966","352,633","352,633","350,003","2,630",-,"229,658","204,692","194,923","9,769","24,966","242,177","242,177","237,343","4,834",-,-
"Sacramento, CA",6,"561,962","539,399","534,101","5,298","22,563","161,493","161,493","161,493",-,-,"194,792","172,229","169,110","3,119","22,563","205,677","205,677","203,498","2,179",-,-
"Salt Lake, UT",12,"179,575","179,575","177,861","1,714",-,"45,914","45,914","45,914",-,-,"53,973","53,973","52,644","1,329",-,"79,688","79,688","79,303",385,288,-
"San Bernardino, CA",6,"741,878","718,323","620,000","98,323","23,555","285,442","285,442","283,456","1,986",-,"224,849","201,294","131,265","70,029","23,555","231,587","231,587","205,279","26,308",-,-
"San Diego, CA",6,"929,317","872,320","835,326","36,994","56,997","259,065","259,065","253,054","6,011",-,"364,837","307,840","291,564","16,276","56,997","305,415","305,415","290,708","14,707",-,-
"San Joaquin, CA",6,"239,074","230,372","229,756",616,"8,702","62,178","62,178","61,918",260,-,"80,463","71,761","71,693",68,"8,702","96,433","96,433","96,145",288,-,-
"San Mateo, CA",6,"313,337","298,629","296,789","1,840","14,708","101,677","101,677","99,866","1,811",-,"87,766","73,058","73,058",-,"14,708","123,894","123,894","123,865",29,-,-
"Santa Clara, CA",6,"647,853","608,202","604,265","3,937","39,651","117,741","117,741","117,603",138,-,"239,689","200,038","196,288","3,750","39,651","290,423","290,423","290,374",49,-,-
"Shelby, TN",6,"278,632","278,632","275,729","2,903",-,"147,286","147,286","144,725","2,561",-,"71,387","71,387","71,377",10,-,"59,959","59,959","59,627",332,-,-
"Snohomish, WA",12,"138,641","138,641","138,370",271,-,"43,888","43,888","43,736",152,-,"45,826","45,826","45,731",95,-,"48,927","48,927","48,903",24,-,-
"St. Louis, MO",12,"152,688","152,688","149,742","2,946",-,"95,224","95,224","92,535","2,689",-,"35,872","35,872","35,654",218,-,"21,592","21,592","21,553",39,-,-
"Stanislaus, CA",6,"136,997","132,411","131,035","1,376","4,586","34,044","34,044","33,329",715,-,"51,398","46,812","46,498",314,"4,586","51,555","51,555","51,208",347,-,-
"Suffolk, NY",12,"741,668","735,549","690,632","44,917","6,119","482,481","482,481","475,826","6,655",-,"70,377","70,377","70,053",324,-,"188,810","182,691","144,753","37,938","37,673","6,119"
"Summit, OH",12,"103,226","103,226","103,093",133,-,"29,269","29,269","29,155",114,-,"39,249","39,249","39,249",-,-,"34,708","34,708","34,689",19,19,-
"Tarrant, TX",9,"281,184","281,184","271,765","9,419",-,"71,073","71,073","69,440","1,633",-,"121,824","121,824","114,974","6,850",-,"88,287","88,287","87,351",936,872,-
"Travis, TX",9,"333,040","333,040","309,844","23,196",-,"58,911","58,911","58,134",777,-,"119,411","119,411","97,010","22,401",-,"154,718","154,718","154,700",18,-,-
"Tulsa, OK",6,"68,160","68,160","66,687","1,473",-,"12,662","12,662","11,875",787,-,"14,978","14,978","14,892",86,-,"40,520","40,520","39,920",600,-,-
"Union, NJ",12,"97,811","97,811","94,102","3,709",-,"30,643","30,643","30,131",512,-,"23,690","23,690","23,327",363,-,"43,478","43,478","40,644","2,834","2,459",-
"Utah, UT",12,"52,404","52,404","52,027",377,-,"16,922","16,922","16,603",319,-,"10,438","10,438","10,423",15,-,"25,044","25,044","25,001",43,-,-
"Ventura, CA",6,"397,723","385,681","381,885","3,796","12,042","144,817","144,817","143,707","1,110",-,"104,552","92,510","90,171","2,339","12,042","148,354","148,354","148,007",347,-,-
"Wake, NC",6,"171,023","170,468","80,617","89,851",555,"52,103","51,723","46,835","4,888",380,"48,146","48,146","1,637","46,509",-,"70,774","70,599","32,145","38,454","38,348",175
"Washington, OR",6,"116,494","116,494","114,963","1,531",-,"59,494","59,494","58,751",743,-,"13,771","13,771","13,723",48,-,"43,229","43,229","42,489",740,-,-
"Wayne, MI",9,"608,578","594,215","567,795","26,420","14,363","37,997","32,828","32,471",357,"5,169","290,781","286,448","285,544",904,"4,333","279,800","274,939","249,780","25,159","10,838","4,861"
"Westchester, NY",12,"277,434","277,434","276,503",931,-,"44,505","44,505","43,793",712,-,"77,757","77,757","77,605",152,-,"155,172","155,172","155,105",67,-,-
"Will, IL",11,"128,616","128,616","125,791","2,825",-,"48,771","48,771","46,615","2,156",-,"44,564","44,564","44,564",-,-,"35,281","35,281","34,612",669,-,-
Note: Fiscal years ended in months between July 2011 and June 2012.,,,,,,,,,,,,,,,,,,,,,,
