"Hudson, NJ","12",$71091.00,$69139.00,$67224.00,$1915.00,$1952.00,$9258.00,$7306.00,$7306.00,$0.00,$1952.00,$29482.00,$29482.00,$29482.00,$0.00,$0.00,$32351.00,$32351.00,$30436.00,$1915.00,$1915.00,$0.00,"Hudson, NJ"
"Jackson, MO","09",$62608.00,$62608.00,$62608.00,$0.00,$0.00,$24122.00,$24122.00,$24122.00,$0.00,$0.00,$17202.00,$17202.00,$17202.00,$0.00,$0.00,$21284.00,$21284.00,$21284.00,$0.00,$0.00,$0.00,"Jackson, MO"
"Jefferson, AL","06",$90636.00,$90636.00,$90636.00,$0.00,$0.00,$48020.00,$48020.00,$48020.00,$0.00,$0.00,$6292.00,$6292.00,$6292.00,$0.00,$0.00,$36324.00,$36324.00,$36324.00,$0.00,$0.00,$0.00,"Jefferson, AL"
,,,,,,,,,,,,,,,,,,,,,,,
"Jefferson, KY","12",$327448.00,$327448.00,$317131.00,$10317.00,$0.00,$90182.00,$90182.00,$87106.00,$3076.00,$0.00,$130043.00,$130043.00,$129661.00,$382.00,$0.00,$107223.00,$107223.00,$100364.00,$6859.00,$6606.00,$0.00,"Jefferson, KY"
"King, WA","12",$47874.00,$47358.00,$47358.00,$0.00,$516.00,$13388.00,$13388.00,$13388.00,$0.00,$0.00,$20335.00,$20335.00,$20335.00,$0.00,$0.00,$14151.00,$13635.00,$13635.00,$0.00,$0.00,$516.00,"King, WA"
"Lake, IN","06",$2998838.00,$2927398.00,$2875924.00,$51474.00,$71440.00,$884931.00,$813491.00,$804925.00,$8566.00,$71440.00,$1188335.00,$1188335.00,$1151610.00,$36725.00,$0.00,$925572.00,$925572.00,$919389.00,$6183.00,$2674.00,$0.00,"Lake, IN"
"Los Angeles, CA","12",$80839.00,$80839.00,$80021.00,$818.00,$0.00,$24970.00,$24970.00,$24543.00,$427.00,$0.00,$37123.00,$37123.00,$37112.00,$11.00,$0.00,$18746.00,$18746.00,$18366.00,$380.00,$0.00,$0.00,"Los Angeles, CA"
"Macomb, WI","06",$505666.00,$505666.00,$440779.00,$64887.00,$0.00,$47140.00,$47140.00,$44699.00,$2441.00,$0.00,$206578.00,$206578.00,$202944.00,$3634.00,$0.00,$251948.00,$251948.00,$193136.00,$58812.00,$54530.00,$0.00,"Macomb, WI"
"Maricopa, AZ","06",$50269.00,$50269.00,$50069.00,$200.00,$0.00,$13018.00,$13018.00,$12818.00,$200.00,$0.00,$15273.00,$15273.00,$15273.00,$0.00,$0.00,$21978.00,$21978.00,$21978.00,$0.00,$0.00,$0.00,"Maricopa, AZ"
"Middlesex, NJ","12",$123354.00,$123354.00,$122242.00,$1112.00,$0.00,$49592.00,$49592.00,$49592.00,$0.00,$0.00,$40145.00,$40145.00,$40145.00,$0.00,$0.00,$33617.00,$33617.00,$32505.00,$1112.00,$1112.00,$0.00,"Middlesex, NJ"
,,,,,,,,,,,,,,,,,,,,,,,
"Milwaukee, WI","06",$67799.00,$63777.00,$63616.00,$161.00,$4022.00,$11769.00,$11769.00,$11684.00,$85.00,$0.00,$17741.00,$17741.00,$17741.00,$0.00,$0.00,$38289.00,$34267.00,$34191.00,$76.00,$76.00,$4022.00,"Milwaukee, WI"
"Monmouth, NJ","12",$146091.00,$140881.00,$139591.00,$1290.00,$5210.00,$43636.00,$43636.00,$42401.00,$1235.00,$0.00,$30991.00,$30991.00,$30981.00,$10.00,$0.00,$71464.00,$66254.00,$66209.00,$45.00,$0.00,$5210.00,"Monmouth, NJ"
"Monroe, NY","06",$219548.00,$219161.00,$180236.00,$38925.00,$387.00,$120658.00,$120271.00,$120049.00,$222.00,$387.00,$28449.00,$28449.00,$28449.00,$0.00,$0.00,$70441.00,$70441.00,$31738.00,$38703.00,$38703.00,$0.00,"Monroe, NY"
"Montgomery, MD","12",$101209.00,$101209.00,$99208.00,$2001.00,$0.00,$34244.00,$34244.00,$33334.00,$910.00,$0.00,$47097.00,$47097.00,$46238.00,$859.00,$0.00,$19868.00,$19868.00,$19636.00,$232.00,$0.00,$0.00,"Montgomery, MD"
"Montgomery, OH","12",$68535.00,$68535.00,$67499.00,$1036.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$31566.00,$31566.00,$31566.00,$0.00,$0.00,$36969.00,$36969.00,$35933.00,$1036.00,$831.00,$0.00,"Montgomery, OH"
"Montgomery, PA","06",$123013.00,$123013.00,$122732.00,$281.00,$0.00,$23087.00,$23087.00,$22892.00,$195.00,$0.00,$11407.00,$11407.00,$11343.00,$64.00,$0.00,$88519.00,$88519.00,$88497.00,$22.00,$0.00,$0.00,"Montgomery, PA"
"Multnomah, OR","12",$738460.00,$736360.00,$730517.00,$5843.00,$2100.00,$525573.00,$525573.00,$521007.00,$4566.00,$0.00,$58345.00,$58345.00,$58218.00,$127.00,$0.00,$154542.00,$152442.00,$151292.00,$1150.00,$353.00,$2100.00,"Multnomah, OR"
,,,,,,,,,,,,,,,,,,,,,,,
"Nassau, NY","06",$23829.00,$23829.00,$23829.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1062.00,$1062.00,$1062.00,$0.00,$0.00,$22767.00,$22767.00,$22767.00,$0.00,$0.00,$0.00,"Nassau, NY"
"Norfolk, MA","12",$198902.00,$198902.00,$197949.00,$953.00,$0.00,$53436.00,$53436.00,$52606.00,$830.00,$0.00,$68595.00,$68595.00,$68524.00,$71.00,$0.00,$76871.00,$76871.00,$76819.00,$52.00,$0.00,$0.00,"Norfolk, MA"
"Oakland, MI","06",$25386.00,$25386.00,$24715.00,$671.00,$0.00,$8787.00,$8787.00,$8438.00,$349.00,$0.00,$5302.00,$5302.00,$5261.00,$41.00,$0.00,$11297.00,$11297.00,$11016.00,$281.00,$0.00,$0.00,"Oakland, MI"
"Oklahoma, OK","06",$680646.00,$619399.00,$589094.00,$30305.00,$61247.00,$205892.00,$204523.00,$195597.00,$8926.00,$1369.00,$257196.00,$197338.00,$192835.00,$4503.00,$59858.00,$217558.00,$217538.00,$200662.00,$16876.00,$16638.00,$20.00,"Oklahoma, OK"
"Orange, CA","09",$247613.00,$247613.00,$244987.00,$2626.00,$0.00,$142363.00,$142363.00,$141488.00,$875.00,$0.00,$37971.00,$37971.00,$36367.00,$1604.00,$0.00,$67279.00,$67279.00,$67132.00,$147.00,$147.00,$0.00,"Orange, CA"
"Palm Beach, FL","06",$157055.00,$157055.00,$154689.00,$2366.00,$0.00,$64752.00,$64752.00,$62922.00,$1830.00,$0.00,$71856.00,$71856.00,$71338.00,$518.00,$0.00,$20447.00,$20447.00,$20429.00,$18.00,$0.00,$0.00,"Palm Beach, FL"
"Pima, AZ","09",$199052.00,$199052.00,$185148.00,$13904.00,$0.00,$83055.00,$83055.00,$73941.00,$9114.00,$0.00,$52193.00,$52193.00,$50462.00,$1731.00,$0.00,$63804.00,$63804.00,$60745.00,$3059.00,$2552.00,$0.00,"Pima, AZ"
,,,,,,,,,,,,,,,,,,,,,,,
"Pinellas, FL","06",$190482.00,$190482.00,$181123.00,$9359.00,$0.00,$118244.00,$118244.00,$114512.00,$3732.00,$0.00,$35050.00,$35050.00,$35050.00,$0.00,$0.00,$37188.00,$37188.00,$31561.00,$5627.00,$5612.00,$0.00,"Pinellas, FL"
"Prince Georges, MD","06",$400037.00,$397207.00,$348885.00,$48322.00,$2830.00,$139802.00,$139802.00,$137184.00,$2618.00,$0.00,$139118.00,$139118.00,$94152.00,$44966.00,$0.00,$121117.00,$118287.00,$117549.00,$738.00,$0.00,$2830.00,"Prince Georges, MD"
"Riverside, CA","06",$545887.00,$511682.00,$509619.00,$2063.00,$34205.00,$206461.00,$206461.00,$204764.00,$1697.00,$0.00,$181095.00,$153793.00,$153589.00,$204.00,$27302.00,$158331.00,$151428.00,$151266.00,$162.00,$2.00,$6903.00,"Riverside, CA"
"Sacramento, CA","12",$99068.00,$99068.00,$97338.00,$1730.00,$0.00,$52682.00,$52682.00,$51448.00,$1234.00,$0.00,$27704.00,$27704.00,$27325.00,$379.00,$0.00,$18682.00,$18682.00,$18565.00,$117.00,$0.00,$0.00,"Sacramento, CA"
"St. Louis, MO","12",$140964.00,$140964.00,$137001.00,$3963.00,$0.00,$52811.00,$52811.00,$51510.00,$1301.00,$0.00,$38326.00,$38326.00,$38203.00,$123.00,$0.00,$49827.00,$49827.00,$47288.00,$2539.00,$1313.00,$0.00,"St. Louis, MO"
"Salt Lake, UT","06",$640496.00,$602029.00,$577818.00,$24211.00,$38467.00,$379263.00,$379263.00,$361676.00,$17587.00,$0.00,$120671.00,$89603.00,$89073.00,$530.00,$31068.00,$140562.00,$133163.00,$127069.00,$6094.00,$645.00,$7399.00,"Salt Lake, UT"
"San Bernadino, CA","06",$706602.00,$706602.00,$662066.00,$44536.00,$0.00,$193353.00,$193353.00,$188652.00,$4701.00,$0.00,$282592.00,$282592.00,$242948.00,$39644.00,$0.00,$230657.00,$230657.00,$230466.00,$191.00,$0.00,$0.00,"San Bernadino, CA"
,,,,,,,,,,,,,,,,,,,,,,,
"San Diego, CA","06",$169790.00,$169790.00,$169136.00,$654.00,$0.00,$48887.00,$48887.00,$48527.00,$360.00,$0.00,$54119.00,$54119.00,$53894.00,$225.00,$0.00,$66784.00,$66784.00,$66715.00,$69.00,$0.00,$0.00,"San Diego, CA"
"San Mateo, CA","06",$530973.00,$490819.00,$481733.00,$9086.00,$40154.00,$49093.00,$49093.00,$48221.00,$872.00,$0.00,$274043.00,$233889.00,$228087.00,$5802.00,$40154.00,$207837.00,$207837.00,$205425.00,$2412.00,$1989.00,$0.00,"San Mateo, CA"
"Santa Clara, CA","06",$201987.00,$201987.00,$199599.00,$2388.00,$0.00,$50700.00,$50700.00,$49130.00,$1570.00,$0.00,$58669.00,$58669.00,$58108.00,$561.00,$0.00,$92618.00,$92618.00,$92361.00,$257.00,$0.00,$0.00,"Santa Clara, CA"
"Shelby, TN","12",$479977.00,$458445.00,$448614.00,$9831.00,$21532.00,$335494.00,$335494.00,$327550.00,$7944.00,$0.00,$52545.00,$34513.00,$34060.00,$453.00,$18032.00,$91938.00,$88438.00,$87004.00,$1434.00,$801.00,$3500.00,"Shelby, TN"
"Suffolk, NY","12",$78852.00,$78852.00,$78303.00,$549.00,$0.00,$9928.00,$9928.00,$9779.00,$149.00,$0.00,$37979.00,$37979.00,$37579.00,$400.00,$0.00,$30945.00,$30945.00,$30945.00,$0.00,$0.00,$0.00,"Suffolk, NY"
"Summit, OH","09",$163879.00,$163879.00,$158354.00,$5525.00,$0.00,$16287.00,$16287.00,$14136.00,$2151.00,$0.00,$68287.00,$68287.00,$65490.00,$2797.00,$0.00,$79305.00,$79305.00,$78728.00,$577.00,$243.00,$0.00,"Summit, OH"
,,,,,,,,,,,,,,,,,,,,,,,
"Tarrant, TX","09",$182697.00,$182697.00,$151630.00,$31067.00,$0.00,$28035.00,$28035.00,$28035.00,$0.00,$0.00,$40619.00,$40619.00,$40608.00,$11.00,$0.00,$114043.00,$114043.00,$82987.00,$31056.00,$31056.00,$0.00,"Tarrant, TX"
"Travis, TX","06",$60759.00,$60759.00,$60209.00,$550.00,$0.00,$11843.00,$11843.00,$11843.00,$0.00,$0.00,$15760.00,$15760.00,$15543.00,$217.00,$0.00,$33156.00,$33156.00,$32823.00,$333.00,$333.00,$0.00,"Travis, TX"
"Union, NJ","06",$239990.00,$239990.00,$239990.00,$0.00,$0.00,$80329.00,$80329.00,$80329.00,$0.00,$0.00,$72296.00,$72296.00,$72296.00,$0.00,$0.00,$87365.00,$87365.00,$87365.00,$0.00,$0.00,$0.00,"Union, NJ"
"Ventura, CA","11",$515568.00,$470618.00,$459474.00,$11144.00,$44950.00,$23843.00,$23843.00,$23136.00,$707.00,$0.00,$293381.00,$293381.00,$283334.00,$10047.00,$0.00,$198344.00,$153394.00,$153004.00,$390.00,$103.00,$44950.00,"Ventura, CA"
"Wayne, MI","12",$181528.00,$181528.00,$179631.00,$1897.00,$0.00,$23517.00,$23517.00,$22029.00,$1488.00,$0.00,$43735.00,$43735.00,$43533.00,$202.00,$0.00,$114276.00,$114276.00,$114069.00,$207.00,$0.00,$0.00,"Wayne, MI"
"Westchester, NY","06",$619524.00,$619524.00,$490229.00,$129295.00,$0.00,$289359.00,$289359.00,$272173.00,$17186.00,$0.00,$159236.00,$159236.00,$98055.00,$61181.00,$0.00,$170929.00,$170929.00,$120001.00,$50928.00,$50406.00,$0.00,"Westchester, NY"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Fiscal years end between July 2000 and June 2001.",,,,,,,,,,,,,,,,,,,,,,,
